,liver,brain,lung
1387686_at,3.184589424,2.717233272,2.706080043
1387687_at,4.900166858,2.635560357,8.467190691
1387688_at,3.993782787,3.627249506,3.722113304
1387689_at,4.599682827,5.205144761,4.257908227
1387690_at,7.964484242,6.200129166,7.137008746
1387691_at,4.87486903,4.292782524,4.241730398
1387692_a_at,4.920048956,5.447273933,4.514952515
1387693_a_at,6.66989623,6.848521552,4.684673542
1387694_at,4.053224781,3.855340713,3.735472617
1387695_at,5.74008887,5.567148911,5.442337989
1387696_a_at,4.335089125,7.068794007,3.409261311
1387697_at,3.810418986,3.3253418,2.980380379
1387698_at,4.092712813,5.885420617,3.77597717
1387699_at,5.456695998,5.080916769,5.04636369
1387700_at,4.298614212,3.36426542,3.446989367
1387701_at,5.135425187,3.412560586,5.248579344
1387702_at,2.979014657,2.785862815,2.646122571
1387703_a_at,6.70771668,7.312348866,4.425126376
1387704_at,5.381858588,3.208954784,3.244852236
1387705_at,5.883785475,6.014096232,6.521879943
1387706_at,3.895135069,7.383010725,3.40624625
1387707_at,4.578077269,6.554854996,4.113768519
1387708_at,3.533495767,3.49737298,2.986886259
1387709_at,4.047508584,3.405888391,4.754978466
1387710_at,3.318015158,2.946611996,2.927675988
1387711_at,3.370862472,2.602238272,2.752687697
1387712_at,3.786847682,4.675997221,3.374693359
1387713_a_at,3.466145711,2.954085939,5.530994125
1387714_at,6.008629401,4.202257215,4.513864557
1387715_at,3.27634936,2.872498159,2.994289343
1387716_at,5.508627923,5.477696453,6.573045061
1387717_at,5.417747793,4.915597165,5.711309473
1387718_at,5.1372964,3.519052468,3.701126698
1387719_at,4.190440445,3.582981375,3.488592229
1387720_at,4.430908398,5.479845028,4.333148501
1387721_at,5.583376831,7.024360002,4.832671412
1387722_at,3.094341527,2.782439599,2.947472079
1387723_at,3.508250433,4.027673245,4.05951098
1387724_at,4.071638986,3.555522739,3.711258938
1387725_at,10.23342206,4.128493538,3.993043594
1387726_at,4.73390904,4.06404856,4.021011418
1387727_at,4.869430611,4.517306927,4.961023287
1387728_at,4.728587979,4.338709897,4.750239822
1387729_at,5.491256285,4.289031153,4.976923979
1387730_at,3.249968301,2.850587952,3.112564165
1387731_at,4.099549368,3.696185288,3.530636334
1387732_at,8.477803711,8.180571187,8.310431323
1387733_at,3.203378854,2.898502592,2.82475855
1387734_at,3.335437638,2.954967537,3.999566216
1387735_at,3.575101707,3.024929168,3.695242366
1387736_at,4.006805878,4.411986556,3.546379904
1387737_at,6.972080499,8.31921488,8.305519928
1387738_at,3.207928536,2.74293514,2.740692734
1387739_at,3.88778736,3.302414713,3.921921629
1387740_at,5.852222869,4.065103948,4.699302136
1387741_at,5.453681695,5.398752575,4.780815194
1387742_at,3.650373779,2.953219002,5.389463566
1387743_at,4.119711524,3.454969377,3.566120423
1387744_at,4.527134788,4.9203937,3.574378845
1387745_at,6.39520735,3.984839388,5.187310147
1387746_at,3.740261691,3.235247135,3.099422309
1387747_at,3.37650314,3.04835271,3.296974534
1387748_at,3.599395078,2.967059047,2.905667217
1387749_at,5.076768395,4.096648683,7.01160256
1387750_at,3.728060178,3.072335217,3.105480688
1387751_at,4.527073121,4.033490415,4.080769485
1387752_s_at,4.163286326,3.705334416,3.459609513
1387753_s_at,6.743736171,7.237972359,8.952000683
1387754_at,3.182126738,2.914038768,2.902222081
1387755_s_at,7.975221008,6.975276393,7.9222726
1387756_s_at,2.886332611,2.798230769,3.837638408
1387757_at,8.966080934,9.734839356,8.720880759
1387758_at,3.955452789,3.78985274,3.586133555
1387759_s_at,10.40129712,4.566486563,6.815039895
1387760_a_at,8.70907413,3.472151378,3.07683688
1387761_at,3.291282916,3.13814569,3.100350892
1387762_s_at,3.854165896,3.57084893,4.242222509
1387763_at,4.020324125,3.876400204,6.79347536
1387764_at,4.461661601,3.76065331,3.989894372
1387765_at,10.42876453,4.043288907,4.773587305
1387766_a_at,5.417428171,2.998197088,3.22233345
1387767_a_at,3.299041955,3.167394763,3.113150926
1387768_at,5.156663155,3.455888758,6.879406719
1387769_a_at,8.989112048,7.942840749,10.43526894
1387770_at,11.634791,10.07179631,11.82472125
1387771_a_at,6.993078186,8.066125391,8.906654191
1387772_at,9.34461655,13.06143584,10.7096018
1387773_at,10.66234369,11.12028832,9.621637491
1387774_at,9.4871624,12.12422594,11.17678327
1387775_at,9.851255587,9.150673204,9.957643029
1387776_at,8.174844827,4.795157156,8.723804077
1387777_at,9.44040147,9.111421348,9.977818775
1387778_at,10.40999771,9.0104486,9.68320646
1387779_at,8.071190584,7.894273504,8.011284419
1387780_at,9.925546522,10.68373642,10.01844268
1387781_at,8.923202493,8.181677199,8.1483685
1387782_at,9.409136111,8.725911241,7.381602781
1387783_a_at,10.6908641,7.117436173,7.849985171
1387784_at,8.740671205,9.028349865,8.799914396
1387785_at,8.831647752,9.092991188,8.50409131
1387786_at,9.339767898,9.38282443,9.096772287
1387787_at,6.826339138,3.880509813,7.62033647
1387788_at,6.366325133,6.971017317,7.014132059
1387789_at,6.82449969,5.836660604,9.105909372
1387790_at,10.26591204,9.614860179,9.94445756
1387791_at,4.406945249,5.582346976,10.16832712
1387792_at,7.937547228,8.129525429,8.490631288
1387793_at,9.2776991,8.229889183,8.977942046
1387794_at,8.792624885,4.288447081,6.363995636
1387795_at,5.225664693,4.799239552,8.985937877
1387796_at,5.379979853,5.17654565,6.738730003
1387797_at,10.14673101,10.3423463,10.36534085
1387798_a_at,8.566392541,7.799224836,10.41876626
1387799_at,5.079793317,2.989928604,5.787773869
1387800_at,7.331089002,7.216349509,7.397081528
1387801_at,8.409499192,8.110826256,8.730183314
1387802_at,4.287417819,8.88270841,5.763504155
1387803_at,7.200046063,10.26865783,4.949549458
1387804_at,3.851357867,3.368829036,4.779412807
1387805_at,9.724296665,10.22950094,8.346223188
1387806_at,9.42479392,9.244945447,11.15277936
1387807_at,8.811726143,8.413706554,9.011027654
1387808_at,7.664375539,3.647924777,7.571239714
1387809_at,5.541079854,7.455240364,6.539696241
1387810_at,6.603637682,5.615668686,5.163281312
1387811_at,10.81664006,9.50614342,5.358285739
1387812_at,8.887544066,6.410993607,6.294675977
1387813_at,4.172151389,3.33652138,5.843716926
1387814_at,5.558107413,4.142733933,5.288835215
1387815_at,5.244434838,4.533123637,4.702785327
1387816_at,9.809138038,3.600102276,3.411460921
1387817_at,5.353211868,9.985685712,6.687569971
1387818_at,5.496453679,5.240356062,7.266532357
1387819_at,6.471892738,4.500547786,7.884064629
1387820_at,3.996833893,3.242016675,3.426865667
1387821_at,7.965435976,6.336253863,7.169456415
1387822_at,6.065174429,6.013776556,5.328680928
1387823_at,9.095012955,9.075380127,9.073504416
1387824_at,6.837163413,6.65758329,6.821221859
1387825_at,12.33877135,5.865199322,2.914763728
1387826_at,6.660737265,5.666858633,4.903072213
1387827_x_at,2.705613671,2.640229879,2.748474777
1387828_at,3.648900916,3.708336796,3.495302271
1387829_at,4.285323888,4.249615144,3.842457556
1387830_at,12.99707055,6.347124888,4.193419922
1387831_at,4.771896449,3.541365103,4.920070431
1387832_at,8.102109602,4.899297379,5.023632382
1387833_at,5.797021737,4.850182574,6.203277823
1387834_at,4.565907359,7.58084287,4.219168627
1387835_at,5.798357717,3.688376076,5.069561278
1387836_at,6.590762934,7.061790267,5.603757466
1387837_at,6.111404625,7.435395116,6.3391005
1387838_at,3.528868703,3.262297629,3.147010446
1387839_at,6.609178031,4.040689213,7.070303019
1387840_at,9.308384894,8.800472681,8.104452095
1387841_at,7.30683177,7.620161186,7.327962965
1387842_at,5.277502593,4.52006468,4.805691696
1387843_at,4.162106361,4.104943734,6.278209906
1387844_at,6.196217179,5.660986532,6.187727716
1387845_at,3.585613108,3.854048115,3.323571515
1387846_at,5.147843212,4.205858187,4.133182507
1387847_at,6.04818972,5.332949788,6.242292196
1387848_at,7.582526773,6.432423632,6.387019614
1387849_at,3.972673911,6.10002289,5.996789874
1387850_at,3.892998441,6.809942787,5.79726369
1387851_at,5.49254597,4.175220518,5.502394303
1387852_at,11.31445171,5.809979345,5.997034093
1387853_at,3.75772158,3.062731889,3.107599646
1387854_at,6.091042294,6.580876737,11.04286484
1387855_at,9.10896197,10.9379164,9.604273198
1387856_at,9.27793431,9.15454459,10.00882689
1387857_at,9.202060448,10.52759455,10.04876358
1387858_at,5.580603855,4.263766204,5.339320261
1387859_at,9.786553083,7.773501218,7.882410757
1387860_at,8.330008847,9.125582348,10.70737052
1387861_at,8.597030602,9.016498852,8.212060305
1387862_at,9.909388184,12.55854855,12.19692748
1387863_at,9.670169796,9.972992736,10.61903722
1387864_at,8.738604833,10.3064899,9.62165406
1387865_at,8.490667538,8.811863497,8.841084501
1387866_at,6.988633275,6.7057372,7.720543899
1387867_at,10.63156896,7.425563499,8.133642337
1387868_at,9.32963931,3.478187473,7.65101674
1387869_s_at,6.213765249,5.490957959,5.162845207
1387870_at,8.081805537,5.429501549,8.631840987
1387871_at,6.513311935,6.408779082,6.918036714
1387872_at,8.208634186,9.424757492,9.660424663
1387873_at,6.075112944,6.294576566,8.902107514
1387874_at,5.316165706,7.587080431,5.213950688
1387875_at,7.883620076,8.143802385,8.773005293
1387876_at,7.023470426,4.993460178,5.869526741
1387877_at,11.34749632,4.303558536,4.863576038
1387878_at,11.89867571,10.2611203,9.773731203
1387879_a_at,4.899886567,7.774400866,7.165707635
1387880_at,4.938242286,7.086052654,6.335913109
1387881_at,4.855875439,8.737604439,3.750267529
1387882_at,6.523560064,6.687107228,5.939659114
1387883_a_at,11.69197015,12.98530473,13.49859214
1387884_at,10.25268635,9.31011605,9.498932145
1387885_at,9.585555749,7.18862936,9.067633559
1387886_at,6.539406293,5.956016655,8.394156453
1387887_at,10.46246564,10.1269355,11.1876479
1387888_at,11.35677073,11.17789782,12.02685441
1387889_at,5.031322921,6.234686397,4.64029105
1387890_at,12.94102375,13.3926821,13.56800464
1387891_at,10.7316784,7.864334688,9.147432666
1387892_at,7.829095544,10.41536963,9.410417159
1387893_at,11.90400539,6.399289522,9.755352029
1387894_at,6.866031934,3.571736097,3.90908464
1387895_s_at,3.648457585,3.167658956,3.557586159
1387896_at,11.59220234,10.20021204,10.46874996
1387897_at,7.083228821,10.66290064,7.865523614
1387898_at,6.427447704,7.586377771,7.648384745
1387899_at,4.485822733,8.445754013,3.880714822
1387900_at,9.067569411,9.720632033,9.922682534
1387901_at,7.814471005,9.450467646,8.138568522
1387902_a_at,8.664195196,3.942468304,12.12807076
1387903_at,8.445920536,11.15342554,9.362452436
1387904_at,7.752741337,8.564727106,8.513194216
1387905_at,10.06932271,8.770091414,7.580394835
1387906_a_at,5.547744668,9.936967163,5.76906314
1387907_at,7.457313732,11.01982924,8.957626918
1387908_at,7.383111922,7.791312504,5.880277463
1387909_at,6.231366211,10.60036615,8.529484724
1387910_at,5.260220636,9.959711815,6.721794764
1387911_at,9.494047006,9.707098513,9.263819258
1387912_at,8.299361645,8.215956191,8.500322043
1387913_at,5.909338919,7.025850664,6.350068685
1387914_at,11.00176959,5.849214562,8.115260838
1387915_at,9.341394763,9.03930663,9.925559013
1387916_at,9.430935497,6.272525366,6.655476517
1387917_at,8.653205708,8.080570061,9.100024575
1387918_at,8.25160488,7.792434916,9.535855116
1387919_at,8.596579763,9.125106052,8.493105171
1387920_at,7.060982327,6.671510661,6.879346782
1387921_at,8.838886885,8.567173522,8.833807812
1387922_at,5.695092996,5.151301636,8.57364733
1387923_at,4.558570799,8.906385175,4.514858621
1387924_at,7.50154793,9.137475281,5.052333425
1387925_at,3.809879272,7.868315189,7.323487104
1387926_at,10.31897077,8.976896382,7.129555258
1387927_a_at,3.704828583,11.98031308,5.855575618
1387928_at,6.564799242,8.744369329,5.514760615
1387929_at,6.535921485,9.5295472,6.831694242
1387930_at,3.42440513,3.002221185,3.044353702
1387931_at,2.907146446,2.536157516,2.56990979
1387932_at,4.205706151,7.911048974,7.334793959
1387933_s_at,3.673923227,3.431815661,4.732676803
1387934_at,5.998461243,8.827572317,4.956280663
1387935_at,6.058622309,5.581132405,6.386872543
1387936_at,6.222729641,3.249042699,3.444229229
1387937_at,4.985766831,4.363011409,4.553853041
1387938_at,3.633863633,9.112916137,6.926459871
1387939_at,3.466264814,3.106242596,3.05292478
1387940_at,7.614694767,6.649892381,7.226508001
1387941_s_at,5.906098145,5.850065483,5.648132624
1387942_at,5.655348249,7.078124807,6.538538865
1387943_at,5.197426004,4.1148438,4.431375044
1387944_at,4.55334191,4.490783693,4.201666301
1387945_at,4.252556292,3.381562804,6.7105602
1387946_at,6.632868944,5.755490449,9.129270929
1387947_at,8.798800979,4.639516529,6.161107696
1387948_at,7.73561931,6.488269825,7.435582129
1387949_at,11.82676746,3.648428596,3.403100215
1387950_at,7.756836363,6.97168583,7.678307642
1387951_at,4.273659209,4.842637538,9.190231634
1387952_a_at,4.793992567,4.912834337,8.960412861
1387953_at,5.788823246,6.036510204,5.420046666
1387954_a_at,4.191841833,5.836712266,3.907744926
1387955_at,11.25667485,3.459610905,2.807905486
1387956_s_at,6.206810048,3.568627826,6.438630822
1387957_a_at,5.119763469,8.008990218,8.035042178
1387958_at,4.383555377,3.360982036,3.402031014
1387959_at,9.007851575,4.590595687,4.357038495
1387960_at,4.462374767,3.779942041,12.61346692
1387961_at,4.506203982,10.02282986,6.077761067
1387962_at,7.159334739,9.334113492,7.687516605
1387963_a_at,11.91488592,5.253057939,4.438373555
1387964_a_at,6.15220123,6.223077252,5.859367692
1387965_at,4.605815755,3.355575881,3.932185621
1387966_at,8.360142234,8.922053736,5.590637608
1387967_at,9.07803055,3.797820371,3.336949219
1387968_at,2.945462077,9.439574339,3.435405088
1387969_at,4.53887231,2.844339823,3.84321344
1387970_at,4.503506685,4.699034913,7.897441984
1387971_a_at,6.271342474,8.736767676,6.021041055
1387972_at,3.90505201,3.171180973,3.208878612
1387973_at,10.41588432,5.438883853,3.328193835
1387974_a_at,3.480719218,3.066758737,3.10746194
1387975_at,4.732493298,6.367323527,6.192950796
1387976_at,5.828823799,5.876322118,7.912373974
1387977_at,7.951855479,7.363997333,8.13410533
1387978_at,6.292000108,6.67024015,7.003304955
1387979_at,7.366103174,7.260904635,7.537527637
1387980_at,3.414066422,2.623988154,2.84781885
1387981_at,6.415151046,5.811067194,4.457609827
1387982_at,4.715572902,3.987841715,7.612427504
1387983_at,4.782595324,3.705832023,3.535784291
1387984_at,6.932248797,4.061746899,7.23515293
1387985_a_at,3.956270879,2.85145649,3.425968828
1387986_at,4.051007496,3.960670296,6.006008472
1387987_at,4.165330368,3.494373922,3.454757912
1387988_at,3.626815905,3.263332131,3.271222675
1387989_at,3.563926969,3.583457554,3.255256918
1387990_at,5.77259065,5.435315366,5.252895454
1387991_at,4.906452145,4.379726855,4.553493731
1387992_at,3.663315218,3.08133743,4.376839204
1387993_at,3.113310023,2.784851395,3.115861234
1387994_at,12.27518443,3.922014661,2.93022247
1387995_a_at,10.34092538,6.995390373,11.37162549
1387996_a_at,4.333436292,3.763485869,4.059539839
1387997_at,4.815616158,4.298496293,4.420646269
1387998_at,5.425452676,5.544780823,5.533909545
1387999_at,4.103130589,4.102585313,3.619701365
1388000_at,2.792514625,9.788643372,2.628031551
1388001_at,4.281063128,3.947925863,3.606611499
1388002_at,6.879408221,7.280034664,7.44006858
1388003_at,5.222167203,4.432230458,5.57741607
1388004_at,4.466669186,8.89193692,4.390911828
1388005_at,5.526723231,4.893351042,5.054627532
1388006_at,3.065752652,2.816662562,2.76434353
1388007_x_at,3.313863186,2.738175593,2.777482741
1388008_at,5.033167304,4.178322944,3.970741846
1388009_at,3.85456569,3.702990831,3.514594331
1388010_at,3.815311745,3.183826493,4.115084241
1388011_a_at,5.914968414,6.305676597,6.784859383
1388012_at,3.627934808,3.29715453,3.149261964
1388013_at,4.075481754,3.178624249,3.265706237
1388014_at,3.304687935,2.993663281,3.238718934
1388015_at,2.903904599,8.485336956,2.941852215
1388016_a_at,5.827102548,4.950896618,4.734240643
1388017_at,4.896508638,4.536837059,4.566114783
1388018_at,3.562866147,2.834810303,3.806742749
1388019_at,3.055129192,2.958278142,3.045323376
1388020_a_at,3.594612745,3.968394155,3.624460417
1388021_at,3.848510953,3.415134804,3.213535786
1388022_a_at,5.763888694,7.536764111,5.819612865
1388023_a_at,4.698122947,6.093633411,5.518822276
1388024_s_at,8.113400777,7.553297761,8.518971319
1388025_at,3.07889613,2.932242802,2.812357651
1388026_at,4.04550426,3.589659335,5.21774565
1388027_a_at,8.446467318,9.96461141,8.819646032
1388028_at,3.649169635,3.429229626,3.561010308
1388029_at,4.593650101,3.493005798,4.124198389
1388030_a_at,5.418929492,7.118732619,4.729602621
1388031_x_at,3.548649756,2.965892179,3.062071622
1388032_a_at,5.674178271,5.234751366,5.988193962
1388033_at,2.952769404,2.474199056,12.48108339
1388034_at,6.43409984,7.93011596,5.172903512
1388035_a_at,3.996993834,3.569807884,3.499093146
1388036_a_at,3.941970552,3.805416528,4.796684946
1388037_at,4.231115777,9.87411293,3.903017053
1388038_at,9.352588162,8.480065319,8.197135338
1388039_a_at,4.789940721,9.699916271,6.214580434
1388040_a_at,4.757917844,4.178100445,3.91284256
1388041_s_at,3.681910893,3.695526899,3.347202172
1388042_at,3.704057314,3.595616509,3.452867618
1388043_at,3.796666459,3.852188461,3.69330659
1388044_at,4.495322765,5.674843306,5.844212287
1388045_a_at,5.41454521,7.116116041,5.273542734
1388046_at,4.943831026,4.798180079,4.706212018
1388047_at,3.744204114,3.291464187,3.241445381
1388048_a_at,5.17517423,5.437485596,4.860120546
1388049_a_at,4.274291383,3.740783506,4.96673583
1388050_at,3.657105638,3.069938341,3.195230307
1388051_at,2.933978317,2.776964293,3.745314005
1388052_a_at,4.109720137,4.728456295,3.595303723
1388053_at,3.764279794,3.524436188,3.28933618
1388054_a_at,4.382848946,5.609529034,5.385619023
1388055_at,3.747096916,3.501256953,4.458960522
1388056_at,3.6442855,3.322766775,3.261744715
1388057_a_at,4.330199036,6.648677409,4.04102749
1388058_at,6.811116743,6.45995767,6.640860677
1388059_a_at,6.021839263,5.970485816,6.165966647
1388060_at,5.21891125,6.607451938,3.40777582
1388061_a_at,3.490131926,6.064324392,3.245845633
1388062_at,4.440136935,4.076796539,4.774147885
1388063_a_at,4.34230022,4.168981437,4.449848502
1388064_a_at,5.003542452,9.246297164,5.616658861
1388065_at,3.86708878,3.084952604,3.168392089
1388066_a_at,4.503839685,4.734622948,5.475617162
1388067_a_at,7.919155761,7.334140796,7.815964425
1388068_at,4.700363222,4.610343211,4.715857607
1388069_at,4.547432978,3.881785689,4.390251332
1388070_a_at,5.98000134,4.875153739,4.94828314
1388071_x_at,10.69445537,7.654588313,10.97347518
1388072_at,4.76727838,4.10386468,3.753408387
1388073_a_at,4.463846155,4.085014595,4.066850851
1388074_at,3.606377821,3.013152566,3.125107468
1388075_at,5.085840744,4.43886012,4.301536423
1388076_at,10.89737993,11.31608641,11.43749617
1388077_a_at,4.220344075,3.364114847,3.28573788
1388078_a_at,3.936812988,5.061891717,4.2319235
1388079_at,3.953758451,4.949131396,3.503094212
1388080_a_at,4.600846461,5.752624037,3.954446786
1388081_at,4.423113861,4.029496248,3.741304194
1388082_at,4.331209654,3.790308732,3.972007627
1388083_a_at,5.036474424,4.580829127,4.431001553
1388084_at,4.086137774,3.561734892,3.653449142
1388085_at,3.252648634,3.131158193,3.022350176
1388086_a_at,3.213332276,2.691462519,3.153819599
1388087_at,3.743273597,3.244447493,3.083560795
1388088_a_at,6.72546474,5.955208077,5.92510406
1388089_a_at,8.347762303,7.983262511,7.915574712
1388090_a_at,4.754409949,4.193265806,4.197942665
1388091_at,3.444178642,3.054677979,3.140165078
1388092_at,3.438321719,2.883024589,2.950344686
1388093_at,5.042436803,4.245815411,4.4105996
1388094_at,4.100405494,3.91999312,3.806639052
1388095_at,4.289336714,3.61431808,3.351827817
1388096_at,3.202798049,3.220721284,5.083979752
1388097_at,4.346405633,3.81987515,3.339251073
1388098_at,3.896774249,3.174427556,3.264772557
1388099_a_at,5.354644665,6.461351923,5.998430303
1388100_at,5.772800024,5.577945653,5.884514297
1388101_at,3.803267082,4.159539667,4.22380203
1388102_at,10.35285487,4.787283721,8.098508047
1388103_at,9.194008519,4.042905555,6.873206886
1388104_at,7.81784533,6.589178503,5.604356006
1388105_at,8.465123491,8.840493875,7.957806711
1388106_x_at,2.525403533,2.345018115,2.435377224
1388107_at,8.648589998,8.830852912,8.403111733
1388108_at,8.661030846,8.550161328,5.822627644
1388109_at,7.385409541,6.352632915,10.63965844
1388110_at,12.89620871,12.91588178,13.29850405
1388111_at,5.399102956,4.393238104,8.830853032
1388112_at,7.141553958,11.98481229,10.27008748
1388113_at,11.07090921,11.6684038,10.49871317
1388114_at,9.512121294,8.478763312,11.828435
1388115_at,3.111878688,2.919830149,2.816937809
1388116_at,5.347204878,5.304958121,9.881745593
1388117_at,9.206067856,8.609131403,9.905053467
1388118_at,11.32171421,9.528724274,10.14687866
1388119_at,10.4882526,10.55244984,10.87926657
1388120_at,8.782897766,7.082672037,8.222801696
1388121_at,8.941133615,9.553233603,9.822303843
1388122_at,8.733257493,10.22944958,10.88704881
1388123_at,3.611896179,3.084517344,3.090750913
1388124_at,3.946665326,3.095288761,3.444563317
1388125_a_at,5.940982447,9.28800922,6.650271545
1388126_at,9.342014911,8.212498408,8.582255911
1388127_at,11.29268845,7.235633134,9.249748409
1388128_at,6.601790032,7.381838411,7.757625399
1388129_at,8.180550466,8.451609053,9.061683907
1388130_at,7.128018229,6.567215071,9.210211855
1388131_at,4.966973382,9.626474272,5.745325118
1388132_at,8.031397032,8.336689086,8.638025895
1388133_at,4.935319742,7.409360049,4.443754816
1388134_at,10.11333079,9.145804984,10.19796729
1388135_at,5.97445245,6.258476647,6.623472378
1388136_at,7.631596597,7.832677881,6.991999146
1388137_a_at,8.921890505,8.161802018,8.770427051
1388138_at,4.263479298,3.331777113,3.59681492
1388139_at,4.644438965,3.824558104,3.29372112
1388140_at,6.864703709,6.454243578,8.007226621
1388141_at,8.245028035,8.708757061,8.505945829
1388142_at,3.057427395,6.728189049,6.209981256
1388143_at,8.957852114,5.788876605,6.358793884
1388144_at,3.753379512,3.343776724,3.573046885
1388145_at,5.065496751,4.948241128,7.792754007
1388146_at,7.82852607,12.66012073,4.521637674
1388147_at,3.103332557,2.785049253,2.777884623
1388148_a_at,7.807293585,6.937204057,7.076812967
1388149_at,7.03631015,4.575513005,8.154129998
1388150_at,8.525628098,8.877524428,9.155052304
1388151_at,6.273181851,7.025091974,6.990521056
1388152_at,3.334910422,11.80288314,5.933328777
1388153_at,11.91065383,7.493466696,7.307261607
1388154_at,5.974316789,6.573378173,6.88022541
1388155_at,10.7030473,5.165572039,9.054442929
1388156_at,6.645630498,5.232223843,6.933904473
1388157_at,4.987440749,5.478592123,6.422626017
1388158_at,8.977080425,10.0389025,10.23505466
1388159_at,13.37873516,13.88291277,13.44548732
1388160_a_at,10.09508991,10.09297088,8.935366476
1388161_at,7.255876381,7.621446042,8.162915487
1388162_a_at,4.572365612,4.100263043,3.770760894
1388163_at,11.69818708,11.84901352,11.55323139
1388164_at,8.945857577,6.103595264,8.664678145
1388165_at,5.865448005,7.66696999,6.532782173
1388166_at,6.59142699,4.445952055,9.292944837
1388167_at,8.47377255,8.504076356,9.58895643
1388168_a_at,5.225396856,4.713179171,4.797999734
1388169_at,8.522091883,8.987333129,9.587461009
1388170_at,3.838828791,7.673228102,5.413247783
1388171_at,8.163471514,7.413775329,8.097617815
1388172_at,2.991436003,2.743136245,2.812070279
1388173_at,4.569275642,5.13390777,4.340792604
1388174_at,4.716881805,3.95506632,4.114214138
1388175_at,3.865782523,3.758977582,3.244000116
1388176_at,4.584256986,7.266659298,4.559661659
1388177_at,4.920441027,9.119297421,4.264147818
1388178_at,5.5123393,5.332236606,6.328799675
1388179_at,4.792032192,5.812350376,5.639629273
1388180_at,8.329837136,9.080629162,8.326629054
1388181_at,4.409811939,3.784698002,6.229112951
1388182_at,7.592188936,8.110002213,7.867300392
1388183_at,3.271628697,3.101599347,2.951042045
1388184_at,7.145057148,5.124437635,5.131560877
1388185_at,7.361668962,7.758180655,8.373639402
1388186_at,3.552161255,3.066891741,3.048065372
1388187_at,4.185149657,9.470736971,3.689823541
1388188_at,3.616571675,4.651789894,3.650960039
1388189_at,5.152422462,9.095214898,6.130893521
1388190_at,13.08871163,5.782053847,3.688752927
1388191_at,3.285619411,4.341165669,2.910876623
1388192_at,4.317138244,3.670533381,4.160200598
1388193_at,5.970333973,6.433245853,7.607306695
1388194_at,7.232012713,8.728549508,7.641940751
1388195_at,6.323704666,9.879900205,8.79583817
1388196_at,9.827940738,11.05463517,10.04514594
1388197_at,5.78777366,5.016849178,6.957308376
1388198_at,5.577030254,7.325034747,5.814068513
1388199_at,7.293418179,3.891643362,10.46713246
1388200_at,4.42278323,3.235280089,3.190264355
1388201_at,5.334468663,6.013564479,8.398589353
1388202_at,9.335400029,6.765924445,5.01065402
1388203_x_at,9.353492232,6.824255144,5.833963364
1388204_at,2.813087383,2.630841339,2.760959614
1388205_at,3.891135338,3.158374882,2.88589248
1388206_a_at,9.457857241,9.060269613,9.065714336
1388207_at,5.343223703,4.938387571,4.664003729
1388208_a_at,4.711048272,4.591527926,4.850978537
1388209_at,5.21288544,5.800989483,5.940305307
1388210_at,6.76991402,3.989117741,4.546002661
1388211_s_at,6.631289733,5.311433091,4.920090964
1388212_a_at,9.727051506,7.559972798,9.733336971
1388213_a_at,9.159721735,6.62052713,8.722571986
1388214_at,4.937904994,3.158711538,3.449622087
1388215_at,4.31044981,3.768348852,3.672318822
1388216_at,5.085017324,4.735853151,4.373607262
1388217_a_at,9.287361455,7.745926873,9.393489709
1388218_at,7.77602392,5.537572668,6.188637301
1388219_at,3.022261052,3.961746692,2.839738097
1388220_at,4.356788513,3.644897726,4.167051316
1388221_at,5.04816502,5.316389011,4.422340488
1388222_at,4.455342624,3.326867239,3.506287958
1388223_at,6.424975956,3.646607313,5.486973521
1388224_at,3.563054352,3.223956934,11.82472083
1388225_at,2.785526745,4.504920782,2.443934047
1388226_at,4.06363438,3.852199877,3.801098389
1388227_at,4.058804409,3.424332093,3.821487353
1388228_at,4.6328192,3.61639355,3.522997079
1388229_a_at,11.58744623,3.253347283,3.279989214
1388230_at,4.771960707,3.494475289,5.827051417
1388231_at,3.205635526,2.763929245,2.957061913
1388232_a_at,7.493301522,5.029881772,5.016793832
1388233_at,6.305338616,3.830390625,5.365614333
1388234_at,5.638127411,5.001807803,4.86603082
1388235_at,3.215664796,3.262665882,3.050559872
1388236_x_at,11.74314794,9.060095802,10.94667823
1388237_s_at,4.713278518,6.219569918,3.692885411
1388238_at,4.596651492,4.046714752,4.063849145
1388239_at,4.238144676,3.898571828,3.816444186
1388240_a_at,5.100598245,4.13031328,3.486129617
1388241_at,4.846437545,3.975290956,3.969938
1388242_at,4.229311558,3.545262162,3.58527094
1388243_at,5.340511687,6.76191504,5.535710621
1388244_s_at,10.85580599,10.45492181,11.79225924
1388245_a_at,3.250811722,2.976438023,3.059296061
1388246_at,6.539014558,5.297210143,4.890556284
1388247_at,3.015434956,2.889655379,2.769674615
1388248_at,3.256297165,2.974013609,3.199337681
1388249_at,4.410789382,3.577771334,4.002624979
1388250_at,4.150723375,3.816428894,4.002815485
1388251_at,6.9044414,6.555707155,7.266858811
1388252_at,4.066101861,3.401914171,3.335663073
1388253_at,3.940174952,5.501477269,5.36375555
1388254_a_at,3.455230513,2.741564901,2.930674841
1388255_x_at,7.501706073,3.183819796,7.933287946
1388256_at,4.042205523,3.571439499,3.773305601
1388257_at,3.090056895,2.929164057,2.950502384
1388258_at,4.573528617,3.832916445,3.743159219
1388259_at,4.879194556,5.097850098,4.213511141
