,brain,muscle,lung,liver,heart
NM_002867,3.75494,0,0.0358151,0.296955,0
NM_015913,18.3809,7.61146,29.0563,24.9453,9.33332
NM_138417,1.98984,0.653212,1.41228,2.6377,1.29491
NM_001136497,12.2718,11.1189,5.39187,3.80775,4.9742
NM_152265,6.87342,6.22715,3.0198,2.13218,2.78571
NR_024350,6.72038,7.88411,4.43549,1.56174,3.97746
NM_004799,5.47347,4.45501,2.19493,0.840994,2.61157
NM_007324,8.08321,3.10921,1.25672,1.50357,1.45532
NM_032449,2.15962,6.39705,3.35259,2.28854,1.45072
NM_032864,8.53688,3.45619,7.12434,3.39483,3.62523
NM_001009881,1.2073,2.81152,1.73945,0.918631,1.59799
NM_015269,1.21972,2.8392,1.7566,0.92811,1.61376
NM_023077,6.134,8.00842,2.00343,5.89318,3.28975
NM_024646,17.2402,49.7771,5.5719,6.44442,18.6852
NM_001004339,0.00478883,0,0.0111419,0.354704,0.00389549
NM_001198961,0.952227,0.668676,3.87724,8.64947,2.36358
NM_001198962,1.11822,1.04426,1.70217,12.4798,2.45742
NM_018281,0.559059,0.522084,1.22056,6.7017,1.2286
NM_001007098,7.77689,5.46295,4.94932,2.97989,6.0331
NM_001193599,1.21731,0.574766,0.879859,16.6917,1.37109
NM_001193600,0.228792,0.0056334,0.0834908,8.75682,0.181513
NM_001193617,1.12752,0.575277,0.791914,16.7838,1.44066
NM_002979,0.754364,0.374112,0.51491,10.9072,0.936921
NM_001007099,13.2399,3.70007,13.7756,53.1778,12.3454
NM_001007100,15.0218,4.19904,15.6371,60.3264,14.0088
NM_001007250,7.05212,8.9046,19.4783,105.691,17.8779
NM_001199080,0.0367569,0.199447,1.1568,0.330695,0.475863
NM_001199082,0.31878,2.01342,10.3849,0.837356,1.35967
NM_153703,0.0769147,0.888793,4.56401,0.513341,0.943753
NM_001199081,0.321214,1.74301,8.94628,1.09462,2.02448
NM_006671,0.0534822,0.279779,0.746605,0.272969,0.192666
NM_000098,2.09473,4.40097,1.78463,26.1099,7.64346
NM_017887,15.512,17.566,14.105,10.3001,10.3999
NM_002370,8.25933,3.23068,8.92114,8.34874,5.30157
NM_033300,1.05833,0.0038879,0.345984,0.0317023,0.107258
NM_001018054,0.322195,0.0012861,0.0336914,0.010487,0.0354805
NM_004631,0.30104,0.000577143,0.0566146,0.00470608,0.0159219
NM_017522,2.29096,0.0270923,0.709734,0.0430214,0.223928
NR_033142,0.845565,0.401348,0.535958,0.96612,0.972204
NM_018982,1.31698,2.83275,3.45554,4.58572,1.31923
NR_036639,1.35626,1.6453,2.0071,2.71547,0.766259
NR_036640,2.27937,1.83676,3.40961,7.61998,1.97227
NM_000792,0.011423,0.00679215,0.0457419,4.33915,0.00152395
NM_001039715,0.0572393,0.0340346,0.229207,9.1783,1.64E-12
NM_001039716,0.00193011,0.0660853,0.012728,9.73388,0.0148275
NM_213593,2.71E-05,0.0600267,0.404251,7.50016,0.0134681
NM_016126,5.8875,1.06446,8.86816,6.88004,2.51918
NM_052940,3.73502,6.55456,7.35741,5.71912,3.82452
NM_001010978,0,0,6.14289,0,0
NM_004872,83.0787,37.8403,132.997,97.1955,62.7346
NM_153035,1.65242,1.81666,0.731753,0.487225,1.133
NM_016491,9.75074,39.9189,9.90464,29.3362,17.6698
NM_001009955,3.60903,1.19201,2.10214,0.762012,1.25912
NM_018070,8.81793,2.91236,5.45403,1.98071,3.07659
NM_145716,4.90193,1.61906,3.03207,1.10112,1.7103
NM_015547,0.316106,0,3.85E-09,1.35E-12,0.0871067
NM_147161,0.0637047,0.078469,0.1071,0.0243456,2.76975
NM_176782,0.309224,2.33E-05,0.0842564,0.536709,1.63684
NM_001039464,0.286537,2.85E-10,0.130523,1.27E-08,0.120785
NR_026782,0.273747,2.72E-10,0.124697,1.21E-08,0.115394
NR_037639,0.149787,0.0129348,0.0349684,0.00996767,0.16734
NM_004623,4.78808,13.001,3.72416,4.05681,2.95002
NM_152268,0.745775,1.77877,0.378942,1.62841,1.24817
NM_001114108,0.0206701,0,0.416748,0.126084,3.08E-11
NM_182532,0.261024,0,0.506093,0.0162469,0.0151665
NM_174936,0,0,1.40239,17.7508,0.00896909
NM_015306,3.43094,16.8544,3.84445,3.45666,6.15017
NM_003713,49.9518,14.2214,102.88,34.4011,32.2593
NM_006252,2.82127,50.3093,1.42307,0.232505,45.017
NM_001004303,0.0945808,0.748607,0.816042,4.43511,3.01017
NM_000562,0,0,0.0265257,156.144,0
NM_021080,1.04644,0,0.184446,0.248691,0.374025
NM_145243,1.34997,4.35655,3.08274,4.59342,4.88061
NM_002353,0.197424,0,70.1788,0.550513,0.208774
NM_001085487,1.9276,1.16318,0.968041,0.564494,1.78651
NM_002228,22.435,30.9299,118.393,4.46778,14.8602
NM_001113411,0.319168,0.963822,0.510533,2.72916,0.538189
NM_018291,0.644346,1.94578,1.03068,5.50948,1.08651
NM_015888,2.87398,0.0639378,2.21537,9.95974,0.920369
NM_000775,4.96734,2.62159,1.11899,26.3648,13.251
NM_152377,0.272305,0,4.23936,0,0
NM_001145511,2.5378,1.66203,1.29871,1.99406,2.81925
NM_001145512,3.33868,2.39963,2.01035,2.85117,4.0612
NM_001134673,2.66983,1.5839,1.29054,1.67354,3.14383
NM_005595,3.10135,1.92413,1.47822,2.02145,3.74251
NM_032027,9.93203,3.49518,8.75604,3.93529,5.1244
NM_176877,1.29155,5.64948,4.2827,1.87157,18.9091
NM_181712,0.978403,0.0598272,0.97891,0.383987,0.0516414
NM_001017415,4.0876,1.71176,3.98159,1.51665,1.69746
NM_001017416,7.07776,2.96378,6.89453,2.29621,2.93897
NM_003368,0.982887,1.15512,2.04322,0.33281,0.895134
NM_033407,4.59412,0.958071,1.31362,1.18785,1.35187
NM_014495,0.0577228,0,0.0746114,143.891,0.0234774
NM_032852,1.99829,0.449903,0.483691,0.902088,0.462465
NM_178221,3.42383,0.770843,0.828734,1.5456,0.792366
NM_013339,0.916173,0.740599,1.14345,1.44867,0.612005
NM_014288,2.90858,0.798814,3.73551,0.689394,1.55209
NM_032437,2.88475,4.78481,0.940591,0.430285,1.16273
NR_002771,0.703577,1.92101,0.172313,0.0215122,0.0702858
NM_002633,6.3065,132.983,20.6586,32.5549,40.96
NM_001172819,6.56856,68.3134,7.74145,28.892,20.8797
NM_001172818,1.28261,16.396,1.18595,5.37096,5.54308
NM_005012,0.120611,0.618234,0.902202,0.0474292,2.50631
NM_020925,3.00553,0.834317,3.01067,0.446078,0.921159
NM_018211,3.8013,3.22732,6.36896,0.245212,8.82455
NM_002227,18.4919,41.1904,58.1475,16.9305,28.1419
NM_203464,3.53131,0.341327,0.568547,5.7652,8.38865
NM_001005353,2.61688,0.247902,0.412958,4.32333,6.05922
NM_013410,3.71742,0.347322,0.578534,5.97474,8.58671
NM_014787,72.7384,0.138396,1.20278,0.0712914,1.16898
NM_017526,5.25138,4.20372,14.1714,5.51791,6.7166
NM_001003679,1.11965,0.927812,15.2962,23.3527,1.29416
NM_001003680,0.0135626,1.30E-06,0.095771,1.0134,0.011481
NM_002303,0.182168,0.0811894,0.572641,1.90352,0.0706243
NM_001198681,9.41718,7.50212,25.2238,9.84974,11.9926
NM_001198687,0.0141415,1.41E-06,0.138718,1.34055,0.0154347
NM_001198688,1.26E-06,2.73E-06,4.06E-07,0.423572,2.53E-05
NM_001198689,1.2246,1.0208,18.7217,27.4412,1.54558
NM_001037341,1.9376,0.316595,1.12435,0.0313358,0.0995447
NM_002600,2.39081,0.390665,1.38738,0.0386682,0.122838
NM_001037340,8.47807,0.374523,1.3308,0.0370695,0.0736967
NM_001037339,14.5808,3.96393,17.4643,0.861355,0.823797
NM_032291,10.5098,0.23269,2.89267,0.0569542,0.673446
NM_152665,1.77971,0,4.13375,0.228296,0.933296
NM_024763,0.584993,0.0592946,4.97467,0.180823,0.203012
NM_001077700,1.69374,1.1025,3.76707,1.0437,1.16037
NM_001146110,1.4016,0.837029,2.85887,0.792284,0.88096
NM_001146112,1.62814,0.972247,3.32153,0.920483,1.02333
NM_001146113,0.0277995,0.25704,0.272213,0.3573,0.0556908
NM_020948,1.41652,0.845969,2.88885,0.800886,0.890323
NM_001077701,2.83295,2.40262,6.53067,1.65718,1.84276
NM_001077704,0.0735435,0.569235,0.40157,0.521635,0.123629
NM_015139,1.45325,2.12797,1.21055,19.6631,1.24139
NM_001013674,0.238604,0,1.25093,0,0
NM_144701,0,0,0.157835,0,0.0118249
NM_001559,0.602455,4.66174,0.215948,0.0397044,0.21003
NM_001018067,3.76645,9.69431,7.52707,5.3294,4.54325
NM_001018068,3.94298,10.2455,7.9392,5.62078,4.71999
NM_001018069,4.23842,11.0976,8.37286,6.09264,5.16528
NM_015640,4.43959,11.6968,8.81957,6.42867,5.37178
NM_001199741,21.6685,31.2695,35.8771,3.48376,7.75907
NM_001199742,43.6107,29.9926,36.1845,7.70759,8.93111
NM_001924,6.66971,15.4775,11.8075,1.05032,1.95285
NM_018841,11.3144,7.37176,51.721,12.7295,22.2942
NM_004675,2.01898,0.42094,3.07328,2.46963,9.51743
NM_001002292,3.23889,0.872131,4.56554,1.72086,2.92866
NM_001193334,1.40299,2.07098,7.64731,1.1196,2.12499
NM_024911,21.468,1.11468,11.5994,1.31846,9.50632
NM_000329,1.6077,0,0,0,0
NM_001114120,0.101027,0,0.091201,0.00059023,0.00418746
NM_020794,2.53167,0.0749567,0,0.0256855,0.221125
NM_017768,7.30617,2.26237,2.02522,5.59801,4.20885
NM_001190987,14.1838,6.59054,20.5031,6.31848,6.57184
NM_004768,13.596,6.31102,19.7081,6.3026,6.28996
NM_030816,6.78883,2.98468,4.38616,1.77065,2.35164
NM_001190463,0.528499,0.429581,0.676141,11.0284,0.0726933
NM_001902,0.358964,0.171549,0.27001,6.48509,0.229571
NM_153742,0.311947,0.07925,0.414306,5.99607,0.0210538
NM_198715,0.458367,0.0290866,0.761981,0.00866936,0.399774
NM_005455,9.09952,4.97909,9.76256,5.12659,7.28574
NM_203350,11.3846,8.06822,10.0155,4.32724,5.89529
NM_173808,41.3536,3.21758,7.90182,0.100605,6.02818
NM_001199328,0.0496708,0.000646558,0.180998,0.121585,0.0167426
NM_001199329,0.0427097,0.000870791,0.243769,0.178781,0.0062133
NM_003838,1.77043,0.674914,1.62522,2.3183,2.39787
NM_001112808,0.235493,0.00233128,0.0861521,0.000955667,1.9877
NM_001199327,0.302677,0.0839689,0.0436914,0.0344217,0.562085
NM_015978,0.160191,0.00114489,0.131274,0.000117049,10.2812
NM_001002912,10.9365,0,4.91891,0.0323645,0
NM_001130042,0.788051,0.40597,0.658201,8.01273,1.43085
NM_001130043,0.641788,0.472355,1.54739,13.9597,2.37134
NM_001134759,1.45803,1.34826,4.50978,31.1224,4.05814
NM_001889,1.10894,0.571278,0.926178,11.2736,2.01335
NM_001162916,1.66179,0.225049,1.639,2.65012,3.18644
NM_138467,1.71827,0.502841,1.21213,1.61993,2.66736
NR_027962,1.01807,0.297941,0.718171,0.957917,1.57034
NM_001130058,0.544017,0,0.325884,0.0365736,0.252086
NM_000016,8.16661,6.05813,4.40765,13.7474,39.9082
NM_001127328,7.44339,5.52164,4.01994,12.549,36.4319
NM_004582,24.7597,26.0649,21.9062,20.3009,13.9129
NR_002748,6.33758,0,10.277,4.01642,1.64033
NM_001160011,0.619049,0.00324385,0.969665,0.0596767,0.173763
NM_152996,4.57046,0.721818,11.7681,1.9204,3.1346
NM_030965,7.67998,0,2.44337,0.0263133,0.212883
NM_005482,10.64,3.91353,7.75114,5.1484,7.47885
NM_174858,57.6242,0.274352,0.253202,0,0.137037
NM_012093,1.92005,0.0037429,0.000814089,0,0.00115107
NM_015534,4.86844,4.91963,3.30971,4.04034,4.25659
NM_015017,6.3659,2.16796,2.83509,1.71657,2.39338
NM_201624,12.6656,4.87865,4.65768,2.81953,4.77666
NM_198549,19.8741,3.88383,2.37499,2.19442,2.94312
NM_001172309,0.746348,79.6419,3.29007,0.859936,49.1997
NM_144573,0.810756,108.716,2.99041,0.477245,87.5342
NM_003902,6.04232,8.39148,14.6909,3.78828,5.28436
NM_007034,16.4941,23.339,36.0573,4.31828,44.3423
NM_017655,0.398484,0.862255,4.43338,4.35628,1.00191
NM_000959,0.133004,0.443512,0.991584,0.132724,0.134368
NM_001039585,0.102227,0.34088,0.762128,0.102011,0.103275
NM_006820,1.20476,0.937697,5.38198,0.31859,2.8126
NM_006417,2.9862,0.894986,12.3333,1.92066,3.51839
NM_022159,2.58278,6.96746,31.6853,4.78198,9.74629
NM_012302,5.04696,1.42745,71.6643,12.0756,11.328
NM_024686,17.2461,1.48849,1.66538,0.0830561,0.60202
NM_002731,46.0947,2.12358,2.73856,2.40197,4.76457
NM_207578,8.90514,0.232547,0.173736,0.119774,0.339189
NM_182948,51.2181,1.97808,3.73524,2.67322,4.83582
NM_001010971,0.0215381,0.630577,0.0201904,0.0306257,0.0285892
NM_001134663,0.265045,0.680859,0.0218005,0.033068,0.030869
NM_001134664,0.191013,5.59233,0.17906,0.271607,0.253545
NM_021233,0.000238644,0.750737,0.0074032,0,0.00116475
NM_058248,0.0199729,0.779793,0.619599,0,0.0974822
NM_005274,6.35899,94.0385,76.3175,40.7043,63.1853
NM_004388,4.93492,1.84144,10.7778,19.6397,2.98111
NM_001166293,4.1918,0.280145,0.280429,0.524913,0.553106
NM_001166294,5.86127,0.442294,0.442742,0.758545,0.775599
NM_001166295,3.84037,0.284004,0.284291,0.487078,0.498048
NM_001166417,2.34692,0.15378,0.153936,0.288131,0.303622
NM_014021,3.53582,0.236279,0.236518,0.442719,0.466496
NM_012152,0.962639,0,2.21207,0.0517805,2.20417
NM_153259,0.0201575,0,2.85044,0.0585508,0.0491915
NM_018298,0.226769,0,2.17853,0.127488,0.261823
NM_145172,0.285677,0,1.33989,0.0237085,0.0497968
NM_032184,0.399424,0.38752,1.0236,0.953377,2.23201
NM_198077,5.39784,1.25988,3.03251,1.03561,1.2207
NR_024113,3.5346,0.587023,3.13595,0.722384,1.00413
NM_003921,2.12175,1.4578,10.7112,2.40586,2.24587
NM_001134445,26.2045,5.15537,8.30339,17.1258,1.81815
NM_012137,36.2498,7.21244,11.9807,24.265,1.77778
NM_001170670,1.837,1.12699,0.990628,0.801751,1.00895
NM_017953,3.06926,1.33918,1.05791,0.648533,0.918991
NM_152890,0.30837,0.00240054,0.0683303,0.0109679,0.0614313
NM_001184765,0.394287,0.0417334,0.836056,0.0902057,0.0730013
NM_001184766,0.556638,0.0637016,1.04754,0.137689,0.111428
NM_001007022,0.776232,0.0589516,1.48348,0.098583,0.165192
NM_020729,1.14432,0.0711824,1.49247,0.256632,0.453902
NM_006536,0.223642,0,3.10625,0,0.0289422
NM_012128,0.823401,0,0.20092,0,0.00177091
NR_024602,1.4378,0,0.401121,0,0.00353552
NM_016009,17.4941,79.4228,25.6118,9.35749,30.5185
NM_004261,16.0543,6.56801,30.2854,24.3662,8.41848
NM_203341,27.1914,11.3976,52.4932,42.2716,14.6113
NM_012262,11.2301,3.23389,6.76301,4.1028,3.71076
NR_026988,0.305719,0.228382,0.477733,0.0209213,0.0707418
NR_026989,0.693585,0.928136,10.2996,0.914644,3.12188
NM_006769,44.2243,5.20694,11.0121,3.58699,5.07501
NM_006256,3.60208,4.27665,7.25034,3.52136,6.08103
NM_001514,8.55425,3.78468,12.4392,7.95257,4.22768
NM_001008661,2.80102,0.605326,2.22756,1.88798,0.782294
NM_001008662,5.9415,0.750224,4.32974,4.20442,1.32169
NM_001162536,3.93821,3.46403,4.39226,1.87429,2.39392
NM_019610,5.39196,3.92207,5.81155,2.61613,3.00544
NM_018284,2.10586,0.123185,32.7579,2.68515,1.79512
NM_002053,3.03108,2.10263,63.7356,4.65147,2.8584
NM_004120,2.74284,29.2227,107.546,10.7006,4.14819
NM_207398,0.116684,0.0381504,0.517111,2.30956,0.0135596
NM_052941,0.968569,3.49904,53.0028,2.67415,3.94484
NM_001134486,0.0649029,0.0544652,2.30162,0.223398,0.117994
NM_052942,0.0378055,0.0317256,1.973,0.130128,0.184967
NM_198460,0.0462265,0,0.501913,0.00732396,0.0205108
NR_003133,0.0497239,0.151736,5.99017,0.0722158,0.256171
NM_001134476,9.09094,1.09833,3.00658,0.68988,0.402713
NM_015350,8.40819,1.13391,2.17676,0.595741,0.387927
NM_032270,2.67902,1.12366,6.55889,0.84329,5.25886
NM_001134479,8.27794,2.73273,1.27231,4.9464,0.765392
NM_018103,9.07928,2.92621,1.36284,5.57733,0.907199
NM_182975,1.11038,7.13E-25,0.466846,0.524049,0.340544
NM_182976,10.0472,2.12097,4.49024,3.87999,3.01566
NM_016620,2.54602,0.642182,2.03836,1.2911,0.714446
NM_032186,3.59266,1.40696,4.73206,3.31764,1.39642
NM_201269,7.30389,3.99198,3.08324,1.86817,4.79116
NM_001134419,1.25181,0.0299465,0.906774,0.0732984,0.173041
NM_003503,1.15533,0.0242167,0.733281,0.059274,0.139932
NM_001134420,0.64968,0.0136178,0.412346,0.0333315,0.0542401
NR_003130,5.0457,2.46311,16.9688,21.8009,4.28768
NM_001195683,1.13013,2.30744,11.8246,1.24914,2.60686
NM_001195684,1.68504,3.46521,17.8193,1.9678,3.99687
NM_003243,1.1196,2.2857,11.7079,1.23743,2.58331
NR_036634,0.831337,1.69666,8.694,0.918796,1.96089
NM_173567,6.27909,0.205451,0.131912,0,0.103769
NM_015237,26.5675,0.479475,0.640623,0.328604,0.88739
NM_053274,2.42579,0.360908,0.63231,0.342073,1.482
NM_001127215,0,0.0044407,0.589128,0.0887656,0.0213076
NM_001127216,0,0.00467726,0.620507,0.0934943,0.0224427
NM_005263,0,0.00237249,0.314745,0.047424,0.0113838
NM_005665,3.97569,1.77892,3.62544,3.3946,2.44744
NR_000006,2.36825,0,6.34496,0,0.350266
NM_001006605,24.1912,1.41686,5.54787,10.4441,2.13172
NM_001164391,1.11357,0.425189,1.6499,0.446222,0.485213
NM_001164393,1.19967,0.652554,2.1855,0.66239,0.373634
NM_007358,0.752903,0.287469,1.11549,0.301696,0.328052
NM_001167830,4.81561,9.07663,7.76582,15.0036,4.93578
NM_016040,5.65689,10.6531,8.46956,17.4188,5.18
NR_030761,4.48233,8.44368,6.71196,13.8122,4.15597
NR_034089,1.35915,0.119938,0.822028,0.265155,0.569302
NM_001938,12.4708,18.9937,27.5021,6.14466,13.9563
NM_001024948,2.77439,3.98964,5.77338,2.31374,2.90792
NM_001164473,0.524527,1.92694,2.39287,0.402705,2.40805
NM_017737,0.932378,4.47809,5.56207,0.936022,5.44918
NM_003567,2.2897,8.45557,5.41539,2.06764,2.36503
NR_034091,0.0408907,0.0316443,0.241369,1.13243,0.0786757
NM_014597,16.8238,20.3499,19.7435,6.63937,11.0082
NM_002061,5.22971,4.41608,8.25113,8.51717,2.27861
NM_000350,0.192664,0.0213017,0.0129931,0.0681283,0.00681406
NM_004815,2.71227,1.86037,17.945,4.04665,5.2612
NM_001122674,0.581117,1.08E-11,6.65E-12,0.153359,0.0236834
NM_002858,14.2285,7.76291,8.50586,31.3166,10.7327
NM_001178096,20.9301,0.327467,29.2059,0.416803,2.60346
NM_001993,72.7434,1.34411,43.541,0.899554,5.69824
NM_001114106,0.761367,0,1.50566,0.281407,0.361883
NM_152369,0.824095,0,1.64582,0.475709,0.42076
NR_033998,6.08007,0.852292,13.9129,5.27946,3.26811
NM_144988,4.62469,0.915248,1.69579,13.2702,2.12496
NM_001199679,3.9205,1.97409,0.695793,18.7952,6.39967
NM_152487,5.14931,2.94553,0.939919,25.212,9.19313
NM_001199691,0.15404,1.11E-09,1.86E-08,0.326501,0.455967
NM_015485,0.917291,0.542056,0.474569,1.80107,1.33389
NR_037643,2.57591,0.141034,0.234547,0.680714,0.387723
NM_021190,14.8558,3.93444,4.46386,1.28329,2.85408
NM_000110,1.62227,2.55117,13.193,11.4283,3.31967
NM_001160301,0.574827,0.103951,0.925419,0.184563,0.164617
NM_015976,2.228,1.47248,4.23802,1.52708,3.0985
NM_152238,1.35051,0.152338,1.50045,1.91877,1.68449
NR_033716,0.0702305,0.0408735,0.334271,0.676534,0.599632
NM_001010861,2.06981,0,0,0,0
NM_001037317,1.92044,0,0,0,0
NM_001166252,7.76036,0.0170325,0.0764205,0.138618,0.0839963
NM_014839,7.37796,0.00841387,0.302098,0.0684755,0.0414932
NM_017734,3.2528,29.4398,7.8436,5.51426,35.305
NR_037516,8.13531,53.1908,18.7902,7.16696,85.1985
NR_030382,8.13531,53.1908,18.7902,7.16696,85.1985
NM_001013660,0,0.268021,0.953639,4.3459,0.615059
NM_000642,0.659933,1.97744,0.375706,1.75277,1.7423
NM_000028,0.585458,1.78918,0.163378,1.40283,1.89856
NM_000643,1.17165,2.45437,0.351543,2.7117,2.72361
NM_000644,1.3861,2.90428,0.4159,3.20693,3.22233
NM_000646,1.10969,2.20929,0.339039,2.61456,2.70471
NM_000645,1.32938,2.10106,0.264851,2.55634,2.18217
NM_012243,3.40726,1.29243,6.5472,6.28652,2.191
NM_033055,16.1794,6.4911,39.1116,11.0573,7.96866
NM_019083,1.74927,3.01823,2.01562,3.23526,6.35048
NM_144620,0.840342,10.7167,0.200789,0.313339,50.4549
NM_001918,3.5384,3.21015,1.3919,4.61268,6.02894
NM_001130841,5.0764,2.76097,1.9722,1.92824,3.4078
NM_003729,6.27665,3.72501,1.69966,2.60183,4.44112
NM_003672,1.10296,0.387347,4.28375,0.192002,0.608654
NM_022049,2.125,0.324228,0.0686684,0.792127,0.192065
NM_001078,1.35451,0.498824,15.6316,2.86731,0.305477
NM_001199834,1.133,1.11676,24.3254,4.21812,0.788355
NM_080682,1.17224,0.605976,9.82415,4.33338,0.421962
NM_001033025,7.53107,0.483661,2.23437,1.47906,1.69732
NM_001439,5.86051,0.37632,1.73849,1.15077,1.32058
NM_001144884,0.689287,0.859284,6.07506,4.01853,0.873872
NM_133496,1.37638,0.453909,5.46203,2.57507,0.72729
NM_001400,23.0885,14.6468,118.619,8.2102,28.8568
NM_058170,9.01544,0,0,0,0.00961159
NM_001190709,0.158298,0.00560641,0.00880821,0,0.00108691
NM_001854,0.147589,0.00405668,0.00637344,0,0.000786463
NM_080629,0.153435,0.00367612,0.00577553,0,0.000712683
NM_017619,1.90731,0.94366,1.08721,0.55618,1.86284
NM_020978,3.27792,1.36056,2.561,0.827562,2.61854
NM_000699,0.701822,0.152975,0.699811,0.141971,0.591289
NM_001008221,0.0807553,0.0579835,1.22976,0.0206971,0.0579624
NM_004038,0.0331784,0.0238226,0.549642,0.00850344,0.0238139
NM_001008219.2,0.0338993,0.0243402,0.561581,0.00868819,0.0243313
NM_001008218.2,0.043007,0.0308797,0.712471,0.0110224,0.0308684
NM_001008221.2,0.123508,0.0797273,2.36524,0.0206971,0.131381
NM_004038.2,0.0507434,0.0327561,0.971722,0.00850344,0.0539783
NM_001008218,0.0657754,0.0424595,1.2596,0.0110224,0.0699684
NM_001008219.1,0.0518459,0.0334677,0.992836,0.00868819,0.0551509
NM_001008221.1,0.0570037,0.0362397,0.997462,0.0496731,0.0772831
NM_004038.1,0.0234201,0.0148891,0.575665,0.0204083,0.0317519
NM_001008219,0.0239289,0.0152126,0.588176,0.0208517,0.0324418
NM_001008218.1,0.0303578,0.0192998,0.746213,0.0264539,0.0411578
NM_018137,3.13357,0.259077,1.13132,3.44351,1.47541
NM_001113226,0.391668,0,0.123968,0,0.0033186
NM_001113228,0.995786,0,0.367002,0,0.00982437
NM_014917,4.86426,0,1.79278,0,0.0479915
NM_001079874,1.53924,0.0213372,2.12404,0.383781,0.386324
NM_013386,1.12921,1.42337,5.64226,0.656062,2.43113
NM_213651,1.51993,1.51537,6.60053,1.40464,4.854
NM_001010883,8.36126,0.49674,5.23994,0.974583,2.9443
NM_001102592,5.35849,0.466288,0.590738,0.62444,0.337919
NM_018061,5.72397,6.30261,9.43132,2.21453,3.49325
NR_037185,4.77773,4.81978,7.21605,2.35498,2.83505
NM_007269,15.9588,5.10558,9.34759,5.83889,6.06879
NM_013296,7.89736,1.36412,3.95123,0.0494268,0.437105
NM_001048210,5.99677,4.82658,2.46319,1.90133,3.39218
NM_015127,4.05256,3.33181,3.19703,2.45702,1.27689
NM_001142550,10.1786,1.59902,1.59388,0.223692,1.16394
NM_001142551,11.36,1.78481,1.77907,0.249716,1.29929
NM_014969,11.2041,1.7606,1.75494,0.246295,1.28152
NM_005645,47.6767,18.0644,15.3676,16.2784,18.6273
NM_020141,32.1969,13.2431,41.894,10.8039,13.5824
NM_001122961,1.45494,0,7.11746,0.0487629,0
NM_020775,2.00401,0,2.28056,0.0126727,0.0165619
NM_006513,43.4391,47.1652,42.903,25.4944,14.409
NR_034072,7.7822,6.45029,7.65478,1.02664,1.77365
NR_034073,3.13664,1.33E-05,1.50055,0.218295,0.302205
NM_001408,11.2667,1.49077,0.392797,0.683153,0.885553
NM_001005290,7.06968,0.0644418,0.131656,0.268557,0.0874528
NM_001032291,3.1838,0.0184009,0.545565,0.254857,0.0249715
NM_032636,3.37171,0.0194878,0.57779,0.269911,0.0264465
NM_001010985,0.506855,0,0,0.0649521,0.46081
NM_002959,87.1283,39.1288,17.6977,6.54707,28.2826
NM_001199772,3.95932,2.34691,3.2823,4.7323,1.33105
NM_001199773,1.66324,0.516207,0.204957,1.36766,0.728427
NM_001199774,1.18771,0.337112,0.0714963,0.898804,0.430098
NM_002790,2.78077,1.64826,2.3053,3.32364,1.11301
NM_001040709,0.232729,36.1164,0.298023,2.22609,5.00142
NM_153340,0.42074,0.851576,0.386238,0.29181,0.195573
NM_020703,6.2245,5.66424,1.0913,1.00258,2.85486
NM_031936,1.10851,0.0110545,0,0.0189403,0.00589361
NM_006496,8.29799,4.03778,17.1099,9.03201,4.47071
NM_139156,1.56345,0.726549,2.34209,1.79518,0.413986
NM_004037,1.66011,0.0379531,0.910356,0.221555,0.021878
NM_203404,3.75392,0.191859,2.95361,1.59944,0.357882
NM_147148,2.03968,2.01692,2.25482,0.347466,1.33331
NR_024538,5.25211,3.97266,4.28946,1.99685,3.86042
NM_000848,9.40108,9.29452,18.9134,0.801361,7.53612
NM_000561,7.54829,1.15269,14.4947,0.303219,1.74062
NM_146421,5.85926,3.43538,5.61468,0.0471238,2.07624
NM_000851,7.00877,0.26834,18.0953,0.204338,0.561653
NM_000849,7.88557,2.20955,6.74065,0.594633,2.98743
NR_024537,10.1577,1.79337,6.26215,0.463318,2.78032
NM_000757,1.17418,1.93037,22.7265,0.912003,1.26062
NM_172211,0.339983,0.160113,3.31635,0.702115,0.30403
NM_172212,1.7539,0.284533,3.27173,0.252422,0.760325
NM_006621,119.835,31.4669,38.5872,25.2586,14.7307
NM_033088,4.02541,2.40127,2.56269,1.61182,2.50432
NM_001010898,19.0889,0.0316847,0.0099109,0,0.0233894
NM_001039574,1.36985,0.0773333,0.138748,0.000987795,0.0196784
NM_004978,1.52331,0.201136,0.787271,0.234456,0.739293
NR_036437,0.712112,0.178715,0.615459,0.0407304,0.0823401
NM_022768,1.8778,4.77519,3.9159,1.88566,2.09486
NM_004696,1.74688,0.919304,9.4522,0.183232,1.15128
NM_006402,35.7688,22.9452,40.7596,29.6557,45.6947
NM_032414,0.104353,1.20552,0.335284,0.0389713,0.169772
NM_004974,5.63062,0,0,0,0.0469769
NM_002232,0.58682,0.04197,1.68295,0.207738,0.0546964
NM_001040033,2.5173,0.351334,17.7071,3.93101,2.57127
NM_000560,2.68257,0.374447,18.8708,4.18876,2.7399
NM_001006945,6.06206,7.46186,2.13197,4.98432,7.50248
NM_018372,0.763112,1.16434,1.53692,1.06164,0.664304
NM_178454,4.84758,5.74169,17.8978,6.1331,9.15689
NM_001007794,5.2887,3.60048,14.1227,5.07369,2.51004
NM_006090,1.43206,1.1887,4.5719,4.2137,1.37885
