	GSM495209	GSM495212	GSM495215
1386299_at	3.91743192	3.050008307	2.968443717
1386300_at	3.375343342	3.167887933	2.982084137
1386302_at	3.690061019	3.20616004	3.377448436
1386304_at	3.383799006	3.191578944	2.682663344
1386306_at	7.044618989	6.054817897	5.360737796
1386308_at	4.172749802	4.045778398	4.028047038
1386309_at	3.738485614	3.980509336	4.171230909
1386310_at	2.495249856	3.895574736	2.228204823
1386311_at	4.86921394	5.777180231	4.715760691
1386313_x_at	2.841969671	2.901320153	2.944033135
1386316_at	3.95288689	3.172672608	3.640779218
1386320_at	4.723897592	3.93149659	3.776134938
1386321_s_at	4.844123646	3.54722854	5.319402328
1386324_at	3.130508291	2.787076686	2.906859679
1386325_at	5.713819665	4.978156829	4.85345702
1386327_at	3.387382459	2.826189359	2.854010315
1386331_at	2.944817989	2.651904146	2.751640059
1386333_at	4.225894856	4.198329316	4.092961112
1386334_at	3.64069517	3.362469538	3.250850569
1386337_at	4.678436066	3.701262596	4.012189054
1386338_at	7.838251361	9.339812717	8.45593809
1386340_at	5.649084101	5.140577766	5.642653784
1386342_at	4.234805506	3.693897691	3.664503676
1386344_at	8.049793732	8.762770885	7.618027204
1386346_at	8.480410333	6.860196776	6.914051125
1386348_at	6.076709055	7.391263726	4.906300721
1386350_at	2.949686625	2.760920587	2.64573974
1386352_at	3.244405337	2.958224572	3.075175134
1386354_at	3.012538984	2.894983742	2.938524413
1386356_at	2.805971336	2.886218947	2.796422287
1386358_at	5.211156234	4.867717895	4.836619479
1386359_x_at	5.468167414	4.546624478	4.398269923
1386361_at	5.16765241	4.911913512	4.591677826
1386364_at	3.397941112	3.235810559	3.058710445
1386366_at	3.319380639	3.374500025	3.331389911
1386368_at	3.101500604	3.350263954	2.987850092
1386370_at	3.31349683	2.812768463	2.59416236
1386372_at	3.573230053	2.624425688	2.6106242
1386374_at	4.8401519	4.202933488	4.263450653
1386376_at	4.369126262	3.329361922	3.387676208
1386378_at	3.079339588	2.662410283	2.533923427
1386379_at	5.319948838	7.726885536	8.25839565
1386381_at	3.567768871	2.695689019	3.392823148
1386382_at	4.953892296	4.830242872	4.464530062
1386383_at	3.571955024	3.12476983	3.008674809
1386385_at	5.451290143	4.947336345	5.009233172
1386387_at	3.287055717	2.829802342	2.71572232
1386389_at	4.28564384	3.904221021	3.88292632
1386390_at	3.231548681	3.094175154	3.320758357
1386392_at	5.536169495	5.27077125	6.05338203
1386394_at	9.307437873	7.296366988	8.649727881
1386395_at	4.88353737	4.728681392	5.096181392
1386396_at	3.877256136	5.243346967	4.459970616
1386399_at	3.621133505	3.076208337	3.346969411
1386401_at	5.033465476	3.761006083	3.669799523
1386403_at	3.313307311	3.191578944	3.045990971
1386404_at	3.221013745	2.971134667	2.947528626
1386407_at	3.314983018	2.745460986	2.770690576
1386409_at	3.046918916	2.542521676	2.789483966
1386410_at	5.11021114	3.724751789	7.370889137
1386412_at	3.013141204	2.910786437	2.840557294
1386414_at	4.935916681	3.659600638	3.901962598
1386416_at	2.913757621	2.499862658	2.568052689
1386418_at	3.346596691	2.666844333	2.704473508
1386420_at	5.57890588	5.483660534	5.480475493
1386422_at	3.769105149	3.516523658	3.647176456
1386424_at	7.015302402	6.880572022	7.610457155
1386425_at	5.439937769	4.872917789	5.447827305
1386426_at	7.202666001	9.377828548	8.305961524
1386430_at	2.600801155	2.467736926	2.281674001
1386433_at	3.114998153	2.490183593	2.460901497
1386435_at	5.143726729	5.219913648	5.866613321
1386437_at	2.795972379	2.32790517	2.709124443
1386439_at	3.39283064	5.442905399	4.081706542
1386440_a_at	3.96888512	3.484205963	3.489157825
1386441_at	4.239519921	3.783070386	3.445501757
1386446_at	2.94115772	2.762507904	2.753813029
1386448_at	3.738512098	3.482627183	3.476373092
1386450_at	3.876171978	3.340837622	3.326380797
1386452_at	2.818103822	2.609040464	2.566564598
1386454_at	3.176328915	2.866618075	3.092550793
1386456_at	3.70056591	3.161618368	3.250958484
1386458_x_at	3.62490114	3.488669651	3.206477704
1386460_x_at	3.232154945	3.749713402	3.080971595
1386461_at	3.791643907	3.683127131	3.222218467
1386463_at	3.363715058	2.762203338	3.164069467
1386466_at	2.887496337	3.118004874	6.105725807
1386467_at	4.54591281	3.990325048	3.767240457
1386470_at	4.931613652	5.049734181	4.799562193
1386471_at	5.257866746	4.763114625	4.479413358
1386472_at	6.18517591	6.232957949	5.542315866
1386473_at	3.982660379	3.979153715	4.061658181
1386474_at	3.042303306	2.756360804	2.968370614
1386477_at	5.74664669	5.3493112	5.153606301
1386478_at	7.315094457	7.966138334	8.383043585
1386479_at	5.262264587	4.04158347	3.723422321
1386482_at	4.02509955	3.249909281	3.490451148
1386483_at	4.953864682	5.850645454	3.865596643
1386486_at	5.42560209	5.015134809	6.428706614
1386489_at	4.365298038	4.239040263	4.150636736
1386491_at	3.483391218	3.079285518	3.252122127
1386493_at	4.30470846	4.162521669	3.871082709
1386494_at	3.072655636	3.125638096	2.858420013
1386495_x_at	3.231548681	2.929621411	2.854010315
1386497_at	3.075565532	2.610013342	2.691936879
1386499_at	3.570200234	3.266095506	3.450000971
1386501_at	3.405121651	3.070590368	3.080032516
1386503_at	4.786381968	4.899794341	3.984615207
1386505_at	6.78586326	6.299663889	6.004734627
1386507_at	7.606252428	6.566384957	6.075504956
1386509_x_at	2.935770657	2.9225065	3.20050934
1386511_x_at	2.850201497	2.378862181	2.836361077
1386512_at	3.634571639	3.26117838	3.361825356
1386514_at	2.901386633	3.304204746	2.757518961
1386517_at	3.823183978	3.330827212	3.469235082
1386518_at	4.351388014	3.419463248	3.728319819
1386519_x_at	4.510706606	4.241379916	4.047389697
1386520_at	3.199905368	2.917716666	2.772374897
1386521_at	4.472837253	4.434325353	5.645599446
1386525_at	7.664622195	7.357722044	8.087490769
1386526_at	4.439205388	4.373992621	3.507425984
1386529_at	6.330312305	5.270982569	8.720034484
1386530_at	3.388173591	3.191578944	3.795558327
1386535_at	8.890900574	8.317630083	8.271330353
1386538_at	7.53314158	3.866581308	3.218267596
1386540_at	5.034835665	7.033795818	8.559633088
1386541_at	4.211099756	3.510951168	3.246587503
1386543_at	4.21607931	3.401250505	4.135941497
1386545_at	5.516779729	5.833803459	5.47242115
1386547_at	4.748510705	4.80780373	4.878039861
1386550_at	6.361499892	6.91363557	6.661946249
1386551_at	4.165093287	6.823093562	4.410762532
1386552_at	3.712453775	5.688012854	3.758798378
1386554_at	4.787901569	4.978494754	3.791298435
1386555_at	5.236412434	4.666528567	5.037800447
1386557_at	7.479584845	6.98056862	7.32462571
1386565_at	6.111332016	5.892321461	6.186038969
1386566_at	6.068017533	6.007337538	6.587495527
1386568_at	6.793273972	4.322907519	5.79794572
1386569_at	6.180352338	5.755884446	6.050873653
1386571_at	8.167653106	6.418704478	7.314897343
1386573_a_at	7.121592193	6.020743587	5.971470224
1386574_at	5.899548024	5.36538668	4.839295221
1386577_at	5.067990176	7.033689098	6.749176163
1386580_at	6.850167262	6.205174551	5.794525987
1386581_at	5.848371775	6.150357537	5.960476576
1386583_at	4.329095279	3.730790852	3.20050934
1386584_x_at	3.391936971	2.87553621	3.103850709
1386586_at	6.457152942	7.02792039	7.051431768
1386587_at	6.230520103	5.831880078	5.697888505
1386589_at	3.623261188	3.913718894	3.711555905
1386592_at	3.786908035	3.174342757	3.022335399
1386594_at	4.662745513	5.653284016	5.472886584
1386596_at	3.953270638	3.837252749	3.335135872
1386597_s_at	3.308759684	3.539151207	3.108590713
1386598_at	5.775752761	5.079245407	4.98649136
1386600_at	6.671951341	7.855395053	6.823024714
1386602_at	5.09652572	5.913556289	4.766019781
1386604_at	5.608006486	6.582091338	5.405527691
1386606_at	4.82189883	4.579464566	4.439963531
1386608_at	3.277367076	3.038101296	3.008987281
1386610_at	3.05163194	2.997092506	3.198030482
1386611_at	7.974985697	6.724063702	8.339926808
1386614_at	4.779864508	5.850687714	4.510252831
1386615_at	5.026570683	7.380338361	6.328212278
1386618_at	5.84390874	7.16300916	5.412005091
1386619_at	2.920482192	2.908940642	3.015744492
1386621_at	5.485882839	4.992224237	5.682259141
1386622_at	3.225203009	4.325069003	3.645612609
1386623_at	4.3516886	3.305045357	3.189597585
1386628_at	3.652253443	4.23458317	4.355496201
1386632_at	7.485214147	8.666120968	7.679800664
1386633_at	6.936060904	6.745692866	7.204117636
1386635_at	6.5912409	6.460745644	5.653512859
1386637_at	5.402506382	3.925629115	8.908561729
1386639_at	5.254063039	4.956040417	4.667979248
1386641_at	7.30823697	9.151767961	7.063232178
1386643_at	5.712554246	5.57796015	6.057745326
1386645_at	4.678759603	5.265813854	4.672616337
1386647_at	6.171305347	6.663918426	5.23276589
1386648_at	3.985530145	9.333958068	4.163401644
1386653_at	5.215839371	9.174457631	9.0329219
1386656_at	3.49989319	4.359824968	2.954895344
1386658_at	3.092463491	3.248990148	3.041557169
1386660_at	4.563642634	8.446558109	5.460417092
1386662_at	4.34403823	3.349108429	4.61481017
1386664_at	3.012743895	3.730941035	3.436675178
1386666_at	5.310224508	4.692505823	5.700116955
1386668_a_at	5.812278218	5.430823846	5.508980439
1386669_at	5.258151575	5.152511983	5.005204178
1386671_at	2.585256571	2.440153138	2.471940472
1386673_at	3.915865351	3.772891586	3.652271226
1386675_at	3.078893469	3.007738868	3.106983836
1386677_at	3.852658703	4.03986074	3.184781987
1386679_at	3.769480932	6.065457228	3.805578911
1386681_at	5.841687022	5.787550623	5.790243937
1386683_at	6.989230496	8.330708665	7.744891626
1386685_at	6.366231824	8.184869629	5.823993735
1386687_at	6.875223441	5.931158359	5.515450608
1386689_at	6.083632521	5.79766468	5.953824072
1386691_at	3.457221191	3.230961899	5.200880146
1386693_at	4.988290769	6.417573336	6.462590264
1386695_at	3.527994708	4.244929068	7.156774527
1386697_at	3.883900205	7.704822096	2.988594473
1386699_at	3.573130624	3.223346739	3.418019155
1386701_at	4.444518254	4.066624854	3.68753313
1386703_at	3.078893469	2.488374331	2.548943995
1386705_at	3.39283064	3.473038584	3.774455494
1386707_at	2.938225086	4.950747065	3.922214848
1386709_at	5.752422711	5.2337194	5.159393234
1386711_a_at	6.269883151	5.983407663	5.648498999
1386716_at	4.53529284	7.511485952	4.869652111
1386718_at	7.602025344	5.22048574	7.940625874
1386720_at	3.396782713	3.04800618	2.947229257
1386721_at	5.666051204	6.026373035	8.762488463
1386724_at	4.955419609	4.566353297	4.349349534
1386725_at	5.418361629	4.525237271	5.469381747
1386726_at	2.944689359	2.948429617	2.791033722
1386728_at	3.521490209	8.646543942	2.60198459
1386732_at	3.909437048	4.927403929	4.433950925
1386733_at	3.88102015	4.567393461	4.549390163
1386739_at	3.28217917	3.414196486	3.648563375
1386740_at	3.530815051	2.890403621	3.230406203
1386742_at	3.29817396	4.752195093	3.291537492
1386744_x_at	4.361119426	3.909290892	3.813571633
1386745_at	7.478282257	7.623880313	6.880648381
1386749_at	4.714883829	6.259507005	5.002838422
1386750_at	3.631848408	3.115026212	3.1362993
1386751_x_at	2.693867105	2.302997808	2.538797215
1386754_at	8.537594666	3.884539424	4.8724204
1386755_at	6.761782204	6.503500523	6.453787102
1386762_at	5.374028271	4.833707043	5.582215763
1386764_at	4.874381403	4.798786936	7.228396153
1386766_at	8.219247329	6.338958071	7.834095429
1386769_at	2.967752894	5.1344161	2.938524413
1386770_x_at	4.466121262	5.075901768	7.269181786
1386773_at	7.896023018	5.759715004	6.392009788
1386774_at	4.138730341	5.839330903	3.531983549
1386777_at	5.976834024	6.331808864	6.710340438
1386781_at	3.994636773	4.201772458	3.693458588
1386783_at	3.483785825	3.20275959	2.972747918
1386785_a_at	9.962858492	7.727931869	2.594101329
1386786_at	9.637715547	7.374192608	3.307277042
1386788_at	3.345097481	2.774529931	2.745791539
1386789_at	5.494203062	4.796400325	4.904298288
1386793_at	5.802703779	6.884317446	6.846408967
1386794_at	4.377129572	7.966138334	4.095868426
1386795_at	3.55012919	3.386031325	4.49465166
1386797_at	3.91664995	3.661259651	3.589128014
1386798_at	4.008648076	4.643381089	4.503445358
1386800_at	4.013722074	3.467168848	3.383628829
1386801_at	4.895820991	4.856062334	5.113334563
1386804_at	3.40567281	3.245501006	3.240223426
1386805_at	3.491088355	3.537899097	4.793295017
1386807_at	5.026038114	4.73838541	5.231927777
1386809_at	4.629073856	4.577835347	3.604844624
1386811_at	3.633898348	3.173612633	5.486480441
1386813_at	2.949743215	6.261019723	3.788501306
1386817_at	7.34833769	6.465510052	5.743799478
1386818_at	6.248754465	5.763687596	6.695363607
1386820_at	7.251197019	5.699107097	5.626331861
1386822_s_at	2.897583198	2.509924689	2.632913784
1386823_at	3.170210436	3.118004874	4.713608236
1386827_at	4.657130568	4.810913149	5.792140111
1386828_at	6.288603859	6.556157474	6.45722311
1386829_at	4.511470271	3.390872729	4.196249008
1386831_at	3.875759058	3.314577535	3.224010704
1386832_a_at	7.10492995	5.109786775	5.945695829
1386833_at	6.851263845	3.68451321	6.192096044
1386836_at	4.690415484	4.801721409	4.490299598
1386837_x_at	5.663376984	5.988051775	5.693667258
1386838_at	2.948624941	2.440227802	2.596519676
1386841_at	3.632405055	2.967297163	3.187579655
1386843_at	4.752236858	2.721485096	2.644780628
1386846_at	5.9238831	6.705411652	5.186186273
1386847_at	3.894946761	3.118004874	2.938524413
1386850_x_at	6.678181596	6.124682808	6.050444996
1386851_a_at	7.434748158	6.796172994	6.873199639
1386852_x_at	12.84617398	13.48724562	13.1410811
1386853_s_at	6.497794022	5.374132418	6.378815346
1386854_at	5.462854203	5.64508842	5.649947832
1386855_at	8.367784951	8.124627194	7.610762505
1386856_a_at	7.37310548	7.547900595	7.803913543
1386857_at	6.17926024	12.38040086	10.43882327
1386858_at	11.17282079	11.14010476	12.22541244
1386859_at	9.768778481	9.263522999	9.850348288
1386860_at	8.059987924	8.515151557	9.510730188
1386861_at	10.27616767	10.95407236	11.08802563
1386862_at	8.063212355	9.216331944	11.97600445
1386863_at	9.984339533	10.54485113	10.84117507
1386864_at	11.05714537	12.56382509	10.89222478
1386865_at	7.551860046	12.94411876	11.33851461
1386866_at	9.034981522	11.50032352	9.349144764
1386867_at	11.65054508	10.63806041	10.00412298
1386868_at	10.67793619	10.8626929	11.53138129
1386869_at	4.585375576	4.065004954	9.210704801
1386870_at	10.46820461	10.97479091	9.179206548
1386871_at	11.07549331	11.10725662	10.63503809
1386872_at	8.172287474	7.82602909	9.586294756
1386873_at	5.57890588	3.786390591	4.361788641
1386874_at	10.75038762	11.02866598	11.92885502
1386875_a_at	10.17653166	10.67774458	10.62407085
1386876_at	4.38790015	3.868331824	4.431014499
1386877_at	9.293722182	9.470379219	8.893535044
1386878_at	8.526920381	6.809352867	9.03395628
1386879_at	8.347734943	5.529900754	11.73087016
1386880_at	11.43615455	7.329000976	9.024773728
1386881_at	8.33731151	4.225943055	6.954694635
1386882_at	6.801077866	7.259603871	9.263900092
1386883_at	6.739512101	7.041494097	6.278045492
1386884_at	9.256005797	9.269985431	8.963697973
1386885_at	10.54398297	8.607749659	10.10704393
1386886_at	12.33044528	10.13325137	11.43230525
1386887_at	10.87660648	10.97102303	9.811314676
1386888_at	7.603337838	5.706422247	6.711268052
1386889_at	6.186442206	9.816287274	9.141944569
1386890_at	8.332529171	8.113937725	10.83135206
1386891_at	11.66066256	11.73612986	9.962507099
1386892_at	10.55921949	9.867667683	9.743238082
1386893_at	9.51993259	8.175226989	10.36986954
1386894_at	11.72211044	10.8455807	10.20968768
1386895_at	8.812325599	10.5412119	9.210054022
1386896_at	7.529358401	8.148786872	8.446528745
1386897_at	8.206671118	9.480396324	9.160939786
1386898_at	11.96809355	10.95232116	10.65220466
1386899_at	11.09657911	8.484491193	11.91820152
1386900_at	10.41499571	8.033796322	9.342182462
1386901_at	11.47095673	4.276075559	10.74970659
1386902_at	10.45728885	11.39779019	10.72738133
1386903_at	4.371528871	12.51128987	5.79616851
1386904_a_at	12.55725044	8.990210496	10.62221032
1386905_at	9.259607132	9.948428243	9.028537974
1386906_a_at	7.638937628	6.736775334	7.644858882
1386907_at	5.860966784	5.182853918	7.055749461
1386908_at	9.802577028	9.351994563	8.921846398
1386909_a_at	9.425302061	9.44466946	8.165275166
1386910_a_at	7.981928516	8.750733584	7.989178436
1386911_at	4.222107435	12.75596238	8.376912197
1386912_at	6.337339054	5.854255582	8.357273656
1386913_at	4.220330086	7.130883791	11.71498219
1386914_at	4.011104644	7.371878355	6.514704913
1386915_at	9.302969445	8.945840391	9.887628168
1386916_at	9.562589036	7.088101814	7.683880008
1386917_at	9.448685516	6.98056862	5.528371613
1386918_a_at	9.500525613	6.740002008	6.755058515
1386919_at	2.449007417	2.407465494	2.36970382
1386920_x_at	2.564479733	2.345727551	2.49170278
1386921_at	4.327207205	13.16724637	8.987810603
1386922_at	8.098949324	10.03406829	9.104779453
1386923_at	9.421086424	10.00112865	10.09053675
1386924_at	4.587347305	6.090396692	4.041095262
1386925_at	8.573573948	6.673158785	10.40992164
1386926_at	11.09715504	8.079216934	10.31263513
1386927_at	9.658488364	5.842935226	6.725747639
1386928_at	6.149622124	6.577806064	8.415415739
1386929_at	5.603174094	9.401720436	7.574742561
1386930_at	9.194435328	8.846418434	8.682993371
1386931_at	4.7849351	5.266185401	8.147814768
1386932_at	5.210657657	5.054529808	4.667810578
1386933_at	3.575383929	3.186547057	7.541189687
1386934_at	5.922224689	9.294399312	7.902828107
1386935_at	4.875713386	8.133751429	6.965187065
1386936_at	4.847990323	6.315793698	4.602752446
1386937_at	8.402691885	11.76549891	9.42448054
1386938_at	9.083610839	4.723242529	9.739983383
1386939_a_at	4.096407325	5.22419869	3.349388728
1386940_at	7.589066662	8.859499444	10.93645712
1386941_at	7.359159664	7.862722526	8.75546883
1386942_at	6.544721598	6.595346198	6.960655406
1386943_at	5.535960829	8.59641848	4.808372364
1386944_a_at	11.39135967	4.774453004	6.098309168
1386945_a_at	9.509208741	6.928338202	9.067012462
1386946_at	10.24733205	7.774640753	8.345485632
1386947_at	9.84500747	4.187049363	10.06602064
1386948_at	4.839337503	4.895420328	6.242465103
1386949_a_at	6.524689737	6.615404138	6.817334121
1386950_at	10.11691618	10.53838705	10.79680546
1386951_at	8.633108217	9.124917183	8.06584271
1386952_a_at	8.552059331	9.977623176	9.843524542
1386953_at	10.05304891	9.382360864	11.66921466
1386954_at	10.16792832	6.823390761	7.51289942
1386955_at	3.429423377	9.461798626	3.936890154
1386956_at	8.491065593	6.033468298	7.53938962
1386957_at	6.837726281	7.49704824	7.134580371
1386958_at	8.113030968	6.589103721	7.144691033
1386959_a_at	6.872712488	7.410799516	7.561151946
1386960_at	9.869742078	7.140042434	7.284767038
1386961_at	4.880647593	9.504419606	5.724677557
1386962_at	4.745407422	9.198615199	9.254457758
1386963_at	6.580865588	6.396768175	8.755609075
1386964_at	4.096407325	3.639232386	3.809789048
1386965_at	7.26705833	7.195317783	10.29040292
1386966_a_at	7.011856308	6.586611284	7.517777562
1386967_at	7.583881785	7.924187159	8.537743213
1386968_at	4.259060714	8.990657765	3.24238189
1386969_at	5.42977631	10.41116948	6.207035921
1386970_at	8.90672108	8.519061683	8.529442449
1386971_at	6.809864396	6.305671024	6.455072267
1386972_at	7.062632827	7.82117735	7.476302622
1386973_a_at	7.261955255	9.958811768	7.362722055
1386974_at	4.221211145	6.268204656	5.979412539
1386975_at	8.197060571	7.240728146	5.905270657
1386976_at	8.695853226	7.495398548	8.830619822
1386977_at	9.893375519	5.073201155	7.215166845
1386978_at	9.010476931	9.98603728	10.54397357
1386979_at	7.14816997	7.528370656	8.278287978
1386980_at	11.22946807	3.86606458	3.686584119
1386981_at	9.585923858	8.264758373	7.271813622
1386982_at	9.804437991	7.67046995	8.62675433
1386983_at	8.787098509	6.385559273	7.518427618
1386984_at	8.724527165	7.733887589	9.423369927
1386985_at	11.25689422	9.744588414	9.059999296
1386986_at	8.034042788	7.375205297	7.758883472
1386987_at	8.603839866	4.848798144	7.517777562
1386988_at	5.390076881	6.252820052	6.312118751
1386989_at	5.67816101	4.859705071	7.05183146
1386990_at	10.50411142	6.136655983	7.049765626
1386991_a_at	6.984883939	7.717821724	7.451420258
1386992_at	5.741126833	5.943081999	7.451624819
1386993_at	4.239470911	3.967619036	3.106836817
1386994_at	6.5912409	6.041510964	8.483624339
1386995_at	6.400610149	5.928553542	9.152772827
1386996_at	9.698996464	10.26120587	11.40071211
1386997_at	5.454005517	6.616762988	5.097982037
1386998_at	4.983437777	12.54240394	5.885973586
1386999_at	9.202128131	10.55251293	10.07959072
1387000_at	6.479103945	6.486680102	6.043479871
1387001_at	6.901521599	6.812493648	8.256442025
1387002_at	8.697388089	8.643012891	8.466545273
1387003_at	7.181266269	8.640850431	8.097169311
1387004_at	4.185435598	7.037008408	7.956832241
1387005_at	9.991062994	10.86442653	10.48182925
1387006_at	12.7199195	5.308121653	4.134490379
1387007_at	4.615367898	6.451702325	5.053169216
1387008_at	5.628764957	8.700043387	8.57769755
1387009_at	5.979691844	5.424288487	7.254250064
1387010_s_at	6.090080717	9.380980152	4.723792063
1387011_at	6.531658168	3.828461793	9.815283252
1387012_at	7.470117934	7.543398777	7.804794242
1387013_at	2.940354103	3.727850101	2.691936879
1387014_at	3.77329302	2.834525353	2.820057671
1387015_at	4.447426772	11.18581729	6.950362299
1387016_a_at	9.936871565	12.3352112	11.35213316
1387017_at	9.024019044	7.918989397	7.735689325
1387018_at	9.696530789	9.408242715	7.650067829
1387019_at	9.727860478	9.610406037	8.759616683
1387020_at	9.957884506	7.500326945	6.958790748
1387021_at	6.414436404	8.071578789	6.612218435
1387022_at	10.31648138	7.856631699	11.21635311
1387023_at	8.825069476	9.04818376	6.501290077
1387024_at	8.731275893	8.567325309	9.66078715
1387025_at	5.229362771	9.984700376	3.869691608
1387026_at	7.721286199	8.057913074	8.45953856
1387027_a_at	8.745584103	5.623557668	7.010285363
1387028_a_at	7.879278321	7.37244618	10.38005787
1387029_at	11.90420086	7.313826364	10.62939082
1387030_at	6.013989799	8.023043846	7.410036179
1387031_at	9.289433736	8.753982681	9.085379146
1387032_at	5.802482505	10.96311205	4.354400456
1387033_at	4.17430385	3.520924983	5.339403704
1387034_at	12.43187739	5.103099692	3.092960773
1387035_a_at	8.059957608	7.485513127	9.641030414
1387036_at	7.186711481	6.471034244	9.01855455
1387037_at	3.433654471	3.518247501	4.064746303
1387038_at	9.900635471	7.448749875	7.887259758
1387039_at	3.970871604	7.748153995	5.041403629
1387040_at	4.600825026	9.630498673	6.957976857
1387041_at	9.701883565	9.142386682	8.623117102
1387042_at	4.018962617	6.703459264	4.06504331
1387043_at	5.092294506	4.350132989	4.946435973
1387044_at	5.076085557	4.927403929	4.419172165
1387045_at	7.304815689	8.378002503	6.645802082
1387046_at	5.690886068	6.949129436	7.159189468
1387047_at	3.752512155	3.379590765	3.24302502
1387048_at	7.6476155	7.12331771	8.543634839
1387049_at	3.931664728	3.071357407	4.041095262
1387050_s_at	13.12790155	5.986339777	7.789870388
1387051_at	9.252771172	8.694107059	8.907279131
1387052_at	10.58652596	7.512137125	8.899046635
1387053_at	9.77083106	6.041874296	10.80898257
1387054_at	4.79897139	4.658883535	4.958521972
1387055_at	8.791617333	8.668194298	8.161829872
1387056_at	7.408013107	6.690761686	7.361728331
1387057_at	6.588635262	7.370642253	6.088602351
1387058_at	8.185817819	3.774458619	7.218708825
1387059_at	4.316899126	9.477638119	6.382862322
1387060_at	6.874533118	7.523979194	9.963758869
1387061_at	8.430793659	7.999405957	10.26835147
1387062_a_at	6.950696828	5.153006819	5.797143332
1387063_at	7.245353057	7.798724083	7.190959801
1387064_at	8.231093822	6.889181068	8.060042279
1387065_at	3.457990053	6.762600068	3.11139902
1387066_a_at	6.408496424	6.705411652	7.800756736
1387067_at	7.129727431	6.09797823	5.743140677
1387068_at	5.569383832	8.336072559	4.72400882
1387069_a_at	4.613202819	4.126806399	4.528891552
1387070_at	5.4408203	4.649917703	4.985673088
1387071_a_at	5.472202685	11.30782013	8.917832342
1387072_at	7.115195917	7.131522106	7.619887783
1387073_at	4.390259223	13.32944549	3.963332462
1387074_at	6.5912409	9.484802246	9.635274183
1387075_at	4.665183473	5.748576274	3.99732051
1387076_at	8.951394152	9.79963152	9.783667376
1387077_at	9.873735427	9.192574061	8.723883377
1387078_at	7.925468546	9.73223868	8.362734659
1387079_at	6.077442349	6.705411652	7.911574747
1387080_at	8.590763624	9.118034291	9.958309544
1387081_at	7.273967984	10.21307064	9.228140189
1387082_at	13.01904322	5.219302159	9.489776025
1387083_at	6.479547937	4.501108585	5.755462499
1387084_at	8.561201159	4.703796121	8.67870592
1387085_at	8.252083294	9.082710865	7.431283575
1387086_at	7.544659347	7.795424274	7.535666134
1387087_at	9.239188075	5.557507771	9.289693809
1387088_at	4.600825026	6.350611248	4.793084055
1387089_at	8.407833592	9.516809964	8.642863421
1387090_a_at	8.433740621	6.910566181	6.625651573
1387091_at	6.509748576	7.006521514	6.078133782
1387092_at	3.742921055	3.203943854	3.528792317
1387093_at	10.00837105	8.588945452	6.06061536
1387094_at	8.888809725	6.931831195	3.731803158
1387095_at	4.096407325	5.86030515	4.095110811
1387096_at	5.976306296	4.895789327	6.508021202
1387097_at	5.133556869	4.429244861	4.35334608
1387098_at	6.212115319	5.699847061	6.091046754
1387099_at	5.775447513	6.758698875	7.366942837
1387100_at	3.424437287	2.976011738	3.600044698
1387101_at	11.59596257	9.64643453	10.28125735
1387102_at	3.255843542	3.795647183	3.035351531
1387103_s_at	5.541855046	8.5772593	6.68341596
1387104_at	4.456688258	3.776046523	8.022088163
1387105_at	8.823224118	8.353788139	8.710730152
1387106_at	4.299312892	4.186291125	5.795878764
1387107_at	6.214152016	6.665898432	6.375888414
1387108_at	10.37874196	9.852973143	9.705639522
1387109_at	8.321606817	7.525805459	8.385883217
1387110_at	8.249834981	8.390154136	8.310542681
1387111_at	8.762633568	8.511082423	8.332018119
1387112_at	4.496047937	13.19898594	4.984695619
1387113_at	6.355124857	8.273570858	9.347354876
1387114_at	6.774152457	7.819146175	9.146285431
1387115_at	7.99796681	8.704561632	8.069786672
1387116_at	9.802206302	8.602744038	8.530087437
1387117_at	8.395041454	9.345262151	8.484343359
1387118_at	10.94890264	2.969488989	3.182535211
1387119_at	7.427966333	6.193146374	6.070618993
1387120_at	9.798564845	9.392211589	9.502174673
1387121_a_at	12.31062852	12.74125555	9.723174983
1387122_at	4.696159279	6.149661942	7.19134167
1387123_at	4.895820991	3.118004874	3.13764483
1387124_at	4.233946013	5.055291059	4.099407979
1387125_at	5.788694861	3.313905973	9.847483982
1387126_at	6.59398571	7.923595257	7.42908063
1387127_at	8.667984357	9.109502861	7.381898322
1387128_at	5.908236573	8.028250929	7.164687006
1387129_at	7.171114891	7.215521116	7.452709038
1387130_at	10.16979168	6.118318474	7.461006814
1387131_at	4.221121025	9.79963152	5.111252041
1387132_at	6.626392087	6.161126534	7.333429222
1387133_at	5.685961075	9.338893088	5.187065578
1387134_at	7.703298346	3.895655791	9.586288708
1387135_at	7.856052323	6.735667724	7.691455734
1387136_at	5.788391285	5.111881849	4.866594091
1387137_at	4.224654513	3.81503474	4.406574915
1387138_at	4.726718215	6.044857521	3.884282173
1387139_at	4.80029345	3.450414482	2.934448357
1387140_at	6.348996832	6.270683553	6.471711927
1387141_at	4.919262846	6.64876119	3.951856274
1387142_at	7.113331686	7.717516059	7.042529988
1387143_at	5.832788126	7.924107257	6.697351884
1387144_at	9.05181593	6.08799479	9.669171361
1387145_at	11.27112619	6.562939612	5.917767223
1387146_a_at	6.945604686	8.811436494	9.679818411
1387147_at	3.561197083	4.839381877	2.962075576
1387148_at	6.952449088	11.19680935	8.054129558
1387149_at	3.950115478	2.925483031	4.594140169
1387150_at	3.535186643	3.350574126	3.347909726
