platform_id,gse,id,cell.type
GPL571,GSE73608,GSM1898923,PBMC
GPL571,GSE60880,GSM1492848,fibroblasts
GPL571,GSE60880,GSM1492852,fibroblasts
GPL571,GSE13996,GSM351605,B.cells
GPL571,GSE60880,GSM1492859,fibroblasts
GPL571,GSE60880,GSM1492861,fibroblasts
GPL571,GSE18323,GSM457455,PBMC
GPL571,GSE18323,GSM457456,PBMC
GPL571,GSE34916,GSM857492,fibroblasts
GPL571,GSE5106,GSM115328,CD4.T.cells
GPL571,GSE7664,GSM185546,PBMC
GPL571,GSE5106,GSM115335,CD4.T.cells
GPL571,GSE73608,GSM1898886,PBMC
GPL571,GSE15245,GSM380771,PBMC
GPL571,GSE6053,GSM128420,PBMC
GPL571,GSE69103,GSM1076221,fibroblasts
GPL571,GSE51489,GSM1246450,PBMC
GPL571,GSE5106,GSM115339,CD4.T.cells
GPL571,GSE10125,GSM255844,fibroblasts
GPL571,GSE30678,GSM760779,T cells
GPL571,GSE5106,GSM115341,CD4.T.cells
GPL571,GSE10040,GSM259230,PBMC
GPL571,GSE62584,GSM1529633,B.cells
GPL571,GSE10040,GSM259229,PBMC
GPL571,GSE10125,GSM255846,fibroblasts
GPL571,GSE27702,GSM686090,macrophages
GPL571,GSE7638,GSM184743,monocytic.lineage
GPL571,GSE25468,GSM625439,fibroblasts
GPL571,GSE58015,GSM1399443,myeloid.dendritic.cells
GPL571,GSE18323,GSM457480,PBMC
GPL571,GSE10040,GSM259231,PBMC
GPL571,GSE60880,GSM1492800,fibroblasts
GPL571,GSE21891,GSM544378,fibroblasts
GPL571,GSE81723,GSM2174500,fibroblasts
GPL571,GSE69103,GSM1076234,fibroblasts
GPL571,GSE69103,GSM1076242,fibroblasts
GPL571,GSE60880,GSM1492844,fibroblasts
GPL571,GSE3606,GSM82675,White blood cells
GPL571,GSE69103,GSM1076240,fibroblasts
GPL571,GSE60880,GSM1492813,fibroblasts
GPL571,GSE18323,GSM457527,PBMC
GPL571,GSE2505,GSM47864,PBMC
GPL571,GSE2505,GSM47865,PBMC
GPL571,GSE43996,GSM1076229,fibroblasts
GPL571,GSE21891,GSM544361,fibroblasts
GPL571,GSE14419,GSM360145,macrophages
GPL571,GSE62584,GSM1529655,CD8.T.cells
GPL571,GSE7638,GSM184808,monocytic.lineage
GPL571,GSE7638,GSM184809,monocytic.lineage
GPL571,GSE14419,GSM360183,macrophages
GPL571,GSE21891,GSM544365,fibroblasts
GPL571,GSE43996,GSM1076235,fibroblasts
GPL571,GSE2505,GSM47869,PBMC
GPL571,GSE43996,GSM1076236,fibroblasts
GPL571,GSE18323,GSM457506,PBMC
GPL571,GSE32104,GSM796006,fibroblasts
GPL571,GSE18323,GSM457507,PBMC
GPL571,GSE18323,GSM457508,PBMC
GPL571,GSE17356,GSM433841,NK.cells
GPL571,GSE49067,GSM1193264,T cells
GPL571,GSE60880,GSM1492793,fibroblasts
GPL571,GSE25468,GSM625435,fibroblasts
GPL571,GSE30676,GSM760772,T cells
GPL571,GSE60880,GSM1492797,fibroblasts
GPL571,GSE7638,GSM184703,monocytic.lineage
GPL571,GSE25468,GSM625440,fibroblasts
GPL571,GSE62584,GSM1529606,CD4.T.cells
GPL571,GSE14895,GSM372136,PBMC
GPL571,GSE28358,GSM701138,PBMC
GPL571,GSE62584,GSM1529645,monocytic.lineage
GPL571,GSE25468,GSM625441,fibroblasts
GPL571,GSE18323,GSM457479,PBMC
GPL571,GSE27702,GSM686092,macrophages
GPL571,GSE21891,GSM544343,fibroblasts
GPL571,GSE81723,GSM2174501,fibroblasts
GPL571,GSE15245,GSM380806,PBMC
GPL571,GSE18323,GSM457375,PBMC
GPL571,GSE18323,GSM457376,PBMC
GPL571,GSE60880,GSM1492812,fibroblasts
GPL571,GSE28358,GSM701105,PBMC
GPL571,GSE73608,GSM1898921,PBMC
GPL571,GSE18323,GSM457406,PBMC
GPL571,GSE7638,GSM184722,monocytic.lineage
GPL571,GSE7638,GSM184723,monocytic.lineage
GPL571,GSE7638,GSM184724,monocytic.lineage
GPL571,GSE7638,GSM184726,monocytic.lineage
GPL571,GSE21891,GSM544400,fibroblasts
GPL571,GSE21891,GSM544404,fibroblasts
GPL571,GSE7638,GSM184728,monocytic.lineage
GPL571,GSE25476,GSM625434,fibroblasts
GPL571,GSE21837,GSM543433,PBMC
GPL571,GSE4124,GSM94336,PBMC
GPL571,GSE17302,GSM432923,CD8.T.cells
GPL571,GSE31324,GSM776967,fibroblasts
GPL571,GSE7638,GSM184736,monocytic.lineage
GPL571,GSE18323,GSM457425,PBMC
GPL571,GSE4124,GSM94351,PBMC
GPL571,GSE21891,GSM544294,fibroblasts
GPL571,GSE21891,GSM544295,fibroblasts
GPL571,GSE21891,GSM544296,fibroblasts
GPL571,GSE14895,GSM372131,PBMC
GPL571,GSE28358,GSM701082,PBMC
GPL571,GSE4124,GSM94355,PBMC
GPL571,GSE14895,GSM372133,PBMC
GPL571,GSE28358,GSM701087,PBMC
GPL571,GSE78958,GSM2082389,NK.cells
GPL571,GSE33298,GSM823567,fibroblasts
GPL571,GSE19888,GSM497185,Mast cells
GPL571,GSE30676,GSM760774,T cells
GPL571,GSE60880,GSM1492836,fibroblasts
GPL571,GSE5339,GSM120326,fibroblasts
GPL571,GSE49067,GSM1193270,T cells
GPL571,GSE21891,GSM544381,fibroblasts
GPL571,GSE10804,GSM272865,endothelial
GPL571,GSE73608,GSM1898899,PBMC
GPL571,GSE27702,GSM686096,macrophages
GPL571,GSE69103,GSM1076238,fibroblasts
GPL571,GSE7638,GSM184752,monocytic.lineage
GPL571,GSE34309,GSM847093,fibroblasts
GPL571,GSE30678,GSM760795,T cells
GPL571,GSE25468,GSM625451,fibroblasts
GPL571,GSE73608,GSM1898922,PBMC
GPL571,GSE2505,GSM47863,PBMC
GPL571,GSE28358,GSM701106,PBMC
GPL571,GSE21891,GSM544312,fibroblasts
GPL571,GSE3606,GSM82679,White blood cells
GPL571,GSE21891,GSM544317,fibroblasts
GPL571,GSE60880,GSM1492862,fibroblasts
GPL571,GSE5106,GSM115323,CD4.T.cells
GPL571,GSE34916,GSM857488,fibroblasts
GPL571,GSE34916,GSM857490,fibroblasts
GPL571,GSE22469,GSM558110,fibroblasts
GPL571,GSE22469,GSM558112,fibroblasts
GPL571,GSE5106,GSM115333,CD4.T.cells
GPL571,GSE15245,GSM380773,PBMC
GPL571,GSE73608,GSM1898888,PBMC
GPL571,GSE73608,GSM1898892,PBMC
GPL571,GSE51489,GSM1246449,PBMC
GPL571,GSE5106,GSM115338,CD4.T.cells
GPL571,GSE10125,GSM255841,fibroblasts
GPL571,GSE30678,GSM760778,T cells
GPL571,GSE28358,GSM701137,PBMC
GPL571,GSE62584,GSM1529632,B.cells
GPL571,GSE62584,GSM1529630,B.cells
GPL571,GSE10040,GSM259228,PBMC
GPL571,GSE21891,GSM544341,fibroblasts
GPL571,GSE18323,GSM457551,PBMC
GPL571,GSE25468,GSM625438,fibroblasts
GPL571,GSE4124,GSM94360,PBMC
GPL571,GSE21891,GSM544338,fibroblasts
GPL571,GSE60880,GSM1492798,fibroblasts
GPL571,GSE28358,GSM701139,PBMC
GPL571,GSE19888,GSM497186,Mast cells
GPL571,GSE5339,GSM120325,fibroblasts
GPL571,GSE19888,GSM497187,Mast cells
GPL571,GSE18323,GSM457483,PBMC
GPL571,GSE18323,GSM457371,PBMC
GPL571,GSE60880,GSM1492842,fibroblasts
GPL571,GSE18323,GSM457374,PBMC
GPL571,GSE7638,GSM184753,monocytic.lineage
GPL571,GSE21891,GSM544309,fibroblasts
GPL571,GSE73608,GSM1898915,PBMC
GPL571,GSE18323,GSM457528,PBMC
GPL571,GSE43996,GSM1076231,fibroblasts
GPL571,GSE21891,GSM544362,fibroblasts
GPL571,GSE43996,GSM1076228,fibroblasts
GPL571,GSE14419,GSM360144,macrophages
GPL571,GSE7638,GSM184807,monocytic.lineage
GPL571,GSE18323,GSM457498,PBMC
GPL571,GSE14317,GSM357969,CD4.T.cells
GPL571,GSE29253,GSM880679,fibroblasts
GPL571,GSE29253,GSM880676,fibroblasts
GPL571,GSE21891,GSM544366,fibroblasts
GPL571,GSE21891,GSM544367,fibroblasts
GPL571,GSE32104,GSM796005,fibroblasts
GPL571,GSE32104,GSM796007,fibroblasts
GPL571,GSE7638,GSM184816,monocytic.lineage
GPL571,GSE43996,GSM1076238,fibroblasts
GPL571,GSE43996,GSM1076239,fibroblasts
GPL571,GSE7638,GSM184695,monocytic.lineage
GPL571,GSE25468,GSM625432,fibroblasts
GPL571,GSE49067,GSM1193265,T cells
GPL571,GSE43996,GSM1076247,fibroblasts
GPL571,GSE60880,GSM1492794,fibroblasts
GPL571,GSE30676,GSM760773,T cells
GPL571,GSE33298,GSM823566,fibroblasts
GPL571,GSE10040,GSM259227,PBMC
GPL571,GSE78958,GSM2082366,NK.cells
GPL571,GSE19888,GSM497184,Mast cells
GPL571,GSE49067,GSM1193268,T cells
GPL571,GSE5339,GSM120324,fibroblasts
GPL571,GSE49067,GSM1193269,T cells
GPL571,GSE21891,GSM544380,fibroblasts
GPL571,GSE10804,GSM272864,endothelial
GPL571,GSE21891,GSM544376,fibroblasts
GPL571,GSE21891,GSM544344,fibroblasts
GPL571,GSE81723,GSM2174502,fibroblasts
GPL571,GSE2505,GSM47700,PBMC
GPL571,GSE21891,GSM544308,fibroblasts
GPL571,GSE30678,GSM760794,T cells
GPL571,GSE73608,GSM1898912,PBMC
GPL571,GSE81723,GSM2174508,fibroblasts
GPL571,GSE73608,GSM1898917,PBMC
GPL571,GSE18323,GSM457410,PBMC
GPL571,GSE14895,GSM372118,PBMC
GPL571,GSE21891,GSM544398,fibroblasts
GPL571,GSE21891,GSM544399,fibroblasts
GPL571,GSE14895,GSM372120,PBMC
GPL571,GSE17477,GSM435906,macrophages
GPL571,GSE21891,GSM544401,fibroblasts
GPL571,GSE25476,GSM625431,fibroblasts
GPL571,GSE5339,GSM120306,fibroblasts
GPL571,GSE25476,GSM625436,fibroblasts
GPL571,GSE21837,GSM543438,PBMC
GPL571,GSE17302,GSM432924,CD8.T.cells
GPL571,GSE31324,GSM776968,fibroblasts
GPL571,GSE17302,GSM432933,CD8.T.cells
GPL571,GSE31324,GSM776969,fibroblasts
GPL571,GSE89933,GSM2393764,PBMC
GPL571,GSE14895,GSM372130,PBMC
GPL571,GSE89933,GSM2393767,PBMC
GPL571,GSE28358,GSM701080,PBMC
GPL571,GSE51697,GSM1250691,macrophages
GPL571,GSE25476,GSM625447,fibroblasts
GPL571,GSE4124,GSM94357,PBMC
GPL571,GSE18323,GSM457431,PBMC
GPL571,GSE14256,GSM356969,fibroblasts
GPL571,GSE10040,GSM259226,PBMC
GPL571,GSE62584,GSM1529643,monocytic.lineage
GPL571,GSE14895,GSM372135,PBMC
GPL571,GSE49067,GSM1193267,T cells
GPL571,GSE21891,GSM544337,fibroblasts
GPL571,GSE21891,GSM544342,fibroblasts
GPL571,GSE7638,GSM184781,monocytic.lineage
GPL571,GSE4277,GSM97644,PBMC
GPL571,GSE21891,GSM544339,fibroblasts
GPL571,GSE18323,GSM457481,PBMC
GPL571,GSE18323,GSM457372,PBMC
GPL571,GSE2505,GSM47862,PBMC
GPL571,GSE4124,GSM94369,PBMC
GPL571,GSE28358,GSM701104,PBMC
GPL571,GSE60880,GSM1492845,fibroblasts
GPL571,GSE30678,GSM760793,T cells
GPL571,GSE73608,GSM1898919,PBMC
GPL571,GSE18323,GSM457491,PBMC
GPL571,GSE18323,GSM457565,PBMC
GPL571,GSE21891,GSM544313,fibroblasts
GPL571,GSE3606,GSM82680,White blood cells
GPL571,GSE21891,GSM544318,fibroblasts
GPL571,GSE10040,GSM259206,PBMC
GPL571,GSE4277,GSM97627,PBMC
GPL571,GSE14419,GSM360146,macrophages
GPL571,GSE34916,GSM857491,fibroblasts
GPL571,GSE22469,GSM558109,fibroblasts
GPL571,GSE22469,GSM558111,fibroblasts
GPL571,GSE73608,GSM1898887,PBMC
GPL571,GSE15245,GSM380767,PBMC
GPL571,GSE15245,GSM380769,PBMC
GPL571,GSE19243,GSM476813,B.cells
GPL571,GSE22469,GSM558115,fibroblasts
GPL571,GSE62584,GSM1529631,B.cells
GPL571,GSE30678,GSM760777,T cells
GPL571,GSE28358,GSM701136,PBMC
GPL571,GSE28358,GSM701134,PBMC
GPL571,GSE5339,GSM120321,fibroblasts
GPL571,GSE28358,GSM701135,PBMC
GPL571,GSE25476,GSM625450,fibroblasts
GPL571,GSE33298,GSM823565,fibroblasts
GPL571,GSE60880,GSM1492837,fibroblasts
GPL571,GSE5339,GSM120323,fibroblasts
GPL571,GSE28358,GSM701085,PBMC
GPL571,GSE21891,GSM544374,fibroblasts
GPL571,GSE21891,GSM544379,fibroblasts
GPL571,GSE10804,GSM272863,endothelial
GPL571,GSE21891,GSM544375,fibroblasts
GPL571,GSE4277,GSM97643,PBMC
GPL571,GSE19888,GSM497188,Mast cells
GPL571,GSE27702,GSM686097,macrophages
GPL571,GSE73608,GSM1898914,PBMC
GPL571,GSE18323,GSM457373,PBMC
GPL571,GSE73608,GSM1898911,PBMC
GPL571,GSE73608,GSM1898910,PBMC
GPL571,GSE27702,GSM686100,macrophages
GPL571,GSE60880,GSM1492814,fibroblasts
GPL571,GSE18323,GSM457529,PBMC
GPL571,GSE5339,GSM120339,fibroblasts
GPL571,GSE5339,GSM120340,fibroblasts
GPL571,GSE5339,GSM120344,fibroblasts
GPL571,GSE7638,GSM184806,monocytic.lineage
GPL571,GSE21891,GSM544360,fibroblasts
GPL571,GSE14317,GSM357968,CD4.T.cells
GPL571,GSE25476,GSM625430,fibroblasts
GPL571,GSE14419,GSM360182,macrophages
GPL571,GSE18323,GSM457500,PBMC
GPL571,GSE32104,GSM796004,fibroblasts
GPL571,GSE14419,GSM360186,macrophages
GPL571,GSE21891,GSM544369,fibroblasts
GPL571,GSE15777,GSM396272,B.cells
GPL571,GSE18323,GSM457504,PBMC
GPL571,GSE14330,GSM358316,regulatory.T.cells
GPL571,GSE43996,GSM1076240,fibroblasts
GPL571,GSE43996,GSM1076241,fibroblasts
GPL571,GSE60880,GSM1492790,fibroblasts
GPL571,GSE43996,GSM1076243,fibroblasts
GPL571,GSE49067,GSM1193266,T cells
GPL571,GSE60880,GSM1492795,fibroblasts
GPL571,GSE10040,GSM259225,PBMC
GPL571,GSE58015,GSM1399441,myeloid.dendritic.cells
GPL571,GSE5339,GSM120322,fibroblasts
GPL571,GSE62584,GSM1529642,monocytic.lineage
GPL571,GSE19888,GSM497183,Mast cells
GPL571,GSE58015,GSM1399442,myeloid.dendritic.cells
GPL571,GSE18323,GSM457476,PBMC
GPL571,GSE19888,GSM497182,Mast cells
GPL571,GSE18323,GSM457477,PBMC
GPL571,GSE21891,GSM544336,fibroblasts
GPL571,GSE18323,GSM457478,PBMC
GPL571,GSE73608,GSM1898900,PBMC
GPL571,GSE15245,GSM380802,PBMC
GPL571,GSE73608,GSM1898913,PBMC
GPL571,GSE4124,GSM94367,PBMC
GPL571,GSE15245,GSM380804,PBMC
GPL571,GSE60880,GSM1492843,fibroblasts
GPL571,GSE15245,GSM380805,PBMC
GPL571,GSE73608,GSM1898908,PBMC
GPL571,GSE18323,GSM457530,PBMC
GPL571,GSE18323,GSM457411,PBMC
GPL571,GSE18323,GSM457412,PBMC
GPL571,GSE4124,GSM92806,PBMC
GPL571,GSE4124,GSM94333,PBMC
GPL571,GSE25476,GSM625435,fibroblasts
GPL571,GSE10040,GSM259207,PBMC
GPL571,GSE4277,GSM97629,PBMC
GPL571,GSE60880,GSM1492821,fibroblasts
GPL571,GSE25476,GSM625437,fibroblasts
GPL571,GSE7638,GSM184732,monocytic.lineage
GPL571,GSE18323,GSM457422,PBMC
GPL571,GSE14895,GSM372126,PBMC
GPL571,GSE18323,GSM457543,PBMC
GPL571,GSE31324,GSM776970,fibroblasts
GPL571,GSE18323,GSM457545,PBMC
GPL571,GSE51697,GSM1250692,macrophages
GPL571,GSE51697,GSM1250690,macrophages
GPL571,GSE4124,GSM94354,PBMC
GPL571,GSE28358,GSM701076,PBMC
GPL571,GSE58015,GSM1399440,myeloid.dendritic.cells
GPL571,GSE7638,GSM184824,monocytic.lineage
GPL571,GSE18323,GSM457474,PBMC
GPL571,GSE62584,GSM1529641,monocytic.lineage
GPL571,GSE14895,GSM372134,PBMC
GPL571,GSE62584,GSM1529640,monocytic.lineage
GPL571,GSE18323,GSM457475,PBMC
GPL571,GSE60880,GSM1492835,fibroblasts
GPL571,GSE5339,GSM120315,fibroblasts
GPL571,GSE62005,GSM1518267,monocytic.lineage
GPL571,GSE21891,GSM544335,fibroblasts
GPL571,GSE7638,GSM184776,monocytic.lineage
GPL571,GSE28358,GSM701140,PBMC
GPL571,GSE81723,GSM2174503,fibroblasts
GPL571,GSE81723,GSM2174504,fibroblasts
GPL571,GSE15245,GSM380808,PBMC
GPL571,GSE27702,GSM686098,macrophages
GPL571,GSE27702,GSM686099,macrophages
GPL571,GSE73608,GSM1898907,PBMC
GPL571,GSE73608,GSM1898906,PBMC
GPL571,GSE4251,GSM96903,White blood cells
GPL571,GSE60880,GSM1492849,fibroblasts
GPL571,GSE18323,GSM457566,PBMC
GPL571,GSE13996,GSM351606,B.cells
GPL571,GSE51056,GSM1236634,fibroblasts
GPL571,GSE51056,GSM1236635,fibroblasts
GPL571,GSE7638,GSM184803,monocytic.lineage
GPL571,GSE18323,GSM457496,PBMC
GPL571,GSE5339,GSM120307,fibroblasts
GPL571,GSE5106,GSM115326,CD4.T.cells
GPL571,GSE5106,GSM115327,CD4.T.cells
GPL571,GSE15245,GSM380766,PBMC
GPL571,GSE5106,GSM115334,CD4.T.cells
GPL571,GSE5106,GSM115332,CD4.T.cells
GPL571,GSE73608,GSM1898891,PBMC
GPL571,GSE5106,GSM115337,CD4.T.cells
GPL571,GSE22469,GSM558116,fibroblasts
GPL571,GSE5106,GSM115340,CD4.T.cells
GPL571,GSE5339,GSM120320,fibroblasts
GPL571,GSE5339,GSM120319,fibroblasts
GPL571,GSE62584,GSM1529629,B.cells
GPL571,GSE25476,GSM625448,fibroblasts
GPL571,GSE43996,GSM1076244,fibroblasts
GPL571,GSE25476,GSM625449,fibroblasts
GPL571,GSE28358,GSM701132,PBMC
GPL571,GSE18323,GSM457549,PBMC
GPL571,GSE49067,GSM1193262,T cells
GPL571,GSE10040,GSM259224,PBMC
GPL571,GSE60880,GSM1492829,fibroblasts
GPL571,GSE21891,GSM544334,fibroblasts
GPL571,GSE62005,GSM1518263,monocytic.lineage
GPL571,GSE62005,GSM1518266,monocytic.lineage
GPL571,GSE21891,GSM544340,fibroblasts
GPL571,GSE18323,GSM457482,PBMC
GPL571,GSE73608,GSM1898901,PBMC
GPL571,GSE15245,GSM380803,PBMC
GPL571,GSE18323,GSM457485,PBMC
GPL571,GSE18323,GSM457370,PBMC
GPL571,GSE81723,GSM2174506,fibroblasts
GPL571,GSE81723,GSM2174507,fibroblasts
GPL571,GSE4124,GSM92800,PBMC
GPL571,GSE7638,GSM184677,monocytic.lineage
GPL571,GSE7638,GSM184678,monocytic.lineage
GPL571,GSE18323,GSM457493,PBMC
GPL571,GSE5339,GSM120341,fibroblasts
GPL571,GSE18323,GSM457497,PBMC
GPL571,GSE17477,GSM435905,macrophages
GPL571,GSE51056,GSM1236636,fibroblasts
GPL571,GSE14317,GSM357967,CD4.T.cells
GPL571,GSE14419,GSM360184,macrophages
GPL571,GSE14419,GSM360185,macrophages
GPL571,GSE18323,GSM457501,PBMC
GPL571,GSE21891,GSM544368,fibroblasts
GPL571,GSE62584,GSM1529662,CD8.T.cells
GPL571,GSE62584,GSM1529663,CD8.T.cells
GPL571,GSE14419,GSM360221,macrophages
GPL571,GSE14330,GSM358317,regulatory.T.cells
GPL571,GSE7638,GSM184694,monocytic.lineage
GPL571,GSE43996,GSM1076242,fibroblasts
GPL571,GSE7638,GSM184819,monocytic.lineage
GPL571,GSE49067,GSM1193263,T cells
GPL571,GSE18323,GSM457472,PBMC
GPL571,GSE21891,GSM544293,fibroblasts
GPL571,GSE28358,GSM701131,PBMC
GPL571,GSE62584,GSM1529639,monocytic.lineage
GPL571,GSE18323,GSM457473,PBMC
GPL571,GSE60880,GSM1492834,fibroblasts
GPL571,GSE60880,GSM1492832,fibroblasts
GPL571,GSE21891,GSM544332,fibroblasts
GPL571,GSE5339,GSM120311,fibroblasts
GPL571,GSE4277,GSM97636,PBMC
GPL571,GSE5339,GSM120314,fibroblasts
GPL571,GSE7638,GSM184778,monocytic.lineage
GPL571,GSE7638,GSM184783,monocytic.lineage
GPL571,GSE7638,GSM184666,monocytic.lineage
GPL571,GSE73608,GSM1898902,PBMC
GPL571,GSE7638,GSM184667,monocytic.lineage
GPL571,GSE73608,GSM1898903,PBMC
GPL571,GSE73608,GSM1898904,PBMC
GPL571,GSE5339,GSM120337,fibroblasts
GPL571,GSE7638,GSM184676,monocytic.lineage
GPL571,GSE18323,GSM457407,PBMC
GPL571,GSE25476,GSM625432,fibroblasts
GPL571,GSE60880,GSM1492820,fibroblasts
GPL571,GSE17477,GSM435904,macrophages
GPL571,GSE18323,GSM457413,PBMC
GPL571,GSE7638,GSM184760,monocytic.lineage
GPL571,GSE5339,GSM120342,fibroblasts
GPL571,GSE21891,GSM544323,fibroblasts
GPL571,GSE5106,GSM115325,CD4.T.cells
GPL571,GSE60880,GSM1492822,fibroblasts
GPL571,GSE25476,GSM625438,fibroblasts
GPL571,GSE7638,GSM184733,monocytic.lineage
GPL571,GSE17302,GSM432925,CD8.T.cells
GPL571,GSE14895,GSM372127,PBMC
GPL571,GSE18323,GSM457544,PBMC
GPL571,GSE14895,GSM372129,PBMC
GPL571,GSE28358,GSM701078,PBMC
GPL571,GSE4124,GSM94353,PBMC
GPL571,GSE25476,GSM625446,fibroblasts
GPL571,GSE25476,GSM625442,fibroblasts
GPL571,GSE21891,GSM544372,fibroblasts
GPL571,GSE19888,GSM497180,Mast cells
GPL571,GSE21891,GSM544373,fibroblasts
GPL571,GSE60880,GSM1492833,fibroblasts
GPL571,GSE62584,GSM1529638,monocytic.lineage
GPL571,GSE19888,GSM497181,Mast cells
GPL571,GSE5339,GSM120313,fibroblasts
GPL571,GSE14335,GSM358671,fibroblasts
GPL571,GSE10040,GSM259218,PBMC
GPL571,GSE10040,GSM259214,PBMC
GPL571,GSE4277,GSM97637,PBMC
GPL571,GSE62005,GSM1518265,monocytic.lineage
GPL571,GSE4277,GSM97646,PBMC
GPL571,GSE7638,GSM184782,monocytic.lineage
GPL571,GSE18323,GSM457484,PBMC
GPL571,GSE7638,GSM184784,monocytic.lineage
GPL571,GSE7638,GSM184668,monocytic.lineage
GPL571,GSE81723,GSM2174505,fibroblasts
GPL571,GSE5339,GSM120335,fibroblasts
GPL571,GSE18323,GSM457490,PBMC
GPL571,GSE73469,GSM1895351,endothelial
GPL571,GSE73469,GSM1895352,endothelial
GPL571,GSE60880,GSM1492850,fibroblasts
GPL571,GSE28358,GSM701109,PBMC
GPL571,GSE7638,GSM184759,monocytic.lineage
GPL571,GSE21891,GSM544359,fibroblasts
GPL571,GSE18323,GSM457532,PBMC
GPL571,GSE5339,GSM120343,fibroblasts
GPL571,GSE29253,GSM880678,fibroblasts
GPL571,GSE18323,GSM457460,PBMC
GPL571,GSE5339,GSM120308,fibroblasts
GPL571,GSE62584,GSM1529625,B.cells
GPL571,GSE62584,GSM1529624,B.cells
GPL571,GSE18323,GSM457581,PBMC
GPL571,GSE18323,GSM457583,PBMC
GPL571,GSE5106,GSM115336,CD4.T.cells
GPL571,GSE28358,GSM701129,PBMC
GPL571,GSE28358,GSM701133,PBMC
GPL571,GSE62584,GSM1529628,B.cells
GPL571,GSE10040,GSM259223,PBMC
GPL571,GSE60880,GSM1492828,fibroblasts
GPL571,GSE62584,GSM1529636,monocytic.lineage
GPL571,GSE21891,GSM544292,fibroblasts
GPL571,GSE18323,GSM457471,PBMC
GPL571,GSE60880,GSM1492831,fibroblasts
GPL571,GSE60880,GSM1492830,fibroblasts
GPL571,GSE14335,GSM358673,fibroblasts
GPL571,GSE18323,GSM457468,PBMC
GPL571,GSE28358,GSM701123,PBMC
GPL571,GSE10040,GSM259211,PBMC
GPL571,GSE5339,GSM120310,fibroblasts
GPL571,GSE4277,GSM97641,PBMC
GPL571,GSE7638,GSM184777,monocytic.lineage
GPL571,GSE7638,GSM184774,monocytic.lineage
GPL571,GSE10040,GSM259232,PBMC
GPL571,GSE4277,GSM97638,PBMC
GPL571,GSE7638,GSM184785,monocytic.lineage
GPL571,GSE18323,GSM457487,PBMC
GPL571,GSE5339,GSM120333,fibroblasts
GPL571,GSE73608,GSM1898905,PBMC
GPL571,GSE4251,GSM96902,White blood cells
GPL571,GSE4124,GSM92801,PBMC
GPL571,GSE4251,GSM96904,White blood cells
GPL571,GSE18323,GSM457492,PBMC
GPL571,GSE62584,GSM1529654,CD8.T.cells
GPL571,GSE4124,GSM92805,PBMC
GPL571,GSE21891,GSM544315,fibroblasts
GPL571,GSE7638,GSM184761,monocytic.lineage
GPL571,GSE51056,GSM1236637,fibroblasts
GPL571,GSE29253,GSM880675,fibroblasts
GPL571,GSE60880,GSM1492786,fibroblasts
GPL571,GSE7638,GSM184810,monocytic.lineage
GPL571,GSE15777,GSM396270,B.cells
GPL571,GSE62584,GSM1529661,CD8.T.cells
GPL571,GSE18323,GSM457503,PBMC
GPL571,GSE14330,GSM358313,regulatory.T.cells
GPL571,GSE62584,GSM1529634,monocytic.lineage
GPL571,GSE62584,GSM1529635,monocytic.lineage
GPL571,GSE60880,GSM1492791,fibroblasts
GPL571,GSE21891,GSM544371,fibroblasts
GPL571,GSE5339,GSM120317,fibroblasts
GPL571,GSE18323,GSM457540,PBMC
GPL571,GSE18323,GSM457470,PBMC
GPL571,GSE62584,GSM1529637,monocytic.lineage
GPL571,GSE21891,GSM544333,fibroblasts
GPL571,GSE5339,GSM120312,fibroblasts
GPL571,GSE21891,GSM544331,fibroblasts
GPL571,GSE28358,GSM701124,PBMC
GPL571,GSE62005,GSM1518258,monocytic.lineage
GPL571,GSE4277,GSM97633,PBMC
GPL571,GSE10040,GSM259212,PBMC
GPL571,GSE19888,GSM497178,Mast cells
GPL571,GSE7638,GSM184775,monocytic.lineage
GPL571,GSE19888,GSM497177,Mast cells
GPL571,GSE7638,GSM184779,monocytic.lineage
GPL571,GSE4277,GSM97635,PBMC
GPL571,GSE7638,GSM184780,monocytic.lineage
GPL571,GSE10040,GSM259233,PBMC
GPL571,GSE5339,GSM120327,fibroblasts
GPL571,GSE5339,GSM120336,fibroblasts
GPL571,GSE7638,GSM184675,monocytic.lineage
GPL571,GSE14419,GSM360140,macrophages
GPL571,GSE18323,GSM457408,PBMC
GPL571,GSE17477,GSM435903,macrophages
GPL571,GSE4124,GSM92804,PBMC
GPL571,GSE7638,GSM184758,monocytic.lineage
GPL571,GSE4251,GSM96908,PBMC
GPL571,GSE21891,GSM544358,fibroblasts
GPL571,GSE18323,GSM457494,PBMC
GPL571,GSE5339,GSM120304,fibroblasts
GPL571,GSE21891,GSM544325,fibroblasts
GPL571,GSE21837,GSM543434,PBMC
GPL571,GSE4124,GSM94338,PBMC
GPL571,GSE14895,GSM372125,PBMC
GPL571,GSE7638,GSM184735,monocytic.lineage
GPL571,GSE14895,GSM372128,PBMC
GPL571,GSE25476,GSM625444,fibroblasts
GPL571,GSE25476,GSM625445,fibroblasts
GPL571,GSE14335,GSM358677,fibroblasts
GPL571,GSE21891,GSM544291,fibroblasts
GPL571,GSE25468,GSM625430,fibroblasts
GPL571,GSE19888,GSM497179,Mast cells
GPL571,GSE5339,GSM120316,fibroblasts
GPL571,GSE14335,GSM358674,fibroblasts
GPL571,GSE14335,GSM358672,fibroblasts
