geneID,B.cells,CD4.T.cells,endothelial.cells,fibroblasts,monocytic.lineage,neutrophils
OR10S1,0,0,0,0,0,0
OR10G6,0,0,0,0,0,0
OR10G5P,0,0,0,0,0,0
OR10G4,0,0,0,0,0,0
OR10G9,0,0,0,0,0,0
OR10G8,0,0,0,0,0,0
OR10G7,0,0,0,0,0,0
OR10D5P,0,0,0,0,0,0
OR10D4P,0,0,0,0,0,0
OR10N1P,0,0,0,0,0,0
VWA5A,35.92685476,340.8715862,261.3015387,379.4572366,132.5357483,24.48471885
OR10D1P,0,0,0,0,0,0
OR10D3,0,0,0,0,0,0
OR8F1P,0,0,0,0,0,0
OR8G3P,0,0,0,0,0,0
OR8G2P,0,0,0,0,0,0
OR8G7P,0,0,0,0,0,0
OR8G1,0,0,0,0,0,0
OR8G5,0,0,0,0,1.86670068,0
SLC5A4P1,0,0,0,0,0,0
OR8D1,0,0,0,0,0,0
OR8D2,0,0,0,0,0,0
OR8B7P,0,0,0,0,0,0
OR8B6P,0,0,0,0,0,0
OR8B5P,0,0,0,0,0,0
OR8B1P,0,0,0,0,0,0
OR8C1P,0,0,0,0,0,0
OR8B2,0,0,0,0,0,0
OR8B3,0,0,0,0,0,0
OR8X1P,0,0,0,0,0,0
OR8B4,0,0,0,0,0,0
OR8B8,0,0,0,0,0,0
OR8A2P,0,0,0,0,0,0
OR8B9P,0,0,0,0,0,0
OR8B10P,0,0,0,0,0,0
OR8A3P,0,0,0,0,0,0
RP11-728D14.6,0,0,0,0,0,0
OR8B12,0,0,0,0,0,0
OR8A1,0,0,0,0,0,0
OR8Q1P,0,0,0,0,0,0
PANX3,0,0,0,0,0,0
TBRG1,1375.200163,1494.91959,490.263778,697.009063,2058.97085,1339.663903
SIAE,21.95530013,50.22245941,442.401615,871.2613287,31.73391156,0
RNA5SP352,0,0,0,0,5.60010204,3.497816979
SPA17,12.97358644,9.617066695,60.79788276,92.8581153,56.0010204,3.497816979
NRGN,1.995936376,3.205688898,24.5778675,2.29279297,29.86721088,3.497816979
RP11-677M14.2,13.97155463,23.50838525,6.467859868,0,1.86670068,3.497816979
VSIG2,0,2.137125932,47.86216302,0,0,0
ESAM,5.987809127,7.479940762,5210.507909,2.29279297,1.86670068,0
RP11-677M14.3,0,1.068562966,21.99072355,0,0,0
MSANTD2,355.2766748,232.9467266,172.0450725,206.3513673,287.4719047,6.995633957
RP11-677M14.8,246.4981424,118.6104892,63.3850267,57.31982426,186.670068,6.995633957
RP11-677M14.6,0,0,0,0,0,0
RP11-677M14.7,121.7521189,67.31946686,24.5778675,43.56306644,50.40091836,0
RP11-677M14.5,0,0,0,0,0,0
ROBO3,0,53.4281483,51.74287894,248.7680373,7.46680272,3.497816979
RP11-664I21.5,0,0,0,0,0,0
ROBO4,0,0,2521.171776,32.09910158,0,0
RP11-664I21.6,0,0,0,0,0,0
HEPACAM,0,0,1.293571974,0,0,0
HEPN1,0,0,0,0,0,0
CCDC15,73.84964589,101.5134818,62.09145473,65.34459965,69.06792516,27.98253583
SLC37A2,65.86590039,16.02844449,6.467859868,11.46396485,1054.685884,129.4192282
TMEM218,377.231975,242.5637933,227.6686673,265.9639846,244.5377891,80.44979051
RP11-687M24.3,8.98171369,4.274251864,1.293571974,5.731982426,1.86670068,0
RP11-687M24.4,0,0,0,0,0,0
RP11-687M24.5,0,0,0,0,0,0
PKNOX2,0,0,0,2.29279297,0,0
RP11-687M24.7,0,0,0,0,0,0
RP11-687M24.8,0,0,0,0,0,0
RNU6-321P,0,0,0,0,0,0
FEZ1,3.991872751,7.479940762,252.2465348,1106.272608,24.26710884,0
AP000708.1,0,0,0,5.731982426,0,0
EI24,267.4554743,540.6928608,2083.944449,2449.849289,322.9392176,55.96507166
RP11-791J7.2,1.995936376,7.479940762,2.587143947,0,9.3335034,3.497816979
RNU6-1156P,0,4.274251864,0,0,0,0
STT3A,808.3542321,907.2099582,2901.481937,3507.973245,1799.499456,528.1703638
CHEK1,23.95123651,22.43982229,394.5394519,509.0000394,50.40091836,20.98690187
RNU2-35P,0,0,3.880715921,0,0,0
ACRV1,0,1.068562966,0,0,0,0
PATE1,0,0,0,0,0,0
PATE2,1.995936376,1.068562966,0,2.29279297,0,0
PATE3,0,0,0,0,0,0
PATE4,0,0,0,0,0,0
RP11-680F20.10,0,0,0,0,0,0
HYLS1,159.67491,110.0619855,196.62294,94.00451178,48.53421768,20.98690187
PUS3,269.4514107,293.8548157,173.3386445,205.2049708,115.7354422,6.995633957
RP11-680F20.9,0,0,0,0,0,0
DDX25,0,1.068562966,0,0,0,0
RP11-680F20.4,0,0,0,0,0,0
RP11-680F20.6,0,0,0,0,0,0
CDON,1.995936376,27.78263712,63.3850267,466.5833695,5.60010204,0
NAP1L1P1,5.987809127,6.411377796,6.467859868,10.31756837,1.86670068,0
RP11-673E11.2,0,0,0,0,0,0
RP11-50B3.2,0,0,0,1.146396485,0,0
RP11-50B3.1,1.995936376,0,0,0,0,0
RPUSD4,347.2929293,507.5674089,623.5016912,827.6982623,113.8687415,41.97380374
RP11-50B3.4,52.89231395,19.23413339,19.4035796,4.585585941,5.60010204,0
FAM118B,184.6241147,136.7760597,381.6037322,572.0518461,237.0709864,157.401764
RNU4-86P,0,0,0,0,0,0
RN7SL351P,4.989840939,1.068562966,1.293571974,2.29279297,1.86670068,3.497816979
SRPRA,983.9966331,1183.967766,974.0596961,1019.146475,1821.899864,3900.065931
FOXRED1,83.82932777,88.69072618,223.7879514,249.9144338,108.2686394,132.9170452
RPL35AP26,0,2.137125932,0,0,3.73340136,3.497816979
TIRAP,90.81510509,116.4733633,75.02717447,57.31982426,177.3365646,500.1878279
RP11-712L6.7,0,0,1.293571974,0,0,0
RP11-712L6.5,1.995936376,3.205688898,3.880715921,0,3.73340136,0
DCPS,151.6911645,151.7359412,212.1458037,310.6734475,35.46731292,38.47598676
ST3GAL4-AS1,0,8.548503729,56.91716684,72.22297856,7.46680272,108.4323263
ST3GAL4,0,26.71407415,216.0265196,522.7567972,44.80081632,405.7467695
RP11-712L6.8,0,0,0,0,0,0
KIRREL3,0,0,0,10.31756837,1.86670068,3.497816979
AP000741.1,0,0,0,0,0,0
RP11-115C10.1,0,0,0,2.29279297,0,0
RP11-688I9.4,0,0,0,0,0,0
RP11-688I9.5,0,0,0,0,0,0
KIRREL3-AS2,0,0,0,0,0,0
MIR3167,0,0,0,0,0,0
RP11-688I9.2,0,0,0,0,0,0
KIRREL3-AS3,0,0,0,0,0,0
RP11-168K9.1,0,0,0,0,0,0
CTD-2234N14.1,0,0,0,0,0,0
RP11-480C22.1,0,0,0,0,0,0
RN7SKP121,0,0,0,0,0,0
RN7SKP279,0,0,0,0,0,0
RP11-822P1.1,0,0,0,0,0,0
RP11-676M6.1,5.987809127,1.068562966,29.75215539,25.22072267,11.20020408,38.47598676
RP11-702B10.2,0,0,0,1.146396485,0,0
RP11-702B10.1,0,0,1.293571974,0,0,0
ETS1,12670.20411,54646.31008,5282.94794,809.3559185,3791.269081,1049.345094
MIR6090,0,0,0,0,0,0
RP11-1007G5.2,0,4.274251864,1.293571974,0,0,3.497816979
RP11-744N12.3,0,0,0,0,0,0
FLI1,1673.592651,2450.214881,3466.772889,41.27027347,1289.89017,9783.394089
RP11-744N12.2,0,3.205688898,120.3021935,1.146396485,9.3335034,48.9694377
KCNJ1,0,0,3.880715921,0,1.86670068,0
RP11-740D6.3,0,0,0,0,0,0
KCNJ5,0,0,1.293571974,3.439189455,0,0
C11orf45,0,13.89131856,21.99072355,64.19820317,1.86670068,0
TP53AIP1,0,0,0,0,1.86670068,0
ARHGAP32,135.7236735,72.66228169,76.32074644,160.4955079,231.4708843,10.49345094
RNU6-876P,0,0,0,0,1.86670068,0
RNU6-874P,0,0,0,0,0,0
RP11-1133J7.1,0,0,0,0,0,0
BARX2,0,0,0,0,1.86670068,0
RP11-237N19.1,0,0,0,0,0,0
RP11-237N19.3,0,0,0,0,0,0
LINC01395,0,5.34281483,0,0,0,0
RP11-507F16.1,0,0,0,0,0,0
TMEM45B,0,69.45659279,9.055003815,0,849.3488094,514.1790959
NFRKB,275.4392198,693.497365,481.2087742,331.3085842,457.3416666,748.5328334
PRDM10,347.2929293,312.0203861,174.6322164,177.6914552,698.1460543,1038.851643
NCRNA00167,23.95123651,19.23413339,12.93571974,4.585585941,14.93360544,55.96507166
RP11-567M21.3,0,0,0,0,0,3.497816979
RP11-567M21.2,0,0,0,0,0,3.497816979
RP11-679I18.4,0,0,0,0,0,0
APLP2,3076.735923,1001.243499,13291.45203,20848.36648,33652.87986,19612.2598
RPL34P21,0,0,0,0,1.86670068,0
ST14,510.9597121,9.617066695,5.174287894,0,2010.436632,52.46725468
ZBTB44,4563.708523,2862.680186,500.6123538,586.9550004,1177.888129,4018.991708
RP11-567O18.1,1.995936376,2.137125932,2.587143947,1.146396485,3.73340136,31.48035281
DDX18P5,0,0,0,0,0,0
RN7SL778P,0,0,0,0,0,0
RP11-121M22.1,5.987809127,24.57694822,1.293571974,4.585585941,7.46680272,3.497816979
ADAMTS8,0,0,0,112.3468555,0,0
ADAMTS15,0,0,5.174287894,1460.509122,0,0
RP11-535N6.2,0,0,0,0,0,0
BAK1P2,0,0,0,0,0,0
MIR8052,0,0,0,0,0,0
C11orf44,0,1.068562966,0,9.171171881,0,0
RP11-890B15.1,0,0,0,0,1.86670068,0
RP11-890B15.2,0,3.205688898,1.293571974,4.585585941,13.06690476,10.49345094
RP11-890B15.3,247.4961106,235.0838525,34.92644329,32.09910158,173.6031632,241.3493715
SNX19,1315.322071,1416.914493,1131.875477,1544.196065,2111.238469,2182.637795
RN7SL167P,0,0,0,0,0,0
AP002856.4,0,0,0,0,1.86670068,0
AP002856.6,0,0,0,0,0,0
AP002856.7,0,0,0,0,0,0
AP002856.5,0,0,0,0,0,0
NTM,0,0,1.293571974,124.9572169,0,0
RNU6ATAC12P,0,0,0,0,0,0
AP003025.2,0,0,0,0,0,0
RP11-217L21.1,0,0,0,0,0,0
AP003039.3,0,0,0,0,0,0
RP11-651K21.1,0,0,0,0,0,0
AP004372.1,0,0,0,0,0,0
RP11-697E14.2,0,0,0,0,0,0
AP004248.4,0,0,0,0,0,0
RP11-684N3.1,0,0,0,0,0,0
OPCML,0,0,0,1.146396485,0,0
RP11-654C20.1,0,0,0,0,0,0
RP11-419F8.1,0,0,0,0,0,0
AP004782.1,0,0,6.467859868,1.146396485,0,0
RP11-861E23.2,0,0,0,0,0,0
RP11-861E23.1,0,0,0,0,0,0
RP11-448P19.1,0,0,0,0,0,0
SPATA19,0,0,0,0,0,0
RP11-259P6.3,0,0,0,0,0,0
RP11-259P6.2,0,85.48503729,0,0,1.86670068,0
MIR4697,0,9.617066695,0,0,0,0
IGSF9B,0,85.48503729,0,1.146396485,1.86670068,3.497816979
RP11-713P17.5,0,0,0,0,0,0
RP11-713P17.3,10.97765007,42.74251864,0,3.439189455,3.73340136,6.995633957
RP11-713P17.4,3.991872751,11.75419263,0,1.146396485,0,0
JAM3,1090.779229,169.9015116,2863.968349,3601.977756,16.80030612,3.497816979
PTP4A2P2,1.995936376,2.137125932,19.4035796,0,3.73340136,6.995633957
NCAPD3,543.8926623,725.554254,649.3731307,345.065342,294.9387074,188.8821168
RP11-700F16.2,0,0,0,0,0,0
RP11-700F16.3,0,0,1.293571974,0,0,0
VPS26B,170.6525601,534.281483,626.0888352,1314.916768,582.4106122,1255.716295
THYN1,425.134448,924.3069656,472.1537703,480.3401273,263.2047959,262.3362734
ACAD8,328.3315338,461.6192013,447.5759028,401.2387698,423.7410544,381.2620507
GLB1L3,1.995936376,17.09700746,0,0,1.86670068,0
AP000859.4,0,0,0,0,0,0
GLB1L2,3.991872751,27.78263712,1.293571974,5.731982426,3.73340136,0
B3GAT1,3.991872751,55.56527424,0,0,59.73442176,27.98253583
RP11-627G23.1,0,6.411377796,0,0,5.60010204,0
AP004550.1,0,0,0,0,0,0
RP11-469N6.3,0,0,0,0,0,0
RP11-469N6.2,0,0,0,0,0,0
RP11-469N6.1,0,0,0,0,0,0
RP11-555G19.1,0,0,1.293571974,0,0,0
RP11-555G19.2,0,0,0,0,0,0
AP005135.2,0,0,0,0,0,0
DDX11L8,0,0,0,0,0,0
ABC7-42389800N19.1,37.92279113,123.9533041,103.4857579,96.29730475,216.5372789,265.8340904
RP11-598F7.1,0,0,0,0,0,0
IQSEC3,0,11.75419263,6.467859868,2.29279297,0,0
RP11-598F7.3,0,0,0,0,7.46680272,0
RP11-598F7.4,0,0,0,0,0,0
RP11-598F7.5,0,0,0,0,0,0
RP11-598F7.6,0,0,0,1.146396485,0,0
SLC6A12,0,0,2.587143947,1.146396485,78.40142856,157.401764
RP11-283I3.1,0,0,0,0,0,0
RP11-283I3.2,0,0,0,1.146396485,0,0
SLC6A13,1.995936376,2.137125932,0,0,1.86670068,3.497816979
RP11-283I3.4,0,0,0,0,0,3.497816979
RP11-283I3.6,296.3965518,253.249423,23.28429552,17.19594728,209.0704762,314.8035281
KDM5A,4631.570359,4221.892279,1569.102804,1321.795147,5973.442176,13875.83995
CCDC77,302.3843609,177.3814524,121.5957655,157.0563185,457.3416666,269.3319074
B4GALNT3,21.95530013,37.39970381,5.174287894,8.024775396,18.6670068,153.9039471
NINJ2,9.979681878,32.05688898,32.33929934,53.8806348,117.6021428,1311.681367
RP5-1154L15.2,0,0,0,0,0,3.497816979
RNU7-103P,0,0,0,0,0,0
RP5-1154L15.1,0,0,0,0,0,3.497816979
RP11-218M22.1,232.5265877,151.7359412,69.85288657,98.59009772,246.4044898,1182.262139
RP11-218M22.2,0,0,0,0,0,0
WNK1,3160.565251,3406.578736,1029.683291,804.7703326,6858.258298,12788.01887
RNU4ATAC16P,3.991872751,7.479940762,2.587143947,0,11.20020408,24.48471885
RAD52,208.5753512,203.0269636,135.8250572,147.8851466,87.73493196,69.95633957
RP11-359B12.2,29.93904563,20.30269636,18.11000763,58.46622074,14.93360544,0
ERC1,673.6285267,579.1611276,1139.636909,932.0203424,1821.899864,423.2358544
HTR1DP1,0,0,0,0,0,0
RP5-951N9.1,0,0,0,0,0,0
RP5-951N9.2,5.987809127,2.137125932,2.587143947,0,11.20020408,6.995633957
RP3-340I3.1,0,0,0,0,0,0
WNT5B,0,3.205688898,0,1239.2546,7.46680272,6.995633957
FBXL14,58.88012308,229.7410377,130.6507693,120.3716309,78.40142856,73.45415655
MIR3649,0,0,1.293571974,0,0,0
ADIPOR2,816.3379776,884.7701359,2602.666811,1365.358214,1924.568401,3008.122602
RP11-288K12.1,0,0,0,0,0,0
RP11-21K20.1,3.991872751,1.068562966,0,1.146396485,0,0
CACNA2D4,61.87402764,172.0386375,0,18.34234376,685.0791496,115.4279603
LRTM2,0,0,0,0,0,0
RP5-1096D14.3,15.967491,0,0,0,44.80081632,160.899581
RP5-1096D14.2,0,0,0,0,0,0
DCP1B,194.6037966,275.6892452,106.0729018,188.0090236,126.9356462,6.995633957
CACNA1C,0,7.479940762,0,217.8153322,11.20020408,0
RP5-1096D14.6,0,0,0,0,0,0
RP5-1096D14.7,0,0,0,0,0,0
RP5-1096D14.5,0,0,0,0,0,0
RP1-53O8.2,0,0,0,0,0,0
RP1-53O8.1,0,0,0,0,0,0
RP5-977L1.1,0,0,0,2.29279297,0,0
RP11-407G6.1,0,0,0,0,0,0
AC007618.3,0,0,0,0,0,0
RP11-885B4.4,0,25.64551119,0,1.146396485,3.73340136,0
RP11-885B4.3,5.987809127,45.94820754,1.293571974,0,7.46680272,3.497816979
RP11-885B4.1,23.95123651,26.71407415,3.880715921,2.29279297,13.06690476,0
RP11-986G18.3,0,0,0,0,1.86670068,0
RP11-986G18.2,0,0,0,0,0,0
RP11-986G18.1,0,0,0,0,0,0
RP11-885B4.2,1.995936376,8.548503729,3.880715921,0,5.60010204,3.497816979
RP4-816N1.1,0,0,0,0,0,0
RP4-816N1.3,7.983745502,10.68562966,1.293571974,5.731982426,3.73340136,0
FKBP4,531.9170441,494.7446533,1100.829749,1207.155499,813.8814965,45.47162072
RP4-816N1.6,28.94107744,37.39970381,2.587143947,1.146396485,7.46680272,0
RP4-816N1.7,3.991872751,8.548503729,1.293571974,0,1.86670068,0
ITFG2,425.134448,461.6192013,183.6872202,232.7184865,173.6031632,160.899581
NRIP2,0,0,0,3.439189455,0,0
RP4-816N1.8,0,0,0,0,0,0
FOXM1,0,4.274251864,439.814471,192.5946095,7.46680272,6.995633957
RHNO1,211.5692558,400.7111123,469.5666264,350.7973245,171.7364626,59.46288864
TULP3,105.7846279,90.82785212,381.6037322,885.0180865,104.5352381,59.46288864
RP11-372B4.3,3.991872751,8.548503729,7.761431841,2.29279297,1.86670068,0
RNU6-1315P,0,0,0,0,0,0
TEAD4,0,0,545.8873728,74.51577153,0,0
RP11-253E3.3,0,0,134.5314852,17.19594728,0,0
RP11-253E3.1,21.95530013,26.71407415,0,4.585585941,1.86670068,3.497816979
TSPAN9,0,3.205688898,2183.549491,580.0766215,11.20020408,3.497816979
RP11-543P15.2,0,0,0,0,0,0
RP11-543P15.3,0,1.068562966,0,0,0,0
RP11-543P15.1,201.5895739,117.5419263,117.7150496,236.1576759,11.20020408,10.49345094
RP5-1063M23.3,0,0,1.293571974,2.29279297,0,0
RP5-1063M23.2,0,1.068562966,0,5.731982426,0,0
RP11-476M19.2,0,0,0,0,0,0
PRMT8,0,0,0,14.90315431,0,0
RP11-476M19.3,0,0,0,0,0,0
RP11-476M19.1,0,0,0,0,0,0
EFCAB4B,203.5855103,329.1173935,51.74287894,116.9324415,138.1358503,398.7511356
RP5-1180D12.1,51.89434576,128.2275559,1.293571974,25.22072267,29.86721088,129.4192282
RNU6-174P,0,1.068562966,0,0,0,0
RP3-488M23.3,9.979681878,9.617066695,1.293571974,16.04955079,3.73340136,0
PARP11,456.0714618,408.191053,51.74287894,98.59009772,358.4065306,269.3319074
HIN1L,1.995936376,3.205688898,1.293571974,0,0,0
RP11-664D1.1,0,59.8395261,0,0,0,0
RP11-320N7.2,0,0,0,1.146396485,0,0
RP11-320N7.3,3.991872751,5.34281483,1.293571974,6.878378911,5.60010204,0
RP11-320N7.1,0,0,0,0,0,0
CCND2-AS1,1.995936376,2.137125932,0,10.31756837,0,0
CCND2,516.9475213,2982.359238,151.3479209,5621.928363,429.3411564,570.1441675
TIGAR,229.5326832,113.2676744,261.3015387,349.650928,408.8074489,307.8078941
RP11-264F23.1,1.995936376,1.068562966,0,1.146396485,0,0
FGF23,0,0,0,0,0,0
FGF6,0,0,0,0,0,0
C12orf4,353.2807385,501.1560311,336.3287131,583.5158109,358.4065306,27.98253583
RAD51AP1,110.7744688,24.57694822,196.62294,32.09910158,39.20071428,17.48908489
DYRK4,325.3376292,244.7009192,195.329368,376.0180471,57.86772108,0
RP11-234B24.5,0,0,0,0,0,0
RP11-500M8.7,258.4737606,284.237749,723.1067332,761.2072661,283.7385034,34.97816979
AKAP3,29.93904563,57.70240017,16.81643566,21.78153322,16.80030612,0
RP11-500M8.6,1.995936376,2.137125932,0,0,0,0
RP11-500M8.4,0,0,0,0,0,0
NDUFA9,624.7280855,611.2180166,1151.279056,1157.86045,554.410102,45.47162072
RP11-234B24.6,301.3863927,287.4434379,748.9781727,742.8649224,296.8054081,20.98690187
RP11-234B24.2,0,0,0,0,0,0
GALNT8,13.97155463,17.09700746,1.293571974,0,3.73340136,0
RP11-234B24.4,0,1.068562966,0,0,0,0
KCNA6,1.995936376,9.617066695,0,0,3.73340136,0
RP3-377H17.2,0,0,0,0,0,0
RP11-429A20.3,0,0,0,1.146396485,1.86670068,0
KCNA1,0,0,0,11.46396485,0,0
RP3-377H17.3,0,0,0,0,0,0
RP11-429A20.2,0,0,0,0,0,0
KCNA5,3.991872751,0,0,0,0,0
RP11-319E16.1,0,0,0,0,0,0
RP11-1038A11.3,0,0,0,0,0,0
RP11-319E16.2,0,0,0,0,0,0
RP11-1038A11.2,0,0,0,0,0,0
RP11-1038A11.1,0,0,0,0,0,0
NTF3,0,0,1.293571974,0,0,0
ANO2,0,0,574.3459563,0,3.73340136,13.99126791
RP11-592H6.3,0,0,0,0,0,0
VWF,0,2.137125932,89090.88896,66.49099614,31.73391156,1434.104961
RN7SL69P,0,0,2.587143947,0,0,0
RP3-454B23.1,0,0,0,2.29279297,0,0
CD9,60.87605945,23.50838525,2371.117427,396.6531839,197.8702721,489.694377
RP1-96H9.5,0,0,0,0,0,3.497816979
PLEKHG6,0,0,0,2.29279297,0,0
TNFRSF1A,1.995936376,235.0838525,768.3817523,2080.709621,3897.67102,8090.450672
RN7SL391P,0,0,1.293571974,2.29279297,0,0
SCNN1A,1.995936376,5.34281483,3.880715921,5.731982426,3.73340136,31.48035281
LTBR,3.991872751,10.68562966,965.0046923,2281.329005,944.5505441,461.7118412
RP1-102E24.8,0,0,3.880715921,3.439189455,13.06690476,27.98253583
RP1-102E24.1,0,4.274251864,1.293571974,2.29279297,0,0
RP1-102E24.9,0,0,1.293571974,0,0,0
CD27-AS1,135.7236735,21.37125932,155.2286368,240.7432619,26.13380952,181.8864829
CD27,249.4920469,742.6512614,0,1.146396485,13.06690476,17.48908489
TAPBPL,273.4432834,439.1793791,367.3744405,143.2995606,261.3380952,1983.262227
VAMP1,353.2807385,475.5105199,16.81643566,146.7387501,483.4754761,1056.340728
RP1-102E24.10,36.92482295,37.39970381,5.174287894,1.146396485,16.80030612,150.4061301
RP1-102E24.6,0,0,0,0,1.86670068,0
MRPL51,391.2035296,437.0422531,1191.379788,1663.4213,388.2737414,136.4148622
NCAPD2,564.8499943,777.9138393,834.3539229,974.4370124,453.6082652,755.5284674
SCARNA10,36591.50157,36846.1882,2479.777473,2507.169113,19120.61507,100191.4695
RP5-940J5.3,1.995936376,4.274251864,2.587143947,1.146396485,3.73340136,10.49345094
GAPDH,2407.099269,4049.853641,43795.17274,59002.7343,38551.10244,16471.22015
RP5-940J5.9,5.987809127,8.548503729,15.52286368,19.48874025,321.072517,3.497816979
IFFO1,211.5692558,291.7176897,307.8701297,1427.263624,746.680272,926.9214993
RP5-940J5.8,0,0,0,1.146396485,0,0
NOP2,370.2461977,571.6811868,419.1173194,458.5585941,115.7354422,104.9345094
RP5-940J5.10,771.4294091,900.7985804,972.7661241,1114.297384,860.5490135,1420.113693
CHD4,2993.904563,2024.926821,3451.250025,4006.655716,4369.946292,7761.655876
RP5-940J5.6,19.95936376,16.02844449,2.587143947,5.731982426,26.13380952,24.48471885
SCARNA11,25.94717288,7.479940762,2.587143947,3.439189455,20.53370748,20.98690187
LPAR5,225.5408104,41.67395568,0,0,11.20020408,3.497816979
ACRBP,29.93904563,17.09700746,6.467859868,2.29279297,29.86721088,80.44979051
ING4,552.874376,585.5725054,542.0066569,659.177979,395.7405442,1434.104961
RP4-761J14.8,0,1.068562966,0,0,7.46680272,0
ZNF384,315.3579473,351.5572158,238.0172431,248.7680373,698.1460543,1213.742492
PIANP,0,0,0,2.29279297,0,0
RNU6-781P,0,1.068562966,0,0,0,0
RP4-761J14.9,0,0,0,0,0,0
COPS7A,210.5712876,243.6323563,415.2366035,1767.74338,418.1409523,804.4979051
RP4-761J14.10,7.983745502,5.34281483,1.293571974,1.146396485,14.93360544,48.9694377
MLF2,244.502206,267.1407415,716.6388733,1332.112716,640.2783333,4200.878191
PTMS,0,8.548503729,681.7124301,898.7748444,31.73391156,69.95633957
LAG3,0,7.479940762,1.293571974,0,9.3335034,0
RN7SL380P,0,0,0,0,0,0
CD4,3.991872751,2611.567889,0,55.02703129,834.415204,307.8078941
GPR162,0,2.137125932,27.16501144,169.6666798,231.4708843,255.3406394
P3H3,0,17.09700746,87.9628942,1203.716309,9.3335034,13.99126791
GNB3,0,2.137125932,3.880715921,10.31756837,0,0
CDCA3,13.97155463,13.89131856,209.5586597,72.22297856,11.20020408,0
USP5,328.3315338,578.0925646,1726.918585,2157.518185,378.940238,41.97380374
TPI1,893.181528,968.1180473,7417.341696,7747.347447,3453.396258,2109.183638
SPSB2,85.82526415,91.89641508,76.32074644,212.0833498,67.20122448,41.97380374
U47924.6,19.95936376,51.29102237,45.27501907,68.78378911,119.4688435,27.98253583
LRRC23,81.8333914,100.4449188,71.14645854,173.1058693,91.46833332,31.48035281
DSTNP2,19.95936376,45.94820754,25.87143947,65.34459965,95.20173468,13.99126791
U47924.32,0,1.068562966,0,0,0,0
ENO2,107.7805643,361.1742825,100.8986139,194.8874025,72.80132652,3.497816979
ATN1,26.94514107,23.50838525,134.5314852,53.8806348,70.93462584,6.995633957
C12orf57,179.6342738,761.8853948,782.611044,1392.871729,98.93513604,10.49345094
U47924.31,7.983745502,2.137125932,1.293571974,4.585585941,1.86670068,0
RNU7-1,25.94717288,17.09700746,5.174287894,2.29279297,35.46731292,0
PTPN6,619.7382446,715.9371873,7.761431841,2.29279297,4315.811972,11105.56891
U47924.27,0,0,0,0,3.73340136,0
MIR200C,0,0,0,0,0,0
MIR141,0,0,0,0,0,0
U47924.29,0,0,0,0,0,0
PHB2,2775.34953,3026.17032,4681.436972,7299.106421,1304.823775,2661.838721
SCARNA12,1645.649542,1623.147145,1495.369201,3485.045315,716.8130611,2109.183638
EMG1,657.6610357,819.587795,614.4466874,564.0270707,166.1363605,41.97380374
RP3-461F17.3,249.4920469,290.6491268,393.24588,326.7229983,78.40142856,10.49345094
LPCAT3,56.8841867,83.34791135,257.4208227,545.6847269,317.3391156,171.393032
C1S,15.967491,21.37125932,10.34857579,11631.33874,7.46680272,3.497816979
RP3-461F17.1,1.995936376,0,0,0,0,0
RP3-461F17.2,0,0,0,0,0,0
C1R,0,10.68562966,34.92644329,9708.831833,7.46680272,31.48035281
C1RL,93.80900965,201.9584006,477.3280582,3874.82012,401.3406462,1336.166086
ABC12-49244600F4.3,125.7439917,120.7476152,23.28429552,121.5180274,102.6685374,202.8733848
ABC12-49244600F4.4,0,0,0,0,0,0
RNU6-485P,1.995936376,2.137125932,0,0,3.73340136,3.497816979
RBP5,0,0,1.293571974,0,0,0
RP11-273B20.1,0,2.137125932,1.293571974,0,3.73340136,0
CLSTN3,92.81104146,123.9533041,219.9072355,168.5202833,121.3355442,195.8777508
RP11-273B20.3,1.995936376,1.068562966,1.293571974,0,0,3.497816979
PEX5,221.5489377,300.2661935,476.0344863,1090.223057,190.4034694,220.3624697
RP11-185H22.1,0,0,0,0,0,0
ACSM4,0,0,0,0,0,0
CD163L1,2.993904563,4.274251864,112.5407617,43.56306644,1452.293129,3.497816979
RP11-157G21.2,0,8.548503729,6.467859868,8.024775396,44.80081632,3.497816979
CD163,24.94920469,79.07365949,0,20.63513673,35489.71333,48.9694377
RP11-157G21.1,0,0,0,0,0,0
RP11-444J21.1,0,0,0,0,0,0
RP11-444J21.2,0,0,0,0,0,0
RP11-444J21.5,0,0,0,0,0,0
RP11-444J21.4,0,0,0,0,0,0
RP11-444J21.6,0,0,0,0,0,0
RP11-444J21.7,0,3.205688898,0,0,0,0
APOBEC1,0,0,0,0,0,0
GDF3,0,0,0,0,0,0
DPPA3,0,0,0,0,0,0
CLEC4C,0,0,0,0,7.46680272,349.7816979
NANOGNB,0,0,0,0,0,0
NANOG,0,0,0,0,1.86670068,0
SLC2A14,41.91466389,34.19401491,0,1.146396485,110.1353401,230.8559206
RP11-277J24.1,0,0,0,0,0,3.497816979
RP11-815D16.1,0,0,0,0,0,0
NANOGP1,0,0,0,0,0,0
RP11-277E18.2,0,0,0,0,0,0
SLC2A3,2136.64989,1727.866316,804.6017675,2455.581271,6005.176088,14596.39025
RP11-69M1.1,0,0,0,0,0,0
RP11-69M1.8,0,0,0,0,0,0
RP11-69M1.3,0,0,0,0,0,0
RP11-69M1.4,0,0,0,1.146396485,0,0
FOXJ2,227.5367468,212.6440302,147.467205,98.59009772,453.6082652,1276.703197
