Gene,mix0,mix1,mix2,mix3,mix4,mix5,mix6,mix7,mix8,mix9,mix10,mix11,mix12,mix13,mix14,mix15,mix16
OR52N1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR52N2,0,0,0,0,0,0,0,0,0,0.270792448,0,0,0,0,0.051948854,0,0
OR52N4,0,0,0,2.653209242,0,0,0,0,2.606325556,0.248714604,0.121729127,2.556436733,2.570804655,0,0.716294903,1.204204732,0
OR52N5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025688274,0,0
OR52R1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR52W1,0,0,0,0,0,0,0,0,0,0,0.132914415,0,0,0,0.104414542,0,0.135505304
OR56A1,0,0,0,0,0,2.676716116,0,0,0,0,0,0,0,0,0,0,0
OR56A3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR56A4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR56A5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR56B1,0,0,0,0,0,0,0,0,0,0.466125764,0,0,0,0,0.195243462,0,0.300378723
OR56B4,0,0,0,0,0,0,0,2.954834189,2.862418797,0.273180887,0.133404878,0,0,0,0.104805663,0,0.272035201
OR5A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR5A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR5AC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR5AK2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR5AN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR5AP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR5AR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR5AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR5AU1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR5B12,0,0,0,0,0,0,0,0,0,0.278450565,0,0,0,0,0,0,0
OR5B17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR5B2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR5B21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR5B3,0,0,0,2.984635808,0,0,0,0,0,0,0,0,0,0,0,0,0
OR5C1,0,0,0,0,0,0,0,0,0,0,0.132750927,0,0,0,0.026071164,0,0
OR5D13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR5D14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR5D16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR5D18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR5F1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR5H1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR5H14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR5H15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR5H2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR5H6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR5I1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR5J2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR5K1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR5K2,0,0,0,0,0,0,0,0,0,0,0.26945962,0,0,0,0.052931561,0,0.274803639
OR5K3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR5K4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR5L1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR5L2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR5M1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR5M10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR5M11,0,0,0,0,0,0,0,0,0,0,0,0,0,2.787049917,0.027614677,0,0
OR5M3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR5M8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR5M9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR5P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR5P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR5R1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR5T1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR5T2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR5T3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR5V1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR5W2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR6A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR6B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR6B2,2.68916199,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015511235,0,0
OR6B3,0,0,0,0,0,0,0,0,0,0.522013899,0,0,0,0,0.075134359,0,0.259924416
OR6C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR6C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080514217,0,0
OR6C3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR6C4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR6C6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR6C65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR6C68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR6C70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR6C74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR6C75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR6C76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR6F1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR6K2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR6K3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025074702,0,0.130118838
OR6K6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR6M1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR6N1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR6N2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR6P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR6Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR6S1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR6T1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR6V1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR6X1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR6Y1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR7A10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR7A17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR7A5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122307727
OR7C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR7C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR7D2,2.152461976,2.160744742,1.313878429,1.509880795,4.057676209,1.093309167,0.819818477,2.48890942,4.288399167,1.757487878,1.699966181,1.492419844,0.928146748,0.797296773,1.495764476,0.552715677,1.910504795
OR7D4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR7E24,0,0,0,0,0,0,0,2.741004089,0,0,0.399432391,0,0,0,0.433418235,0,0.218910146
OR7G1,2.461821112,0,0,0,0,0,0,0,0,0,0.261673516,0,0,0,0.051063673,0,0.138626582
OR7G2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR7G3,0,0,0,0,0,2.744520119,0,0,0,0,0,0,0,0,0.080617381,0,0
OR8A1,0,0,0,0,0,0,0,0,0,0.531619531,0.649452862,0,0,0,0.510026767,1.294540613,0.926462001
OR8B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027115544,0,0.140805822
OR8B2,0,2.515745932,0,0,0,0,0,0,0,0,0,0,0,0,0.029847709,0,0.02256503
OR8B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022024657,0,0.116578598
OR8B4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027221076,0,0
OR8B8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026976075,0,0
OR8D1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054583649,0,0
OR8D2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053952151,0,0
OR8D4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR8G5,0,3.036449101,0,0,0,0,0,0,0,0.310341535,0.151046797,0,0,0,0.23781601,0,0.154505517
OR8H1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR8H2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR8H3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR8I2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR8J1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR8J3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR8K1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR8K3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR8K5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR8S1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR8U1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR9A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR9A4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR9G4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR9G9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR9I1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR9K2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR9Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR9Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORAI1,16.46891154,27.28075677,43.94679399,34.23573316,32.16180153,44.54117478,30.84193782,54.61936238,35.823286,26.85054997,33.23921906,45.93718696,43.44857997,39.11863046,32.17756776,22.19572383,27.89031432
ORAI2,14.81867781,14.74543605,19.05579968,20.53899187,12.60362607,14.76064117,19.24157595,25.46598733,19.36380058,15.78575889,16.65852762,23.03830583,24.40840649,15.09496755,16.15618676,15.60797051,16.66464303
ORAI3,8.703940379,10.77510555,13.28749814,23.44904154,6.942761826,10.93204489,8.975166969,17.40398427,16.84556136,11.03205393,10.41562364,18.13257537,16.42939666,12.62385897,10.68748043,6.429896993,14.52412028
ORAOV1,42.9609454,44.65326056,28.34361437,24.45772865,24.96102807,24.78692182,27.9921953,9.333518748,15.395587,27.66046557,28.19114841,45.63275484,17.05421844,32.10624457,27.40361611,48.37198487,28.74086254
ORC1,10.39305798,9.940713348,8.242821376,3.541673648,6.286139203,3.340743549,7.580678059,2.741193132,1.643802286,10.70849817,8.633696727,8.636467937,2.968393405,8.015052581,8.444631972,8.067976458,9.324003457
ORC2,28.28070041,26.93298663,17.22536227,20.59419595,19.58230597,13.46141336,21.55497693,10.32363807,24.53858078,22.21963837,22.16249179,23.8571342,19.98838084,17.73023175,22.49344972,22.74905359,23.58278119
ORC3,24.67849131,28.56671607,17.80287706,20.86284131,17.9515883,19.69419283,22.91663784,25.98481417,30.88672312,20.53600492,26.50711093,25.39917863,18.04194894,23.52149461,24.18195376,22.08943976,24.52155983
ORC4,35.16092263,22.96917314,15.33849297,23.62707356,27.88000293,34.61017316,35.11749147,24.2061812,37.96763723,31.7026719,29.47176053,32.45832166,15.10051242,36.88277392,32.31656567,26.11085976,35.80556295
ORC5,33.14406251,22.63860789,20.65948489,29.59919746,29.50140502,22.9608398,16.13052825,5.334365438,17.0501057,28.49823277,26.88752651,19.68759244,17.33717926,29.18675181,27.8183053,29.88663414,29.4142986
ORC6,27.31869696,24.00411914,14.65210763,25.17193415,8.88676914,14.73034098,28.84004285,7.50150109,11.88386995,23.85406183,23.60353422,11.08134055,17.38871546,24.10340017,22.8614575,24.35922993,23.97677467
ORM1,0,0,19.23133811,0,6.358121322,0,0,9.300302746,6.754175611,0.53899911,10.85676675,0,13.3979542,0,5.241517712,2.404180593,1.790121856
ORM2,3.107166327,3.140392524,0,0,0.003051494,6.344019008,0,4.604625322,3.352217623,1.064744523,1.046361411,0,0,0,1.230751519,2.374938401,1.4087933
ORMDL1,33.48688155,49.28762304,56.74662294,59.38874566,58.47399045,35.94448593,39.21653856,86.03012452,83.95787434,44.84797281,46.51377816,51.92118234,64.19292994,45.56341768,45.58815921,43.31342299,49.05975963
ORMDL2,84.17854236,52.15974156,55.64187546,44.24175205,39.53662292,58.11660782,42.4474116,18.05173524,26.10459353,58.99073823,65.16678943,45.05957952,32.40225282,56.29651326,57.26794152,55.85393722,62.09160373
ORMDL3,37.27248917,33.66946345,51.19585892,53.59261,51.64551307,50.71793491,39.46932332,73.8835095,84.10209676,37.82316581,44.01774806,42.55987117,61.53924949,40.46235921,47.38251623,40.24163977,42.45860746
OS9,350.6290993,330.489119,282.0297856,299.9344379,323.3973708,294.692684,337.43378,226.2601058,224.7665836,361.3878144,372.0005579,275.5257081,254.0949353,353.4605225,345.7060308,317.3435498,356.5773536
OSBP,19.46802387,28.60938743,29.26999424,23.87881581,20.82250504,24.11563518,29.08305503,29.59816033,24.47477651,26.12221119,25.24838005,19.46167593,16.58105298,18.97679909,23.5745966,30.93036672,24.38152299
OSBP2,5.587496689,3.465791656,2.188577367,0.808621754,4.035528057,4.541069584,7.262437816,0.60927734,2.353298963,3.993555066,3.67029453,4.190679799,1.432213722,5.089881457,3.675553271,3.064334415,3.086214407
OSBPL10,19.7583394,12.5131289,13.01535741,9.160698108,11.7408784,9.740724947,13.02545309,2.017758163,12.62168538,10.81914675,12.06303338,17.04976232,5.766722944,15.90210936,12.49266121,11.24405038,13.63353827
OSBPL11,12.02043858,11.31195956,15.55524402,20.52769503,11.47700698,15.90951608,15.51144735,23.64407792,22.87832193,15.60954703,19.05120615,24.30709779,32.57433952,10.76746898,17.9610122,13.83830523,17.66778995
OSBPL1A,8.912376355,11.46039997,5.917326256,12.01079364,8.176550277,6.166558012,6.957078738,11.51958319,5.902046075,8.703742509,8.696112721,10.05031608,11.11508325,8.943021386,8.299655622,5.321669636,8.391871134
OSBPL2,61.52109515,54.86597677,48.44091525,48.89136672,49.315206,44.90969584,62.19831182,43.52548303,45.23160666,60.41509403,58.39957344,59.48405382,40.80955804,62.24851702,60.04314187,51.92141119,63.5132135
OSBPL3,1.822431222,3.356578675,3.536196013,4.843872448,4.872122829,6.260406696,4.352217187,12.56027452,11.3617346,4.715466437,5.475082519,9.039866253,11.62149677,7.039639336,6.219747219,6.583993225,5.202595298
OSBPL5,13.7068999,22.11886811,17.36196426,27.66045212,18.15375522,20.44267069,19.70449085,55.69478801,23.65139821,16.39684125,18.83837347,23.05172033,57.71712673,17.21686947,18.78296288,11.39372893,23.17027831
OSBPL6,0,0,1.088599958,1.18900993,0,0,0,0,0,0.455704814,0.395272081,0.636051266,0,0.575935439,0.499702931,1.581811413,0.511001707
OSBPL7,27.43932542,24.30894505,21.31760821,22.4718531,17.03380064,18.8483649,19.13959888,18.07265231,16.94942302,20.32090777,22.27660397,21.98766945,23.21926652,22.77613447,21.68783513,23.9445644,22.24075609
OSBPL8,20.6108472,21.78673084,31.53910717,45.85180646,18.41908877,26.66431,32.64191525,52.46313563,49.79168817,33.59930161,31.84984556,42.42780907,47.54197586,21.61886855,31.51034789,27.70450301,33.973867
OSBPL9,48.35194617,40.06926605,36.24445368,31.06914639,50.5586234,39.78744329,42.17798061,26.93164453,34.78176003,44.02553087,45.47196602,24.67851178,27.51246226,46.01194538,42.89888664,41.77164043,43.95084124
OSCAR,9.93677235,27.82136232,46.14240667,70.91702022,18.41900395,27.02158375,28.00992863,81.59670765,65.340509,32.36337106,31.52628739,35.79888354,65.19756075,16.17747111,29.63564645,29.63284497,33.60201989
OSCP1,14.02572474,10.62726584,3.569738431,0,7.108694457,7.152230574,6.380258857,0,0,6.324764138,5.347094309,1.696095923,0,3.535236818,5.36378221,1.790184528,5.885164943
OSER1,42.39334358,51.50248727,94.93151292,69.5814994,56.39816644,69.6027681,75.6998808,121.7660617,103.353809,60.69467228,59.33129814,86.80428184,80.62559322,52.53613064,63.71687202,72.96669319,55.57028164
OSGEP,21.60090789,39.36249384,30.21943957,37.90911726,48.62540143,33.98450564,26.70212447,32.2657823,31.23847783,33.40624171,36.85332039,47.37369417,37.02681625,47.75223467,33.88986377,41.22755491,33.1327041
OSGEPL1,1.913615349,5.513297003,2.627835424,4.419784483,3.925258796,1.966552471,3.860190797,2.296696966,7.597672476,4.557084231,5.084339957,9.859170778,1.403152062,3.643117296,4.988993793,4.2936986,5.27526385
OSGIN1,9.965081951,15.69850578,9.341541733,12.75095044,13.61712989,11.37304105,9.13115452,5.286326224,5.117090746,9.517199047,10.06498326,12.19076734,8.744013669,10.00812203,10.35365115,10.75792143,12.13550357
OSGIN2,33.71817895,30.79938503,21.8169388,20.54083351,24.40595848,35.12458989,24.0980666,26.1939371,26.34217455,27.06380673,28.78848046,22.04252842,18.59865444,21.46511699,30.25456925,26.20893357,28.96923604
OSM,2.320648294,8.225131167,133.2722999,6.674594603,11.88866498,101.2887585,11.95991373,38.7034817,18.73272974,14.29398815,95.26874646,29.36427389,37.90666983,2.330867349,21.51571483,20.17317634,7.186764965
OSMR,0,0.974000088,0,0,1.48202548,0,0.887430446,0,0,0.462801345,0.802184491,0,0,1.727602791,0.529171289,0,0.782793877
OSR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012088898,0,0.062459372
OSR2,30.58277499,25.83481778,22.46347927,9.560635668,20.53111419,27.23822114,34.09781416,1.683585385,4.19972472,29.83394679,26.76093703,12.03747494,5.47277237,23.70504181,26.36784783,20.42698733,28.09816202
OST4,441.9970079,473.7569194,406.1762405,308.8800368,420.661888,532.4719082,443.5481944,400.8216264,408.8707547,421.0465026,427.1344837,304.5352228,320.6032452,445.8581092,421.5774941,479.4291194,411.4850761
OSTC,145.2418974,124.312753,99.60528051,80.65948346,152.602483,93.76087082,151.6640628,74.28563775,89.31788185,124.2890772,130.9593737,101.9277717,83.12640697,150.6233543,123.8271776,123.2929563,129.5646977
OSTCP1,0,2.012973032,0,0,0,2.037766935,0,2.300544551,4.455896593,2.129342447,1.572082421,4.334401897,6.573700675,0,1.312583641,2.033322111,1.702295203
OSTF1,78.88635233,106.4470875,115.2440288,108.2254731,122.2202069,88.04761814,105.4767888,141.0473561,125.2332796,115.5461927,121.5667861,91.92150596,163.2219327,103.9805665,120.9438636,115.0452634,109.6116573
OSTM1,15.17246824,11.30612259,12.24032818,20.70018008,16.9760189,13.32128059,7.831311108,25.10782831,21.65413378,15.74110066,17.11730828,17.98902662,20.51165687,15.54458073,15.82054747,21.00579154,15.27447322
OSTN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTOA,0,0,0,0,0,0,0,6.91E-08,0,0.170655029,0.210864017,0,0,1.10E-08,0.078358035,0,0.06353282
OTOF,0.59230621,1.800507279,0.629630863,0,0,0.429919478,0,0.720528151,0,0.664888374,0.264824515,0.656262523,1.355690708,0,0.332782087,0.606035441,0.232020871
OTOL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065840809,0,0
OTOP1,0,0,0,0,0,0,0,0,1.332565535,0.254200798,0.06291906,0,0,0,0.012258357,0,0
OTOP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025909259,0,0
OTOP3,0,0,0,0,0,0,0,0,0,0,0.065940404,1.334958079,0,0,0.012851522,0,0
OTOR,0,0,0,0,0,0,0,0,0,0.165213942,0.081494108,0,0,0,0.015911037,0,0
OTOS,0,5.609533358,0,0,0,0,0,0,5.646228045,0,0.516298892,0,0,0,0.51423563,0,0.538487159
OTP,0,0,0,0,0,0,0,0,0,0.172422113,0.085684617,0,0,0,0.041638998,0,0.042972646
OTUB1,119.8944582,100.1803338,103.3334749,91.53376494,108.6875734,112.2615489,91.86030431,72.82778985,73.62641381,121.0722166,112.8105673,93.41658831,102.8233293,93.7216882,110.0727052,99.27938031,113.8540654
OTUB2,0.519158294,4.075089961,4.079215238,1.813357211,1.067168968,0,0.535845264,0,1.225581061,1.519241586,1.892427607,1.1514604,2.976763128,4.070546059,1.649935384,1.593665748,2.820830016
OTUD1,7.219994287,15.96077279,56.45963327,27.44066881,28.98856665,29.70769833,36.57220136,102.755099,53.95976039,24.40493661,31.92893277,20.34653446,56.98561794,14.49212135,32.04723167,30.55505442,20.19082291
OTUD3,7.944947464,9.280852252,8.947971937,5.25761521,4.158165192,7.526075556,6.353919326,7.075709081,7.122139745,7.71214536,6.401408718,8.220165791,7.687841377,5.010172472,6.950972492,7.193849271,7.110112713
OTUD4,14.09067765,14.28244533,21.25577692,30.17614176,14.21489548,16.51146833,17.12340175,31.97765822,31.91834674,18.36786668,17.32352652,17.82874373,22.65946435,14.13695589,18.36543291,16.54172475,17.82140545
OTUD5,37.22053139,35.50151305,62.94753023,60.29281902,37.70943716,53.15786602,52.95355533,85.81326973,83.62211564,46.81286476,48.31808473,51.70452718,50.9217228,49.47350552,49.13830684,46.05341642,47.75556306
OTUD6A,0,0,0,0,0,0,0,0,0,0.608233413,0.334275706,0,1.665514119,0,0.310401712,1.048846587,0.642062695
OTUD6B,23.18134538,23.73697854,24.23833696,17.61673577,23.62262071,15.59317619,19.08517593,9.55684549,11.48853064,28.54660149,28.83662988,18.43700749,16.21600018,29.077865,26.84599863,25.7192843,27.17452387
OTUD7A,2.700861018,1.367256673,0.714241747,0.781017472,1.382375228,1.386020085,0.694134976,0.815928247,2.326817946,0.831285259,1.373473174,3.022635949,0.768166736,0,0.998079049,0.302164073,0.682350929
OTUD7B,16.35854844,15.22237893,6.921007801,7.145547328,13.86881705,9.051147876,10.41484996,1.991701338,6.116927154,11.30345984,11.86175577,7.338558919,6.579784888,12.81530414,11.51537843,10.32247931,11.77457414
OTULIN,10.98680843,12.73899136,12.53584784,11.37623877,12.95260597,15.23834199,10.43403275,22.52205093,12.98023614,14.80133423,13.06165035,17.85272894,18.522164,11.57433943,12.35498188,12.08636049,12.95974937
OTX1,3.91252332,2.972129078,0,2.258246338,1.003077489,0.948755173,0,1.173024181,0,2.598854653,1.879507532,2.157276031,0,2.946467888,1.64743239,1.888517024,1.565094684
OTX2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OVCA2,65.91577986,53.60153013,40.90405254,46.56423096,32.17154894,41.6851675,22.90599332,13.18187119,26.31105874,35.79107277,32.69221626,29.95523703,52.57433874,49.57594731,38.35004143,44.28358896,42.03038171
OVCH1,0,0,0,0,0,0,0,0,0.697686148,0.133059094,0.099369792,0,0,0,0.1029035,0,0.165831459
OVCH2,0,0,0,0,0,0,1.33335101,0,0,0,0,0,0,0,0,0,0
OVGP1,0.941067991,2.828448915,1.989993312,4.348342597,4.826214045,2.901446317,0.970445265,4.772962732,4.375321244,2.548492181,1.805227322,6.229415377,2.133145411,2.834663866,2.175109775,6.680255149,2.803268304
OVOL1,15.06878006,14.57338707,6.543566443,4.936272708,12.04810312,9.158639283,12.01404226,0,1.662449307,12.41413503,12.28689207,9.854536884,7.036538684,13.06155453,10.99764199,11.91304427,10.78604621
OVOL2,2.86048624,1.447942883,1.50089872,0,4.390561549,1.467555975,0,0,0,2.025674242,1.615508857,1.568544869,0,1.437147523,1.621286248,2.193569326,2.32911792
OXA1L,174.2129655,209.1154445,183.5571097,211.4280045,174.1181874,202.4419991,160.465894,173.0712743,178.6410433,201.0287977,189.9943275,190.164482,183.2306429,188.2654435,184.4672373,180.2566909,201.7413765
OXCT1,18.75175686,12.09159758,18.36375836,12.69154655,19.26824673,19.29465121,14.07455005,11.98162478,17.3960641,17.16399837,18.7898528,13.85511712,12.44537069,19.38705246,16.64609017,10.46548826,15.56700934
OXCT2,1.208615371,0,0,0,1.238057025,1.241036192,0,0,0,0.398128548,0.393965774,0,0,0,0.327322854,0,0.793576989
OXER1,0,1.252704696,9.11463246,4.26380715,1.26709512,5.080809262,3.824860042,7.348287136,4.26812334,5.021034688,3.624671267,4.07985495,2.781428447,0,3.519547962,2.530270678,3.381112968
OXGR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033986714,0,0.087943588
OXLD1,43.56779411,43.94457292,37.41146573,27.75183741,33.55987462,63.92148145,30.50844719,35.99916311,39.88193365,36.40912382,35.97450555,23.45826807,39.94162592,45.44955578,39.00671659,37.28536996,44.24207851
OXNAD1,27.2003992,23.76087045,27.33728663,40.89512306,35.29966239,28.57208257,20.66323305,50.0197189,63.99376724,18.71194878,20.86106108,20.45246823,22.30194226,43.331747,27.64655123,33.97763936,23.55046013
OXR1,35.935014,35.11593746,25.16811838,33.08011968,36.27414257,34.02033235,32.44436879,21.44368005,25.79089672,33.48343184,32.05624886,31.25953663,25.45222761,27.28373158,33.10403186,32.03862332,35.87129975
OXSM,13.16146331,13.32382187,10.73705003,8.238927095,20.69259248,9.234231067,13.55727155,15.50476732,7.508762133,13.84539453,13.5095387,12.24713317,8.169055507,16.39587653,13.67019366,21.31329569,13.63794877
OXSR1,23.35244224,25.89817664,26.74256592,34.39889736,26.7283466,25.38215475,27.74569534,37.63950909,27.10456811,30.14483304,29.86014955,30.79273693,28.35753064,29.59776798,29.79780101,31.31524779,31.39018382
OXT,0,0,0,0,0,0,0,0,6.486006739,0.61933323,0.295394002,0,6.537128042,0,0.23635593,0,0.310140802
OXTR,2.74699771,1.391930627,0,2.134654795,0.94138886,0.471256959,0.472610006,0.561211438,0,1.239485159,1.25952561,0.508107068,1.051861706,1.378034312,1.008421375,1.171239784,0.97913922
P2RX1,10.07095304,6.557219473,22.53886877,45.33691731,11.48776313,15.89381445,10.38701567,45.61653579,19.38065755,23.2379504,14.70408928,26.88964975,27.5543808,7.939792868,15.64684757,16.65013323,21.15990053
P2RX2,7.156644448,1.479281185,3.065402095,2.597950645,2.929243645,0,4.42343325,0,1.667054896,2.992628738,2.639793744,1.601945163,1.632600994,4.082034013,2.556825028,1.384820259,2.746265401
P2RX3,0,0,0,0,0,0,0,0,0,0.183096792,0.090163614,0,0,0,0,0,0
P2RX4,50.59475448,35.22833146,47.83849509,45.5303,45.00752603,49.14869544,46.19612933,46.17912108,44.83305467,43.56781539,47.43904169,43.87142185,40.49067543,43.39936311,45.83376946,37.19359446,47.02001131
