,endothelial.cells,CD4.T.cells,fibroblasts,CD8.T.cells,NK.cells,B.cells
FCRLA,0.0,0.0,1096.9800000000034,0.0,0.0,0.0
ARRDC1,0.0,0.9800000000000031,0.0,0.0,0.0,0.0
MIR298,0.0,0.0,0.0,0.0,0.0,0.0
MIR874,0.0,0.0,0.0,0.0,0.0,0.0
LINC00578,13.770000000000042,0.38999999999999924,0.0,0.0,0.0,37.63000000000015
KRTAP9-4,0.0,0.0,0.0,0.0,0.0,0.0
ZNF613,0.0,0.0,0.0,0.0,0.0,0.0
OR11A1,0.0,0.6699999999999995,0.0,0.0,0.0,0.0
TEX21P,0.0,0.0,0.0,0.0,0.0,0.0
TMEM132B,0.0,0.0,0.0,0.0,0.0,0.0
PGLS,192.39000000000004,370.1300000000004,0.0,0.0,0.0,0.0
BSND,0.0,0.0,0.0,0.0,0.0,0.0
BASP1P1,0.0,0.0,0.0,0.0,0.0,0.0
FRMD6-AS2,0.0,0.0,0.0,0.0,0.0,0.0
EXOC3L1,28.059999999999867,0.0,0.0,0.0,0.0,0.0
MIR3976,0.0,0.0,0.0,0.0,0.0,0.0
KCNK18,0.0,0.0,0.0,0.0,0.0,0.0
SNORA39,0.0,0.0,0.0,0.0,0.0,0.0
ANKRD34A,0.0,0.0,0.0,0.0,0.0,0.0
FOXD4,0.0,0.0,0.0,0.0,0.0,0.0
SV2C,0.0,0.0,0.0,0.0,0.0,0.0
LCN2,0.0,0.0,299.94000000000045,0.0,0.0,0.0
ZNF490,32.030000000000086,6.990000000000007,14.849999999999977,15.79000000000005,10.550000000000024,75.16000000000018
MIR5003,0.0,0.0,0.0,0.0,0.0,0.0
MIR3150B,0.0,0.0,0.0,0.0,0.0,0.0
CACNA2D4,55.53999999999988,0.0,0.0,0.0,0.0,0.0
CBX5,5.790000000000002,16.94999999999999,15.300000000000079,60.44999999999992,0.0,43.6700000000001
MIR4510,0.0,0.0,0.0,0.0,0.0,0.0
MAGEB4,0.0,0.0,0.0,0.0,0.0,0.0
PPP2R5E,0.0,0.0,0.0,173.96999999999977,0.0,0.0
BOLA1,0.0,59.86000000000011,0.0,0.0,0.0,0.0
ASB7,0.0,0.0,0.0,217.02000000000038,0.0,0.0
COL5A1,0.0,0.08999999999999897,0.0,0.0,0.0,0.0
SFT2D1,57.19000000000019,0.0,0.0,0.0,0.0,0.0
DERL1,0.0,22.15999999999997,41.08999999999995,89.31999999999975,0.0,54.140000000000015
RABL2A,0.0,11.310000000000056,0.0,0.0,0.0,80.01999999999973
MOAP1,0.0,13.97000000000007,19.03999999999992,0.0,475.620000000001,0.0
FAM209B,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.0,2.230000000000003,0.0,0.0,0.0,0.0
PLEKHM2,0.0,0.0,0.0,0.0,53.989999999999974,21.49999999999991
FICD,53.030000000000214,0.0,140.1799999999999,0.0,0.0,0.0
CCDC89,0.0,0.0,0.0,0.0,0.0,0.0
KRTAP21-1,0.0,0.0,0.0,0.0,0.0,0.0
EFCAB1,0.0,0.16999999999999904,0.0,0.0,0.0,0.0
NXPE1,0.0,0.0,0.0,0.0,0.0,0.0
MIR3660,0.0,0.0,0.0,0.0,0.0,0.0
MIR3074,0.0,0.0,0.0,0.0,0.0,0.0
TMEM48,0.0,15.529999999999964,0.0,0.0,0.0,18.830000000000013
SEPHS2,34.39000000000011,90.27999999999984,20.029999999999948,0.0,0.0,0.0
PYGM,0.0,0.0,0.0,0.0,0.0,0.0
PRICKLE1,0.0,0.0,0.0,0.0,0.0,0.0
WNT5B,0.0,0.0,0.0,0.0,0.0,0.0
TAS2R38,0.0,0.0,0.0,0.0,0.0,0.0
MIR188,0.0,0.0,0.0,0.0,0.0,0.0
KHDRBS1,22.349999999999937,24.199999999999925,0.0,0.0,110.91000000000021,0.0
LARS2,0.0,0.0,10.61999999999998,236.43999999999932,0.0,0.0
PPP1R18,1.3099999999999956,0.16000000000000014,0.0,131.11000000000024,198.69999999999993,57.780000000000136
C10orf68,0.0,0.0,0.0,0.0,0.0,0.0
FTCD,0.0,0.0,0.0,0.0,0.0,0.0
PSEN1,0.0,17.490000000000077,0.0,0.0,218.8999999999998,43.6500000000001
HULC,0.0,0.0,0.0,0.0,0.0,0.0
PLA2G4B,0.0,0.0,0.0,0.0,0.0,32.52000000000008
ZNF324B,0.0,0.0,0.0,0.0,0.0,0.0
DNAJC24,24.369999999999994,1.3800000000000012,15.029999999999916,60.82000000000005,0.0,0.0
CDKN2A,0.0,105.85000000000022,0.0,0.0,0.0,0.0
LPAR1,0.0,0.0,0.0,0.0,0.0,0.0
DLX1,0.0,0.0,0.0,0.0,0.0,0.0
RFX7,0.0,13.329999999999963,0.0,43.87000000000005,0.0,24.56999999999997
TSHB,0.0,0.0,0.0,0.0,0.0,0.0
LINC00284,0.0,0.0,0.0,0.0,0.0,0.0
MEX3C,0.0,23.74000000000003,0.0,0.0,0.0,0.0
MAMDC2,0.0,0.0,0.0,0.0,0.0,0.0
HSP90AB4P,0.0,2.380000000000002,5.940000000000003,0.0,0.0,23.159999999999922
PDIA4,167.6500000000003,1.299999999999999,381.7199999999998,0.0,435.39999999999856,0.0
ATP5E,849.2399999999984,724.9699999999982,537.0499999999987,1283.1300000000022,1393.7300000000027,1282.3099999999965
CASP2,85.1900000000002,1.6099999999999959,0.0,73.00999999999979,164.5500000000001,192.2900000000004
ZNF341,0.0,0.0,0.0,0.0,0.0,133.87000000000006
SERBP1,45.7499999999999,63.07000000000008,26.460000000000072,139.3899999999999,10.0,26.690000000000108
TESC,0.0,0.0,155.21999999999974,0.0,0.0,0.0
TMEM31,0.0,0.0,0.0,0.0,0.0,0.0
OR51I2,0.0,0.0,0.0,0.0,0.0,0.0
YTHDC1,0.0,8.300000000000002,14.300000000000065,23.390000000000036,58.15999999999996,71.37999999999982
JUN,325.62999999999977,85.90000000000023,297.3000000000005,80.11999999999989,360.9400000000002,26.719999999999974
AGMAT,0.0,5.5,0.0,10.029999999999992,18.74000000000001,0.0
PCNXL2,0.0,3.4799999999999964,12.980000000000063,110.03999999999992,0.0,0.0
ATAD5,0.0,0.0,0.0,0.0,0.0,0.0
STK38,0.0,25.3499999999999,12.529999999999987,3.7199999999999966,0.0,0.0
AZI1,0.0,0.7599999999999985,0.0,0.0,0.0,0.0
RBP1,0.0,1.2900000000000023,256.9699999999991,16.890000000000075,0.0,0.0
C4orf26,0.0,5.350000000000003,0.0,5.219999999999995,16.129999999999928,0.0
TMEM101,33.78000000000003,58.88000000000015,0.0,0.0,718.3199999999977,0.0
LOC339862,0.0,0.0,0.0,0.0,0.0,0.0
TREX1,0.0,2.1699999999999964,28.46,0.0,0.0,0.0
HSFX1,0.0,0.0,0.0,0.0,0.0,0.0
TRIM15,0.0,0.0,0.0,0.0,0.0,0.0
CA6,0.0,0.0,583.7799999999988,0.0,0.0,0.0
ZRANB2-AS1,0.0,0.0,0.0,0.0,0.0,0.0
CEP57,24.900000000000055,4.4399999999999995,0.0,0.0,0.0,137.80999999999966
LOC100268168,8.660000000000004,1.9500000000000006,0.0,11.67999999999993,0.0,0.0
SNORD121A,0.0,0.0,0.0,0.0,0.0,0.0
AR,0.0,0.0,0.0,0.0,0.0,0.0
PPP1R3G,0.0,0.0,0.0,0.0,0.0,0.0
CSAG3,160.5500000000001,0.0,62.21000000000019,0.0,0.0,0.0
SESN2,0.0,0.0,25.410000000000025,0.0,0.0,0.0
SNORD126,0.0,0.0,0.0,0.0,0.0,0.0
KIF3C,0.0,5.769999999999998,0.0,0.0,0.0,0.0
EPB41L5,0.0,0.0,0.0,167.37000000000012,0.0,0.0
ARHGEF10,0.0,2.3,0.0,0.0,0.0,0.0
POLR3D,40.86999999999995,31.679999999999957,0.0,0.0,0.0,0.0
LOC100131138,0.0,0.0,0.0,0.0,0.0,0.0
GABRA3,0.0,0.0,0.0,0.0,0.0,0.0
SCG5,0.0,0.0,0.0,0.0,0.0,0.0
MIR30C1,0.0,0.0,0.0,0.0,0.0,0.0
E2F3,0.0,0.0,0.0,6.160000000000004,0.0,20.600000000000062
TIGD5,0.0,0.0,0.0,0.0,0.0,0.0
MIR4755,0.0,0.0,0.0,0.0,0.0,0.0
KLHL3,0.0,0.0,0.0,0.0,160.5500000000001,12.989999999999956
FGD6,0.0,0.08000000000000007,0.0,1.4100000000000024,0.0,0.0
SCGB3A2,0.0,0.0,0.0,0.0,0.0,0.0
MIR4784,0.0,0.0,0.0,0.0,0.0,0.0
ATP6V1B1,0.0,0.0,0.0,0.0,0.0,0.0
CALML6,0.0,0.0,0.0,0.0,0.0,0.0
TMF1,7.730000000000006,24.32000000000004,6.440000000000001,0.0,102.0500000000001,51.41
MIR3148,0.0,0.0,0.0,0.0,0.0,0.0
RPS26P11,0.0,0.0,0.0,0.0,0.0,0.0
MIR548AC,0.0,0.0,0.0,0.0,0.0,0.0
RPS6KC1,0.0,0.0,32.229999999999855,0.0,6.690000000000005,0.0
CDH5,69.53000000000011,0.0,0.0,0.0,0.0,0.0
DAAM1,0.0,13.179999999999925,15.239999999999965,0.0,0.0,0.0
SCML4,0.0,14.890000000000022,0.0,23.4400000000001,0.0,58.590000000000025
FXYD6-FXYD2,0.0,0.0,0.0,0.0,0.0,0.0
TNFRSF10D,0.0,0.0,0.0,0.0,0.0,0.0
MROH1,21.2800000000001,0.0,0.0,0.0,0.0,49.49999999999996
KRT40,0.0,0.0,0.0,0.0,0.0,0.0
GSTT1,0.0,0.0,0.0,0.0,0.0,85.2800000000002
INPP5A,0.0,0.0,0.0,0.0,0.0,0.0
ATG14,0.0,1.8700000000000028,0.0,0.0,0.0,0.0
TRAF3IP1,2.200000000000004,1.7399999999999993,0.0,6.320000000000006,6.870000000000003,54.989999999999874
UGT1A5,0.0,0.0,0.0,0.0,0.0,0.0
SMARCE1,144.88000000000025,68.46999999999979,18.75999999999998,110.91000000000021,0.0,0.0
VRK1,0.0,0.0,0.0,0.0,0.0,0.0
TTC16,0.0,0.0,0.0,0.0,0.0,0.0
AARS,120.89000000000004,0.0,0.0,0.0,0.0,0.0
ARHGAP27,0.0,0.0,0.0,0.0,0.0,170.14000000000027
HYALP1,0.0,0.0,0.0,0.0,0.0,0.0
ZAK,52.11000000000005,0.20999999999999908,0.0,0.0,4.369999999999996,0.0
TRAP1,56.86999999999991,9.25,0.0,0.0,13.149999999999974,116.43999999999991
MRPL53,0.0,45.79000000000007,0.0,0.0,811.6300000000002,0.0
ACSM2B,0.0,0.0,0.0,0.0,0.0,0.0
RNF44,0.0,0.18000000000000016,0.0,31.909999999999936,13.400000000000002,85.37000000000032
NPTXR,0.0,0.14999999999999902,15.24999999999996,0.7099999999999995,0.0,0.0
BHLHE40-AS1,0.0,0.0,0.0,0.0,0.0,0.0
DPYSL3,0.0,0.0,0.0,0.0,0.0,0.0
APP,513.0999999999993,81.33000000000003,190.93999999999937,0.0,0.0,0.0
GLS2,28.130000000000052,0.0,0.0,0.0,0.0,0.0
MNX1,0.0,0.0,0.0,0.0,0.0,0.0
OR10A7,0.0,0.0,0.0,0.0,0.0,0.0
CMTM7,56.81000000000006,0.0,0.0,250.6599999999997,737.449999999998,0.0
SNORD33,0.0,0.0,0.0,0.0,0.0,0.0
SLC16A10,16.06000000000005,0.0,0.0,0.0,0.0,0.0
LOC441601,0.0,0.0,0.0,0.0,0.0,0.0
PTGIS,1.0200000000000031,2.0000000000000018,34.01000000000003,3.140000000000003,6.170000000000004,0.0
KBTBD7,0.0,22.529999999999895,0.0,0.0,0.0,0.0
C12orf73,25.8199999999999,3.240000000000003,0.0,0.0,0.0,0.0
LOC401557,0.0,0.3299999999999992,0.0,0.0,0.0,0.0
LINC00470,0.0,0.0,0.0,0.0,0.0,0.0
CEACAM3,0.0,0.0,0.0,0.0,0.0,0.0
KRT23,0.0,0.0,0.0,0.0,0.0,0.0
SERHL,0.0,0.0,0.0,0.0,0.0,0.0
PPP1R27,0.0,0.0,0.0,0.0,0.0,0.0
PNKD,248.4999999999997,173.74999999999943,65.77000000000014,304.02000000000015,0.0,120.53000000000014
MAMLD1,0.0,0.0,0.0,0.0,0.0,0.0
UBC,5212.7900000000145,843.909999999999,2120.7400000000016,999.8900000000016,2210.829999999997,1102.0900000000042
MIR33B,0.0,0.0,0.0,0.0,0.0,0.0
ATRN,0.0,16.789999999999964,12.499999999999964,0.0,0.0,0.0
DPCD,112.56999999999954,121.63000000000032,0.0,0.0,0.0,114.13000000000002
ZNF788,1.0300000000000042,1.6799999999999993,13.569999999999993,0.0,8.199999999999992,15.98999999999994
TINCR,0.970000000000002,0.3299999999999992,0.0,5.160000000000005,0.0,24.190000000000058
RANGAP1,33.24999999999994,0.0,44.729999999999954,0.0,0.0,0.0
MIR3152,0.0,0.0,0.0,0.0,0.0,0.0
HAPLN1,0.0,0.0,0.0,0.0,0.0,0.0
PDE12,0.0,7.469999999999994,0.0,6.690000000000005,81.64999999999993,0.0
MIR3131,0.0,0.0,0.0,0.0,0.0,0.0
KCNA7,3.939999999999999,3.029999999999997,12.389999999999993,0.0,0.0,0.0
TISP43,0.0,0.0,0.0,0.0,0.0,0.0
SRY,0.0,0.0,0.0,0.0,0.0,0.0
FAM161B,0.0,0.38000000000000034,0.0,0.0,0.0,0.0
CDCA8,0.0,0.0,0.0,0.0,0.0,0.0
HIST1H2BF,0.0,0.0,0.0,0.0,0.0,218.4799999999996
FAM45B,0.0,0.0,0.0,57.95000000000016,0.0,0.0
MLC1,0.0,0.0,0.0,0.0,0.0,0.0
TNIP3,0.0,0.3400000000000003,0.0,5.569999999999999,57.70999999999976,0.0
PYROXD2,0.0,0.0,0.0,0.0,0.0,0.0
OR4D1,0.0,0.0,0.0,0.0,0.0,0.0
IFT52,16.619999999999916,0.0,0.0,0.0,0.0,0.0
GOLT1A,0.0,0.0,0.0,0.0,0.0,0.0
UTP20,1.2599999999999967,0.4200000000000004,4.890000000000001,1.399999999999999,0.0,9.800000000000002
LOC100133461,0.0,0.0,0.0,0.0,0.0,0.0
MGC16275,0.0,0.0,0.0,0.0,0.0,0.0
PRSS33,0.0,0.0,0.0,0.0,0.0,0.0
MMGT1,1.050000000000002,35.059999999999974,12.279999999999927,0.0,0.0,0.0
PDF,0.0,36.84000000000006,0.0,0.0,0.0,0.0
PMPCA,0.0,0.0,43.949999999999925,0.0,0.0,0.0
ANKRD36B,15.969999999999995,15.609999999999967,0.0,6.959999999999997,105.67999999999995,35.15999999999988
TTTY7B,0.0,0.0,0.0,0.0,0.0,0.0
ZNF205-AS1,0.0,1.4999999999999947,0.0,11.66,23.569999999999922,0.0
ZNF785,0.0,2.839999999999998,13.770000000000042,4.189999999999996,0.0,33.24999999999994
LINC00651,0.0,0.0,0.0,0.0,0.0,0.0
MPL,0.0,3.140000000000003,0.0,0.0,7.700000000000003,0.0
GLTP,21.590000000000092,5.389999999999997,77.75000000000013,0.0,63.32000000000008,142.19999999999993
C9orf78,0.0,151.42000000000021,0.0,7.180000000000007,27.77000000000012,76.65999999999988
ADAM12,0.0,0.0,7.279999999999993,0.0,0.0,0.0
CSPG4,0.4600000000000004,22.149999999999945,194.18999999999937,1.5799999999999947,0.0,0.0
GAS5,2326.4199999999946,10512.009999999813,162.2999999999996,1326.589999999997,890.2099999999986,728.1400000000018
NCF1C,0.0,0.0,0.0,0.0,0.0,0.0
MIR4747,0.0,0.0,0.0,0.0,0.0,0.0
PAK1,89.71999999999979,38.020000000000024,0.0,0.0,0.0,0.0
ADCY7,0.0,19.89999999999999,0.0,17.17000000000004,0.0,0.0
TAS2R43,0.0,0.0,0.0,0.0,0.0,0.0
FRAS1,0.0,0.0,6.1199999999999966,0.0,0.0,0.0
PPP1R14A,0.0,0.0,0.0,0.0,0.0,0.0
OR2B6,0.0,0.0,0.0,0.0,0.0,0.0
ATP13A1,0.0,43.78000000000014,11.57000000000005,0.0,0.0,0.0
SIDT1,0.0,0.0,0.0,39.619999999999855,0.0,23.859999999999893
DCAF5,0.0,1.2599999999999967,0.0,118.92000000000017,0.0,29.559999999999896
C1RL,0.0,10.57999999999998,0.0,19.11000000000002,8.570000000000004,0.0
GJD3,0.950000000000002,0.0,11.049999999999978,0.0,0.0,0.0
PRKRA,95.29999999999984,89.12999999999974,0.0,0.0,401.7099999999987,0.0
TLN1,0.0,21.370000000000093,0.0,1.5600000000000014,0.0,0.0
SCAND3,0.0,0.0,0.0,0.0,0.0,0.0
MITF,0.0,162.36999999999998,10.409999999999968,0.0,0.0,0.0
MIR608,0.0,0.0,0.0,0.0,0.0,0.0
LOC100134317,0.0,0.0,0.0,0.0,0.0,0.0
GYS1,0.0,37.2900000000001,0.0,0.0,0.0,0.0
LYG1,0.0,0.0,0.0,0.0,0.0,0.0
NSMCE4A,0.0,55.840000000000074,0.0,0.0,0.0,127.8399999999999
DNAI1,0.0,0.0,0.0,0.0,0.0,0.0
HOXD11,0.0,0.0,0.0,0.0,0.0,0.0
MIR548H4,0.0,0.0,0.0,0.0,0.0,0.0
FNBP1L,0.0,79.65999999999993,0.0,0.0,0.0,0.0
DHX35,0.0,55.31000000000017,0.0,0.0,0.0,0.0
ZSCAN9,64.63999999999992,114.06000000000023,0.0,0.0,0.0,0.0
LCE3E,0.0,0.0,0.0,0.0,0.0,0.0
BIVM-ERCC5,18.31,0.0,26.739999999999938,0.0,0.0,0.0
SLC33A1,33.219999999999985,28.489999999999952,18.54000000000007,0.0,0.0,0.0
LINC00520,0.0,0.0,0.0,0.0,0.0,0.0
DCLK3,0.0,0.0,0.0,0.0,0.0,0.0
TRIM33,9.970000000000008,15.900000000000013,0.0,58.64000000000006,33.38000000000008,0.0
IZUMO4,0.0,0.0,0.0,0.0,0.0,0.0
TNRC18P1,0.0,0.0,0.0,0.0,0.0,0.0
TMCC3,0.0,0.0,0.0,0.0,0.0,0.0
VCY1B,0.0,0.0,0.0,0.0,0.0,0.0
FBXO42,0.0,68.04999999999978,0.0,0.0,65.70999999999985,0.0
MIR4505,0.0,0.0,0.0,0.0,0.0,0.0
C1orf27,50.17000000000013,0.0,0.0,83.60000000000002,65.95000000000007,46.67999999999996
TMEM235,0.0,0.0,0.0,0.0,0.0,0.0
RNF14,0.0,41.90999999999995,22.90999999999995,11.440000000000069,0.0,0.0
C17orf50,0.0,0.0,0.0,0.0,0.0,0.0
SLC4A8,1.15,2.3299999999999987,7.999999999999998,6.630000000000001,0.0,121.15999999999966
RAB3IP,6.690000000000005,0.5899999999999994,0.0,1.27,0.0,0.0
MSMP,0.0,7.559999999999998,0.0,0.0,0.0,0.0
COX6C,95.79000000000022,167.13000000000056,211.2200000000004,245.6400000000002,282.7000000000009,394.1800000000003
NSMCE2,0.0,3.6299999999999955,0.0,0.0,0.0,0.0
MIR5691,0.0,0.0,0.0,0.0,0.0,0.0
PCSK1,142.97000000000014,0.0,10.970000000000066,0.0,0.0,0.0
SLC13A1,0.0,0.0,0.0,0.0,0.0,0.0
MIR4740,0.0,0.0,0.0,0.0,0.0,0.0
ARF6,101.15999999999966,21.02999999999996,56.739999999999895,218.9100000000009,388.620000000001,135.06000000000031
KIAA1009,0.0,0.0,0.0,0.0,0.0,0.0
HOXA13,0.0,0.0,0.0,0.0,0.0,0.0
HMGN1,217.5000000000007,213.39999999999986,36.08000000000015,0.0,502.69999999999976,68.9799999999999
ZNF718,0.0,0.0,0.0,0.0,345.48000000000087,0.0
CXADR,0.0,0.40999999999999925,8.67,2.4899999999999967,0.0,32.969999999999956
UTF1,0.0,0.0,0.0,0.0,0.0,0.0
TSC22D1,1325.3800000000022,21.74999999999993,94.24999999999991,0.0,0.0,0.0
BZRAP1,0.0,0.0,0.0,0.0,0.0,0.0
PUF60,94.49999999999996,352.8399999999997,165.87999999999997,0.0,0.0,198.5900000000004
MIR496,0.0,0.0,0.0,0.0,0.0,0.0
SHC1,171.28999999999996,211.55999999999955,156.28999999999965,0.0,0.0,0.0
TANGO2,3.5099999999999953,40.07999999999995,38.97999999999997,25.669999999999874,43.43000000000007,54.460000000000086
PTPRG-AS1,1.519999999999997,4.18,0.0,13.580000000000073,0.0,0.0
HOOK3,0.750000000000004,3.1699999999999973,0.0,4.98,0.0,19.550000000000047
S1PR2,0.0,30.10999999999995,0.0,10.380000000000047,6.509999999999998,166.42000000000047
LIMS2,53.60999999999982,0.0,0.0,0.0,0.0,0.0
BAHCC1,0.0,0.14999999999999902,0.0,0.0,0.0,0.0
CLCC1,30.27000000000008,21.14,18.180000000000014,9.060000000000002,11.470000000000056,25.660000000000053
ENTPD3,0.0,0.0,0.0,0.0,0.0,0.0
SMO,0.0,0.0,0.0,0.0,0.0,0.0
PIK3R5,0.0,0.0,0.0,15.319999999999926,0.0,102.02999999999967
CDC14A,15.289999999999978,0.0,0.0,0.0,0.0,0.0
KRT1,0.0,0.0,0.0,0.0,0.0,0.0
SRRM2-AS1,0.0,2.1699999999999964,0.0,3.410000000000002,0.0,78.12999999999975
ENOX2,35.54000000000015,0.5600000000000005,10.909999999999966,0.0,0.0,0.0
INTS6,6.239999999999998,0.0,0.0,0.0,0.0,0.0
ZCCHC5,0.0,0.0,0.0,0.0,0.0,0.0
SMC3,0.0,88.45000000000006,10.860000000000017,0.0,81.18000000000015,0.0
MIR320C2,0.0,0.0,0.0,0.0,0.0,0.0
ZNF702P,0.0,0.6400000000000006,0.0,0.0,0.0,0.0
C6orf123,0.0,1.3800000000000012,27.900000000000084,0.0,18.030000000000058,20.000000000000075
GSS,4.150000000000002,93.07000000000019,48.33999999999996,0.0,0.0,0.0
SIX5,0.0,0.0,0.0,0.0,0.0,0.0
NT5M,0.0,0.0,0.0,0.0,0.0,0.0
LOC283914,0.0,1.2599999999999967,0.0,20.060000000000052,0.0,0.0
TAF5,0.0,2.2199999999999953,0.0,0.0,0.0,0.0
KCNA1,0.0,0.0,0.0,0.0,0.0,0.0
ANLN,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-6,0.0,0.0,0.0,0.0,0.0,0.0
LOC286370,0.0,0.0,0.0,0.0,0.0,0.0
SSTR2,0.0,0.7400000000000029,0.0,4.520000000000004,0.0,30.02999999999996
LYPD4,0.0,0.0,0.0,0.0,0.0,0.0
EPHX3,0.0,0.0,0.0,0.0,0.0,0.0
ZNF32-AS3,0.0,0.0,0.0,0.0,0.0,0.0
PNMA6A,0.0,0.0,0.0,0.0,0.0,0.0
CHRNA5,0.0,2.2599999999999953,0.0,5.550000000000002,0.0,27.72999999999994
DLX2,0.0,0.0,0.0,0.0,0.0,0.0
ALDH3A2,0.0,11.930000000000053,12.090000000000035,0.0,0.0,0.0
SPATA31A2,0.0,0.0,0.0,0.0,0.0,0.0
OXLD1,0.0,63.42999999999976,0.0,190.25999999999965,0.0,0.0
LINC00208,0.0,0.0,0.0,0.0,0.0,0.0
LOC649330,0.0,0.0,0.0,0.0,0.0,0.0
CLEC1B,0.0,0.0,0.0,0.0,0.0,0.0
LEPREL2,0.0,0.0,0.0,0.0,0.0,0.0
FOXJ1,0.0,0.0,0.0,0.0,0.0,0.0
OR1D4,0.0,0.0,0.0,0.0,0.0,0.0
SLC27A3,61.390000000000065,0.0,0.0,0.0,0.0,0.0
PPIL4,0.0,0.0,17.8900000000001,0.0,0.0,35.12999999999998
MTRR,43.20999999999998,0.0,54.919999999999774,0.0,25.57999999999993,0.0
NAALADL2-AS3,0.0,0.0,0.0,0.0,0.0,0.0
HTR7,0.0,0.0,0.0,0.0,0.0,0.0
MIB2,0.0,32.83000000000015,0.0,0.0,9.519999999999998,0.0
LINC00608,0.0,0.0,0.0,0.0,0.0,0.0
BHMT,0.0,0.0,0.0,0.0,0.0,0.0
A2ML1,1.0099999999999998,0.750000000000004,0.0,0.0,0.0,0.0
C10orf120,0.0,0.0,0.0,0.0,0.0,0.0
MSMB,0.0,0.0,0.0,0.0,0.0,0.0
MIR302A,0.0,0.0,0.0,0.0,0.0,0.0
TRUB2,0.0,162.7500000000005,0.0,0.0,611.9400000000016,0.0
PRAMEF15,0.0,0.0,0.0,0.0,0.0,0.0
LINC00656,0.0,0.0,0.0,0.0,0.0,0.0
ZNF280C,0.0,1.9500000000000006,11.609999999999992,0.0,6.870000000000003,41.889999999999944
PF4,0.0,0.0,0.0,0.0,0.0,0.0
LOC400620,0.0,0.0,0.0,0.0,0.0,0.0
IPO4,0.0,0.0,0.0,0.0,0.0,0.0
GOLGA6L10,0.0,0.0,0.0,0.0,0.0,0.0
FIGF,0.0,0.0,0.0,0.0,0.0,0.0
QDPR,81.8600000000002,99.91999999999975,0.0,238.99000000000044,0.0,0.0
ZNF598,0.0,0.10999999999999899,0.0,0.0,0.0,0.0
MAPK12,0.0,8.030000000000006,0.0,0.0,0.0,0.0
BOP1,119.99999999999977,28.609999999999975,0.0,0.0,0.0,0.0
POLR1E,0.0,36.210000000000086,0.0,0.0,0.0,144.62000000000012
SLC38A10,64.63999999999992,35.439999999999834,31.180000000000074,0.0,0.0,29.010000000000137
INSRR,0.0,0.0,0.0,0.0,0.0,0.0
CXXC11,0.0,0.0,0.0,0.0,0.0,0.0
SIPA1,0.0,13.05999999999992,12.809999999999992,0.0,0.0,0.0
METTL20,0.0,0.5499999999999994,21.870000000000086,0.0,13.459999999999974,137.21000000000035
ULK4,0.0,0.0,0.0,0.0,0.0,0.0
BTN3A1,9.399999999999999,32.7599999999999,26.130000000000088,128.0800000000002,0.0,182.0699999999994
PGA4,0.0,0.0,0.0,0.0,0.0,0.0
DLEU2L,0.0,0.0,0.0,0.0,0.0,0.0
MIR34B,0.0,0.0,0.0,0.0,0.0,0.0
FABP5,154.45000000000033,464.5399999999986,0.0,0.0,0.0,0.0
UGT1A10,0.0,0.0,0.0,0.0,0.0,0.0
KBTBD3,0.0,1.429999999999998,0.0,0.0,0.0,0.0
SORT1,0.0,2.6900000000000013,12.640000000000073,0.0,0.0,0.0
MIR5696,0.0,0.0,0.0,0.0,0.0,0.0
PLIN2,230.77999999999915,0.0,22.769999999999936,0.0,307.9199999999994,0.0
YWHAQ,468.49000000000103,281.19999999999953,126.39000000000007,0.0,25.949999999999925,0.0
LRIT1,0.0,0.0,0.0,0.0,0.0,0.0
KIAA1704,0.0,0.0,0.0,0.0,0.0,0.0
SPPL3,0.0,0.0,10.819999999999999,3.240000000000003,0.0,0.0
MEIS2,0.0,0.0,0.0,0.0,0.0,0.0
ENOSF1,0.0,1.849999999999996,16.619999999999916,0.0,6.670000000000003,0.0
TMEM120B,0.0,3.140000000000003,16.58999999999999,7.1999999999999975,12.619999999999948,0.0
PCDH7,0.0,0.7300000000000018,0.0,0.0,0.0,0.0
ZNF75A,0.0,0.0,0.0,0.0,0.0,0.0
RPLP1,6021.320000000022,11533.99999999972,1773.9999999999975,7282.750000000007,8120.999999999999,10534.030000000164
FZD9,0.0,0.0,0.0,0.0,0.0,0.0
MIR4647,0.0,0.0,0.0,0.0,0.0,1455.9700000000007
P4HA3,0.0,0.0,0.0,0.0,0.0,0.0
NKX6-1,0.0,0.0,0.0,0.0,0.0,0.0
IFT140,0.0,0.0,0.0,0.0,0.0,0.0
ALCAM,0.0,0.0,0.0,0.0,0.0,0.0
ABHD2,2.629999999999999,0.970000000000002,62.67000000000025,0.0,0.0,0.0
DENND1A,0.0,0.0,0.0,0.0,0.0,0.0
QPRT,5.470000000000004,1.0200000000000031,181.41999999999973,0.0,0.0,0.0
LINC00837,0.0,0.0,0.0,0.0,0.0,0.0
TRAM1,317.5999999999993,52.310000000000144,43.56999999999991,0.0,486.5200000000001,0.0
P2RX5-TAX1BP3,1.8700000000000028,12.94999999999995,0.0,0.0,28.820000000000093,60.71000000000016
KGFLP2,0.0,1.5900000000000025,8.71,0.0,0.0,0.0
UBXN4,132.61999999999966,57.719999999999764,33.390000000000136,155.27000000000012,131.71000000000004,44.170000000000165
