gene,B.cells,monocytic.lineage,CD4.T.cells,CD8.T.cells
OR2T8,7.6332,6.7388,4.24,3.9861400000000002
OR2V1,27.884,28.886,5.05,4.6258
OR2V2,21.6749,23.3693,5.29,4.44669
OR2W1,7.007999999999999,8.4482,4.04,3.8379999999999996
OR2W3,25.364533333333338,24.792366666666666,5.503333333333333,5.07885
OR2W5,17.0514,18.2811,5.28,4.36409
OR2Y1,12.8997,12.2098,4.64,4.78517
OR2Z1,48.5199,52.7389,6.08,5.82229
OR3A1,9.8236,12.5108,4.02,5.19388
OR3A3,37.9293,40.4893,5.68,5.32762
OR3A4P,24.6554,24.518,5.18,4.91305
OR4A13P,4.3834,5.43,3.31,3.6701699999999997
OR4A15,9.4974,8.5415,3.31,3.5545199999999997
OR4A16,7.9209,6.2796,3.26,3.3929199999999997
OR4A47,5.3938,4.6428,3.31,3.40423
OR4A4P,4.7549,3.5333,3.69,3.57157
OR4A5,13.0645,19.2935,4.64,3.91331
OR4B1,16.9441,18.3046,4.57,3.93401
OR4C11,7.3002,7.8445,3.56,3.3726599999999998
OR4C12,3.8933,4.7992,3.43,3.1427099999999997
OR4C13,19.3805,21.4423,4.12,4.95161
OR4C15,6.604,6.5962,3.9,3.7350199999999996
OR4C16,6.1345,4.7701,3.95,3.96525
OR4C3,10.0098,12.7631,4.12,3.93519
OR4C46,11.253599999999999,15.521550000000001,4.38,4.5298
OR4C4P,7.709,8.0506,3.9,3.03976
OR4C5,9.5401,11.5551,3.62,3.58028
OR4C50P,8.24,5.928,3.44,3.42409
OR4C6,21.8744,15.9497,5.03,4.4627300000000005
OR4C9P,18.8914,17.3045,4.13,4.49822
OR4D1,15.4892,16.8414,4.57,4.18392
OR4D10,21.32355,26.176050000000004,5.0600000000000005,5.31878
OR4D11,12.1037,14.247,4.22,4.1702900000000005
OR4D2,8.2119,8.4061,3.64,3.52334
OR4D5,23.0837,22.3533,5.77,5.22328
OR4D6,14.4957,14.5747,5.24,4.36735
OR4D9,8.7871,5.5932,3.53,3.32398
OR4E2,8.4834,6.6041,4.92,4.4969
OR4F13P,17.7604,13.749,4.84,3.59625
OR4F15,7.6298,11.5101,3.66,3.5719800000000004
OR4F29,17.87465,14.5191,4.295,5.853292499999999
OR4F4,5.3339,5.6268,3.49,4.85114
OR4F6,12.3449,12.2715,4.01,4.28983
OR4H12P,7.8222,5.7437,3.09,4.03338
OR4K1,10.4132,6.7395,4.18,3.5266599999999997
OR4K11P,11.7937,15.5044,4.25,4.76116
OR4K13,7.7845,7.4061,4.26,4.05419
OR4K14,12.4678,15.2953,4.42,4.77744
OR4K15,10.805,8.7905,3.46,3.64784
OR4K17,13.1344,10.8944,4.35,4.10058
OR4K2,9.1484,7.9334,3.76,4.16723
OR4K5,5.4255,4.6576,3.69,3.8081
OR4L1,8.2296,8.0231,3.88,3.94844
OR4M2,10.28655,10.7652,4.645,3.79275
OR4N2,16.3593,14.3462,4.41,4.40477
OR4N3P,5.7509,6.2432,3.11,3.5051400000000004
OR4N4,6.0962,8.389,4.15,3.1443
OR4N5,11.1022,11.5053,4.38,4.1589
OR4P4,7.6068,8.0755,3.15,3.72591
OR4Q2,22.6906,20.5686,4.83,4.36625
OR4Q3,16.0875,11.6483,4.01,3.57111
OR4S1,6.8151,7.3552,4.59,3.9673199999999995
OR4S2,7.5052,6.6413,3.96,3.5693599999999996
OR4X1,15.7602,17.8488,4.56,4.30331
OR4X2,8.4064,10.0412,4.76,3.81015
OR51A2,8.4395,8.2488,3.53,3.68163
OR51A4,29.0918,22.7308,5.2,4.33979
OR51A7,9.6599,9.8893,4.11,3.3879
OR51B2,32.9931,28.0684,5.72,5.22923
OR51B4,12.5382,11.995999999999999,4.62,3.97624
OR51B5,21.0013,17.7134,5.38,4.18511
OR51B6,12.2669,11.4744,3.87,4.08933
OR51D1,27.0411,28.5468,4.91,4.2278199999999995
OR51E1,22.2134,24.6274,3.99,4.46515
OR51E2,10.934000000000001,14.2699,4.31,5.11152
OR51F1,9.5882,9.4735,4.59,4.105980000000001
OR51F2,17.6225,23.0305,4.73,4.60573
OR51G1,14.3086,11.7738,4.19,4.46309
OR51G2,17.5125,14.665999999999999,4.67,4.5319
OR51H1P,19.8939,16.616,5.15,4.60369
OR51I1,20.8239,21.2531,5.47,5.23639
OR51I2,12.8186,17.451,4.65,4.37648
OR51J1,8.1546,6.391,4.36,3.50805
OR51L1,10.6978,13.5416,3.82,3.7524800000000003
OR51M1,11.8075,8.7232,4.51,4.31248
OR51Q1,5.9856,7.481,4.48,4.72696
OR51S1,47.4967,55.8648,6.26,5.67086
OR51T1,9.8022,11.405999999999999,3.54,3.8272199999999996
OR51V1,26.0087,28.5763,4.58,4.37448
OR52A1,8.7937,9.1699,4.09,3.78917
OR52A4,12.1776,12.6918,4.4,4.082319999999999
OR52A5,2.8728,2.9778,3.32,3.06547
OR52B2,21.8895,19.432000000000002,5.52,4.07528
OR52B4,20.5703,21.7939,5.31,4.90963
OR52B6,20.4521,17.9762,5.83,4.35543
OR52D1,15.6297,18.8107,5.11,4.33718
OR52E2,8.8777,7.3929,4.76,4.15179
OR52E4,8.4771,8.1734,3.81,3.9114
OR52E6,7.5862,6.4875,3.64,3.28632
OR52E8,12.283,15.8483,4.71,4.12806
OR52H1,19.9549,15.6262,5.96,5.22473
OR52I1,10.8393,11.0594,4.68,4.30464
OR52I2,5.3044,5.6128,3.52,3.36689
OR52J3,13.7987,14.4826,4.66,4.04134
OR52K1,16.311,14.5217,4.06,4.02884
OR52K2,4.2453,4.247,3.81,4.1353
OR52K3P,10.2269,18.4258,4.32,4.47635
OR52L1,14.795,16.5131,4.65,4.1902099999999995
OR52L2P,9.6079,7.1681,3.73,4.08783
OR52M1,30.5039,30.5797,5.88,5.58637
OR52N1,11.6511,11.7516,4.26,3.9107300000000005
OR52N2,24.244,22.1621,4.94,4.81913
OR52N3P,7.6826,8.389,4.24,5.26826
OR52N4,65.7942,20.8857,3.46,7.59013
OR52N5,17.5396,16.836,4.09,4.72546
OR52R1,16.1218,21.3301,5.28,4.07831
OR52W1,26.447,24.9254,5.43,4.89355
OR56A1,19.6259,14.2221,5.21,4.40749
OR56A3,24.487,26.3461,5.93,4.7021
OR56A4,14.4398,15.8043,4.31,4.40636
OR56A5,11.0369,10.8452,4.32,3.8363199999999997
OR56B1,49.3249,27.2239,4.55,7.21926
OR56B4,13.1046,9.1261,4.77,3.9502300000000004
OR5A1,24.7916,25.6137,5.37,4.97982
OR5A2,20.6223,18.3896,4.2,4.369
OR5AC2,4.8758,4.3192,3.53,3.31599
OR5AK2,7.7105,7.5415,3.97,4.12705
OR5AK3P,5.6247,4.988,3.77,3.36155
OR5AN1,15.0332,12.7375,4.62,3.4908099999999997
OR5AP2,13.9649,10.5318,4.53,3.8344199999999997
OR5AR1,21.329,21.5602,4.71,4.8032699999999995
OR5AS1,10.2183,9.5972,3.58,4.01694
OR5AU1,19.6439,28.8197,5.59,4.780819999999999
OR5B12,9.6772,7.7135,4.27,4.06761
OR5B17,13.0995,16.355,4.24,4.0616699999999994
OR5B2,4.7161,6.2886,3.48,3.2189400000000004
OR5B21,42.8603,35.3727,4.63,6.011019999999999
OR5B3,10.0931,13.3251,4.1,3.97606
OR5C1,58.9979,62.8166,5.99,5.96482
OR5D13,4.0639,4.2555,3.06,3.19538
OR5D14,5.2415,5.2713,3.87,3.7907699999999998
OR5D16,13.1488,9.8538,4.6,4.72198
OR5D18,14.3605,13.5227,5.21,4.69073
OR5D3P,4.1377,5.9969,3.82,3.53795
OR5E1P,12.6703,15.2668,3.85,4.19265
OR5F1,13.08,8.5451,4.39,4.65404
OR5H1,5.8506,5.3248,2.97,3.46034
OR5H14,4.8676,4.0644,2.82,3.1646799999999997
OR5H15,5.7206,5.8548,3.05,3.52354
OR5H2,7.1582,5.769,3.35,3.2707599999999997
OR5H6,4.5068,5.4738,3.44,3.22624
OR5I1,15.71,15.6225,5.15,4.56412
OR5J2,6.7509,6.7794,3.87,4.0507
OR5K1,2.7374,2.3791,2.92,2.58562
OR5K2,2.9548,3.7296,3.05,3.26072
OR5K3,13.2181,12.8988,4.06,4.91593
OR5K4,6.4044,7.3743,3.43,3.3731800000000005
OR5L1,6.9995,7.0915,4.18,3.5871800000000005
OR5L2,7.2644,7.9707,4.0,3.47566
OR5M1,5.9962,5.4837,3.24,3.01261
OR5M10,15.5434,15.9656,4.41,3.6824
OR5M11,11.5263,13.3184,4.5,3.43581
OR5M3,6.91955,13.57015,3.31,4.02369
OR5M8,15.4349,14.2049,4.62,4.73802
OR5M9,13.0325,12.3817,4.45,4.22864
OR5P2,7.2011,8.123,3.74,3.4498800000000003
OR5P3,8.2588,8.6931,3.29,2.9666900000000003
OR5R1,12.1614,12.9364,4.91,4.74224
OR5T1,3.2901,2.9909,3.08,2.90023
OR5T2,9.7552,8.809,4.65,3.63196
OR5T3,5.3863,5.0403,3.15,3.21483
OR5V1,4.6624,4.1263,3.37,2.8829599999999997
OR5W2,11.5521,10.3096,4.06,3.7050699999999996
OR6A2,6.3805,5.1758,3.24,2.9916
OR6B1,24.0359,23.6734,5.25,4.61205
OR6B2,9.4222,16.1146,4.26,3.81854
OR6B3,6.6186,6.2931,4.74,3.67516
OR6C1,3.3382,3.4818,3.28,3.07836
OR6C2,8.3633,6.0394,3.05,2.94671
OR6C3,10.825,10.2713,4.41,3.8909300000000004
OR6C4,8.392999999999999,6.2961,3.55,3.30609
OR6C6,6.7292,6.5528,3.5,3.58773
OR6C65,5.8361,6.1197,4.22,3.73795
OR6C68,5.2649,4.3122,3.04,2.96476
OR6C70,2.3678,2.3642,2.77,2.91687
OR6C74,8.454,9.572000000000001,4.4,3.75155
OR6C75,7.1593,8.6155,4.33,3.7627
OR6C76,6.1362,7.4883,3.79,3.98715
OR6F1,23.9738,21.5371,5.42,4.41835
OR6K2,15.9434,13.4432,4.33,4.2874300000000005
OR6K3,5.2768,4.1724,3.32,3.9099699999999995
OR6K6,15.5318,14.3179,3.94,4.11501
OR6M1,7.069,6.9288,3.47,3.2490099999999997
OR6N1,11.2628,9.5859,4.3,3.9532199999999995
OR6N2,21.2217,17.6579,4.95,4.49605
OR6P1,19.0739,19.7909,4.8,4.41531
OR6Q1,17.937,22.976,4.73,4.4329
OR6S1,10.2506,12.0779,4.58,3.93321
OR6T1,22.1086,19.0912,4.58,4.58081
OR6V1,29.4938,36.1209,5.94,5.55507
OR6W1P,8.0514,9.2308,4.41,4.155530000000001
OR6X1,12.0295,15.7326,4.34,4.37702
OR6Y1,22.2004,20.8054,5.45,4.6165
OR7A10,5.4139,6.1061,3.29,2.9350400000000003
OR7A17,10.4632,12.8704,4.35,4.23757
OR7A5,3.3398,3.3571,3.51,3.22582
OR7C1,14.0597,11.4738,4.51,3.92996
OR7C2,24.3315,30.6005,4.9,4.56765
OR7D2,34.8987,23.8532,4.78,4.52339
OR7D4,38.946999999999996,47.435,6.05,5.7461400000000005
OR7E106P,987.9803,769.4413,7.4,10.0011
OR7E125P,76.631975,79.034525,6.675,6.824389999999999
OR7E13P,5.0851,4.6647,4.54,3.66595
OR7E140P,135.7463,106.3606,7.54,8.222760000000001
OR7E14P,626.5499,492.6326,7.55,9.36003
OR7E161P,72.6365,65.3294,7.02,7.42934
OR7E18P,7.1012,7.7412,3.76,3.36386
OR7E19P,22.691,25.2565,5.09,4.92502
OR7E24,13.6233,9.7082,4.75,4.06741
OR7E31P,995.3622,771.3087,7.35,10.0153
OR7E35P,55.7152,58.6202,5.7,5.90319
OR7E37P,1114.0750142857144,865.2714857142857,7.3257142857142865,10.308314285714287
OR7E4P,4.2216,4.3180000000000005,4.06,3.3100300000000002
OR7E5P,326.756,322.3185,7.6,9.50107
OR7E87P,46.9901,55.1068,6.46,5.6532800000000005
OR7E8P,10.1441,7.2325,3.25,3.19842
OR7E91P,29.7242,27.1791,3.89,5.31703
OR7G1,16.9077,11.0636,4.81,4.13079
OR7G2,14.1657,10.4189,3.95,3.95114
OR7G3,15.4851,17.1592,5.37,4.63414
OR8A1,17.2666,15.4501,4.26,4.26207
OR8B12,18.0367,16.857,4.69,4.3185400000000005
OR8B3,7.1035,5.3721499999999995,3.3,3.71499
OR8B4,5.1762,6.2117,3.51,3.5917800000000004
OR8B8,10.3333,10.6362,4.4,4.04672
OR8D1,8.3297,9.4184,3.78,3.38311
OR8D2,8.4351,7.8404,4.74,4.24817
OR8D4,8.877,12.27,3.64,3.4627800000000004
OR8G2,7.074,5.3417,3.31,3.1002400000000003
OR8G5,8.7905,7.1734,4.01,4.1672400000000005
OR8H1,4.7603,3.8268,3.41,3.6866
OR8H2,7.3199,7.6408,3.21,3.7436599999999998
OR8H3,9.5055,7.2071,3.31,3.28721
OR8I2,8.4406,8.5415,4.35,3.8253
OR8J1,3.2969999999999997,4.2495,3.08,3.1989900000000002
OR8J3,4.6834,6.6626,3.16,3.04949
OR8K1,6.7436,5.2931,3.42,3.69582
OR8K3,8.0312,11.3848,3.59,3.78232
OR8K5,4.8151,6.4782,3.35,3.31618
OR8S1,29.3466,27.8631,5.35,4.4875
OR8U1,10.578,13.3441,4.57,4.08614
OR9A2,7.8651,11.2616,3.48,3.6237199999999996
OR9A4,11.1931,11.9918,4.02,3.36473
OR9G1,15.4845,13.8631,4.18,3.96673
OR9G4,13.2943,10.7105,4.86,4.271719999999999
OR9H1P,12.6409,13.9899,4.64,4.78584
OR9I1,8.3298,8.6428,3.19,3.80899
OR9K2,10.8811,12.0951,4.07,4.02433
OR9Q1,8.6115,9.1087,3.79,4.39877
OR9Q2,20.1842,24.0667,5.49,4.83637
ORAI1,454.7413,413.4268,6.37,8.88145
ORAI2,816.9088,418.9874,5.07,9.10145
ORAI3,548.3094,457.8487,7.14,8.211260000000001
ORAOV1,94.1812,86.4096,6.1,6.62162
ORC1,539.4259999999999,228.3625,4.76,6.27693
ORC2,420.0814,248.0184,8.54,8.76182
ORC3,659.0475,423.0537,7.22,8.15097
ORC4,228.798,135.8123,7.13,7.988989999999999
ORC5,464.3212,338.4513,7.82,8.41153
ORC6,339.9916,93.2485,5.53,6.55187
ORM1,14.321,15.812000000000001,7.91,3.3132699999999997
ORM2,28.1166,17.4042,3.87,5.44931
ORMDL1,291.4112,283.3513,9.4,9.02772
ORMDL2,1106.5681,1489.2192,8.06,10.2938
ORMDL3,181.5152,169.6537,7.2,8.62427
OS9,999.7936,1859.8893,7.69,9.82737
OSBP,576.8809,526.1017,7.35,9.056280000000001
OSBP2,47.0034,76.3184,5.63,5.58127
OSBPL10,715.6254,134.0085,5.12,5.04861
OSBPL11,439.0052,470.7028,6.99,7.36278
OSBPL1A,56.5135,143.9056,5.85,5.6636
OSBPL2,168.8383,206.0426,7.94,7.773560000000001
OSBPL3,272.4658,234.4232,7.42,8.74799
OSBPL5,37.4112,107.4723,4.89,7.1567300000000005
OSBPL6,17.8837,25.3924,4.07,4.652
OSBPL7,232.3707,137.8528,6.69,8.08799
OSBPL8,940.4036,724.9274,9.47,9.84918
OSBPL9,1065.3289,762.9094,8.52,9.75859
OSCAR,56.707,285.0913,5.64,5.2156400000000005
OSCP1,29.6152,29.4737,5.41,5.096019999999999
OSER1,201.0872,158.8131,9.29,8.23403
OSGEP,300.4851,203.0339,6.74,7.092289999999999
OSGEPL1,163.2071,110.9952,7.99,7.305219999999999
OSGIN1,66.1184,116.4904,6.44,6.72617
OSGIN2,231.8408,336.9786,7.15,7.4965399999999995
OSM,37.6111,161.3887,6.1,7.21658
OSMR,10.7893,10.0362,3.64,3.76345
OSR1,23.531999999999996,27.5798,5.67,4.98193
OSR2,17.7709,18.9903,5.39,5.4759
OSTC,1126.2206,1139.2214,8.8,10.6474
OSTCP1,9.8822,14.1779,4.95,3.96673
OSTF1,1046.9056,1231.6784,9.5,9.66747
OSTM1,93.949,232.872,6.53,7.873760000000001
OSTN,8.7571,10.1607,3.89,3.78399
OTC,8.6676,10.5838,3.32,3.62465
OTOA,24.9896,26.4778,5.4,4.8445800000000006
OTOF,20.26,25.8361,4.68,4.96892
OTOG,17.2879,19.6688,5.49,4.93647
OTOGL,3.8044,3.4633,3.19,3.39928
OTOL1,10.8486,10.9596,4.83,4.9053
OTOP1,23.1208,22.3775,4.71,3.73242
OTOP2,30.6222,33.8446,5.53,6.1447400000000005
OTOP3,20.9616,21.8233,5.55,5.20602
OTOR,9.8142,9.0975,4.07,4.20977
OTOS,138.0274,137.8209,7.09,6.90775
OTP,6.131,7.2821,5.05,5.1154
OTUB1,1766.7351,1512.141,6.8,10.6855
OTUB2,55.1411,95.1405,5.72,5.75128
OTUD1,725.0683,861.1235,8.76,8.03055
OTUD3,73.4624,65.596,7.24,6.6707
OTUD4,304.7598,530.7117,5.92,9.19058
OTUD5,428.6885,365.3825,7.25,8.42951
OTUD6A,32.4296,34.3394,5.06,5.281619999999999
OTUD6B,553.8289,472.3732,7.92,9.45312
OTUD7A,58.1243,48.5556,5.99,6.26998
OTUD7B,44.0403,51.6975,4.86,6.013780000000001
OTULIN,531.6197,374.1097,7.96,8.8635
OTX1,28.7759,28.2074,6.78,5.50392
OTX2,29.8491,28.255,5.39,4.08933
OVCA2,252.3387,233.2461,6.43,7.66706
OVCH1,17.6484,13.4189,4.48,4.54289
OVCH2,9.8167,7.5475,4.23,4.1336900000000005
OVGP1,30.0138,24.9353,5.34,6.22691
OVOL1,32.7894,64.0352,5.59,5.5621
OVOL2,33.6344,32.9284,5.69,4.48684
OVOL3,30.6266,30.2748,5.78,5.25759
OVOS2,9.7495,9.0979,5.1,4.01872
OXA1L,4087.0314,3310.0394,8.8,12.222999999999999
OXCT1,672.8131,332.7744,7.84,8.56379
OXCT2,43.5555,37.366,5.82,5.731745
OXER1,254.1523,425.4082,6.12,6.39269
OXGR1,11.7344,12.01,4.18,4.64685
OXLD1,324.3811,298.1106,7.63,8.252089999999999
OXNAD1,357.70300000000003,431.5976,10.32,9.63031
OXR1,125.2828,134.7358,6.53,7.71166
OXSM,183.5346,112.0158,5.5,7.25237
OXSR1,1011.9696,957.3797,7.79,9.726180000000001
OXT,72.7843,77.9214,6.84,7.38507
OXTR,71.9152,55.5947,5.21,5.52194
P2RX1,194.0908,177.0593,5.34,5.40886
P2RX2,51.8627,52.6673,5.58,5.54996
P2RX3,32.3704,38.2734,5.36,5.07376
P2RX4,239.8445,1065.6359,6.19,8.317910000000001
P2RX5,1452.1482,621.5686,5.58,8.44564
P2RX6,21.0086,25.4377,5.66,5.1637699999999995
P2RX7,131.8064,1492.7861,5.41,6.58305
P2RY1,38.8328,31.851,5.74,3.71714
P2RY10,1496.0372,633.5585,9.24,9.932319999999999
P2RY11,163.8939,145.0473,6.52,7.11304
P2RY12,15.6394,52.4867,4.11,3.21647
P2RY13,25.6401,686.2975,3.75,3.71633
P2RY14,284.8374,355.3385,4.97,4.96612
P2RY2,40.6035,149.9085,5.29,5.339580000000001
P2RY4,18.8231,24.8104,5.66,5.79511
P2RY6,60.278999999999996,363.3674,5.41,5.2122
P2RY8,1132.547,322.9869,6.18,10.1002
P4HA1,220.3436,411.4603,7.39,7.181589999999999
P4HA2,37.1656,89.54759999999999,5.505,5.528605
P4HA3,25.840999999999998,29.148000000000003,5.71,5.084169999999999
P4HB,1596.60515,2466.29115,6.98,11.1221
P4HTM,171.715,196.2209,6.01,8.22818
PA2G4,3682.2275,3019.6655,10.48,11.6608
PAAF1,281.8939,139.4616,7.54,6.358230000000001
PABPC1,4481.8481,3668.1878,11.66,12.5757
PABPC1L,134.5799,83.7313,6.74,6.9203399999999995
PABPC1L2A,42.75135,42.77015,6.005,5.3922550000000005
PABPC1P2,39.288000000000004,26.7012,4.25,5.68687
PABPC3,331.9308,262.0074,6.21,8.88411
PABPC4,913.2689999999999,685.1444,8.02,9.47262
PABPC5,14.9214,18.991,4.44,4.41626
PABPN1,2459.5087,2127.6064,10.62,11.144
PACRG,20.9435,16.0129,5.15,4.815169999999999
PACRGL,180.0279,187.4033,6.31,7.88668
PACS1,954.6439999999999,723.9357,7.79,9.70769
PACS2,109.4914,171.92385,6.175000000000001,7.371605000000001
PACSIN1,58.11600000000001,61.3897,6.48,6.12676
PACSIN2,550.7076,1087.5546,6.2,7.45459
PACSIN3,63.2609,80.7539,6.16,6.23388
PADI1,19.5235,18.8569,5.32,4.72206
PADI2,35.5643,53.8651,5.33,5.5695
PADI3,36.292,34.1418,5.64,5.5936900000000005
PADI4,35.8709,28.5946,5.1,5.11629
PADI6,18.1736,20.633000000000003,5.45,4.64243
PAEP,26.8948,34.7988,6.45,4.78456
PAF1,388.81199999999995,284.3033,7.97,8.61094
PAFAH1B1,710.7601,729.3086,9.92,9.72649
PAFAH1B2,957.2993,983.5967,6.6,9.327580000000001
PAFAH1B3,686.5507,575.264,6.76,9.54027
PAFAH2,169.0285,259.7933,6.2,7.42731
PAG1,425.5103,515.2697,7.96,11.3311
PAGE1,7.0457,7.2053,4.51,4.08591
PAGE2,4.8964,6.0075,4.34,3.47044
PAGE2B,23.2388,19.8008,5.3,4.8445800000000006
PAGE3,8.1498,7.5817,4.07,3.00464
PAGE4,5.6627,6.1939,4.19,3.51499
PAGE5,47.3286,40.2325,5.78,4.75841
PAGR1,294.8375,210.5782,6.74,8.08044
PAH,19.8812,15.6178,4.59,4.15241
PAICS,1016.5408,573.6296,6.42,7.541180000000001
PAIP1,269.0466,277.87,8.16,7.956580000000001
PAIP2,2053.1821,1638.7142,10.58,11.4287
PAIP2B,89.8055,34.6954,5.66,5.10893
PAK1,721.4601,1111.0692,6.36,8.546510000000001
PAK1IP1,460.6626,446.4376,6.94,9.17959
PAK2,809.145,1143.5394,8.93,9.778739999999999
PAK3,27.7067,28.4606,4.63,4.42955
PAK4,143.4635,169.2939,6.61,6.87847
PAK6,31.8046,27.9019,5.61,5.60785
PAK7,20.0805,18.6833,5.3,4.05489
PALB2,515.9445,390.8199,7.25,8.3299
PALD1,88.1123,33.5101,5.51,5.60384
PALLD,23.1804,147.3887,4.21,3.78139
PALM,72.3264,67.587,7.18,6.46282
PALM3,50.1449,61.3801,6.88,6.74821
PALMD,13.4593,14.1048,4.14,3.9052
PAM,87.2832,91.1401,6.05,6.01537
PAMR1,11.5953,9.9903,4.39,4.65479
PAN2,577.3597,308.1299,6.76,9.202589999999999
PAN3,1031.7192,765.8972,9.47,9.7862
PANK1,82.10700000000001,61.5203,6.16,5.26826
PANK2,411.3273,283.5897,8.19,7.88852
PANK3,455.5202,423.3178,7.04,9.45968
PANK4,169.6091,189.3771,6.36,8.21225
PANX1,292.0358,463.0308,6.88,7.80439
PANX2,87.1778,114.7956,6.46,6.969860000000001
PANX3,22.8251,25.6555,4.5,4.74948
PAOX,183.9312,130.7658,6.81,6.907780000000001
PAPD4,1370.6575,1204.5063,9.32,9.95936
PAPD5,430.9513,409.9435,8.58,9.33939
PAPD7,498.3817,479.1926,7.38,9.17473
PAPL,21.0713,23.7374,5.21,4.9722
PAPLN,53.0793,85.9772,5.62,5.75903
PAPOLA,2250.9707,1836.4802,10.31,11.152999999999999
PAPOLB,8.8128,14.2387,4.42,4.37376
PAPOLG,563.5047,518.1888,8.78,9.861360000000001
PAPPA,15.9632,13.9626,4.89,4.84312
PAPPA-AS1,18.9332,10.59,4.55,5.3409699999999996
PAPPA2,16.4214,19.5027,4.94,4.461790000000001
PAPSS1,337.7975,926.4944,6.41,6.65257
PAPSS2,25.864,220.1512,4.77,4.87974
PAQR3,32.6392,29.6447,5.55,7.11424
PAQR4,395.8521,337.4172,6.5,7.686039999999999
PAQR5,11.2412,47.1852,4.75,4.3541300000000005
PAQR6,58.4398,72.4733,6.73,6.55054
PAQR7,28.8217,24.3406,4.4,4.40888
PAQR8,145.0724,186.2178,7.71,7.37845
PAQR9,17.4549,22.3985,5.77,4.79379
PARD3,21.436,16.6727,4.38,4.48775
PARD3B,16.0785,21.9562,5.39,5.17335
PARD6A,133.2631,88.6051,6.05,7.23102
PARD6B,139.1693,116.2312,7.73,7.5796600000000005
PARD6G,15.5885,16.9409,4.06,3.96487
PARG,105.0875,94.5968,7.49,8.06063
PARK2,20.5298,17.3607,4.13,5.23482
PARK7,1394.0959,1240.6096,10.37,10.1106
PARL,184.3686,192.7008,8.4,7.77491
PARM1,353.3769,328.3329,4.74,4.148569999999999
PARN,1265.1492,865.1997,9.26,9.66804
PARP1,1784.6376,850.6989,7.7,9.97659
PARP10,165.1867,159.7639,6.45,7.7251199999999995
PARP11,211.207,139.5006,7.92,7.801639999999999
PARP12,1118.3465,1682.0694,6.97,10.2707
PARP14,1085.7897,885.1773,8.09,9.515410000000001
PARP15,1083.4867,171.9174,8.47,9.40928
PARP16,604.2702,344.0096,6.25,8.76008
PARP2,623.9728,315.4838,7.58,8.34257
PARP3,694.8255,466.1261,5.98,8.9426
PARP4,1261.3981,1564.757,8.69,10.3225
PARP6,625.4355,930.8973,8.08,9.97301
PARP8,482.3969,479.8262,10.02,10.8022
PARP9,1002.6323,716.3671,6.98,10.011000000000001
PARPBP,202.3444,63.7285,3.47,5.73298
PARS2,236.736,217.6914,7.04,8.46918
PART1,7.7001,7.1754,3.63,3.8039699999999996
PARVA,17.7468,16.5986,5.04,4.55994
PARVB,572.2223,935.7095,5.84,6.918139999999999
PARVG,1205.9164,1016.6369,6.69,10.3363
PASD1,8.0105,9.0461,3.89,3.5925199999999995
PASK,282.8634,186.8029,6.1,7.310739999999999
PATE1,13.2897,10.8849,5.12,4.4735
PATE2,10.1099,10.5343,4.09,4.42846
PATL1,1497.0096,2174.8346,9.2,10.2795
PATL2,224.53,93.3917,6.77,6.765569999999999
PATZ1,318.7023,207.85299999999998,6.63,8.94337
PAWR,444.5602,48.398999999999994,6.48,5.10714
PAX1,33.335,33.0831,5.69,5.06201
PAX2,56.4395,42.8784,6.4,5.5159
PAX3,15.1387,15.1387,4.57,4.694719999999999
PAX4,38.2336,34.6158,5.87,5.36604
PAX5,2821.2898,511.6126,5.82,5.474530000000001
PAX6,16.0387,16.6136,4.65,4.22255
PAX7,19.4646,16.8851,5.69,5.35602
PAX8,63.5259,72.7587,6.35,6.54566
PAX8-AS1,54.9197,87.1405,4.38,4.5931
PAX9,27.2565,22.0491,5.04,5.437869999999999
PAXBP1,257.2888,190.9991,8.32,8.41439
PAXIP1,495.0287,281.5075,6.09,8.48823
PBDC1,130.3624,163.5062,6.51,7.06292
PBK,332.1244,132.5505,3.64,5.32437
PBLD,41.3807,28.3684,4.44,5.38315
PBOV1,6.0436,7.6935,3.47,3.23428
PBRM1,549.8869,669.3547,9.24,9.25783
PBX1,27.2469,29.265,5.25,5.30891
PBX2,738.01315,571.74595,7.0600000000000005,9.311620000000001
PBX3,607.4284,383.099,6.46,7.91135
PBX4,125.0469,234.1659,7.21,8.99629
PBXIP1,140.2178,136.6465,6.98,8.04759
PC,88.1324,126.1974,4.93,5.51605
PCAT18,11.3579,13.0753,4.79,4.724130000000001
PCAT4,6.8241,4.1383,2.91,2.9786
PCBD1,504.3809,735.2125,5.44,6.78258
PCBD2,85.8833,102.1984,6.27,6.0959
PCBP1,2199.7919,2041.8602,9.09,6.65614
PCBP2,4227.5739,3420.9424,11.26,12.0154
PCBP3,70.2431,72.4038,5.76,5.586790000000001
PCBP4,98.1974,75.2436,5.63,6.98908
PCCA,98.7689,57.651,4.56,7.73147
PCCB,700.4086,499.8684,6.27,8.22919
PCDH1,36.425,42.0867,6.76,5.71128
PCDH10,35.1071,36.1633,5.38,4.81307
PCDH11X,6.91535,7.88195,4.21,3.6318599999999996
PCDH12,23.2785,29.5808,5.69,5.02019
PCDH15,6.8765,6.8893,3.37,3.84778
PCDH17,29.6637,31.233,4.96,4.71746
PCDH18,10.5274,8.5906,3.79,4.02806
PCDH19,12.1189,13.9845,4.22,3.8188400000000002
