,mix0,mix1,mix2,mix3,mix4,mix5,mix6,mix7,mix8
ADAMTS7,0.0566291,0.119624,0.3498436,0.3130261,0.0340552,0.1098173,0.0509574,0.04459406,0.0353079
ADAMTS8,0,0.271836,0.169153,0.101918,0,0.0672809,0.0268633,0.0236187,0.0160289
ADAMTS9,0,0.0728754,0.1647741,0.0259928,0,0.0214426,0,0,0
ADAMTSL1,0,0,0,0,0,0,0,0,0
ADAMTSL2,0.27316,0.914851,3.78476,0.909899,0.506139,0.759885,0.52891,0.397409,0.469787
ADAMTSL3,1.04675,2.58277,11.8542342,5.40889,0.935781,2.96325,2.35763,0.593204,1.86716
ADAMTSL4,12.198885,9.114506,37.77487,42.2453,13.02544351,11.25029309,10.95808539,10.3586364,11.47456576
ADAMTSL5,1.083103,1.22411,4.320061,2.829696,0.81541,0.874309,1.071751,1.074308,1.329642
ADAP1,54.177323,58.66310015,69.88920838,69.84318,58.14283,59.603514,59.36072,75.963532,48.64691
ADAP2,14.36467409,9.322058283,12.59828942,17.08528829,12.8787506,12.8409416,12.98190014,18.26479,14.72054166
ADARB1,10.6714992,5.7239821,15.79647015,12.21487802,9.480023,8.763456082,8.139346,8.661599,10.586666
ADARB2,0,0,0.110562,0.282903001,0.0146873,0.304516,0,0.432052,0.0195769
ADAR,78.45329,43.5430214,70.452727,94.62962093,69.33060159,62.4296196,59.243951,63.681703,79.64186089
ADAT1,7.99669,4.55461,12.53989,9.96742,8.48882,7.99801,7.816976,5.26684,6.65733
ADAT2,0.651292,1.176895,15.48509,10.42197,0.3630784,1.795422,0.41432,0.405306,0.677289
ADAT3,3.74159,3.20183,4.38158,5.13859,2.32131,2.4054,2.74753,3.58099,3.23264
ADA,23.160454,19.9974,50.94578,41.72201,20.5938,29.5611,23.824396,17.3865,28.6519
ADCK1,3.262204067,2.71075,10.982961,9.691432,3.498426,4.64512,3.347234,3.953251,3.939217
ADCK2,23.163259,19.7181,14.6083,16.2789,20.48784,21.9582,19.5255,19.9348,21.445328
ADCK4,15.806243,14.006038,28.72402,28.53353,15.567431,17.328306,14.969862,16.088183,16.346734
ADCK5,3.22614,3.78587,20.851713,17.337142,4.205963,4.82202,2.99692,5.33577,4.01356
ADCY10,0.011182,0.131823,0.508638499,0.147266,0.0311832,0,0,0,0.0691519
ADCY1,0.0318852,0.0434734,0.415122,0.197385,0.0281408,0.0609149,0.0307501,0.0184308,0.0157911
ADCY2,0.0962482,0.130886,1.14926,0.23975,0.0893878,0.08825972,0.113622,0.00178222,0.0510345
ADCY3,8.062953,6.003982,10.17708,7.682530021,8.318628503,5.069980079,6.244047197,6.254847293,8.170149
ADCY4,0.263962,0.124837,3.228128,3.118087,0.2174646,0.261593,0.104861,0.2729274,0.1300721
ADCY5,0,0,0.1400276,0.04319,0,0.0439001,0,0,0
ADCY6,0.209678,0.291327,1.1671904,0.316133,0.160652,0.145989,0.240979,0.252903,0.217488
ADCY7,60.89724,30.057969,108.66885,108.79999,51.299702,58.33152,46.8804,44.1027514,60.736745
ADCY8,0,0,0.435719,0,0.00653327,0,0.00404063,0,0
ADCY9,4.75412,1.98537,4.7419,8.59729,3.7379,3.63224,3.05805,3.94804,5.16847
ADCYAP1R1,0,0,0,0,0,0,0.125336,0,0
ADCYAP1,0,0.022646845,0.051298202,0.006568425,0.059622599,0,0,0,0.02270193
AZIN2,1.515449884,1.146542,1.8741789,3.44008833,1.4153961,1.3682221,0.81109585,1.7891139,1.500823159
ADD1,135.6914147,116.272967,150.466617,150.9907616,135.0729205,130.4660658,123.813983,131.662903,138.497619
ADD2,2.417401902,1.312588,2.509476558,1.954667284,1.779284442,1.972466581,0.509692898,2.018143032,3.491077142
ADD3,122.0544782,52.09804601,93.24689006,102.5263005,90.07582005,70.08463028,74.17747009,76.12744092,111.281046
ADH1A,0,0,0,0,0,0,0,0,0
ADH1B,0,0,0.131109,0,0.0056794,0.0144434,0.00634349,0,0
ADH1C,0,0,0,0,0,0,0,0,0
ADH4,0.0622101,0.136912,2.17831,0.424949,0.137286,0.0498132,0.130689,0.0548737,0.0548968
ADH5,57.520849,40.97638,29.61904,42.31833,49.070654,50.71173,40.053461,41.444529,52.014347
ADH6,0.0126798,0.104291,0.196971,0.120858,0,0,0,0.0481796,0.0522711
ADH7,0,0,0,0,0,0,0,0,0
ADHFE1,1.67847,1.310831,31.54690631,20.35394002,0.910142,1.024473,1.061202564,1.608396,1.3688201
ADI1,67.079458,54.44775,37.3667,49.34916,63.601273,54.39892,52.039073,63.021914,58.94824
ADIG,0,0,0,0,0,0,0,0,0
ADIPOQ,0.21755,0.632787,2.94464,0.732384,0.187758,0.415646,0.236113,0.182158,0.331118
ADIPOR1,71.261065,57.60649,74.18811,85.32590062,84.7018,68.96195,100.41358,65.73984,63.69472
ADIPOR2,24.46765,17.92802,22.4549,32.2457,23.48124,26.43005,28.8885,23.0224,25.0499
ADK,27.368502,13.428173,11.57691,12.377867,20.270492,19.26603,12.888421,15.45974,26.66544
ADM2,0.908535,0.894789,2.676889,0.824914,0.991248,0.62255,0.502029,0.664298,0.678297
ADM,9.238231,8.250649,14.399344,21.67432,13.8402,12.563921,15.996472,16.97264,10.825633
ADNP2,9.69912,6.08732,10.0758,13.8679,9.80066,8.4586,8.83045,8.66377,12.3792
ADNP,22.99631,11.9241,24.55329,25.65804,20.40138,17.75904,14.76773,14.85309,20.97985
ADORA1,0.220643,0.15046,0.258116,0.358999,0.661301,0.1267841,0.063192,0.0732377,0.166127
SPECC1L-ADORA2A,18.063617,13.179612,11.962555,9.081432321,11.920765,13.62796442,7.230465,12.396876,11.7997713
ADORA2B,1.56846,1.27912,1.31181,0.899166,1.14907,1.56941,0.765676,1.18255,0.710893
ADORA3,1.556992,0.7670497,1.38459,1.875512,1.099336,1.954121,1.517681,0.821464,0.4054643
ADO,5.09166,3.76928,7.02067,6.73801,3.42898,4.00107,5.065,4.90246,4.86818
ADPGK,55.01554935,46.094184,105.17357,108.374203,51.41341,52.312065,50.9505202,53.397796,55.918145
ADPRHL1,0.454798,0.289599,0.584814,0.324417,0.2953294,0.147698,0.381104,0.78778,0.223704
ADPRHL2,15.6671,15.1639,21.12434,22.51986,11.96485,18.23751,13.04083,15.06065,13.95203
ADPRH,8.54158,4.78294,3.042120008,6.3898365,8.2064558,5.279013001,5.6997332,8.70777471,5.961281125
ADRA1A,0.229303,0.42764,4.909708,1.1232,0.207401,1.32333,0.378784,0.425228,0.245854
ADRA1B,0,0,0,0,0,0,0,0,0
ADRA1D,0,0,0,0,0,0,0,0,0
ADRA2A,0.0806044,0.0644552,0.0347517,0.106706,0.283915,0.204281,0.332582,0.540623,0.143066
ADRA2B,0.0426416,0,0.132368,0.107961,0.0494553,0,0.0230159,0,0
ADRA2C,0,0,0,0,0.0854415,0,0,0,0
ADRB1,1.23645,0.578887,4.07274,1.1313,0.343782,0.849816,1.14391,1.5178,0.817031
ADRB2,6.19433,4.20429,9.27947,13.7428,5.34974,10.1987,9.78248,4.18911,11.6119
ADRB3,0.0132624,0.0138999,0.0822166,0.0315857,0.032578,0.0471661,0.0117988,0.00516058,0.02753
ADRBK1,205.6045113,155.393,399.375,381.816,175.436,176.0095731,165.048,203.9048235,192.4108445
ADRBK2,13.826283,5.620932,16.352457,22.03379,15.156696,10.061421,14.862892,16.60487,15.728788
ADRM1,92.574244,78.27727,100.38091,92.5243,90.988605,89.49627,78.224348,89.319309,80.442446
ADSL,59.452735,43.153183,51.55062,51.8431,58.876895,47.21333964,45.26508,55.20744609,53.76728814
ADSSL1,2.57155,1.80732,2.08919,1.26291,0.94755,1.0429,1.89114,2.41782,1.34582
ADSS,36.591806,18.65,32.921213,42.44874,34.386908,34.17174,29.4148,30.11373,38.862658
AEBP1,4.44538,4.775752,7.81514,6.91487,3.40895802,2.836127,2.563313028,4.949042,3.375426
AEBP2,8.816091679,5.699256,12.20029,11.53984,6.531885,9.00555,7.24,6.533837,9.268950015
AEN,8.965406425,5.916045,16.7690025,14.467148,6.650449,7.605593,6.690631,7.6407991,7.577258
AES,941.806247,736.94939,695.1464,679.4012072,785.3682,731.923404,697.86968,794.74556,814.26252
AFAP1L1,0.148587241,0.23521085,0.341475,0.172644,0.1327254,0.1139508,0.0324275,0.1731043,0.105047
AFAP1L2,0.8561212,0.6169279,1.808087,0.84884539,0.8852457,0.723103,0.9604974,0.5782746,0.797776307
AFAP1,6.42847,1.11517,3.92028,5.47193,4.59796,3.17026,4.71999,1.786645,3.81548
AFF1,10.30992291,5.6313538,12.34331,19.3878581,8.825915,7.89053,8.30329164,8.60007389,10.4206476
AFF2,0.267220877,0.221559,0.0955646,0.082592856,0.249471718,0.0770437,0.105138002,0.219940885,0.123195037
AFF3,3.295273,1.6799946,7.9605238,7.1224416,2.0905719,3.170789,2.467964,3.2528601,2.4349096
AFF4,10.285547,6.1770297,17.265234,19.4921809,8.3715098,8.5264521,8.269607304,8.138701,9.63566932
AFG3L1P,6.703757091,5.5785213,36.662664,28.023145,5.425638,6.98971,7.8365141,5.48263216,8.105013
AFG3L2,33.109,20.7482,21.8443,29.2939,28.6251,29.6999,25.8926,28.4948,31.4893
AFMID,9.1419935,15.281203,52.49216,21.7629,10.120516,12.879721,8.710175,10.4001,8.219744
AFM,0,0,0.0818688,0,0,0,0,0,0
AFP,0,0,0,0,0,0,0,0,0
AFTPH,42.20436,29.34564,31.45658382,34.68577,35.1329,34.12345,33.59539,31.53588,40.27142
C11orf96,0.0267887,0.220336,0.415787,0.33513,0.0414256,0.0737451,0.0231348,0.157639,0
AGAP1,2.36531,1.658342,4.36536,8.95989,2.77469,5.101731,4.01668,1.4477882,6.63769
AGAP2,25.67892099,17.97920194,28.47538,29.49375031,20.37733838,19.53221067,16.72933397,20.86935321,25.284792
AGAP3,20.5326606,27.6720713,46.520368,41.95361,22.9631715,27.2254,24.4842051,37.6063411,22.59296012
AGAP6,2.650434,2.205268047,47.24593,30.42908101,1.8648,3.424027,2.41889,2.876338,2.809178
AGAP5,0.670035,0.503833,5.9166304,6.763229,1.17177,0.694749,0.541841,0.623877,0.16246
AGA,12.91247,12.4032,13.69067,28.26321,19.91641002,21.84549,17.73044,13.687733,23.04021
AGBL1,0,0,0.240851,0,0,0,0,0,0
AGBL2,0.532638223,0.226542,1.338202,1.97726,0.3491653,0.4793376,0.539216,0.508824,0.3409585
AGBL3,0.162299,0,0.526709,0.480495,0.273793,0.0657604,0.0764519,0.0933583,0.233157
AGBL4,0.2207035,0.5149295,2.6785795,0.880735,0.138655,0.432697,0.1940828,0.170586,0.332108
AGBL5,6.971869715,4.481921,5.412735,7.550971,6.53438,5.710513,6.4005339,5.43779,7.642189831
AGER,3.805934672,11.7970654,72.226615,57.14710464,1.971008801,8.746879166,5.645772708,4.808463818,4.083220964
AGFG1,10.1564,6.827200057,15.6466308,16.527089,11.73048,10.06166,10.02572502,8.928032,9.233735053
AGFG2,8.782408,6.989787,10.29208,6.22445,5.011828,6.20203,4.940856,5.43766,6.21618
AGGF1,13.0591,6.76097,9.8757,11.377599,10.1451,8.772775,7.93266,8.62765,10.4137
AGK,9.3471662,6.91389,19.739249,15.480849,7.71192,10.419775,8.87065,6.84354,8.81959
AGL,3.549681714,2.11559353,5.594294148,6.814561331,3.4698,3.07740115,2.4784904,2.495890942,3.53748744
AGMAT,9.15562,6.34792,8.0156,4.94514,8.55903,5.37862,4.90263,6.22662,7.08589
AGPAT1,46.37304753,38.31459,34.94271,38.84008327,51.5914,41.49785,39.22887,52.861735,49.1691188
AGPAT2,45.06991,48.3933,36.94804,43.2952,52.26769,44.19088,53.84839,75.66536,48.84173
AGPAT3,30.89463492,19.96507,27.7573141,39.515025,32.858879,27.64598001,31.64091,36.504407,35.908875
AGPAT4,3.395680018,2.801997,16.7072899,19.1530374,4.1153337,6.238554,6.233570016,4.127616015,5.669391042
AGPAT5,6.0408,3.25014,4.0257,4.39842,3.34936,3.1726112,3.97886,4.249286939,5.14502
GPAT4,20.9578,17.7084,26.8128,28.783,19.1361,19.1118,19.8311,19.3243,20.4002
GPAT3,11.2357,5.832586,8.44096,13.0331,14.535879,12.5175,11.181267,7.53557,9.282077
HYKK,2.058396,1.469318,2.0691079,1.2059099,0.1990607,0.911223,0.6855397,0.887819,1.504581
AGPS,10.6717,5.489368378,8.221300004,10.9023,8.16267,8.0530468,8.361909,7.946184,10.2971
AGR2,0,0,0,0,0,0,0,0,0
AGR3,0,0,0,0,0,0,0,0,0
AGRN,1.93272,1.24645,2.45535,3.23952,1.68912,1.16093,0.986008,1.95816,1.80261
AGRP,0.526814,0.147717,0.260167,0.570608,0.14812,0,0.558357,0.454554,0.419539
AGTPBP1,34.274783,23.929436,44.34437,60.87071354,42.82660271,36.35870719,35.02779404,27.81327989,36.2851
AGTR1,0,0,0,0,0,0,0,0,0
AGTR2,0,0,0,0,0,0,0,0,0
AGTRAP,165.77723,154.07145,152.93973,173.62947,190.45587,185.59746,185.05479,215.57803,153.61375
AGT,0,0,0,0,0,0,0,0,0
ETNPPL,0,0,0,0,0,0,0,0,0
PHYKPL,29.333472,26.794879,75.95471,70.30731,26.1191707,27.294332,25.579954,33.551537,28.712235
AGXT2,0,0,0.0686501,0,0,0,0,0,0
AGXT,0,0,0,0,0,0,0,0,0
AHCTF1,9.286057,4.928330066,17.403709,18.44561,6.843461,7.714810032,5.476848,5.894254,7.87454
AHCYL1,30.8566,19.52949,21.3355,31.4525,32.8422,26.47823,27.43248,26.6515,28.36352
AHCYL2,6.419576,2.13154,7.296772,8.14064,5.957980754,4.4252859,4.084799,4.959261462,5.561951
AHCY,41.6180603,25.0984,22.137151,35.1685438,37.063036,33.8369,34.2137569,41.3275,35.8606
AHDC1,5.05093,3.778704,6.234413,8.113596,4.462568,5.414568,4.026545,4.39095,5.806121
AHI1,0.4139,1.144610323,2.426104533,1.995184822,0.62111202,0.924978006,0.973294,0.282909426,0.6915188
AHNAK2,0.26254909,0.216527551,0.253589792,0.421958461,0.140201634,0.124049645,0.154149504,0.194690781,0.134317542
AHNAK,173.12825,83.87438,207.4265,278.33562,178.52508,153.4677,148.52859,135.72371,227.76738
AHRR,0.1581964,0.21724,0.398013112,0.296188,1.30619108,0.0823911,0.171627436,0.1585,0.080201551
AHR,13.044038,6.03122,20.249,30.1588,7.80679,6.47939,9.02098,8.46996,10.7216
AHSA1,68.11061,50.48578,48.22793,45.66977,54.8921,54.241145,56.000335,61.27312,63.488693
AHSA2,3.430003,4.02472,122.3233,80.13133,1.987359,4.627138,2.2883,3.62144,2.845379
AHSG,0,0,0,0,0,0,0,0,0
AHSP,1.42716,3.01181,1.98193,0.536963,2.49733,0.502173,17.028,1.58268,2.39978
AICDA,0.385143,1.30999,4.18666,1.06218,0.258503,0.434152,0.319908,0.0771034,0.19672
AIDA,51.692414,28.33694714,31.68636,46.5125,50.83788,43.095386,40.433122,43.098332,51.97457
AIF1L,0.0314234,0,0.308891,0,0.105284,0,0.0316602,0.115322,0.184893765
AIF1,597.2879,630.7929,511.57069,583.10922,706.51694,880.8984,798.4268,828.9441,660.8224
AIFM1,25.488706,16.17803,24.5141,21.72327,21.093315,22.7511,20.77917,23.206943,20.434336
AIFM2,2.056365,1.84313,4.955168,3.170985,1.28086,1.47736,1.4096563,0.90305,1.782698
AIFM3,2.126332,4.6967053,7.057657,6.807911583,3.23976,2.92765,3.7265,2.428056,1.87186151
AIG1,9.419326,6.820185035,9.510080042,9.13032,9.523639,10.575656,11.886745,7.993908,10.422059
AIM1L,0.314389,0.195441,1.02132,1.316497,0.429636,0.500303,0.39779,0.172097,0.38429
AIM1,15.38632,12.58142,40.17776,37.31337,13.22292,13.49964,10.23394,12.75934,18.22325
AIM2,3.62628,2.82072,8.05373,14.1411,4.42708,2.25171,4.20302,3.59122,4.52402
AIMP1,26.936686,21.10368,28.23783,31.352241,25.41075,29.562003,22.594877,15.75082,27.469614
AIMP2,13.4251,8.77398,6.1359,10.0849,11.7803,12.8845,8.82284,9.05678,9.46637
AIPL1,0.28171725,1.0466994,3.7333716,0.9544995,0.30943498,0.48125047,0.23117166,0.15588181,0.16832811
AIP,114.402,110.85,111.735,105.012,101.59,115.543,98.8103,110.185,102.482
AIRE,0.330303,0.585149,3.47887,1.0678312,0.723247,0.557127,0.1857367,0.152904,0.5854968
AJAP1,0.113206,0.101074,0.0819836,0.435262,0.1178699,0.503347,0.3502249,0.299561,0.1184052
AK1,1.12256,2.48418,36.1765,16.1526,0.745658,1.71148,1.89163,1.58147,1.34072
AK2,72.66115007,43.78512513,39.47811025,49.02908305,64.38647,52.48918884,51.64540001,64.28516,57.29031001
AK4,1.82815,1.045601,1.212056,0.44357,0.836602,0.521365,0.554142,1.295536,1.03812
AK3,17.13434409,11.01495889,17.76615,17.77374,16.790471,12.926036,14.0793307,16.15061,16.045311
AK5,12.7459664,10.440929,5.727455,3.9019257,8.633941,9.784945,12.464278,9.54225884,7.02647
AK7,0.351463,0.449058,2.327346,0.9342713,0.341797,0.254125,0.1539278,0.203281,0.0406233
AKAP10,16.300269,11.70238,26.430572,26.655165,11.376013,14.3217,12.0247323,12.145778,15.229675
AKAP11,9.30519,3.69444,9.50233,12.3628,6.65123,6.77846,5.82585,6.19409,10.0604
AKAP12,0.332461686,0.435664,1.551352791,0.599297611,0.27044244,0.139043,0.253530571,0.1291131,0.279723
AKAP13,41.141023,33.012098,80.697839,92.68659,35.9836,44.15733426,38.711416,39.6686803,46.8461319
AKAP14,0,0,0.444106,0,0,0,0,0.2327772,0
AKAP1,8.8758764,5.66267,11.23134641,9.588925005,6.191353367,6.3426,5.969002,5.885777,8.008728
AKAP2,6.36318661,0.882333,4.108844241,5.696925623,4.096856,1.941125852,2.9633601,7.179170053,6.615896783
AKAP3,0.656956,0.420662,0.357776,0.295239,0.401016,0.534845,0.298605,0.448504,0.386041
AKAP4,0,0,0,0,0,0,0,0,0
AKAP5,0.805301,1.24506,6.88559,2.95911,0.973451,2.96139,1.13314,0.556391,1.26578
AKAP6,0.264898,0.175323,0.151611,0.104546,0.0972883,0.200537,0.104375,0.175366,0.196221
AKAP7,10.842561,8.149126,8.13369546,7.70441,7.36331,9.203228,9.96761,7.33025,9.40741
AKAP8L,53.22756,40.701993,92.30588583,91.499848,42.5106633,43.17921,44.53727773,45.951968,45.786392
AKAP8,14.97634014,12.47696,47.3429,39.2909,14.58649,17.7565,16.30953,13.91058,18.20342
AKAP9,14.529345,26.967399,48.537011,38.15566522,9.688756,21.00152645,12.98114564,8.3087975,11.65577
AK9,2.45232,3.145957,8.454866,5.586547,1.760875,1.935709,1.781939,1.525925,2.641562
AKIRIN1,76.212016,43.03888163,57.868427,61.51460063,62.81362,54.68696153,53.80074,52.63395,64.795271
AKIRIN2,46.784,38.3188,55.5188,64.7235,53.683,51.261,65.898,58.6294,57.0168
AKNAD1,0,0,0.0655464,0,0,0,0,0,0
AKNA,77.9833315,76.1442625,170.505107,161.7324405,67.80072861,84.28010951,62.21677691,61.36685934,78.96332811
AKR1A1,63.399182,65.183354,111.4109,96.4701,77.3567021,74.390359,69.799929,83.05819,74.39784
AKR1B10,0.191932,0.618466,2.52243,0.807625,0.209615,0.372146,0.134167,0.141269,0.284032
AKR1B15,0.3865803,0.17004,4.6499522,3.549628,0.352779,0.8145826,0.9066532,0.627187,0.945426
AKR1B1,74.312929,45.32517,49.61144,66.87899,69.107701,60.791348,64.326753,60.88538,70.086789
AKR1C1,0.113762,0.576589,1.1397864,0.3017286,0.1448219,0,0.241761,0,0.140537
AKR1C2,0,0.524263139,0.233746,0,0,0.123008,0.116982,0,0
AKR1C3,9.59961,7.67219,5.47118,7.6364587,11.472193,14.7196,17.0172228,5.03073,12.253
AKR1C4,0,0,0.13442,0.278619,0.0510147,0,0.0585811,0,0.032789
AKR1C8P,0,0,0.11506,0.0392551,0.0764245,0.0388712,0.0924742,0,0
AKR1D1,0.641297,0.853963,6.11644,1.419216,0.279936,0.572629,0.401809,0.265679,0.551574
AKR1E2,1.264322,1.055284,2.475645132,1.2087677,0.419272,0.2822242,1.4411625,0.9542771,0.99760168
AKR7A2,50.7881,42.81538,28.8605,33.1992705,50.1611,34.9529,43.2716,51.847905,49.53100021
AKR7A3,0.0155762,0,2.03183,1.2923,0.12055,0.0948596,0.0809388,0.0522996,0.375096
AKT1S1,16.870133,15.445921,20.74833,20.41987,14.997,11.603245,11.045603,18.40672,13.15891617
AKT1,99.301845,97.34172,117.99719,133.3326418,111.518015,118.426878,102.904166,103.42013,111.986706
AKT2,46.390016,27.44649117,49.25953824,57.38735,40.731331,32.78784604,35.91792537,40.800713,41.355809
AKT3,10.242037,3.841929,15.4551,12.16881,7.03835,10.7453,6.442006,5.911184,10.17753
AKTIP,17.394159,15.231163,23.63029,18.59498,16.02991,12.604283,10.18118,16.52909,16.23406
ALAD,22.603002,14.001078,18.55672,22.64402,20.07522,15.84822,17.06774,19.05035,19.972173
ALAS1,13.042734,10.64287455,11.781652,12.62846244,10.31715,11.27723,12.055103,14.21043,9.538243
ALAS2,3.992892,5.67735,11.564048,3.22543,11.93709,0.62814286,58.571,7.23521184,8.930482
ALB,0,0,0.0491988,0.138258,0,0,0,0,0
ALCAM,9.57819,6.246720001,6.41851592,8.256512,8.989283237,7.88011768,10.139618,7.136436544,9.233878
ALDH16A1,31.43566008,32.01937,47.8970265,38.44756,33.79151,27.6921388,26.96226625,37.15519274,32.51769588
ALDH18A1,17.939754,8.908986,14.040259,11.79178488,15.85409,11.8562819,9.536977,11.34490034,16.089187
ALDH1A1,31.19095001,32.61478,21.26556,46.86413,38.64317,38.85871002,37.93157912,39.2865,26.13561
ALDH1A2,0.0442829,0,0.0343658,0.0725458,0.024666182,0,0.152971,0.0814586,0.0342284
ALDH1A3,0,0.0306558,0.136098,0.0065296,0,0,0.0141987,0,0
ALDH1B1,2.65894,2.73882,4.92912,2.96813,1.84761,2.9363,2.17546,2.55894,3.70982
ALDH1L1,0.24216223,0.513627,2.73102015,0.716802,0.174961,0.779952,0.3403916,0.211675,0.194313
ALDH1L2,0.301402186,0.186450268,0.78993514,0.344333771,0.414521035,0.272211538,0.107400426,0.042036372,0.194423827
ALDH2,140.7789051,131.4599,95.1155,138.7550035,151.2144604,106.39242,154.22617,176.90634,105.6324706
ALDH3A1,0.457986,0.590502,2.21426,0.919589,0.367673387,0.561823,0.168,0.114308,0.171786
ALDH3A2,14.539561,8.33323132,15.44273374,18.35825,12.569865,10.4253301,10.9625138,12.95724,10.953423
ALDH3B1,50.068313,41.556191,43.68039,53.519935,56.92976,50.672683,52.38904,56.663662,48.285654
ALDH3B2,0.0122684,0,0,0.0252994,0,0,0.0315982,0.00466275,0.0251175
ALDH4A1,3.02428,2.91071,2.846217,2.785366,1.99400155,1.8261,2.296774,2.593418,1.751738
ALDH5A1,4.480773,2.78605,4.737345,4.13916,3.215174,3.057653997,2.806430791,3.162270003,3.23717
ALDH6A1,5.499973001,3.1548,3.703526,4.165776,5.512478,2.58411,2.94898,3.91904,4.970687913
ALDH7A1,1.735082,1.835565702,3.255581088,0.629406104,0.6054871,0.944425,0.562895,0.656508,0.38040031
ALDH8A1,0.310405,0.742491,3.212614,1.398961,0.486385,0.277463,0.237709,0.143019,0.617857
ALDH9A1,38.4483,25.6443,26.65002,29.871874,30.4273,35.58071433,31.0704,27.155537,29.125124
ALDOA,1123.982358,829.66326,668.903633,839.4222536,1196.107881,981.9443449,1018.94928,1119.072343,940.1751591
ALDOB,0.0216019,0,0.212346,0.0857915,0,0.079289,0,0.0546741,0
ALDOC,27.001,20.0648,13.6936,13.6573,22.5084,18.28995,17.56440001,22.2271,21.5787
ALG10B,0.814269237,0.81305426,4.3241572,2.943129,0.447475993,0.86643695,0.560274,0.4454446,0.852935077
ALG10,0.858014,0.389021,1.4561,1.83522,0.871629,0.716088,0.810439,0.638348,0.479907
ALG11,1.68654,1.28937,3.50662,2.77532,0.996507,1.5392,0.746221,0.995294,0.768902
ALG12,13.4451,11.3602,20.3647,19.7604,12.7096,12.6157,10.9301,12.733,10.8178
ALG13,14.207064,10.114123,24.64604722,23.847365,11.533664,11.831223,10.067108,11.471623,14.701534
ALG14,5.2818,2.25245,3.00501,3.46012,4.93739,4.11421,3.96004,4.05558,3.18553
ALG1L2,0.347357,0.857034,0.577449,1.069454,0.14475,0.467611,0.068914,0.412151,0.2295301
ALG1L,0.0567659,0.642737,0.619088,0.203246,0.348381,0.180878,0.472856,0.408791,0.325998
ALG1,8.228972,7.406460116,12.29332049,8.7054616,6.881789,8.060978045,7.618930001,7.480817,7.194607
ALG2,7.89065,6.291731,9.94433,9.08705,8.92533,8.34285,6.36356,6.41474,8.37102
ALG3,29.530722,17.355005,21.17558,28.280484,28.956495,23.27424673,22.20763,29.041709,25.87504
ALG5,26.3111,16.123338,21.0361,23.31692,28.349391,24.6571,24.3381,21.926557,28.771
ALG6,4.41667,1.510091376,6.66314,6.72101,4.45496,3.75758,3.11549,2.91333,4.125361
ALG8,15.88961,6.87592,12.308052,11.55821,14.069761,10.86885,11.269,10.84547,13.22121
ALG9,3.33821388,1.648798,9.2647061,7.892502005,3.244244359,2.8383701,3.267468175,2.25182252,3.883474
ALKBH1,2.798559,2.34535,4.17965,3.688315,2.163822,1.840552,1.943443,2.17795,1.7876
ALKBH2,8.65656,5.275174709,9.929482,7.25596,6.06447083,5.168732,5.0236707,7.369445,6.667297
ALKBH3,11.987705,7.716041,9.1373,9.66035,12.7648,10.06886,11.3759306,10.5079995,10.214508
ALKBH4,7.265589,9.60563,11.14636,9.38987,7.427001,6.57051,6.7204,9.8706,7.16818
ALKBH5,78.7265,67.2523,76.5745,78.2602,82.4026,84.0508,69.6198,66.0181,80.8378
ALKBH6,11.389464,8.274842,49.986661,33.54021,6.864504,9.179713005,9.2216676,8.60589,9.146023
ALKBH7,86.9658,81.764,44.8263,51.7305,88.1498,76.3071,67.496,94.8103,78.1532
ALKBH8,3.316738,1.675611,4.173851,4.002015,2.146049,2.244441149,1.89250125,1.9651316,3.42339
ALK,0,0.0159108,0.0360297,0,0.0119657,0,0.0267297,0,0
ALLC,0,0,0,0,0,0,0,0,0
ALMS1P1,0.0643084,0,0.407854,0.607068,0.107335,0.00973419,0.159335,0,0
ALMS1,4.1871947,1.396266925,2.855365984,3.83407,5.191687546,2.459408618,2.899376939,2.14819001,3.809920221
ALOX12B,0.0954429,0.287072,0.282988,0.0707222,0.0111323,0.105899,0.211135,0.0877981,0.143622
