GeneSymbol,mix1,mix2,mix3,mix4,mix5,mix6,mix7
CTB-50L17.14,1.779744158,1.088462173,0.697407594,1.429662617,0.961719837,1.501137032,0.886743247
RP11-44F14.1,10.53109031,7.326211083,6.480328455,6.145392145,4.086517584,11.79498301,9.803095712
NOV,3.742181431,1.990287915,0.866063998,2.629881056,1.368204045,3.138347997,1.523907574
PRRG4,4.076795911,2.139129716,0.850285984,3.03603408,1.641353926,3.244112321,1.412282548
CCNJL,1.316628113,0.722473335,0.349559788,0.952478507,0.529236216,1.106206156,0.562380121
TECPR2,10.32560517,5.699953884,2.726153295,8.014439521,4.743542208,8.259253464,3.930698905
LRRC4,1.991730851,1.069704692,0.454614316,1.576389078,0.920008287,1.534678913,0.653943169
HIST1H2BC,4.624236818,5.818475735,7.608619947,8.806772702,10.41877954,2.979526469,4.351902758
ANKRD34B,0.01096088,0.01644132,0.0274022,0,0.00548044,0.0274022,0.03836308
LINC01127,3.151605941,1.418787145,0.145860794,2.283967469,0.994905563,2.299462222,0.58277898
FRAT2,21.65857215,9.728465227,0.943727097,15.75764634,6.881615737,15.72684399,3.888029532
ZDHHC18,39.4500493,19.21325834,5.048785788,28.63381659,13.79168792,30.36159207,10.80245724
RP11-196G18.3,0.240871234,0.103230529,0,0.172050882,0.068820353,0.172050882,0.034410176
LINC01317,5.026568507,3.023650343,1.82753472,4.217287054,2.856745394,4.034012703,2.195520576
MTND5P24,0,0,0,0,0,0,0
VNN3,12.88729583,17.20696997,27.02908856,2.815255707,7.464768787,27.51222229,37.00450194
SLC45A4,3.642777654,2.281663136,1.621395752,2.47991237,1.55507308,3.504235667,2.407693054
GPR27,0.751302544,0.330307684,0.019415386,0.531097421,0.216322046,0.550512807,0.133401025
RP11-144A16.8,4.780298698,3.373579397,2.819715181,4.161274059,3.315138188,4.264275419,3.149827772
RP11-1228E12.1,2.537633765,1.485899112,0.826064775,2.167430683,1.445782779,1.959501582,0.969580495
LLNLF-173C4.2,2.719831618,1.58552526,0.823949408,2.597482266,1.826894446,1.863652528,0.738358137
TRDV3,0,0,0,0,0,0,0
TRDV1,0,0,0,0,0,0,0
RP11-277P12.6,0,0,0,0,0,0,0
AC069363.1,7.721220644,3.88883731,1.184060837,6.140695895,3.367779497,5.638034302,1.873790893
TRDC,0.416143429,0.311092636,0.28226791,0.373577211,0.315770382,0.381130333,0.305061643
AE000661.37,4.22385851,6.335787765,10.55964628,0,2.111929255,10.55964628,14.78350479
TRGV4,13.80939634,10.06001712,8.053314115,16.7666952,14.75999219,8.71338108,4.964001862
TRGV2,0.775040858,0.938672867,1.17932986,1.564454778,1.805111771,0.385124919,0.548756928
CYP24A1,0.248275809,0.206575252,0.233733112,0.110558975,0.090970212,0.344292086,0.349338151
KLRC4,0.252954953,0.75886486,1.264774766,1.264774766,1.770684672,0,0.505909906
KLRA1P,12.35730943,8.227353868,5.749389836,13.41516539,10.87778315,8.259957666,4.189420312
GS1-115G20.1,5.303601604,3.068340109,1.546548876,5.113900182,3.592108949,3.567351306,1.332089812
TRGV8,11.99134474,6.237528377,2.135740113,10.39588063,6.294092364,8.260140515,2.506324148
SERTAD1,48.05470862,25.38866291,9.843764109,39.17937776,23.00746687,35.60573451,13.56670089
IFNG,0,0,0,0,0,0,0
KIAA1671,1.268326053,0.769502714,0.463739709,1.135967659,0.800897282,0.965301677,0.49578571
RP11-305L7.1,0.569649797,0.281404746,0.072467732,0.469007911,0.260070896,0.396540179,0.108295128
MYO6,0.853350466,0.609233757,0.497975081,0.868513951,0.727880145,0.66429016,0.44954858
SGCD,0,0,0,0,0,0,0
GLB1L2,0.379759496,0.306835346,0.293059383,0.433984167,0.404726589,0.295740937,0.238298401
IKZF2,8.163845383,12.14302571,19.73281785,2.690875467,6.77116746,18.05305905,25.54173952
TRGJP2,0,0,0,0,0,0,0
RAP2A,34.6687218,18.37728632,7.045240117,29.41543461,17.84071322,24.79694635,8.748186057
GZMH,2.037046501,4.778888011,7.601770024,7.922654163,10.73710434,0.405202516,3.155475863
LINC02086,2.976979745,2.004671021,1.497830958,2.857062476,2.253411234,2.327343303,1.451845758
ABHD17A,12.40137739,6.967526031,3.297637791,11.10763338,7.336763141,8.819815599,3.486946239
RCAN2,0,0,0,0,0,0,0
RP11-204N11.1,0.002038513,0.00305777,0.005096284,0,0.001019257,0.005096284,0.007134797
TTC16,2.19686316,1.334123702,0.799652701,2.006084025,1.428121928,1.641342282,0.82209392
C8G,2.059595088,2.265711376,2.689220659,3.776185627,4.199694909,1.086964969,1.293081257
CADM1,57.94460903,24.96582227,0.261423876,41.58604179,16.876911,41.37194189,8.39788752
TPRG1,5.527945635,2.568157442,0.414160848,4.117405964,1.930838082,4.028957995,1.10174109
KLHL4,0.001373902,0.002060853,0.003434755,0,0.000686951,0.003434755,0.004808657
TRGV5,28.03929163,22.23116662,19.86119207,37.05194436,34.68196981,17.1907523,11.38262729
SERTAD3,133.9685278,78.18348017,41.07255694,126.1684219,88.23002301,93.37062172,38.41304981
TIGIT,0.290037317,0.81717331,1.361955516,1.273724446,1.800860438,0.088231071,0.633013277
ENC1,18.12673554,7.885329013,0.272365492,12.86984953,5.20241291,13.14221502,2.955281594
GPR68,1.372178239,0.669171394,0.189221681,0.926063977,0.408269927,1.115285657,0.450123148
TRGC2,1.278286468,0.657896141,0.214003773,1.096493569,0.6526012,0.882489796,0.262099468
AC131056.3,0,0,0,0,0,0,0
WDR63,0.07834673,0.235040191,0.391733652,0.391733652,0.548427112,0,0.156693461
ERRFI1,1.644084546,1.612669842,1.771644946,2.651972154,2.803785075,0.95194904,0.927696519
LINC00944,0.734581823,0.314820781,0,0.524701302,0.209880521,0.524701302,0.10494026
KIF21A,0.791844832,0.503477023,0.353055923,0.635467282,0.444313963,0.68973354,0.442097949
IGLV3-13,0,0,0,0,0,0,0
ZNF365,0.577955925,0.369189938,0.24521491,0.561463422,0.426717766,0.423954795,0.225959436
TBKBP1,1.567193373,0.808017039,0.267077625,1.335127913,0.791875067,1.091184594,0.334321691
KRT8P48,0,0,0,0,0,0,0
ATP1A3,0.754573839,0.701336894,0.784141213,0.873442121,0.897155898,0.680206315,0.686059911
TUBB4A,0,0,0,0,0,0,0
TRGV3,71.70226339,49.24741963,36.01620101,82.02373865,68.78146122,46.11812576,23.67434081
CST7,98.75506993,43.6609813,3.098776416,69.77840916,28.61822567,72.65941876,18.16330872
RP4-800J21.3,0.676288649,0.682029578,0.789161376,0.977316207,1.052568053,0.506954344,0.544575224
MLF1,2.133972884,1.236213555,0.680173676,1.73194092,1.11021804,1.708597254,0.876520925
TRG-AS1,30.42423637,27.53360424,28.22630984,45.63568236,46.27765635,17.91668861,15.0767881
LINC00943,0,0,0,0,0,0,0
PTCH1,0.933488459,0.595559228,0.432724405,0.677000982,0.451046612,0.87547204,0.600662355
RALGDS,50.70160686,29.46912107,16.05582814,43.07861109,28.45800002,39.09596433,19.07079667
OR6N1,1.314930186,1.97239528,3.287325466,0,0.657465093,3.287325466,4.602255652
OR2I1P,3.965362824,5.948044236,9.91340706,0,1.982681412,9.91340706,13.87876988
RP11-529A4.7,1.117912614,1.676868921,2.794781536,0,0.558956307,2.794781536,3.91269415
DSG3,2.210159181,3.076060496,4.957708391,0.217093693,1.116806828,5.078732902,6.926568976
RP11-529A4.4,0.620526683,0.930790024,1.551316707,0,0.310263341,1.551316707,2.171843389
OR6N2,2.435667658,3.653501487,6.089169145,0,1.217833829,6.089169145,8.524836803
TRIM51BP,29.88885544,44.83328316,74.7221386,0,14.94442772,74.7221386,104.610994
AKAP12,12.66380365,18.89621395,31.41762654,0.124741825,6.372364797,31.44501147,43.95121138
OR6K3,2.646909898,3.970364847,6.617274745,0,1.323454949,6.617274745,9.264184643
UBD,8.148661211,11.82700613,19.44768642,0.263990459,3.995133468,19.71167688,27.27955908
RP11-618I10.1,1.025915743,1.538873615,2.564789358,0,0.512957872,2.564789358,3.590705101
RP11-13A1.1,20.16417645,30.27851156,50.46418594,0.107489638,10.22182475,50.3566963,70.54237068
RP11-81M19.3,1.311140209,1.966710314,3.277850524,0,0.655570105,3.277850524,4.588990733
OR6K4P,2.720855484,4.081283226,6.80213871,0,1.360427742,6.80213871,9.522994194
RP11-163O19.8,0.74750001,1.121250014,1.868750024,0,0.373750005,1.868750024,2.616250034
TRIM49D1,29.55873466,44.33810199,73.89683665,0,14.77936733,73.89683665,103.4555713
TRIM51EP,5.129295978,7.693943967,12.82323995,0,2.564647989,12.82323995,17.95253592
RHOXF1P1,28.24906414,42.37359621,70.62266035,0,14.12453207,70.62266035,98.87172449
RHOXF1P2,2.585517088,3.878275632,6.46379272,0,1.292758544,6.46379272,9.049309808
KLHDC7A,1.548276209,2.322414313,3.870690522,0,0.774138104,3.870690522,5.418966731
TRIM64B,23.38002982,35.07357312,58.4559552,0.011761304,11.70530461,58.4441939,81.82657598
OR6K5P,1.362567513,2.04385127,3.406418783,0,0.681283757,3.406418783,4.768986296
TRIM49D2,18.94258267,28.41387401,47.35645668,0,9.471291336,47.35645668,66.29903935
CTNNA2,2.661983853,3.635282246,5.813112695,0.281834519,1.304271122,6.022660275,8.151352513
THSD7A,3.251960212,4.879096043,8.131826738,0.003852418,1.630988249,8.12797432,11.38070502
TRIM51,1.263612464,1.895418695,3.159031159,0,0.631806232,3.159031159,4.422643623
RP11-13A1.3,48.53682294,72.80523441,121.3420574,0,24.26841147,121.3420574,169.8788803
CCNA1,12.6637211,18.99558164,31.65930274,0,6.331860548,31.65930274,44.32302384
RP11-736I10.2,1.701707583,2.592363042,4.32060507,0.132672225,1.023327683,4.187932845,5.916174873
HRH4,15.05691963,21.30327559,34.58431495,1.253186653,7.683771486,35.17341702,48.27022751
CYP11A1,3.6412934,5.231683082,8.565967125,0.153504679,1.774595296,8.719471804,12.02305491
TEX101,5.975020928,8.962531392,14.93755232,0,2.987510464,14.93755232,20.91257325
KRT81,2.928485116,4.411988995,7.353314992,0.064204402,1.54770828,7.28911059,10.23043659
RP11-704M14.2,6.824526108,10.23678916,17.06131527,0,3.412263054,17.06131527,23.88584138
CAV2,13.09583788,18.2160832,29.36182524,1.230968486,6.550876491,30.12748361,41.07356296
LINC00929,2.946096612,4.419144918,7.36524153,0,1.473048306,7.36524153,10.31133814
IL1RL1,27.88311716,41.81682137,69.64629714,0.264249578,14.20763481,69.47885784,97.29865258
PTGER3,10.6532996,14.11154464,22.23383425,1.484425022,5.199751424,23.32022286,31.18543111
RP11-13A1.2,36.49655328,54.74482992,91.2413832,0,18.24827664,91.2413832,127.7379365
ITGB8,10.83424625,14.95526523,24.01484294,1.143247469,5.446386266,24.69279368,33.57025157
CEACAM22P,5.927629353,6.433815534,8.947675776,2.4600057,3.321261904,10.0383703,12.19716052
SHB,0.742592692,0.823082582,1.177933333,0.193870971,0.313135055,1.371804304,1.68788086
TRIM64,1.137960801,1.706941201,2.844902002,0,0.5689804,2.844902002,3.982862802
RP11-731J8.1,5.382435872,8.073653808,13.45608968,0,2.691217936,13.45608968,18.83852555
UGT2B11,22.67871148,34.01806722,56.6967787,0,11.33935574,56.6967787,79.37549018
RNU4-18P,46.96151474,70.44227211,117.4037869,0,23.48075737,117.4037869,164.3653016
HTR1B,0.409036888,0.613555333,1.022592221,0,0.204518444,1.022592221,1.431629109
OR2A4,2.205436088,3.308154132,5.51359022,0,1.102718044,5.51359022,7.719026308
LUM,4.142544456,6.213816684,10.35636114,0,2.071272228,10.35636114,14.4989056
CTAGE9,0.445839623,0.668759435,1.114599059,0,0.222919812,1.114599059,1.560438682
RP11-704M14.1,40.79153562,61.37255176,102.2875863,0.61749441,21.19851054,101.6700919,142.5851264
GNA14,2.903655345,4.345854387,7.191262936,0.278870826,1.73143541,7.01604753,9.851090536
IL4,20.64277038,30.96415557,51.60692595,0,10.32138519,51.60692595,72.24969633
RP3-333A15.1,6.337615923,7.877106528,12.00442091,1.313481955,3.077790554,12.93911889,16.84161528
CNTN4-AS1,1.416839679,2.125259519,3.542099198,0,0.70841984,3.542099198,4.958938877
RP11-1072A3.3,0.954224169,1.37537115,2.213067282,0.288757465,0.725748039,2.082745753,2.904598291
CD200R1L,13.26836876,19.51138803,32.25820332,0.260776736,6.555951357,32.51898005,45.21363999
LINC01105,1.402614802,1.698504115,2.543384426,0.373340964,0.72672143,2.744954992,3.53234415
OR14L1P,2.635385094,3.953077641,6.588462735,0,1.317692547,6.588462735,9.223847829
RGS13,10.76145166,11.85474536,16.58694746,4.73432836,6.46181435,18.19454204,22.29255185
CLC,495.0394703,742.2417675,1236.784629,0.651773943,247.9110678,1236.702822,1731.188687
GCSAML,61.16492658,90.87591362,150.4965342,2.875010088,32.7786615,149.5481678,208.976124
CNTN4,0.494102884,0.575671487,0.843544772,0.143836773,0.248586917,0.931523411,1.176215155
RP11-180K7.1,10.58758599,15.88137898,26.46896497,0,5.293792994,26.46896497,37.05655096
EPAS1,28.25774108,42.21760965,70.20519671,0.381576295,14.37294207,70.13859248,98.09468234
RP11-454P21.1,6.345376816,9.060662696,14.74718141,0.598863403,3.384933899,14.85616417,20.47189827
HSD3B7,23.43544099,23.24225074,30.47055256,9.8961563,11.35627246,37.10746029,42.6824557
RP11-440I14.2,5.055665398,6.770647133,10.74251125,0.541900643,2.365262506,11.28441189,15.14789587
RP11-178F10.2,10.17409864,15.26114796,25.4352466,0,5.08704932,25.4352466,35.60934524
RP11-384P7.7,6.546715522,8.68634396,13.71036337,0.822161614,3.115165364,14.42195488,19.29259898
PTENP1-AS,8.926187728,12.03039177,19.09317579,1.215230201,4.510929675,19.79289991,26.6641885
DLGAP1-AS3,10.3495466,8.084373878,8.502153686,5.030996624,3.760184463,13.41476262,12.83818187
ENPP3,55.96121458,79.93540451,130.5107749,2.934670941,27.45184073,133.0059025,183.0382931
LINC01229,2.642281324,3.985654054,6.642756757,0.074106892,1.417479622,6.568649865,9.225752568
TCN1,111.5387751,167.0370841,277.8857935,2.152485411,57.7526638,276.7520015,387.4988415
CACNG8,1.869813845,1.829444771,2.349280873,0.947842483,1.047432158,2.801025881,3.180903234
PTENP1,1.746140024,2.198364834,3.378951682,0.307120916,0.816343668,3.641810184,4.765399089
AC006116.22,1.188544143,1.782816215,2.971360359,0,0.594272072,2.971360359,4.159904502
CTD-2311M21.3,0.651047599,0.55713057,0.642186783,0.32004891,0.283404714,0.894866209,0.922649588
AC104809.4,1.304971707,0.559273589,0,0.932122648,0.372849059,0.932122648,0.18642453
CROCC2,0.464681526,0.199149226,0,0.331915376,0.13276615,0.331915376,0.066383075
AC099552.2,0,0,0,0,0,0,0
CDKN1C,1.411959199,0.703371021,0.210337653,1.056458376,0.540259675,1.077774043,0.392351198
GPR20,0,0,0,0,0,0,0
SFTPD,0.741920576,0.317965961,0,0.529943269,0.211977307,0.529943269,0.105988654
PPP1R17,0,0,0,0,0,0,0
LYPD2,0,0,0,0,0,0,0
CTD-3064M3.3,0,0,0,0,0,0,0
AC104809.2,0,0,0,0,0,0,0
PTX4,0,0,0,0,0,0,0
C1QA,9.485509572,4.065218388,0,6.77536398,2.710145592,6.77536398,1.355072796
RP11-221J22.2,0.6533555,0.567332692,0.571796004,0.866882369,0.855611258,0.4524306,0.382142215
LINC02185,2.165872979,0.928231277,0,1.547052128,0.618820851,1.547052128,0.309410426
RP11-1008C21.1,0.187705906,0.107634599,0.063441491,0.115949507,0.059068101,0.179390998,0.112007989
PLAGL2,27.20785161,13.52894147,3.864340167,21.16058726,11.21845625,20.07154415,6.670163719
NEURL1,9.961266212,5.545797624,2.528863715,8.964454972,5.891812849,6.992673393,2.632913019
FIBCD1,0,0,0,0,0,0,0
KNDC1,2.447376259,1.048875539,0,1.748125899,0.69925036,1.748125899,0.34962518
LYNX1,0.668252476,0.294032771,0.01782399,0.472230629,0.19245705,0.490054619,0.119399711
LINC02085,4.15530582,1.780845352,0,2.968075586,1.187230234,2.968075586,0.593615117
C1QB,8.627536708,3.697515732,0,6.16252622,2.465010488,6.16252622,1.232505244
PLPPR4,0,0,0,0,0,0,0
ABCC3,13.77793295,7.651211303,3.596184344,11.54937989,7.253825145,10.35847344,4.472279582
PAPSS2,52.09103452,22.79340492,0.965367922,37.66468551,15.77178397,37.34796298,8.11519792
ITLN1,0.058965991,0.088448987,0.147414979,0,0.029482996,0.147414979,0.20638097
MRAS,18.75111154,8.104219873,0.143647237,13.43882387,5.464609379,13.43159514,2.798345328
TCF7L2,25.51775649,11.93196107,1.960709037,19.73977757,9.739160689,18.07271696,4.51628638
RP11-362F19.1,16.50233593,7.168812069,0.22161509,11.74279071,4.754547851,11.93163443,2.639156444
ZNF703,8.020770545,3.44952041,0.023425343,5.749200683,2.323105616,5.72577534,1.154525205
L1TD1,0.298361238,0.160435871,0.067532694,0.242142587,0.144189304,0.225110954,0.092235693
SIGLEC20P,19.21699412,8.235854622,0,13.72642437,5.490569748,13.72642437,2.745284874
C2,6.257650689,3.001796174,0.670487482,4.712770645,2.323417358,4.622729119,1.424919199
VMO1,3.947104027,1.691616011,0,2.819360019,1.127744008,2.819360019,0.563872004
OLFML2B,5.987658636,2.566139415,0,4.276899026,1.71075961,4.276899026,0.855379805
CKB,14.98601281,7.487276477,2.414848044,10.41120074,4.925253628,12.13153947,5.046321824
EPS8,47.80711233,21.04438989,1.154312527,34.63042831,14.65163998,34.36322545,7.68921397
TNFRSF8,16.05503907,7.345818677,0.904337093,12.24303113,5.801549544,11.33869404,2.629473644
SPRED1,3.964565249,1.773737353,0.151543371,2.917744909,1.287854124,2.843169565,0.660038472
MSR1,38.7583205,18.27542489,3.354793457,29.75196863,14.68992263,27.81132087,7.469839835
MAFB,36.20361487,15.52768761,0.023046839,25.87947934,10.37483858,25.85643251,5.180505237
TBC1D8,79.35856337,50.33298175,32.34077987,80.26892729,61.55285028,55.16689869,26.8651922
CTB-114C7.4,4.272193148,1.830939921,0,3.051566535,1.220626614,3.051566535,0.610313307
CASP5,5.947351298,2.548864842,0,4.24810807,1.699243228,4.24810807,0.849621614
MERTK,0.091366441,0.274099324,0.456832207,0.456832207,0.63956509,0,0.182732883
FMNL2,21.54621868,13.90107745,9.361947984,21.44491805,16.5610797,15.53005881,8.229626454
SMIM25,57.79440774,25.17947103,0.892505941,41.39920609,16.99892521,41.63985808,9.138237161
GPBAR1,206.980126,89.4142649,1.413997178,148.8055857,60.76168014,147.8279668,30.30574354
AATBC,33.66331054,14.75431962,0.662092725,24.43515256,10.31184963,24.08382012,5.205905229
AP2A1,157.0641594,77.32847096,20.35723824,123.5820531,65.55107404,113.8222785,35.14633644
SASH1,0.536735475,0.244198829,0.028636978,0.400485139,0.183620706,0.384873979,0.093639914
SLC24A4,33.39357427,14.78256909,0.952157385,24.42010556,10.54619193,23.90296736,5.335464101
CTSL,47.62011824,20.59913001,0.413444806,34.07380681,13.8365063,34.17651509,7.207142174
AC011899.9,26.24676555,11.6699663,0.97415033,18.52082091,7.639180354,19.40491642,5.013941754
TMTC1,0.545654985,0.351175967,0.242976482,0.496212418,0.37019676,0.431397659,0.254734814
CTD-2006K23.1,253.7636108,109.0189709,0.542532744,181.5130277,72.99953818,181.3410091,36.63342058
MS4A7,354.7294978,153.9089308,3.75270196,255.9553767,105.6872462,253.3216907,52.61302533
OSGIN1,6.415867824,2.791546237,0.097740062,4.554837,1.841482812,4.652577061,1.047803486
MS4A14,40.9155941,17.55957337,0.047286466,29.26595561,11.75366871,29.21866915,5.862648415
ZMYND15,3.307862402,1.478412809,0.118139571,2.464021348,1.10374811,2.345881777,0.516432184
SLC37A2,136.0855611,60.0190912,3.390893323,99.48138379,42.74309894,97.19136023,21.23497728
PDK4,38.55566044,16.76985566,0.57400276,27.37575667,11.06510322,27.94975943,6.278755197
RRAS,8.229116108,3.86987053,0.671075587,6.426239676,3.222735825,5.802253171,1.447716502
MS4A4A,103.1028214,61.26902293,33.65496856,99.47638757,71.33460307,71.0987203,29.79265201
RP1-228H13.2,12.00489488,5.144954949,0,8.574924915,3.429969966,8.574924915,1.714984983
CALML4,28.20142828,13.32355752,2.436725813,22.01993736,11.09590729,19.95519523,5.114522843
SYT17,3.017835593,1.588519873,0.598172484,2.502052102,1.482608509,2.194841657,0.79462214
NID1,10.13345355,4.342908666,0,7.23818111,2.895272444,7.23818111,1.447636222
MYOF,154.2533725,79.3590104,25.76470979,132.2650173,78.67071672,106.5003076,31.60594542
CXCR2P1,36.65192672,36.31225215,40.08285817,60.40657933,64.15441716,20.551403,20.23449661
LOXL3,47.47793618,20.45937225,0.230706044,34.01771281,13.77279841,33.94948865,6.947172898
CDK2AP1,101.7941905,45.11442607,3.00893916,74.50109328,32.25768301,72.87138778,16.32954668
C10orf105,8.65975158,3.890394573,0.354240565,6.447726349,2.904319419,6.166014997,1.403910911
TPPP3,88.15172283,38.82580154,2.036869779,64.697521,27.90615959,62.68494768,13.36145603
CTC-205M6.1,5.580552108,2.625969582,0.455591875,4.37661597,2.206238262,3.921024095,0.966441569
CDH23,48.24159461,40.32161429,38.27008757,66.79302537,64.65956562,29.34226803,21.50422073
C1QC,1.969448245,0.844049248,0,1.406748747,0.562699499,1.406748747,0.281349749
CD300E,343.887993,147.6008033,0.464761296,245.7821786,98.60230451,245.7557379,49.51238032
CSF1R,1357.621093,619.5557773,73.68299158,1030.54028,484.2569583,960.9626523,223.3078725
C12orf74,0,0,0,0,0,0,0
CTD-2509G16.3,0,0,0,0,0,0,0
RP11-731F5.2,0.457108518,0.195903651,0,0.326506085,0.130602434,0.326506085,0.065301217
KLK1,0.767399346,0.531428536,0.39383381,0.885714227,0.7481195,0.491880417,0.255909607
PLEKHG7,0.676255033,0.410735213,0.235105943,0.684558689,0.508929418,0.449452746,0.183932926
NTNG1,0.136165716,0.073977401,0.032624276,0.109791115,0.065737079,0.104175947,0.044688543
PRAMENP,0.009646706,0.028940119,0.048233531,0.048233531,0.067526943,0,0.019293412
COL4A3,1.23485441,0.600543531,0.139084843,0.998465971,0.5365193,0.864260956,0.23043806
ZNF860,0.069890273,0.034984019,0.011739106,0.046567593,0.020974858,0.058306699,0.025748267
FCRL2,5.231011649,3.334227848,2.267940412,4.693670597,3.454707997,4.152481819,2.428373182
CD24,3.13650559,1.597149446,0.523106194,2.47416084,1.362566606,2.326564454,0.824759291
DNAJC5B,1.07339229,0.625958477,0.329907009,0.999709517,0.694947127,0.75691173,0.318188838
RP11-444D3.1,0.477879524,1.433638572,2.38939762,2.38939762,3.345156667,0,0.955759048
TBC1D27,2.465798859,1.600455254,1.104127922,2.385641567,1.832957463,1.845081359,1.036094526
PAX5,0.620540208,0.358188553,0.188038355,0.544916208,0.364353067,0.461007281,0.209068569
CTD-2509G16.5,5.565002316,3.118231224,1.453205813,5.032169869,3.334168023,3.9087284,1.494933743
TNFRSF13B,1.880864756,1.141006276,0.668626213,1.797335955,1.304087658,1.337392085,0.618401839
COL4A4,0.934053095,0.537954517,0.268559909,0.891101963,0.620609575,0.633519851,0.238519052
RP11-588H23.3,2.019821957,1.216932102,0.746722043,1.646319316,1.099729086,1.663398981,0.936889296
EBF1,0.510396112,0.25139667,0.074710021,0.351714918,0.161572362,0.411563962,0.166020427
OSBPL10,4.499149491,2.975264907,2.085155054,4.66352098,3.714360353,3.168873656,1.704039845
WNT16,0,0,0,0,0,0,0
COCH,0.262610887,0.682192204,1.136987007,0.960919579,1.380500896,0.176067428,0.630862231
CTD-2363C16.2,0,0,0,0,0,0,0
SSPN,1.601262176,0.883679912,0.451486265,1.06717036,0.553850814,1.426943083,0.790486718
ZNF587P1,0,0,0,0,0,0,0
RP11-498M5.2,2.07743883,0.990252307,0.194291572,1.650420512,0.854459776,1.45612894,0.368942417
MTND5P5,6.366064557,3.445694698,1.394908116,5.742824497,3.692037915,4.347916381,1.427546523
RP11-785D18.3,0,0,0,0,0,0,0
DOK7,0.716784384,0.307193307,0,0.511988846,0.204795538,0.511988846,0.102397769
TAS1R3,0.305644645,0.191538237,0.141277909,0.177952487,0.099436576,0.319230396,0.23337957
POU2AF1,2.578469073,1.55271438,0.923677647,2.268447152,1.575528389,1.983589801,1.021717137
CPNE5,4.074114395,2.025469088,0.568270054,3.226062212,1.738919257,2.957231362,0.938529976
CD19,3.841497852,1.926395715,0.591205669,2.930552923,1.539341557,2.899560458,1.04047964
BLK,1.921507215,3.041664843,4.325124745,4.997246696,6.266267656,0.81651137,1.951107939
SYBU,0.123092728,0.0730016,0.04724434,0.074424994,0.039218866,0.121669334,0.081027075
AL928768.3,1.432595123,1.111684321,1.060202447,1.298267316,1.135877465,1.347144641,1.137141815
MS4A1,5.575488853,2.893116663,1.038477832,4.466577582,2.540882046,4.138666797,1.527351311
EBI3,4.506904171,1.931530359,0,3.219217265,1.287686906,3.219217265,0.643843453
AC008697.1,0.414881158,0.341289968,0.331671339,0.486099081,0.459936946,0.319862806,0.262815122
FCRLA,18.33343858,50.81046841,83.54763982,84.51988035,117.224205,1.300707875,33.81058444
LCN10,0,0,0,0,0,0,0
LINC01781,0,0,0,0,0,0,0
ZBTB32,1.607574764,0.766961897,0.177164672,1.125296777,0.504904941,1.254078208,0.444059951
BANK1,103.8176275,54.92066084,20.85542714,88.05477767,53.29361255,74.15866467,25.95762945
RP11-148O21.4,0.7497455,2.2492365,3.748727501,3.748727501,5.248218501,0,1.499491
FCRL5,4.824157292,6.077460626,7.92794779,9.344335149,11.03786913,2.985919148,4.396175661
AIM2,19.28810051,9.277865785,2.301621247,13.4546471,6.076710049,15.16995094,5.561408723
TNFRSF13C,3.791749596,3.09546758,2.897992166,4.926200084,4.68214216,2.494033016,1.844333509
RP11-148O21.2,0.351848183,1.027531349,1.712552249,1.665863584,2.341546751,0.046688665,0.731709565
CECR7,11.32725833,7.26255268,4.933670182,10.59572301,7.965134223,8.67911574,4.916116384
SEMA4B,34.09651618,16.68889385,4.278152238,26.36709033,13.66680217,24.9844036,7.866327815
TLR10,104.3458364,60.38368182,30.48402896,100.4824022,70.55133578,70.3125083,26.38176728
RALGPS2,13.379998,12.94903556,14.86611495,16.55712785,17.46928761,11.74020909,12.31416627
LINC01857,0,0,0,0,0,0,0
RP11-404F10.6,1.907838979,0.817645277,0,1.362742128,0.545096851,1.362742128,0.272548426
CD79A,9.470952869,11.92659627,15.33702624,19.64436184,23.00813208,4.773932825,7.276235947
CNR1,0,0,0,0,0,0,0
CD40,70.97014813,36.69843702,12.49884798,59.46866505,34.92999668,50.36061036,16.42797858
SOX5,1.435456319,1.530186636,1.837069135,2.202792071,2.440170773,1.060760913,1.224995027
SYNPO,0.69906709,0.387942171,0.187737993,0.550798877,0.331440416,0.554603701,0.262633064
HRK,0.47249828,0.260671905,0.117928088,0.405565467,0.257044108,0.345412795,0.139363961
PNOC,5.752572447,16.27447683,26.85100569,27.12412805,37.7006569,0.273122365,10.79502675
IGLVI-70,0,0,0,0,0,0,0
RP11-428G5.5,0.454463154,0.359258457,0.383806578,0.214957517,0.162744322,0.598764095,0.580320713
DNAH8,0.013511238,0.020266858,0.033778096,0,0.006755619,0.033778096,0.047289334
RP11-511B23.1,0.009289253,0.02786776,0.046446266,0.046446266,0.065024772,0,0.018578506
LINC00494,0.75860413,2.275812389,3.793020648,3.793020648,5.310228907,0,1.517208259
EHD3,4.77100642,2.258476124,0.448155067,3.569052489,1.719716555,3.511046192,1.037530773
COBLL1,19.70750549,43.42657658,68.36617033,70.2864716,94.80783414,6.102613325,30.23991562
ANGPTL1,0.862996342,0.811755732,0.892522338,1.153294023,1.194134189,0.660036079,0.648721908
RP11-380I10.4,0,0,0,0,0,0,0
CDK14,24.59724968,13.44841433,6.314624399,18.43819631,10.50924086,20.07522707,9.721557238
AK8,0.004156068,0.012468204,0.02078034,0.02078034,0.029092476,0,0.008312136
PLPP3,0.663345066,0.443640003,0.326983368,0.636574503,0.499352767,0.51524214,0.316102177
