GeneSymbol,naive.CD4.T.cells,naive.CD8.T.cells,naive.B.cells,monocytes,NK.cells ,myeloid.dendritic.cells
CRTAP,0.772342212,0.772342212,0.772342212,0.772342212,0.772342212,0.772342212
CSF1R,0.834549875,0.834549875,0.834549875,0.834549875,0.834549875,0.834549875
CSF2RA,0.847074511,0.847074511,0.847074511,0.847074511,0.847074511,6.999916384
CSF2RB,0.870913197,0.870913197,0.870913197,0.870913197,0.870913197,8.958198278
CSF3R,0.769005226,0.769005226,0.769005226,3.499573935,0.769005226,0.769005226
CSK,0.618440546,0.618440546,0.618440546,0.618440546,0.618440546,0.618440546
CST3,0.5699341,0.5699341,0.5699341,3.583701952,0.5699341,2.969684397
CST7,0.711744383,0.711744383,0.711744383,0.711744383,5.399323687,0.711744383
CSTA,0.702856895,0.702856895,0.702856895,3.893543091,0.702856895,0.702856895
CSTB,0.519753343,0.519753343,0.519753343,1.653720161,0.519753343,0.519753343
CTD-3252C9.4,0.73308576,0.73308576,0.73308576,2.239432847,0.73308576,0.73308576
CTNNB1,0.730750737,0.730750737,0.730750737,0.730750737,0.730750737,0.730750737
CTSA,0.726631039,0.726631039,0.726631039,0.726631039,0.726631039,0.726631039
CTSB,0.703721887,0.703721887,0.703721887,2.417358831,0.703721887,5.527657301
CTSC,0.657090512,0.657090512,0.657090512,0.657090512,2.826732331,5.061344704
CTSD,0.603360322,0.603360322,0.603360322,2.027259395,2.137541933,1.274153964
CTSH,0.70253929,0.70253929,0.70253929,2.645094871,0.70253929,0.70253929
CTSS,0.494190437,0.494190437,1.114923861,3.273582119,0.494190437,1.181602768
CTSW,0.626006212,1.409993552,0.626006212,0.626006212,5.091936713,0.626006212
CTSZ,0.727940457,0.727940457,0.727940457,2.522065758,0.727940457,4.185307197
CTTN,0.961408982,0.961408982,0.961408982,0.961408982,0.961408982,0.961408982
CUTA,1.31890997,1.262024195,0.461712365,1.120960515,1.524752984,1.006355047
CUX1,0.7854645,0.7854645,0.7854645,0.7854645,0.7854645,3.461297706
CXCL8,0.762618381,0.762618381,0.762618381,1.910518064,0.762618381,0.762618381
CXCR3,0.817235481,0.817235481,0.817235481,0.817235481,0.817235481,4.263221959
CXCR4,1.341115106,1.481258758,2.004740286,0.399795618,0.869504455,1.019626912
CXXC5,0.773583294,0.773583294,0.773583294,0.773583294,0.773583294,2.600932588
CYB561A3,0.715372872,0.715372872,3.28122183,0.715372872,0.715372872,5.608429929
CYBA,0.638956345,0.724441286,1.300866524,2.111068094,1.637613562,2.918974589
CYBB,0.7146397,0.7146397,0.7146397,3.014092133,0.7146397,1.823457132
CYC1,0.668301824,0.668301824,0.668301824,0.668301824,0.668301824,1.875694147
CYCS,0.532299442,1.297302224,0.532299442,0.532299442,1.697234693,1.243032263
CYFIP2,0.702602974,0.702602974,0.702602974,0.702602974,0.702602974,1.839372697
CYTH4,0.679334031,0.679334031,0.679334031,0.679334031,0.679334031,2.114136408
CYTIP,0.594543103,1.492380066,0.594543103,0.594543103,0.594543103,0.594543103
DAB2,0.906574995,0.906574995,0.906574995,0.906574995,0.906574995,15.11616587
DAD1,0.523551506,1.240757008,0.523551506,0.523551506,1.691878522,1.804767773
DAPP1,0.791147743,0.791147743,0.791147743,0.791147743,0.791147743,0.791147743
DAZAP2,0.476810642,1.067967495,0.476810642,1.630697917,1.260842381,1.209531416
DBI,0.538762817,0.538762817,0.538762817,1.417440801,1.961389256,1.773063675
DBNL,0.607248597,0.607248597,0.607248597,0.607248597,0.607248597,2.382061896
DCK,0.655806778,0.655806778,0.655806778,0.655806778,0.655806778,1.860984699
DCPS,0.819151456,0.819151456,0.819151456,0.819151456,0.819151456,4.350894556
DCTN3,0.673280215,0.673280215,0.673280215,0.673280215,0.673280215,1.875877891
DDAH2,0.777751231,0.777751231,0.777751231,0.777751231,0.777751231,3.06207578
DDOST,0.672679901,0.672679901,0.672679901,0.672679901,0.672679901,2.019771545
DDT,0.597576812,0.597576812,0.597576812,1.316588015,0.597576812,1.565257603
DDX17,0.56879772,0.56879772,0.56879772,0.56879772,0.56879772,1.631730447
DDX18,0.609367294,0.609367294,0.609367294,0.609367294,0.609367294,1.428684958
DDX24,0.589547281,0.589547281,0.589547281,0.589547281,0.589547281,1.392807793
DDX5,1.199386605,1.140008775,1.179932834,0.806504564,1.485961217,1.088501909
DECR1,0.68920371,0.68920371,0.68920371,0.68920371,0.68920371,0.68920371
DERL3,0.895443449,0.895443449,0.895443449,0.895443449,0.895443449,170.9326328
DGUOK,0.635642223,0.635642223,0.635642223,0.635642223,0.635642223,1.536881299
DHRS7,0.641600733,0.641600733,0.641600733,0.641600733,2.697558682,2.446070436
DNAJA1,0.637012088,0.637012088,0.637012088,0.637012088,0.637012088,1.733385199
DNAJB1,1.662801186,1.625380569,0.581397794,0.581397794,0.581397794,0.581397794
DNAJB11,0.745774247,0.745774247,0.745774247,0.745774247,0.745774247,1.295078379
DNAJB6,0.643480518,0.643480518,0.643480518,0.643480518,0.643480518,0.643480518
DNAJC4,0.722723806,0.722723806,0.722723806,0.722723806,0.722723806,2.232626995
DNAJC7,0.630114587,0.630114587,0.630114587,0.630114587,0.630114587,1.715012199
DNAJC8,0.624877512,0.624877512,0.624877512,0.624877512,0.624877512,1.572051965
DNASE1L3,0.906967658,0.906967658,0.906967658,0.906967658,0.906967658,155.7575473
DOK2,0.652389939,0.652389939,0.652389939,0.652389939,2.839220513,0.652389939
DPP7,0.606533236,0.606533236,0.606533236,0.606533236,0.606533236,1.668924254
DPYSL2,0.790825491,0.790825491,0.790825491,0.790825491,0.790825491,2.910748149
DRAM2,0.651848102,0.651848102,0.651848102,0.651848102,0.651848102,0.651848102
DRAP1,0.522372205,1.098433183,0.522372205,1.262488406,1.798536512,1.200132076
DSTN,0.640597061,0.640597061,0.640597061,0.640597061,0.640597061,2.541614031
DUSP1,1.046193426,1.115650743,1.081739689,1.670914275,1.284613306,0.560471335
DUSP2,0.609652558,0.609652558,0.609652558,0.609652558,1.154629645,0.609652558
DUSP22,0.733953369,0.733953369,0.733953369,0.733953369,0.733953369,1.238145129
DUSP23,0.755830418,0.755830418,0.755830418,0.755830418,0.755830418,0.755830418
DUSP5,0.869095025,0.869095025,0.869095025,0.869095025,0.869095025,9.137615199
DUSP6,0.746257697,0.746257697,0.746257697,2.78149278,0.746257697,0.746257697
DYNLL1,0.556839502,0.556839502,0.556839502,1.721146305,1.739591621,2.367543082
EAF2,0.772468293,0.772468293,4.238296903,0.772468293,0.772468293,0.772468293
ECH1,0.611232724,0.611232724,0.611232724,0.611232724,0.611232724,1.412790626
EEF1A1,1.580461945,1.675563109,1.000897496,0.551092208,0.416592393,0.753785795
EEF1B2,1.493430072,1.597429881,1.23065968,0.753834894,0.723822624,1.198517833
EEF1D,1.23755848,1.278218417,1.15027909,0.996500674,0.789479002,0.982361009
EEF2,1.290906521,1.370212739,1.318197167,0.772290345,0.783609778,1.048701888
EFHD2,0.677305763,0.677305763,0.677305763,1.969797364,3.678404415,0.677305763
EID1,0.502684274,0.502684274,0.502684274,1.374895938,1.629530084,1.643251789
EIF1,0.977078363,0.938484066,0.890250932,1.557534611,1.258532122,1.21478956
EIF1AY,0.653218368,0.653218368,0.653218368,0.653218368,0.653218368,1.772392139
EIF1B,0.633607276,0.633607276,0.633607276,0.633607276,0.633607276,1.658816277
EIF2S2,0.595333027,0.595333027,0.595333027,0.595333027,0.595333027,1.545865867
EIF2S3,0.564068489,1.175489188,0.564068489,1.194302987,0.564068489,0.564068489
EIF3D,1.344604393,1.335513915,1.466202795,0.993363551,0.472244498,1.069233933
EIF3E,1.496242721,1.506450129,1.141621202,1.049770569,0.691516899,0.823471706
EIF3F,1.27855059,1.256330213,1.168468493,1.002560021,1.089157545,1.165143112
EIF3G,1.209851156,1.161389622,0.415940143,1.153944486,1.638146762,0.986900587
EIF3H,1.31184266,1.408528786,1.135477243,1.202989127,0.975411634,1.024812092
EIF3K,1.180840814,1.206590853,1.024883848,1.326682999,1.086231829,1.135364606
EIF3L,1.222819005,1.353212221,1.221770078,1.132115637,1.017756562,1.410512628
EIF3M,1.271471787,1.3184673,0.495779763,1.48493466,0.495779763,1.134124927
EIF4A1,0.564026519,0.564026519,0.564026519,0.564026519,0.564026519,1.224146559
EIF4A2,1.336311276,1.354996582,1.248384335,0.729905313,1.119291391,0.92797915
EIF4A3,0.754973902,0.754973902,0.754973902,0.754973902,0.754973902,3.09601608
EIF4B,1.363245329,1.318116089,1.248613777,1.035985426,0.451728405,1.024708047
EIF4EBP1,0.763337814,0.763337814,0.763337814,2.499389859,0.763337814,0.763337814
EIF4G2,1.168702694,1.130374724,1.48695189,1.175089541,1.331759379,1.4534025
EIF4H,0.618215411,0.618215411,0.618215411,0.618215411,0.618215411,0.618215411
EIF5,0.617656726,0.617656726,0.617656726,1.379306691,0.617656726,1.504736558
EIF5A,0.486698978,1.268264245,0.486698978,1.106455908,1.626074742,1.395397058
EIF6,0.675596498,0.675596498,0.675596498,0.675596498,0.675596498,0.675596498
ELF1,0.587339627,0.587339627,0.587339627,0.587339627,0.587339627,0.587339627
EMB,0.677460906,0.677460906,0.677460906,0.677460906,0.677460906,1.794989183
EMC7,0.729288283,0.729288283,0.729288283,0.729288283,0.729288283,1.246806043
EMP3,0.876109406,0.819657588,0.886627308,1.445917921,1.499113684,0.687716868
ENO1,1.09198188,1.12459982,0.399278214,1.254234998,1.356519881,1.178866303
ENSA,0.581369338,0.581369338,0.581369338,0.581369338,0.861691079,1.384190038
ENY2,0.597985369,0.597985369,0.597985369,1.62487147,0.597985369,1.423506838
EPC1,0.609732805,0.609732805,0.609732805,0.609732805,0.609732805,1.403059491
ERCC1,0.741290019,0.741290019,0.741290019,0.741290019,0.741290019,2.518636587
ERGIC3,0.602507627,0.602507627,0.602507627,0.602507627,0.602507627,1.617060201
ERICH1,0.703110796,0.703110796,0.703110796,0.703110796,0.703110796,0.703110796
ERN1,0.807929919,0.807929919,0.807929919,0.807929919,0.807929919,4.339982652
ERP29,1.158357688,1.103041056,1.415881806,1.202485073,0.411637826,2.535293174
ERP44,0.668442771,0.668442771,0.668442771,0.668442771,0.668442771,1.695758688
ETFA,0.704416618,0.704416618,0.704416618,0.704416618,0.704416618,0.704416618
ETHE1,0.741422665,0.741422665,0.741422665,0.741422665,0.741422665,0.741422665
ETS1,0.606228219,0.606228219,0.606228219,0.606228219,0.606228219,0.606228219
EVI2A,0.621192322,0.621192322,0.621192322,1.796562064,0.621192322,0.621192322
EVI2B,0.448186427,1.016464582,1.413089433,1.732647607,0.448186427,0.86691402
EVL,1.470441361,1.418399204,1.098145186,0.360359059,1.758857929,0.360359059
EZR,0.618137668,0.618137668,1.407304037,0.618137668,0.618137668,0.618137668
F13A1,0.888877294,0.888877294,0.888877294,0.888877294,0.888877294,0.888877294
FAAP20,0.634543363,0.634543363,0.634543363,0.634543363,0.634543363,1.605426269
FABP5,0.798694561,0.798694561,0.798694561,0.798694561,0.798694561,3.545110587
FAM107B,0.627303213,0.627303213,0.627303213,0.627303213,0.627303213,0.627303213
FAM110A,0.797751979,0.797751979,0.797751979,0.797751979,0.797751979,0.797751979
FAM129C,0.805906651,0.805906651,0.805906651,0.805906651,0.805906651,6.183467333
FAM26F,0.735579701,0.735579701,0.735579701,0.735579701,0.735579701,0.735579701
FAM45A,0.75315442,0.75315442,0.75315442,0.75315442,0.75315442,0.75315442
FAM49B,0.555702262,0.555702262,0.555702262,1.457684918,2.129659878,1.685072332
FAM60A,0.738291742,0.738291742,0.738291742,0.738291742,0.738291742,2.563229816
FAM65B,1.331855423,1.212074181,1.486166101,0.467148693,0.467148693,0.981909059
FAM96A,0.705262384,0.705262384,0.705262384,0.705262384,0.705262384,1.981837172
FAM96B,0.629163985,0.629163985,0.629163985,0.629163985,0.629163985,1.938375817
FAU,1.155883004,1.110753887,1.555017029,0.987769164,0.646051649,1.163018587
FBL,0.538671459,1.4677843,0.538671459,0.538671459,0.538671459,1.264741534
FBXW5,0.707650375,0.707650375,0.707650375,0.707650375,0.707650375,2.073253783
FCER1A,0.885881271,0.885881271,0.885881271,0.885881271,0.885881271,24.19050259
FCER1G,0.607381053,0.607381053,0.607381053,3.046132507,2.823886099,3.491634054
FCER2,0.802179361,0.802179361,5.510759272,0.802179361,0.802179361,0.802179361
FCGR3A,0.796422027,0.796422027,0.796422027,0.796422027,6.720069523,0.796422027
FCGRT,0.644293386,0.644293386,0.644293386,3.014869891,0.644293386,2.369871224
FCMR,0.632798797,0.632798797,2.2509737,0.632798797,0.632798797,0.632798797
FCN1,0.667817162,0.667817162,0.667817162,3.978371564,0.667817162,0.667817162
FCRLA,0.814946094,0.814946094,0.814946094,0.814946094,0.814946094,0.814946094
FERMT3,0.659448997,0.659448997,0.659448997,0.659448997,0.659448997,2.050232571
FEZ2,0.812541083,0.812541083,0.812541083,0.812541083,0.812541083,4.428170367
FGFBP2,0.81440068,0.81440068,0.81440068,0.81440068,10.95555907,0.81440068
FGL2,0.715571497,0.715571497,0.715571497,3.824472511,0.715571497,0.715571497
FGR,0.687080718,0.687080718,0.687080718,2.246206457,2.911852374,0.687080718
FIBP,0.716782116,0.716782116,0.716782116,0.716782116,0.716782116,0.716782116
FKBP11,0.716903496,0.716903496,0.716903496,0.716903496,0.716903496,0.716903496
FKBP1A,0.493434522,0.493434522,0.493434522,2.342396853,1.201174764,1.721806922
FKBP2,0.678137628,0.678137628,0.678137628,0.678137628,0.678137628,4.560781382
FKBP8,0.514186494,0.954845715,0.514186494,1.339512919,1.648554436,1.166118968
FLNA,0.613492575,0.613492575,0.613492575,1.69945179,1.744885475,0.613492575
FLOT1,0.735012424,0.735012424,0.735012424,0.735012424,0.735012424,2.338968483
FLT3LG,0.661742052,1.49580251,0.661742052,0.661742052,0.661742052,0.661742052
FMNL1,0.568266982,0.568266982,0.568266982,0.568266982,1.962615789,0.568266982
FNBP1,0.563001894,0.563001894,0.563001894,0.563001894,0.563001894,0.807231711
FOS,1.209421038,1.191983659,0.910698001,1.789022885,1.141599956,0.995136751
FOSB,1.115718733,1.107384104,1.093847248,1.665482257,0.442436822,1.491853762
FOXP1,1.590612228,1.48406254,1.675951022,0.551663968,0.551663968,0.551663968
FTH1,0.792845284,0.713075474,0.953389341,3.065947395,0.719370038,1.918271743
FTL,0.705397531,0.753131083,0.912710204,3.455271522,0.768714169,0.782887879
FUS,1.249150339,1.219594804,1.217630473,0.846252576,1.534784569,1.226186604
FXYD5,1.137495927,1.071337597,1.044495649,1.212979857,1.005822049,0.771238918
FYB,1.368371217,1.334012374,0.45606811,1.489891476,1.246091922,0.843531012
FYN,0.653559951,0.653559951,0.653559951,0.653559951,2.008977482,0.653559951
GABARAP,0.696252108,0.696252108,0.696252108,2.407029409,0.696252108,0.696252108
GABARAPL2,0.533612541,0.533612541,0.533612541,1.345870242,0.533612541,1.856592233
GABPB1-AS1,0.62091228,0.62091228,1.479368132,0.62091228,0.62091228,0.62091228
GADD45B,0.64600723,0.64600723,0.64600723,0.64600723,0.64600723,0.948180434
GAPDH,0.84138399,0.810564877,0.673743297,2.034148129,1.374339606,0.888770985
GAPT,0.777276253,0.777276253,0.777276253,0.777276253,0.777276253,6.812227638
GAS6,0.921903161,0.921903161,0.921903161,0.921903161,0.921903161,71.70697786
GBP2,0.694319073,0.694319073,0.694319073,0.694319073,0.694319073,0.694319073
GCA,0.726278499,0.726278499,0.726278499,2.451071647,0.726278499,0.726278499
GDI2,0.522325341,0.522325341,1.668953005,1.416857989,0.522325341,1.199046827
GGA2,0.781802804,0.781802804,0.781802804,0.781802804,0.781802804,3.121371971
GGNBP2,0.659871668,0.659871668,0.659871668,0.659871668,0.659871668,1.726583369
GHITM,0.564791269,0.564791269,0.564791269,0.564791269,1.332597129,1.381250961
GIMAP4,1.361421572,1.319440687,0.548079022,1.124524951,1.679926787,0.548079022
GIMAP7,1.509379803,1.337907622,0.534098272,0.534098272,1.726339521,0.534098272
GLIPR1,0.645145627,0.645145627,0.645145627,2.1518903,0.645145627,2.364935502
GLIPR2,0.701778028,0.701778028,0.701778028,0.701778028,0.701778028,0.701778028
GLO1,0.725496016,0.725496016,0.725496016,0.725496016,0.725496016,2.200509576
GLRX,0.576961463,0.576961463,0.576961463,1.735860288,0.576961463,1.233162943
GLTSCR2,1.452290514,1.35862717,1.397190293,0.680267663,0.798471613,0.741491827
GLUL,0.752307695,0.752307695,0.752307695,0.752307695,0.752307695,0.752307695
GMFG,1.17742985,1.057730219,0.923761612,1.476989744,1.246974803,0.828345014
GMPR,0.941442736,0.941442736,0.941442736,0.941442736,0.941442736,0.941442736
GNAI2,0.59317972,0.59317972,0.59317972,1.817915067,0.59317972,1.510994834
GNAI3,0.691617289,0.691617289,0.691617289,0.691617289,0.691617289,0.691617289
GNAS,0.57358856,0.57358856,0.57358856,1.270213223,0.57358856,2.326075557
GNB1,0.728761543,0.728761543,0.728761543,0.728761543,0.728761543,2.239851432
GNB2,0.6069521,0.6069521,0.6069521,1.337312837,0.6069521,1.510304779
GNB2L1,1.291087858,1.371435399,1.348309233,0.8383845,0.636219368,1.000110515
GNG11,0.913087041,0.913087041,0.913087041,0.913087041,0.913087041,0.913087041
GNG5,0.570686993,0.570686993,0.570686993,1.754969073,0.570686993,2.044765393
GNG7,0.810089608,0.810089608,0.810089608,0.810089608,0.810089608,3.626450696
GNLY,0.735804533,0.735804533,0.735804533,0.735804533,10.24741355,0.735804533
GORASP2,0.750839324,0.750839324,0.750839324,0.750839324,0.750839324,2.412272386
GP9,0.951690618,0.951690618,0.951690618,0.951690618,0.951690618,0.951690618
GPBAR1,0.830359655,0.830359655,0.830359655,0.830359655,0.830359655,0.830359655
GPR183,0.688694678,0.688694678,0.688694678,0.688694678,0.688694678,2.736516027
GPX1,0.51738825,0.51738825,1.043864465,3.012073026,0.51738825,3.346108932
GPX4,1.184774755,1.136102633,0.426109466,1.708073744,0.426109466,1.22332951
GRAP2,0.73479733,0.73479733,0.73479733,0.73479733,0.73479733,0.73479733
GRB2,0.624814643,0.624814643,0.624814643,0.624814643,0.624814643,0.624814643
GRK6,0.615491701,0.615491701,0.615491701,0.615491701,0.615491701,0.615491701
GRN,0.649329339,0.649329339,0.649329339,3.31569348,0.649329339,4.364589351
GRSF1,0.725124408,0.725124408,0.725124408,0.725124408,0.725124408,2.266029272
GSN,0.842827103,0.842827103,0.842827103,0.842827103,0.842827103,13.33553252
GSTK1,1.173017191,1.109224053,0.455558527,1.215211461,0.455558527,0.960361535
GSTO1,0.62948155,0.62948155,0.62948155,1.910909523,0.62948155,1.39566196
GSTP1,0.488279261,0.488279261,0.488279261,2.853527676,1.516622837,1.44234837
GTF2A2,0.641228492,0.641228492,0.641228492,0.641228492,0.641228492,1.799848583
GTF2I,0.712444508,0.712444508,0.712444508,0.712444508,0.712444508,2.03773166
GTF3A,0.488618934,1.274242086,0.488618934,0.488618934,1.51889998,1.468268444
GUK1,0.479142757,1.170342575,0.479142757,1.291909794,1.668956278,1.934394127
GYPC,1.529086592,1.554056391,0.52791624,0.52791624,1.505433719,0.52791624
GZMA,0.691312444,0.691312444,0.691312444,0.691312444,5.408005919,0.691312444
GZMB,0.812997685,0.812997685,0.812997685,0.812997685,9.487643575,36.94063184
GZMH,0.821058653,0.821058653,0.821058653,0.821058653,2.881537053,0.821058653
GZMK,0.748856565,0.748856565,0.748856565,0.748856565,0.748856565,0.748856565
GZMM,0.650963002,1.623595512,0.650963002,0.650963002,3.465691353,0.650963002
H1FX,0.596247532,0.596247532,0.596247532,0.596247532,0.596247532,2.050596896
H2AFJ,0.713887366,0.713887366,0.713887366,0.713887366,0.713887366,0.713887366
H2AFV,0.608050304,0.608050304,0.608050304,0.608050304,0.608050304,1.713751577
H2AFY,0.596755075,0.596755075,0.596755075,2.110615852,0.596755075,2.088226013
H2AFZ,0.516128652,0.516128652,0.516128652,1.523831095,1.492658212,1.174624963
H3F3A,0.844259695,0.849817084,1.282019513,2.128472597,1.300334178,1.458275042
H3F3B,0.868650782,0.727421056,1.146708611,1.330049085,1.49100056,1.65506696
HACD4,0.723964225,0.723964225,0.723964225,0.723964225,0.723964225,0.723964225
HADHA,0.596184365,0.596184365,0.596184365,0.596184365,0.596184365,1.366832949
HCK,0.764491968,0.764491968,0.764491968,2.657095254,0.764491968,0.764491968
HCLS1,0.531061459,0.531061459,0.531061459,1.258939947,1.611259904,1.144003982
HCST,0.926208213,1.261125535,0.371751816,1.381595562,2.308180904,1.395289432
HEBP2,0.733206382,0.733206382,0.733206382,0.733206382,0.733206382,0.733206382
