,GSM480959,GSM480960,GSM480961,GSM480962,GSM480963,GSM480964,GSM480965,GSM480966,GSM480967,GSM480968
1384917_at,7.753572741,3.415990543,6.885080917,3.454083439,5.26398524,3.526896297,6.079401727,3.497640057,5.016777087,3.319329012
1384918_at,3.772990749,3.72936587,3.614498147,3.728003436,3.805320588,3.708515381,3.590645718,3.679030703,3.459239871,3.744729292
1384919_at,3.721219959,4.018524696,3.620447915,3.849971552,3.707479446,3.836851312,3.790351541,3.775630088,3.807638986,3.895391854
1384920_at,3.884713445,3.414487153,3.772061298,3.672476294,3.543604044,3.650728636,4.011165841,3.645005574,4.036524601,3.820879173
1384921_at,5.270814503,5.016199094,5.84854367,5.737598426,6.129660633,6.27665804,5.619062136,5.783812045,5.671941899,5.45628156
1384922_at,6.047978059,5.882297497,6.712619717,7.019537417,7.746736269,7.625859498,7.071138348,6.85889982,7.090334086,7.200238709
1384923_at,4.627059013,4.70791651,4.782430098,4.893294737,4.903222829,5.236197054,4.87387694,4.673686483,4.789335345,4.71638993
1384924_at,3.406877896,3.972176202,3.032802471,3.698741594,3.409364996,3.412960931,3.301543396,3.577968497,3.357525164,3.277172646
1384925_at,7.781571048,7.511789146,8.120901376,7.900953706,8.222274796,8.140787204,7.940105384,7.758518376,7.87193944,7.861045839
1384926_at,7.069004287,6.344997086,7.052251275,6.758350308,6.745545649,7.044417011,7.122386825,6.853327207,7.253482605,7.017869191
1384927_at,8.54595698,8.603887063,9.334737036,9.148050786,9.459260409,9.431805182,10.13908451,10.55194217,9.944499195,10.36883499
1384928_at,4.062327707,4.367636886,4.057363897,4.235193824,4.071978247,4.185931973,3.939033452,4.125028833,3.757214846,4.231220614
1384929_at,5.617331769,4.515189307,5.458603383,4.455636461,4.901339924,4.40559567,4.644001906,4.69751489,4.712966139,4.765336751
1384930_at,6.202712011,6.451896545,6.337900392,6.157178324,6.276207724,6.310395515,6.297298491,6.154156624,6.090032352,6.187995898
1384931_at,2.840428823,4.549099889,3.108731709,3.462018091,2.931919696,3.297201249,3.14301036,3.646705991,3.051529084,3.63123493
1384932_at,4.713101726,5.676408957,5.152648512,5.51022413,5.794902215,4.505336211,5.249282918,5.817746694,5.067375644,5.828976481
1384933_at,4.966218833,5.295449718,5.044682304,5.029678429,5.00218749,5.223846801,5.154977721,5.000310757,4.782430098,5.154038561
1384934_at,8.022745071,8.316860744,8.091300113,8.441771724,8.387379819,8.769423636,8.050859114,8.220363529,8.353626613,8.262843459
1384935_at,8.051287318,8.24392593,7.975301952,8.327155057,8.199392337,8.340539794,8.249107129,8.16390999,8.104278446,8.114280621
1384936_at,3.486756896,3.516806389,3.724613171,3.496283001,3.85578672,3.828922753,3.446380448,3.796253886,3.68055403,3.544611562
1384937_at,5.931557126,5.840198979,6.05747156,6.134187931,6.171857911,6.676915812,6.12668232,6.146254572,6.298364573,6.150634645
1384938_at,6.843844335,6.911383118,6.691342178,6.760055361,7.154357951,6.294642822,6.887904375,7.015598324,6.220548577,6.792253908
1384939_at,3.380505012,3.71878612,3.674989563,3.460702644,3.306253407,3.642875803,3.368154562,3.364530203,3.223547251,3.323611773
1384940_at,4.923418026,4.682464536,4.723109147,4.358316431,4.416909313,4.927727727,4.771321747,4.775515726,4.897454072,4.617242287
1384941_at,5.286551963,5.866583366,5.623240637,6.319193216,5.997960958,6.307137026,5.990733747,5.880220678,5.773957583,6.109726788
1384942_at,7.26855965,7.551402699,8.129660735,8.591292758,8.661789298,8.898099388,8.192181703,8.277870065,8.404905819,8.413341289
1384943_at,4.006123275,4.432854499,3.558858647,4.07677898,3.942523454,3.903276184,3.746586308,3.700005741,3.836090412,3.872036182
1384944_at,7.219822271,6.280575054,7.866875519,7.070698911,8.351254033,8.057955895,7.949507244,6.806575037,8.157573953,6.664707828
1384945_at,6.00323082,6.029591127,5.770736292,5.967043311,6.217653342,5.32976285,6.029129715,6.217298428,5.557537428,5.978733159
1384946_at,3.709142933,3.518186342,3.558858647,3.549261953,3.390087468,3.823449682,5.573317715,4.898242005,5.274094228,4.591629642
1384947_at,3.312798021,3.283858993,3.328831175,3.472807502,3.332896935,3.384388226,3.147812375,3.252895257,3.113216553,3.409629578
1384948_at,6.816849399,6.261540565,6.709351288,6.125538176,5.648229458,5.318230691,5.77965609,5.239811237,5.923272464,5.844886458
1384949_at,3.037804677,3.291181749,3.090344242,3.063771577,3.117291469,3.203815643,3.0715493,3.092487987,2.92101913,3.133361467
1384950_at,4.996212646,5.76894552,4.469105696,5.09612373,4.601004744,4.544459993,5.00134294,4.911123328,4.16915295,4.770411564
1384951_at,3.834812939,4.072032576,3.850949586,3.92833297,4.115133737,3.992597217,4.101324659,3.972062253,3.935523305,4.135915346
1384952_at,2.93101521,3.047031243,2.96938385,2.973330199,3.058346068,2.998392256,2.874865973,2.938316319,2.82927508,2.999650614
1384953_at,5.704815906,5.73957516,5.561122208,5.837206842,5.544583956,5.454322683,5.372881038,5.513485345,5.210605741,5.164111739
1384954_at,3.625194066,3.84630631,3.597310109,4.008760003,3.696638285,3.79162271,3.717924691,3.763443911,3.660465852,3.865621257
1384955_at,3.526285525,3.877863939,3.933010431,3.870007516,3.88517789,3.978098203,3.907392835,3.740598079,3.850231003,3.931293748
1384956_at,6.278144967,6.383932401,6.469657603,6.615132146,6.498454443,6.766805147,6.445483974,6.253481112,6.429645317,6.316881843
1384957_at,3.885878823,4.198792224,3.775430895,4.036910658,4.06659749,4.041783562,3.950239017,4.218396817,3.807561187,4.107981009
1384958_at,9.675511293,9.707222346,9.744613837,9.924379077,9.953021379,10.10476045,9.702432725,9.768063267,9.821411088,9.942556749
1384959_at,6.528608559,7.03673595,7.324437505,7.699897016,7.881335248,8.380057206,7.142934756,7.444435583,7.389951356,7.58614714
1384960_at,3.754189526,4.455748394,3.819244633,3.886347651,3.721530199,3.965252497,3.661960474,3.699679809,3.718512044,3.554806097
1384961_at,3.471875081,3.306379686,3.209610722,3.288460277,3.409860939,3.412352287,3.351161555,3.402199199,3.395452146,3.49963195
1384962_at,3.730988168,4.245161835,3.911020684,4.092307193,4.322714371,4.01051073,3.969317543,4.332099051,3.900788184,4.146339928
1384963_at,4.318064313,3.868708691,3.656395088,3.860792376,3.829125827,3.558126061,3.7904281,3.546532623,4.025076746,3.638074961
1384964_at,3.842645106,4.099610278,3.978461512,3.950347324,3.861070495,3.879577131,4.031386804,3.817097932,3.982765321,4.026415904
1384965_at,5.156667615,5.459580781,5.03272102,5.295514249,5.183408763,4.648322663,4.961907942,5.491724269,5.040866769,5.207838739
1384966_at,3.351873866,3.279770942,3.38364593,3.457198786,3.48592724,3.439789288,3.524895231,3.354031335,3.265787287,3.201938009
1384967_at,5.397409096,5.330172692,5.182313043,5.210286233,5.138122772,5.446147595,5.516242858,5.269178099,5.136203664,5.522774975
1384968_at,4.035630683,4.523471231,4.243612111,4.694468018,4.438703338,4.887984565,5.30673405,5.201141445,5.656237178,5.415685343
1384969_at,3.576109333,3.538069333,3.821933943,3.665747096,3.704804381,3.715975827,3.641226462,3.390230323,3.630499764,3.59950671
1384970_at,4.229433581,4.08620386,4.223540166,4.2133619,4.312607992,4.362748448,4.191717804,4.47116986,4.132054872,4.118273847
1384971_at,5.068252169,6.685607637,4.362910337,5.568075726,4.03336077,4.649999656,4.039005697,4.941143977,4.047471154,4.476800183
1384972_at,4.869057196,4.977951443,4.656156208,5.150773061,4.646130734,4.784784969,5.07100009,4.568189199,4.817577482,4.846332205
1384973_at,4.091479918,4.070429332,4.096981011,4.051512909,3.978479291,4.079232166,3.921181321,3.859328173,3.867006702,3.952479536
1384974_at,3.73624748,3.496627383,3.600562805,3.523950478,4.252379715,3.839664135,3.785556223,4.001013533,3.587077609,3.670408641
1384975_at,4.394946417,4.920154006,4.293001731,4.457652751,4.706924159,3.403619852,5.156426761,5.565322844,4.696993873,5.186835809
1384976_at,3.255382561,3.531443226,3.137486721,3.442799892,3.246015255,3.175623024,3.284020916,3.264989765,3.238964748,3.186141374
1384977_at,5.571839237,5.473470422,5.598605276,5.549850792,5.387895271,5.595444384,5.262555919,5.574264442,5.202184297,5.533708741
1384978_at,4.444806917,4.215666406,4.222395931,4.134887279,4.091622231,4.416909313,3.954939376,4.115764922,4.116352647,4.315761341
1384979_at,3.84491418,3.6776378,3.870425819,3.6501678,3.805454163,3.453439797,3.568301094,3.706090947,3.729820513,3.665579125
1384980_at,3.84318243,4.170350959,3.723929905,4.004691298,3.805509583,3.938611574,3.776106835,3.83949457,3.573325001,3.884556047
1384981_at,5.2474226,5.099574772,4.929008302,5.219960329,5.076817576,5.148899536,5.099975767,5.102700998,5.087591843,4.812564733
1384982_at,4.149919048,4.243443521,4.136999755,4.20022221,4.044164329,4.270774268,3.907596073,4.2154395,4.189458488,4.260244246
1384983_at,6.427712923,7.084608425,6.510692094,6.88303853,6.685772301,6.501138255,6.728379432,7.290486316,6.297525524,6.6437981
1384984_at,5.55754033,5.120691919,5.58843132,5.239986107,5.474427561,5.379369601,5.496424408,5.08479693,5.337153116,5.340216617
1384985_at,4.450236204,4.496411191,4.304295406,4.150878332,4.626542546,3.875777867,4.253927793,4.322696109,3.916024052,4.28559507
1384986_at,3.677277249,3.695352291,3.735398886,3.53369992,3.480837276,3.745505504,3.612810957,3.777748429,3.655267105,3.596724084
1384987_at,3.720849823,3.466766319,3.847137856,3.703682929,3.679041897,3.767406859,3.493921132,3.601310743,3.559338187,3.733279971
1384988_at,4.94339253,5.244878922,5.028497169,5.096383062,4.747300242,5.006307039,4.984613644,5.065751655,4.675701207,4.963607156
1384989_at,4.666787923,4.861341902,4.739050574,4.910188281,4.851106265,4.824342752,4.677592285,4.933892827,4.856198316,4.811970896
1384990_at,3.494702568,3.48204983,3.528960471,3.35143979,3.553568444,3.711144101,3.700078649,3.545664874,3.470277182,3.555666094
1384991_a_at,5.456527473,5.522522191,5.549299401,5.629833747,5.735688158,5.578398883,5.536464604,5.515002419,5.494727674,5.666773309
1384992_at,3.2373597,3.218875238,3.407002512,3.196125411,3.291945856,3.565986943,3.105707154,3.306457703,3.116365834,3.084678676
1384993_at,4.141326096,3.870874357,3.981976981,4.227210689,4.246850826,4.388280282,5.311981864,6.059939119,5.15542361,5.20586398
1384994_at,3.427693545,3.613624472,3.823305427,3.641176304,3.5960171,3.490175471,3.600150169,3.519720895,3.681658184,3.662087734
1384995_at,4.779416572,4.961016481,4.862919941,4.982608877,4.732281499,4.652852455,4.488290467,4.827026781,4.666703636,4.776789168
1384996_at,5.263258277,4.641146042,5.695590717,5.37130136,5.672751833,5.806345487,5.415490433,5.308725053,5.736658995,5.384055833
1384997_at,5.133980713,5.717157342,5.091278935,5.010153451,4.38978844,4.75179295,4.84643294,5.218077611,4.92476563,5.185294729
1384998_at,4.713826526,4.174984438,5.019576918,4.812032846,5.012081502,5.079136627,4.791965849,4.535857423,5.160756585,4.536506394
1384999_at,3.124307717,3.241156028,3.195475393,3.140563926,3.385267273,3.179374308,3.3718225,3.276969129,3.124307717,3.461603142
1385000_at,7.166772767,4.721963602,6.692823444,4.848048421,5.497960913,4.701998675,5.754725703,4.729374079,5.695934698,4.708105045
1385001_at,6.848838344,6.504267063,5.740499784,5.803412469,5.309573968,5.225812983,5.607851372,5.620050122,5.653532972,5.52189017
1385002_at,6.194223403,5.952890523,6.558050184,6.480662818,6.56970501,6.592799158,6.579454369,6.684483835,6.458695476,6.551427426
1385003_at,3.756056603,3.52016674,3.651411643,3.641949267,3.63982066,3.8880706,3.786332485,3.631688811,3.60944942,3.466532017
1385004_at,3.339963938,3.294633455,3.494436363,3.413476051,3.29083327,3.482549436,3.301037752,3.248989827,3.528882876,3.252610996
1385005_at,3.230915319,3.4387655,3.341471706,3.182224699,3.316493543,3.242924566,3.258986368,3.187606289,3.336746672,3.449345462
1385006_at,4.437954561,4.531298869,4.754736905,4.527059583,4.682952258,4.685266735,4.482043442,4.487408729,4.530719663,4.311290723
1385007_at,7.884949058,7.920282174,8.000635286,8.071960382,8.110048501,8.152260348,8.015527517,8.024534572,8.206794214,8.014082073
1385008_at,8.024641103,8.212059856,8.707699762,8.605143485,8.822297432,9.062184427,8.942555434,9.195221761,9.128198431,9.222686051
1385009_at,3.806033879,3.951883956,3.856443124,4.059113316,3.864168476,3.862366383,3.869908865,4.081682337,4.059568154,4.046986856
1385010_at,5.216372272,5.369562345,5.446561112,5.258323027,5.450947807,5.447966893,5.357550678,5.201141445,5.158967724,5.237173711
1385011_at,7.50417098,7.694183084,7.533131164,7.604717989,7.782043318,7.677245835,7.677606418,7.928301956,7.995486584,7.91729821
1385012_at,4.448971617,4.26884916,4.227766421,4.346151159,4.471396656,4.308433816,4.28373338,4.070313826,4.15080314,4.459612364
1385013_at,6.108257508,6.361698341,6.148880022,6.404331755,6.219661304,6.32205279,6.225065877,6.070572415,6.186258321,6.325455788
1385014_at,7.975772067,7.038700091,7.959098276,7.845582486,8.356527196,8.207357523,7.989331115,7.863638432,8.064896635,7.944409323
1385015_at,4.611480329,4.528156418,4.821932906,4.487170458,4.720806452,4.801837831,4.806113455,4.405814054,4.741984119,4.722661225
1385016_at,6.751222752,6.058853311,7.089112498,6.892076187,7.234073087,7.373782195,6.996615465,6.878030521,7.169706817,7.094933664
1385017_at,3.459106289,3.320628951,3.437859157,3.560215865,3.566745686,3.458196815,3.52418676,3.801525974,3.384398536,3.42502056
1385018_at,3.109641719,3.208613632,3.259240444,3.407005053,3.166991873,3.226128314,3.172439373,3.207401431,3.396969328,3.322228348
1385019_at,3.987413358,3.934564164,3.94628617,3.888395598,4.021697047,4.018761148,3.883746114,3.837594467,3.809153381,3.911999889
1385020_at,6.249856488,7.057474027,6.211608909,6.671650275,6.328107528,6.455126181,6.25184248,6.585998036,6.522370502,6.651804089
1385021_at,3.746143141,3.945847624,3.875550043,3.855020392,3.778997776,3.747043104,3.747658422,3.693034327,3.619648571,3.814810114
1385022_at,4.978308878,4.934858968,4.710177021,4.746288278,4.966758836,4.799008277,4.815338133,4.849227539,4.69058003,4.90408851
1385023_at,3.49222707,3.481003854,3.555866619,3.5033991,3.427133862,3.511500942,3.632380477,3.303383014,3.308362583,3.47807747
1385024_at,6.381267714,6.012311596,5.960063263,5.871209541,5.715250755,5.955173963,5.861192769,5.528384957,6.168274427,5.934533896
1385025_a_at,4.536460869,4.362528558,4.178390235,3.985607732,4.132890041,4.014072771,5.498668665,4.748423456,5.07045929,4.998752125
1385026_at,4.532492898,5.036549603,4.985318884,5.021208778,4.929546905,4.972872045,4.897171739,4.977063603,4.799262424,4.846332205
1385027_at,5.441282239,5.780607623,5.62588226,6.059077144,6.878424137,6.877669532,5.884174187,6.457815066,6.407342077,6.149365671
1385028_at,3.592391531,3.389229135,3.45352193,3.571011171,3.438549708,3.580962002,3.682432896,3.555704552,3.557121378,3.600730024
1385029_at,7.634236425,7.868383532,6.786075778,7.095871738,6.144264594,6.392481193,6.146892468,6.318087685,5.884925399,6.212706421
1385030_at,4.85004427,4.787036392,5.315305447,5.41418637,5.470711738,5.8105123,5.121898486,5.208241407,5.255042749,5.017252914
1385031_at,4.708519042,4.198003588,4.131827099,3.956701058,4.036159264,3.951616675,4.03470805,3.71839816,4.007104249,3.89942662
1385032_at,4.821959841,4.160332777,4.443039488,4.363992844,4.612581375,5.013740194,4.640597499,4.432141607,4.670942558,4.556338705
1385033_at,4.008339488,3.775911879,4.081566555,4.209840652,4.485545447,4.433336154,4.26425765,4.203622687,4.345374117,4.011713432
1385034_at,3.310957673,3.457368368,3.406853513,3.397422497,3.208024941,3.303166214,3.373064364,3.252147631,3.457680289,3.306746824
1385035_at,6.200938741,6.486881597,6.175273185,6.500383374,7.010217431,6.104454015,6.412742641,6.541036043,6.22748849,6.458496184
1385036_at,7.116349258,4.801342362,6.683751289,5.554976258,6.194992087,5.766766988,5.933089524,5.186861005,6.019941601,5.260996338
1385037_at,3.492868087,3.829867984,3.714440057,3.893644525,3.766793048,3.745559996,3.479275782,3.823432386,3.455820478,3.53157234
1385038_at,4.630511264,5.197644184,4.938521752,4.984328508,5.000191952,5.126019399,5.486562302,5.148279638,5.451867445,5.300398862
1385039_at,3.89106955,3.717253516,3.889341899,3.964252661,3.965135877,4.044658789,3.705397903,4.042506674,3.977147851,3.75662464
1385040_at,3.933289928,4.097512335,4.036738031,3.935707816,4.04004792,4.133817805,3.867051995,3.88031976,3.791998815,3.745240793
1385041_at,4.725756302,4.303245679,4.981101129,4.917911114,5.280563233,5.386018403,5.103378509,5.262145796,4.939180729,5.081464712
1385042_at,4.695565881,4.580809968,4.591753158,4.561806499,4.347545216,4.449370126,4.699883226,4.68181251,4.63827946,4.773324621
1385043_at,4.689915892,4.220689895,4.774649115,4.457895292,4.665768004,4.386638926,4.250092643,4.039294082,4.299094203,4.313483122
1385044_at,5.387964809,5.269954256,6.61684787,6.654432285,6.19240259,6.487613537,5.818029811,5.610242092,5.468354737,6.048187034
1385045_at,3.618868849,3.46384729,3.461297293,3.411286952,3.572096175,3.509052754,3.442513591,3.470711758,3.60298249,3.31370373
1385046_at,7.204506519,6.695501623,7.30809013,7.144617236,7.638248739,7.587149423,7.316113548,7.131709955,7.284985291,7.121340325
1385047_x_at,4.148953097,4.220292796,4.113851622,4.113851622,4.17198577,4.444885624,6.868239016,5.376248743,6.993445629,5.770649761
1385048_at,6.650356683,6.074833543,6.696749007,6.220280269,6.384286697,6.301625422,6.252934267,5.955142565,6.21776208,6.179770074
1385049_at,4.343203688,4.319456872,4.203519144,4.252686516,4.416909313,4.560628303,4.148698816,4.300575756,4.368777235,4.527958915
1385050_at,5.753284477,5.542231755,5.787745186,5.739751685,6.146105787,5.751237758,5.732605913,6.322323294,5.903744604,5.969847222
1385051_at,3.821484303,3.888287099,4.053436611,3.843475237,3.62322996,3.761342902,3.690271314,4.110676249,3.864620332,3.946168392
1385052_at,5.601627417,5.620538074,5.629105785,5.787424179,5.883043321,5.791662326,6.073046215,5.969338017,6.17015638,6.37944731
1385053_at,6.733842572,5.652819784,6.935258917,6.740783113,7.439371295,6.961833642,6.839634299,6.579686101,6.954728274,6.492159352
1385054_at,6.135963868,6.012311596,6.322875808,6.118386438,6.305657794,6.643424592,6.345515106,6.54421896,6.733423924,6.569212
1385055_at,3.295305493,3.64557288,3.388864461,3.371042578,3.629462176,3.436993475,3.175612457,3.379310748,3.282631544,3.295869842
1385056_at,3.87533587,4.036928986,3.630027534,3.916350396,3.900926639,3.89424951,3.995605637,3.878747633,3.793390869,3.941067554
1385057_at,4.546772045,4.38559041,4.472348713,4.547394882,4.210292556,4.516673531,4.139424707,4.523642659,4.299855619,4.622660875
1385058_at,2.99950357,2.961926893,2.901554593,2.814803993,2.942928535,2.853486067,2.830280753,2.980499372,3.018099601,3.157847706
1385059_at,5.423152096,5.956990571,5.593373551,5.644086427,6.020733674,4.759524976,5.634772859,6.214777412,5.260483639,5.721374645
1385060_at,6.594160073,5.954016039,6.128677677,5.624008602,5.497960913,5.558530408,6.305068443,5.681890787,6.02379922,5.506520232
1385061_at,5.939873167,5.560588064,6.078117448,5.983721512,6.124812347,6.408594861,5.532970516,5.763082296,5.584459565,5.775694143
1385062_at,5.341348612,5.096696727,5.192114309,5.135958512,4.630293271,4.944722453,4.929444857,4.7962014,5.190764918,4.920208595
1385063_at,5.115292451,5.279787579,4.659562255,4.980663387,5.100332799,5.299643189,5.183403745,5.348707382,4.884801548,5.007406403
1385064_at,4.334381779,4.29740831,4.145876344,4.133279957,4.365564988,4.215132832,4.027482482,3.905563952,4.173752804,3.988547022
1385065_at,3.392493701,3.752975106,3.489653187,3.237748462,3.315713818,3.492106476,3.336083931,3.516675679,3.423538905,3.426200992
1385066_a_at,6.537025915,6.411628359,6.817976428,7.009360066,7.237786636,7.057820044,6.989668757,6.968399465,7.206229528,7.089020725
1385067_at,3.484189453,3.62000666,3.603990427,3.66986895,3.663101508,3.573940638,3.604402123,3.770901401,3.643577822,3.703040682
1385068_at,6.033074708,5.947373901,6.058522821,5.796318186,5.618581337,5.622469323,5.96062151,5.951496201,6.278341235,5.886087972
1385069_at,6.942752177,7.694340299,7.100547425,7.535834444,7.138409082,7.49830884,7.015111624,7.53814408,6.713694541,7.218243291
1385070_at,6.028299548,6.99311694,6.492226993,6.925402238,8.17983882,5.818426878,7.249724577,7.852228856,6.497624291,7.306176691
1385071_at,4.674535337,4.821294023,4.631160116,4.936517989,4.777582455,4.958230861,4.860659884,4.613205705,4.804890499,5.072725267
1385072_at,7.927429607,7.227450155,7.239023035,6.6481397,6.28286898,5.599639405,6.769733933,6.030783064,6.907271709,6.016768782
1385073_at,7.350102366,7.643019661,8.17524052,8.305563964,8.802072858,8.646881001,8.104423751,8.478750657,8.123369809,8.256784161
1385074_at,8.844842635,6.963489454,8.828862345,7.452005391,8.148149566,7.820655923,8.140620929,7.198577191,7.996550399,7.191617479
1385075_at,6.241351566,6.553171473,6.544347589,6.966988052,7.406193965,6.44114388,6.619443668,6.78350343,6.605599823,6.910965716
1385076_at,4.4605287,4.119386832,4.304501693,4.421030984,3.839307613,4.2992942,4.152701722,4.489947715,4.268339665,4.382865703
1385077_at,5.490081062,5.556459041,5.638323978,5.92397721,5.444068708,5.905833328,5.444467656,5.568110219,5.467180799,5.643019036
1385078_at,4.905273429,5.055165425,5.207300684,4.519198013,3.917177428,3.997374539,4.112247693,4.245397329,4.300921048,3.901376
1385079_at,3.549011031,3.57665312,3.444548656,3.663886017,3.754695394,3.735823852,3.839198925,3.632171067,3.715182866,3.513862557
1385080_s_at,3.820023073,3.990978159,4.128609803,4.073283499,4.039636221,4.179858454,4.066269839,4.029626812,4.027246981,4.093150329
1385081_s_at,6.328736582,6.147919165,6.095266176,5.909792199,6.394294366,5.951929228,6.156631266,6.256906641,6.302268749,6.311433368
1385082_at,5.469633747,4.874840279,6.139845101,5.813941288,6.490072859,6.400478066,5.725785869,5.419064495,5.907695036,5.609161942
1385083_at,3.562618734,3.891326776,3.687251522,3.571011171,3.548310714,3.893780064,3.624060004,3.788880815,3.548539969,3.639799353
1385084_at,3.004078319,3.032825572,3.104454272,3.212452003,3.010511716,3.184633813,3.127011194,3.081475138,2.886885764,2.964119725
1385085_at,3.675992538,3.716433027,3.497905749,3.643116865,3.627782499,3.540645144,3.75402846,3.512574753,3.353196337,3.638020458
1385086_at,5.775744707,6.678186071,4.998015297,5.672661269,4.119247578,4.939180729,5.311226704,5.93076905,5.543147525,5.889698997
1385087_at,4.489947195,4.568078882,4.308472397,4.77873944,4.382563824,4.169531589,4.133374963,4.253801894,4.1574059,4.316425353
1385088_at,4.894134616,4.917327494,5.199066651,4.959294625,4.943162311,5.199234496,4.844371031,4.779821846,4.998094196,4.896914633
1385089_at,3.339322613,3.549010641,3.51396198,3.373552542,3.47059457,3.511500942,3.397389444,3.525208704,3.443814908,3.346960066
1385090_at,6.932881422,7.040870318,6.875348041,6.724716872,6.650574594,6.75019221,6.612403577,6.622580524,6.745890471,6.822284358
1385091_at,3.809177203,4.165178539,4.154952833,4.166020575,4.295135201,3.818866749,4.017066842,3.937595757,3.865341179,3.929354026
1385092_at,4.606179638,4.667959049,4.73558654,4.749092493,5.026387864,4.833728654,4.762401119,4.626502667,4.694773628,4.575221986
1385093_at,6.757506969,6.188542313,6.459693578,5.796956367,5.981303109,5.720161826,5.849033158,5.80945348,5.995686464,5.728056005
1385094_at,6.255763002,6.389784851,6.205769571,6.126046903,6.699346785,6.193163599,7.325874084,7.337184592,6.787047927,6.870040026
1385095_at,4.416981755,4.491400893,4.083219115,3.996286138,4.082964531,4.26351869,3.995448799,3.992173795,4.186082396,4.291010639
1385096_at,3.078108482,3.088168922,3.084925225,3.070250879,3.103801582,3.170635541,3.059584991,3.066671096,3.025015727,3.079387907
1385097_at,6.266189193,5.837848439,6.44196203,6.458885211,6.820350747,6.723454904,6.596018406,6.433500258,6.381936996,6.243570355
1385098_at,3.636429012,3.932263266,3.490604318,3.412315744,3.228429848,3.375200721,7.632577478,8.131737138,7.57684707,7.93847216
1385099_at,3.163772434,3.069500289,3.152766963,3.209987983,3.352425632,3.187862143,3.229629164,2.882783735,3.309336358,3.145219728
1385100_at,5.819773297,5.297276259,5.762477808,5.43311511,5.765193291,5.677792493,5.750137004,5.611896113,5.927532066,5.646969909
1385101_a_at,6.276465995,6.177164752,6.445450197,6.153118324,5.959030659,5.946674565,5.689176412,5.755378143,5.715653034,5.342930953
1385102_at,5.978635834,6.119995691,5.804512954,6.026980813,5.942665857,5.60503971,5.78575352,6.027725965,5.255686596,5.094646626
1385103_at,8.257211202,7.944106935,8.094981873,7.966754069,8.335173448,7.795554017,8.182659971,8.172505303,7.783629168,8.020478157
1385104_at,6.937689771,6.931782448,6.702629193,6.471864882,6.10050168,6.460312888,6.746665384,6.78803097,6.51230174,6.533179985
1385105_at,4.294378149,4.674751509,4.116414153,4.523435559,4.575615797,4.548498274,4.253239634,4.368873929,4.114942308,4.500850441
1385106_at,6.945861516,6.979269742,7.306877739,7.382649943,7.597850497,7.693315448,7.324862066,7.4142379,7.654969311,7.402263286
1385107_at,2.932674308,2.987893747,2.950276777,3.01764816,2.845507179,2.878040521,2.873225277,2.840034098,2.887338883,3.04294645
1385108_at,4.777585037,4.319949045,5.742320989,6.008695423,5.885999533,5.483287962,5.351127673,5.134734003,4.759702081,5.253450923
1385109_at,6.644784329,6.667661904,6.751222752,6.660887964,6.678081337,6.797071102,6.621756937,6.761994717,6.949119016,6.662164771
1385110_at,3.829036752,4.400111064,4.142670089,4.341790786,4.215050184,4.307195097,3.914383147,4.239564005,3.963787531,4.224649219
1385111_at,3.457070544,3.524348636,3.527861172,3.448827548,3.493612116,3.404166278,3.650258581,3.40565379,3.59209961,3.757909543
1385112_at,3.735036102,3.688581766,3.523754848,3.674361247,3.704366781,3.781849005,3.633817347,3.622123528,3.590757352,3.519870426
1385113_at,4.587745112,4.776008492,4.672816406,4.719360144,4.765083499,4.71243323,4.592460892,4.608365045,4.380768759,4.514183687
1385114_at,4.344895901,4.525020474,4.502889762,4.653705879,4.955362747,5.031235434,4.386385316,4.746036978,4.712896612,4.698065498
1385115_at,3.120936969,3.283858993,3.384962253,3.313420929,3.301319305,3.230476012,3.166116537,3.175547002,3.293931663,3.22723965
1385116_at,3.067114831,3.352162128,3.168971959,3.187327609,3.136846808,3.235253613,3.038670585,3.174353548,3.145846363,3.123838858
1385117_at,3.903157323,4.126428149,3.607628758,3.838352165,4.065208727,3.903489529,3.977191908,3.94523297,3.915862474,3.996800769
1385118_at,8.364325602,8.361340336,8.526044215,8.559163343,8.62123259,8.529808328,8.288569384,8.394630688,8.509444309,8.407843769
1385119_at,3.145740493,3.295024233,3.213811755,3.449296977,3.1605642,3.097235834,3.257121356,3.011703122,2.883856314,3.22954913
1385120_at,3.265168489,3.245706578,3.152252531,2.84741272,3.107689618,2.938532212,3.379678164,3.15637134,3.134256964,3.202181705
1385121_at,4.353823647,4.053526694,4.278691886,4.346228273,4.62503596,4.555613047,4.619278604,4.224901876,4.46387525,4.553429023
1385122_at,3.331764737,3.544235028,3.558858647,3.504249754,3.743956082,3.655889945,3.556121961,3.703072755,3.354956659,3.610220546
1385123_at,4.594908875,4.891642456,4.45278013,4.426438327,4.429320959,4.235553008,4.363911011,4.398833894,4.348354725,4.220335459
1385124_at,6.158780397,6.31557979,6.580648711,6.498185486,7.167342786,6.425705458,7.219769357,7.499179852,6.839435699,7.206975692
1385125_at,3.319476106,3.742294917,3.654567375,3.541902963,3.580941873,3.571769286,3.323888658,3.285210477,3.431961767,3.59146822
1385126_at,7.654996234,7.315294379,8.179110589,8.083219144,8.60932251,8.537028345,8.126825087,8.253361674,8.338182187,8.118077225
1385127_at,3.123019025,3.179235865,3.222178527,3.105744128,3.144609829,3.193176278,3.14301036,3.004855599,3.049358715,2.996383455
