	Neuronal	Astrocytic	Oligodendrocytic	Microglial
1381448_at	4.260038463	4.250620617	4.185670184	4.697432851
1381449_s_at	6.565413649	4.666813846	9.58345899	8.713607662
1381450_at	3.798074941	4.05686127	4.012314985	4.069326547
1381451_at	4.211898787	4.745724026	4.38519046	4.647237749
1381452_at	3.775661313	3.554975563	3.59950671	3.498321106
1381453_at	3.975952305	3.603354846	3.733018225	3.671421153
1381454_at	4.536656054	4.452587322	4.648516353	5.563591421
1381455_at	3.151092617	3.287341742	3.038761713	2.945644471
1381456_at	4.074845102	4.065417998	3.983956709	4.165241056
1381457_at	5.905376134	4.731894247	4.524671617	4.712124841
1381458_at	3.987552753	3.924297008	4.01918679	4.346877983
1381459_at	4.52915322	4.044968879	4.400187781	4.422078038
1381460_at	4.754842538	6.069747144	6.277007522	5.369794666
1381461_at	3.796334142	5.382134583	5.05846125	6.122152047
1381462_at	10.01665546	5.864928963	5.531131922	5.468905029
1381463_at	4.109694784	3.863374884	4.315212236	4.324152561
1381464_at	3.838858047	3.947242494	3.883199061	4.320764872
1381465_at	5.309733262	5.377503618	5.529250995	5.230678585
1381466_at	3.725392486	3.772949017	3.67011521	3.635235992
1381467_at	7.726456767	7.106041055	7.62720014	6.705299175
1381468_at	4.315824456	4.243033116	3.945637157	4.437419368
1381469_a_at	7.193555046	7.526609812	7.042967626	7.638918039
1381470_at	8.372300985	4.734709665	5.871117201	4.916595204
1381471_at	5.071902858	3.98847736	3.98375832	3.873688677
1381472_at	3.704914167	3.892887898	3.944898319	4.133309574
1381473_at	4.982119707	5.059036251	5.189841112	5.241375254
1381474_at	3.159061007	3.217582121	3.070679371	3.083999237
1381475_at	5.235212193	4.762202172	4.81766883	4.715755896
1381476_at	4.655424873	6.463619488	4.374835009	4.110550002
1381477_at	7.222911382	5.375183931	5.707428299	5.886104594
1381478_at	3.883096794	4.124787334	4.069231084	4.353466114
1381479_at	3.65472917	3.772730039	3.840411472	3.843666246
1381480_at	7.898769366	6.933532918	6.705177619	6.820284987
1381481_at	5.562643094	5.596086515	5.557648383	5.709618531
1381482_at	7.644631253	8.580625506	7.303329034	5.283701232
1381483_at	3.924274868	3.821793592	4.466935783	4.346428626
1381484_at	3.868828155	3.949966862	3.979475666	4.08341496
1381485_at	3.553936983	3.389967767	3.49963195	3.57135109
1381486_at	3.129939303	2.972832682	2.906440504	3.23612203
1381487_at	3.273626559	3.52508751	3.328438785	3.512894301
1381488_at	3.309917028	3.078704442	2.939839604	3.292461441
1381489_at	5.548073326	8.21118301	8.549389622	8.108041578
1381490_at	3.356199849	3.396654729	3.47511203	3.711883804
1381491_at	4.877964882	4.60085996	4.774124667	4.938252117
1381492_at	3.286827291	3.132029723	3.161357202	3.195934804
1381493_x_at	3.25411748	3.217582121	3.350594752	3.00634407
1381494_at	3.427431052	3.615843906	3.724397978	4.055776186
1381495_at	3.538054506	3.462562461	3.536677257	3.659940124
1381496_x_at	4.60745557	5.08455114	4.48389833	4.46141701
1381497_at	3.662848481	3.551473165	3.696184646	3.573883996
1381498_at	3.546073789	3.544539838	3.685332455	3.624994851
1381499_at	3.784559736	3.653208784	3.714265874	4.238665181
1381500_at	3.086823976	3.202246172	3.275372262	3.709314286
1381501_at	3.424621057	3.318422191	3.360942229	3.635704127
1381502_at	3.662351482	6.990690757	3.768351442	3.545917532
1381503_at	4.281369558	5.090939973	4.967529547	4.466902409
1381504_at	3.21513045	3.223056693	3.193631098	3.173702869
1381505_at	4.191362925	4.364508807	4.322914679	4.257291382
1381506_at	3.312857506	3.12848007	3.195845548	3.221485113
1381507_at	4.216693207	3.665975083	3.637968004	3.703043437
1381508_at	4.240522998	3.947301441	3.603085531	3.703339885
1381509_at	5.796703798	6.673109817	6.697707465	6.338233265
1381510_at	3.703731579	3.791861724	3.578235035	3.757620527
1381511_at	4.218183968	3.389860765	3.451879731	3.722330396
1381512_at	3.580074331	3.678360516	3.836999842	4.0044521
1381513_at	4.852500317	4.734953397	4.696728653	4.7709984
1381514_at	3.336493006	3.266794205	3.293189231	3.409376789
1381515_at	5.636063918	4.621112286	5.372265771	4.861422706
1381516_at	3.760896899	3.586030366	3.531335785	3.541802122
1381517_at	3.558547121	3.171121245	3.422511593	3.350275416
1381518_at	3.602062366	3.611067488	3.577256533	3.743760783
1381519_at	4.335076085	4.340162836	4.436864814	4.31330338
1381520_at	3.584967938	3.643994704	3.635563278	3.615189542
1381521_at	3.669375893	3.823049857	3.617446676	3.593439793
1381522_at	3.672171245	4.005897753	3.779671563	4.117515544
1381523_at	3.578492743	3.540602313	3.679015041	3.943281483
1381524_at	3.755737798	3.718264721	4.082208947	4.500443129
1381525_at	6.954669636	6.179518408	6.045057393	6.558360816
1381526_at	7.899059592	6.818483685	6.488817312	6.371562612
1381527_at	4.843978744	4.724496637	4.876939056	4.837940839
1381528_at	6.957867619	7.137385912	5.895995996	5.734574049
1381529_at	4.584009609	4.852032395	4.641466152	5.121169516
1381530_at	4.200057727	4.331810049	4.400349987	4.464318279
1381531_at	3.672084971	3.595049854	3.621668638	3.960629491
1381532_at	3.249528893	3.450091051	3.561107576	3.629198417
1381533_at	8.467020596	7.485456099	5.862472395	4.422679302
1381534_at	3.393172436	3.508033847	3.533951236	3.720334144
1381535_at	5.312249844	4.553330123	4.301243321	4.686487482
1381536_at	3.451772802	3.312629348	3.795529396	3.750065524
1381537_at	5.339208085	5.403229216	5.416874525	5.697586023
1381538_at	3.244307555	3.148700623	3.115665687	3.050960008
1381539_at	3.91396694	3.579402872	4.252545234	4.207126382
1381540_at	4.323513566	4.344798163	4.378225704	4.087132185
1381541_at	6.337318414	6.238707464	6.226933824	6.5528801
1381542_at	6.460348212	8.687823548	7.652997193	7.156788295
1381543_at	5.985266344	5.65213482	6.273852676	7.108053559
1381544_at	3.773582498	3.501553	3.598443169	3.802753984
1381545_at	6.75019221	4.614277199	6.372127445	5.76788575
1381546_at	3.955938783	3.798839527	3.899344996	4.061083193
1381547_at	3.751208252	3.814807722	4.04360271	4.358565941
1381548_at	4.133241611	5.050404458	4.358269712	4.526634451
1381549_at	2.969089115	3.036689505	2.952420526	3.277178349
1381550_at	3.592000761	3.66071868	3.515305261	3.658333447
1381551_at	4.386238321	3.683391422	4.219664729	4.148472221
1381552_at	4.148647773	3.879625881	4.365775939	4.404459177
1381553_at	3.480810684	3.468885669	3.41234472	3.52660907
1381554_at	3.656955893	3.847651451	3.832310124	3.716873084
1381555_at	3.901514748	3.888453674	4.095307215	3.970844481
1381556_at	2.999650614	2.989047251	3.740995698	5.97447503
1381557_at	3.44095489	5.921968584	3.712011865	3.785361797
1381558_at	6.791652573	6.407249766	5.977488192	6.479174339
1381559_at	4.057622539	4.116486017	4.156972534	4.039161838
1381560_at	4.722071669	4.781469084	5.001338227	4.805668411
1381561_at	5.049015386	4.330813712	3.905513716	4.961274069
1381562_at	3.783211295	3.605222657	3.58605509	3.766429296
1381563_at	5.996827889	6.163793454	6.180125434	6.556397519
1381564_at	8.097526497	7.178503112	6.709952128	6.676774803
1381565_at	3.435121127	2.991990373	3.495158253	3.257534733
1381566_at	6.022134896	5.929860946	6.00612907	5.998556388
1381567_at	3.749263191	4.091483048	4.129449731	4.098705086
1381568_at	3.638362118	3.962416909	3.607828988	4.128243521
1381569_at	5.228067341	5.169110762	5.331468369	5.493741411
1381570_at	5.3307755	5.357024432	5.276127175	5.734370299
1381571_at	5.683452674	5.909502385	6.132059492	6.07802424
1381572_at	4.114039397	5.881980399	4.367951962	4.46850226
1381573_at	3.258452169	3.284813701	3.213811755	3.395858895
1381574_at	3.425536841	3.771733632	4.380275766	4.128810811
1381575_at	3.089134617	2.96796443	3.069046372	3.051463947
1381576_at	6.363729503	3.892887898	4.466429738	5.570816651
1381577_at	3.902348548	4.675282168	4.240435166	4.19379058
1381578_at	4.526334482	4.257907857	4.448283835	4.549212565
1381579_at	3.175788855	3.279654849	3.162482264	3.288998409
1381580_at	4.829100666	4.918804109	4.681483709	5.333137221
1381581_at	4.288506657	4.253486458	4.259794063	4.073513049
1381582_at	3.166254646	3.240078006	3.291012998	3.295179436
1381583_at	8.178877275	5.942358302	5.997504272	4.673302144
1381584_at	6.668567095	5.17454766	4.533878994	4.636313948
1381585_at	3.13915723	3.054530822	3.170213227	3.124836587
1381586_at	3.690402997	4.31079042	4.780330852	3.664348768
1381587_at	4.991184833	5.060314117	5.05048498	5.16842882
1381588_at	4.334255993	6.782771371	4.303764859	4.961200189
1381589_at	4.55418559	4.398790671	4.436285995	4.36751131
1381590_at	3.667305527	3.976293222	4.056649065	3.908082086
1381591_at	3.555887678	5.47623227	3.950258082	3.619049781
1381592_at	6.616783087	7.132727681	7.046075917	7.035956297
1381593_x_at	7.062726902	6.656870579	7.190981036	7.104196588
1381594_at	3.338446385	3.209470739	3.378834999	3.582179776
1381595_at	6.345526925	2.860363168	2.981330986	3.052223421
1381596_at	3.476893278	3.453143167	3.417715733	3.681856114
1381597_at	4.944187846	5.166519423	4.840584248	5.15433724
1381598_at	5.704221349	5.608292168	5.826038366	5.995735154
1381599_at	2.890565752	3.027390247	3.028447811	3.163077124
1381600_at	4.666617597	4.880294393	4.619363982	4.848063883
1381601_at	6.039807034	6.036811714	6.100239968	5.784542231
1381602_at	3.12952786	3.371164136	3.487229124	3.569344613
1381603_at	4.016026443	5.622336221	3.979175272	4.002254771
1381604_at	6.980692839	5.627429386	5.698390519	5.799100442
1381605_at	8.140107688	5.720279792	4.335719475	4.506702846
1381606_at	4.085327167	4.361062774	4.07576414	4.488337847
1381607_at	6.559605915	5.939109781	6.193082008	6.796711724
1381608_at	4.575035806	4.260846152	4.011813314	4.271993124
1381609_at	7.563519528	7.149841003	7.285256087	7.290562482
1381610_at	3.441292688	3.22837416	3.565924014	3.750853144
1381611_at	5.913516968	7.276805749	6.374672114	6.668965988
1381612_at	4.39932519	4.18356758	4.957684651	5.862554456
1381613_at	3.352696326	3.400694175	3.366612929	3.661119398
1381614_at	3.465834146	3.467215812	3.501271455	3.679903991
1381615_at	8.908408087	3.105569801	3.566650899	3.392612885
1381616_at	4.292462363	3.356711957	4.038958074	3.978323964
1381617_at	7.454521123	6.411517971	6.261337888	6.006016247
1381618_at	5.627612963	5.028965909	4.672678504	4.746589214
1381619_at	3.243025746	4.349881253	3.800201709	4.091268426
1381620_at	3.084524539	3.180884431	3.203815452	3.273499394
1381621_at	6.270927928	3.717984199	3.570966042	4.047368875
1381622_at	3.610290231	3.716901705	3.707393946	3.843857607
1381623_at	8.843902807	8.859194854	8.871766413	9.017612732
1381624_at	4.18319178	3.533976666	3.777837309	4.019913282
1381625_at	3.892590206	3.811113166	3.71967711	3.841778273
1381626_at	3.954336163	3.489278475	3.652605649	3.433396824
1381627_at	7.693762305	7.207888429	5.894649558	5.421565622
1381628_at	3.670339116	3.575224875	3.611997141	3.722769577
1381629_at	3.759144219	3.753293927	3.617360663	3.500635396
1381630_at	3.538476409	3.597669434	3.693434608	5.158476521
1381631_at	3.25489038	3.120785998	3.177774186	3.330513292
1381632_at	3.700669794	3.891342696	3.59950671	3.801884116
1381633_at	2.964629202	3.366696654	3.083936931	3.317596942
1381634_at	3.093096544	3.025484782	3.072146961	3.094031449
1381635_at	4.378125429	4.388922373	4.378075906	4.609066176
1381636_at	5.389814098	4.057125359	4.115387084	4.256154557
1381637_at	5.651988681	4.059106136	3.57585996	3.801359634
1381638_at	3.59441569	3.475442535	3.664892456	3.550865345
1381639_at	4.27785683	4.837480342	4.246549374	4.515551555
1381640_at	4.484090561	4.243065753	5.387083818	4.526656207
1381641_at	4.147413975	4.014930619	4.191352161	4.43250317
1381642_at	3.027146598	2.969856175	3.157501258	3.110211743
1381643_at	4.723907557	4.51853205	4.812937385	5.004698593
1381644_at	5.621702703	3.757668131	3.582320752	3.621570381
1381645_at	5.756330486	5.842864489	5.830900961	5.559320483
1381646_at	4.413335245	4.021039458	4.089668393	3.853446004
1381647_at	5.602878644	5.925224116	6.045652164	6.012603153
1381648_at	3.995606182	4.343188719	4.111609603	4.36751131
1381649_at	3.339874195	3.232401152	3.241873878	3.266658614
1381650_at	3.744958048	3.942992749	3.786577822	3.672969319
1381651_at	3.352630567	3.367388402	3.517237571	4.272650352
1381652_at	4.085238089	4.107808981	4.086858894	4.678839892
1381653_at	3.482232001	3.479683539	3.427446631	3.446534592
1381654_at	5.454071837	5.001118462	4.734235423	5.264464761
1381655_at	4.112871603	3.471577015	3.19814057	3.598051351
1381656_at	3.446640163	3.285819515	3.601241033	3.309557332
1381657_at	3.48533744	3.501252921	3.612543495	3.713140538
1381658_at	3.33922202	3.448119556	3.154348885	3.466223579
1381659_at	3.42117872	3.636886272	3.738239097	3.774842429
1381660_at	4.341217535	4.45924227	4.620689236	4.690405324
1381661_at	3.757316574	3.863374884	4.159801908	4.307156702
1381662_at	3.379251102	3.482753569	3.505801419	3.670256621
1381663_at	4.644314431	4.460414335	4.647284788	4.610689345
1381664_at	3.865380502	4.006988786	4.484792785	4.104094597
1381665_at	4.555427626	3.9376248	3.410980765	3.831736448
1381666_at	3.268291307	3.236175777	3.278264416	3.386117528
1381667_at	2.982167931	2.935859293	3.110309285	3.149270428
1381668_at	3.510994792	3.526100055	3.42951822	3.557281976
1381669_at	5.195235044	4.663362539	4.873690479	4.89944385
1381670_at	4.026785067	3.980236448	4.022882971	4.035074605
1381671_at	4.218803112	4.46265619	4.109447458	4.36751131
1381672_at	4.151395802	4.014085863	4.62459186	4.28887249
1381673_at	4.931039194	5.264921645	5.210179239	5.78741097
1381674_at	2.945416034	2.840734573	3.072534009	2.955159617
1381675_at	3.820113481	3.913415377	4.07861947	3.852268581
1381676_at	3.349817106	3.341522473	3.028690456	3.461899457
1381677_at	5.408585196	4.876465629	4.802911494	4.971748615
1381678_at	5.341138258	6.011922313	7.702868647	5.466638521
1381679_at	4.788812914	4.683703999	4.64853685	4.93420216
1381680_at	4.819214236	4.432133104	4.753639308	4.857378125
1381681_at	3.818802202	4.169545507	3.667896253	3.902702536
1381682_at	3.477548418	3.837391916	3.663048289	3.681362344
1381683_at	3.354248172	3.635432036	3.336187371	3.581819735
1381684_at	3.178579499	3.20309027	2.998409036	3.112481838
1381685_a_at	8.424061527	7.949675875	7.617405755	7.836910745
1381686_at	7.357314144	6.884682979	6.420680795	6.66906465
1381687_at	5.335585334	4.540365481	5.233981335	5.487032858
1381688_a_at	3.987016581	4.031479513	4.1898541	4.115370414
1381689_at	3.859108822	3.573934803	3.696623041	3.627598221
1381690_at	3.698164364	3.579525594	3.676154071	4.146272008
1381691_at	3.744897925	3.576332826	3.842936037	3.949376636
1381692_x_at	4.975931411	5.362255384	5.135279836	5.441917164
1381693_at	6.22295249	5.326687555	4.423750619	4.282780411
1381694_at	3.538334215	3.343346134	3.373439697	3.582648101
1381695_at	5.463153842	5.356226353	5.538097061	5.775857007
1381696_at	7.214628557	5.581350595	5.653633368	5.66648571
1381697_at	7.349304193	5.360756712	7.623692417	5.878504228
1381698_at	3.799031332	3.964214411	3.82334428	3.670765902
1381699_at	6.643244775	4.736879514	4.939466729	5.185654143
1381700_at	3.460937534	3.312734723	3.571629861	3.335376438
1381701_at	3.615491309	3.741998278	3.671087154	3.593150445
1381702_at	6.030097702	6.155389215	6.338970513	6.722533781
1381703_at	4.119294069	3.934894615	3.924945637	3.990615469
1381704_s_at	5.832335564	5.581619673	5.508693094	5.567081974
1381705_at	7.857014545	7.959203926	8.931815001	7.469588829
1381706_at	2.988594026	3.143038985	3.104160907	3.077684751
1381707_at	3.042451498	3.084704676	3.00372422	3.020822569
1381708_at	3.814615918	3.644680941	3.876390639	4.186628479
1381709_at	5.263180219	5.038240517	5.103803639	5.355769087
1381710_at	4.761273692	4.675828374	4.998663774	5.165151224
1381711_at	3.35613125	3.269722054	3.231324394	3.486262611
1381712_at	4.328648624	4.576005809	4.609871706	4.856360463
1381713_at	3.737519977	3.247620015	3.317108883	3.781178007
1381714_at	3.634633005	3.492420448	3.224260345	3.529940313
1381715_at	3.802174179	3.898401576	3.672205452	3.935888238
1381716_at	3.62742376	3.670660826	3.609045686	3.732197355
1381717_at	3.977802344	3.724958592	3.495844988	3.71228842
1381718_at	4.453892372	4.552139772	4.466548345	4.528875525
1381719_at	3.676971216	3.536486063	3.459200797	3.742254176
1381720_at	3.039722243	2.911488342	3.121218542	3.10990188
1381721_at	4.722929785	4.90624169	5.089669343	5.559824717
1381722_at	3.883096794	4.352868782	3.670340663	3.719777235
1381723_at	4.919177072	4.87437848	5.009888566	5.239551618
1381724_at	3.07781935	2.936389442	2.948078271	3.11632501
1381725_at	4.297978442	4.171763889	4.067528969	4.307156702
1381726_at	3.72740831	3.746534671	3.474654023	3.576769622
1381727_at	3.549104709	3.336367667	3.554673585	3.788571163
1381728_at	3.125720343	3.38688391	3.382097779	3.503146761
1381729_at	5.733149058	4.006913594	4.390064067	4.529102979
1381730_at	7.858138774	7.746824923	7.877643885	7.916687648
1381731_at	3.406673843	3.330252795	3.281243773	3.322744843
1381732_at	2.753132626	6.237974852	3.437222416	3.18858769
1381733_at	4.501789988	4.484273741	4.715993851	5.045681683
1381734_at	5.309721418	4.87236275	5.227622755	4.862424945
1381735_at	3.026636293	3.065029868	3.138121769	3.18858769
1381736_at	8.458694938	4.841412803	5.309956558	5.148737323
1381737_at	3.59035432	3.375254178	3.491996019	3.582726553
1381738_at	5.689424395	5.789435638	5.71646893	5.842427288
1381739_at	3.259673145	3.430985053	3.439294252	3.621604535
1381740_at	4.339157668	4.074693377	4.251186196	4.643293571
1381741_at	5.530180012	5.170773178	5.131709604	5.017850756
1381742_at	4.066195939	4.27645768	4.443391762	4.281256322
1381743_at	3.96563511	3.977033389	3.83288129	4.145045326
1381744_at	5.814208044	5.548977826	5.551539633	5.951903034
1381745_at	3.143217617	3.082757386	3.113411253	3.194039824
1381746_at	4.290768444	4.455725069	4.995033511	4.713462059
1381747_at	3.058800978	3.554398943	3.302093793	3.311411281
1381748_at	3.846608796	4.177935093	4.127631526	4.481068065
1381749_at	5.60942782	8.952603605	8.531130681	6.976637073
1381750_at	3.577189647	3.832405287	3.343305658	3.711943855
1381751_at	4.091503435	4.567758112	4.249145444	4.369724868
1381752_at	4.573340108	4.505150081	4.680790511	4.581865465
1381753_at	3.691050835	3.71850182	3.773924354	3.671421153
1381754_at	4.026920861	3.470910362	4.036083577	3.928620103
1381755_x_at	4.91060907	5.151023122	5.171602302	5.472344531
1381756_at	3.687985068	3.624695271	3.810193583	3.981993191
1381757_at	5.432761297	7.778883741	5.933776508	5.984838909
1381758_at	5.518571134	6.041170345	5.895927181	6.448223659
1381759_at	4.617137159	5.87900299	5.013684673	6.108256013
1381760_at	3.672060091	3.544047506	3.657816879	3.590082276
1381761_at	4.074444832	4.085613239	4.011139653	4.3399104
1381762_at	3.698100509	3.492494917	3.457218323	3.75837087
1381763_at	4.104454731	3.789744245	3.939672711	4.064728549
1381764_s_at	6.880012335	6.502568624	6.836339914	7.265031252
1381765_at	5.766677396	5.841119596	6.010972033	6.095068257
1381766_at	3.692306492	3.958361563	3.931375673	3.937883207
1381767_at	5.529921524	5.572231634	5.648845752	5.612879073
1381768_at	3.859082511	5.28901144	4.780544515	6.514337921
1381769_at	6.649487166	6.590288017	6.646402223	6.060706671
1381770_at	3.316945987	3.207096151	3.166981761	3.110517301
1381771_at	3.225013172	3.256268683	3.16695501	6.29511243
1381772_at	3.741807719	3.841596285	4.156983773	3.939500906
1381773_at	4.01457788	5.5102543	5.269782528	4.690405324
1381774_at	4.429434004	4.121828012	4.23494977	4.60193128
1381775_at	5.239689573	7.335095077	7.499179852	6.140071801
1381776_at	3.229904562	3.198218378	3.553867873	3.578248885
1381777_at	3.909102355	3.930997049	4.050682848	4.26866883
1381778_at	5.05572514	5.263665964	5.388543628	5.479462823
1381779_s_at	8.4830175	8.360078484	8.00240228	8.258048457
1381780_at	4.913851288	5.112953995	5.289793723	5.4370605
1381781_at	3.021810849	3.126122736	3.299282856	3.428771206
1381782_at	4.008260722	4.000811528	3.948231699	3.873688677
1381783_at	3.785546341	3.940579457	3.715313843	3.953890396
1381784_at	4.870373468	4.359096511	4.399776321	4.482108192
1381785_at	3.408151786	3.626598078	3.542811136	3.928542555
1381786_at	3.352576159	3.639923418	3.319054511	3.710180789
1381787_at	4.153733358	4.061437415	3.865353001	4.277209001
1381788_at	5.170620508	5.27112317	5.333693897	5.319808631
1381789_at	4.075619881	4.00782149	4.341790786	4.486602297
1381790_at	4.931248834	5.457813395	8.043674288	6.793198048
1381791_at	5.231071875	4.89657457	4.869349229	4.957734944
1381792_at	4.3386948	4.011713432	4.479809523	3.96603467
1381793_at	4.398222664	4.227565208	4.542544056	4.764230132
1381794_at	4.044002607	3.809359919	4.085564403	4.178715322
1381795_at	3.419947139	3.111040964	3.336472368	3.301577996
1381796_at	3.849261536	3.761131402	3.914803332	3.875745716
1381797_at	4.753930345	4.417166437	4.594888758	5.03434241
1381798_at	4.803015717	4.026574209	3.781421828	3.575103692
1381799_at	3.489575758	3.582848759	3.91117978	3.350586328
1381800_at	3.317509647	3.390912717	3.766793048	3.372034922
1381801_at	3.538156355	3.788662514	3.59950671	3.519834969
1381802_at	4.39106055	4.539894134	4.380515032	4.585946719
1381803_at	5.637219357	5.445760785	5.829702518	5.849967337
1381804_at	3.849331699	3.970250208	3.979475666	4.109913061
1381805_at	3.158363303	3.118190794	3.000426998	3.432783109
1381806_at	4.245570005	4.056404685	4.250480507	4.573652902
1381807_at	5.053357371	4.583910452	5.364480542	5.06199716
1381808_at	3.890372362	3.985314122	4.120462295	4.070917767
1381809_at	4.967218848	4.537296734	4.769952786	5.106315944
1381810_at	3.877252194	3.959790937	4.000769743	4.108019413
1381811_at	6.972967083	6.784802059	5.538131489	5.158476521
1381812_at	5.172128608	3.041857007	2.948288206	3.00281348
1381813_at	5.20938425	5.323633424	5.216569219	5.598658948
1381814_at	7.034325012	5.133923132	5.557152393	5.160024941
1381815_at	3.885201638	5.30169695	3.888969203	3.862237073
1381816_at	4.386238321	4.540885972	4.50383915	4.496497756
1381817_at	8.266220057	9.142293208	8.914635071	8.990720941
1381818_at	3.888338139	3.729738155	3.840527806	3.869382902
1381819_at	4.242242986	4.672166372	4.502774372	8.308044694
1381820_at	3.70674686	3.032481257	3.193663647	3.18858769
1381821_at	7.570335822	6.616592562	6.030276696	5.451467728
1381822_x_at	7.310547679	8.162008472	7.734996206	7.57538747
1381823_at	4.874153148	4.426377499	4.048841723	3.76287889
1381824_at	3.296256356	3.552275465	3.424691497	3.768856156
1381825_at	4.000924674	4.094768061	4.061529564	4.097996623
1381826_at	5.254628046	7.216163429	6.597046048	6.831645476
1381827_at	4.384365028	4.945098313	4.397705167	4.514234698
1381828_at	3.298904183	3.252558862	3.496074479	3.375207975
1381829_at	5.117698894	4.174171236	3.782588071	4.760186802
1381830_x_at	3.851869565	4.060821368	4.053359933	4.142277184
1381831_at	3.263665209	3.26885517	3.505920986	3.466900728
1381832_at	7.894916333	7.733852874	7.709229115	7.865870377
1381833_at	3.688588681	5.244054175	4.654280471	5.12160534
1381834_at	4.321932388	4.787518047	4.91484238	4.347296287
1381835_at	5.346793246	5.409358622	5.372657948	5.788370201
1381836_at	4.165458928	4.286661745	4.908576957	6.233539609
1381837_at	5.876226966	5.151125069	4.761557172	5.226363764
1381838_at	6.940318621	6.880901113	6.093925321	5.9549774
1381839_at	4.841134311	4.45732723	4.464122856	4.5645769
1381840_at	5.158433452	4.218893669	4.688775715	4.956204822
1381841_at	3.721558226	4.030654697	3.887198165	4.154160961
1381842_at	3.257439227	3.104342456	3.236457425	3.369312572
1381843_at	3.417949896	3.501705034	3.601298871	3.560367231
1381844_at	5.332871225	5.501766868	5.527934407	5.698823448
1381845_at	4.882360496	4.837850576	4.860727753	5.095013507
1381846_s_at	6.630445496	7.15675073	4.635408123	4.357518699
1381847_at	5.527686067	6.496844505	6.314931501	6.689586105
1381848_at	5.136443006	5.396607905	5.723253907	6.03622954
1381849_at	4.484199039	4.762363692	4.844540246	4.928822607
1381850_at	5.805623765	6.255015751	5.254736298	5.287341349
1381851_at	3.877905622	3.957383674	3.674152578	3.682736968
1381852_at	3.576455742	3.676805559	3.48089892	3.671421153
1381853_at	3.554947523	3.829503269	3.765529797	4.109062384
1381854_at	3.153716765	3.44097906	3.229319209	3.450334388
1381855_at	4.285283667	4.238877187	4.583256921	4.201039247
1381856_at	3.157142268	3.261235802	3.171944763	3.435904643
1381857_at	8.799266886	8.38858941	9.070020078	9.523916097
1381858_at	3.976382984	4.119253644	3.698419901	4.063583783
1381859_at	3.71982871	3.864707727	4.044484413	4.141263458
1381860_at	5.791305858	5.233107521	5.172098128	5.489249599
1381861_x_at	3.665968457	3.634434916	3.627371992	3.860655592
1381862_at	3.952353696	4.146827181	4.065783174	4.416777239
1381863_at	3.582030629	3.587915746	3.59950671	3.876038752
1381864_at	3.980053064	3.905096065	3.969991343	4.049510979
1381865_at	3.110322762	3.167178811	3.355510449	3.124549706
1381866_at	3.778391441	3.754697182	3.630361642	3.658552246
1381867_at	7.551022999	7.671710352	7.732574408	7.929197345
1381868_at	3.302758965	3.329162679	3.254382632	3.366060422
1381869_at	3.789772526	4.101934589	3.807244353	3.992676328
1381870_at	3.835173005	3.402778668	4.091646287	4.461391258
1381871_at	7.361885736	6.270049577	5.700197088	5.745083647
1381872_at	5.985646142	6.169599784	6.601605855	6.306343383
1381873_at	3.87638478	4.271689157	4.199240398	4.569711488
1381874_at	7.127584096	10.57653953	10.22637419	9.260420885
1381875_at	3.431836119	6.483468533	4.458548127	5.055599857
1381876_at	3.085201629	2.984830958	3.005641437	3.111084408
1381877_at	3.88480871	4.165238663	4.137446004	5.110383146
1381878_at	6.928094148	6.507795636	6.987987835	8.354983035
1381879_x_at	3.146544171	3.322853816	3.218790027	3.434485088
1381880_at	3.615731012	3.597948865	3.670173518	3.910951107
1381881_at	3.962768413	3.912811468	4.453943172	4.312930364
1381882_at	5.119249345	5.493335048	5.529727975	5.325253013
1381883_at	5.450232209	4.887848137	4.993185369	5.090650072
1381884_at	4.083520656	3.955169051	4.201600902	4.388848059
1381885_at	4.75780761	4.485488384	4.421811034	4.909807189
1381886_at	4.382039735	5.046092256	4.646641552	4.546286752
1381887_x_at	3.900360872	3.910464442	3.698419901	3.715455047
1381888_x_at	4.338992688	3.927890157	4.049680116	3.798245734
1381889_at	3.341899568	3.223824216	3.309489312	3.671421153
1381890_at	3.458575496	3.543610113	3.568749098	3.709192628
1381891_at	3.137239666	3.061542325	3.343874107	3.217783032
1381892_at	4.25298092	4.078275608	4.110230086	4.461848572
1381893_at	5.29857128	5.578403731	5.178162492	4.969692826
1381894_at	3.549336251	3.372725905	3.59950671	3.713849698
1381895_at	3.869087272	4.07133332	4.47822047	4.47653021
1381896_at	3.358518432	3.087489119	3.185641235	3.560732567
1381897_at	4.942484426	4.308506307	5.282300928	4.628225047
1381898_at	5.726507095	5.526198418	6.016536824	5.678724553
1381899_at	3.416758431	3.370747526	3.475595847	3.945750323
1381900_at	3.178663567	3.29841086	3.315974054	3.262166241
1381901_at	4.28262068	8.031531631	4.358777691	4.676076459
1381902_at	6.459184836	5.600182147	6.095539258	6.3555878
1381903_at	7.683511384	7.496159139	8.694942981	8.61940805
1381904_at	3.796551866	4.037572237	3.650340086	3.729516378
1381905_at	7.465577633	5.947146311	6.204349031	5.621422496
1381906_at	6.361086221	6.559274515	8.67919695	7.98549187
1381907_at	3.013541752	3.040616336	3.228197397	3.205177818
1381908_at	3.728610874	4.094629975	3.998224326	3.745530174
1381909_at	3.745123575	3.823169298	3.480800765	3.970356374
1381910_at	4.276796124	4.190799031	4.275160294	4.418510617
1381911_at	4.132941804	3.918958695	4.070960454	4.133056709
