"","Gene","BaseGeneMean","OutlierFactor","GeneMean","DEFacGroup1","DEFacGroup2","DEFacGroup3","Length"
"Gene4462","Gene4462",4.05474424770886,1,4.05474424770886,1,1,1,2431
"Gene4463","Gene4463",6.10540322644226,1,6.10540322644226,1,1,1,1996
"Gene4464","Gene4464",1.69533057233699,1,1.69533057233699,1,1,0.947740191674467,1971
"Gene4465","Gene4465",3.45463623472896,1,3.45463623472896,1,1,1,8432
"Gene4466","Gene4466",0.31898296915309,1,0.31898296915309,1,1,1,3943
"Gene4467","Gene4467",2.31754020025938,1,2.31754020025938,1,1,1,2832
"Gene4468","Gene4468",5.08889076464981,1,5.08889076464981,1,1,1,2053
"Gene4469","Gene4469",1.01412095494698,1,1.01412095494698,1,1,1,9768
"Gene4470","Gene4470",0.161690866732751,1,0.161690866732751,1,1,1,1134
"Gene4471","Gene4471",0.000999727336532308,1,0.000999727336532308,0.73480746391898,1,1,3395
"Gene4472","Gene4472",0.334090339789325,1,0.334090339789325,1,1,1,1888
"Gene4473","Gene4473",0.147970214334084,1,0.147970214334084,1,1,1,2729
"Gene4474","Gene4474",0.00411957726623262,1,0.00411957726623262,1,1,1,2405
"Gene4475","Gene4475",0.243503933310486,1,0.243503933310486,1,1,1,839
"Gene4476","Gene4476",2.3875754891554,1,2.3875754891554,1,1,1,601
"Gene4477","Gene4477",1.3180338842009,1,1.3180338842009,1,1,1,3924
"Gene4478","Gene4478",8.81866303128242,1,8.81866303128242,1,1,1,2004
"Gene4479","Gene4479",0.558435191594089,1,0.558435191594089,1,1,1,2296
"Gene4480","Gene4480",0.599695793730762,1,0.599695793730762,1,1,1,3210
"Gene4481","Gene4481",0.190846350598108,56.1494499125174,57.0411260300561,1,1,1,1695
"Gene4482","Gene4482",1.69088024936945,1,1.69088024936945,1,1,1,2173
"Gene4483","Gene4483",2.71042893365634,1,2.71042893365634,0.638560102027996,1,1,2560
"Gene4484","Gene4484",2.05286625956367,1,2.05286625956367,1,1,1,3367
"Gene4485","Gene4485",0.920106011204281,1,0.920106011204281,1,1,1,1435
"Gene4486","Gene4486",1.92098091940242,1,1.92098091940242,1,0.688121508054123,1,2255
"Gene4487","Gene4487",0.896434433375053,1,0.896434433375053,1,1,1,5240
"Gene4488","Gene4488",3.6083383188627,1,3.6083383188627,1,1,1,2573
"Gene4489","Gene4489",1.56852690134088,1,1.56852690134088,1,1,1,821
"Gene4490","Gene4490",5.53521141288925,1,5.53521141288925,1,1,1,2536
"Gene4491","Gene4491",0.752120286091395,1,0.752120286091395,1,1,1.2530326804165,1800
"Gene4492","Gene4492",0.804986399246735,1,0.804986399246735,1,1,0.843049514374347,743
"Gene4493","Gene4493",1.86461391315928,1,1.86461391315928,1,1,1,1580
"Gene4494","Gene4494",1.38928232874923,1,1.38928232874923,1,1,1,1458
"Gene4495","Gene4495",2.5772093959981,1,2.5772093959981,1,1.20956984951222,1,1235
"Gene4496","Gene4496",1.29581193559059,1,1.29581193559059,1,1,1,3990
"Gene4497","Gene4497",1.80621573916374,1,1.80621573916374,1,1,1,5540
"Gene4498","Gene4498",0.51938362591235,1,0.51938362591235,1,1,1,3027
"Gene4499","Gene4499",0.565833179158481,1,0.565833179158481,1,1,1,6405
"Gene4500","Gene4500",2.18788959387283,1,2.18788959387283,1,1,2.01083694290109,1405
"Gene4501","Gene4501",0.0208071548957939,1,0.0208071548957939,1,1,1,1694
"Gene4502","Gene4502",0.46340877043685,1,0.46340877043685,1,1,1,1665
"Gene4503","Gene4503",0.830146548961811,1,0.830146548961811,1,1,1,1824
"Gene4504","Gene4504",0.141832654893379,1,0.141832654893379,1,1,1,1369
"Gene4505","Gene4505",2.01589921217355,1,2.01589921217355,1,1,1,2143
"Gene4506","Gene4506",3.01283448548246,1,3.01283448548246,1,1,1,2814
"Gene4507","Gene4507",1.37976272198373,1,1.37976272198373,1,1,0.529026677286513,5662
"Gene4508","Gene4508",1.17184537833542,1,1.17184537833542,1,0.539856961235094,1,2522
"Gene4509","Gene4509",3.59423560097151,26.3058890612369,26.7236372860739,1,1,1,2407
"Gene4510","Gene4510",0.283468601268843,1,0.283468601268843,1,1,1,2200
"Gene4511","Gene4511",2.49012958395179,1,2.49012958395179,0.965653226298774,1,1,3606
"Gene4512","Gene4512",3.9106692031465,1,3.9106692031465,1,1,1,3149
"Gene4513","Gene4513",1.02974393419637,1,1.02974393419637,1,1.29076123548118,1,1162
"Gene4514","Gene4514",0.590193417005389,1,0.590193417005389,1,1,1,3445
"Gene4515","Gene4515",0.701859504924474,1,0.701859504924474,1,1,1,1593
"Gene4516","Gene4516",1.56287077675252,1,1.56287077675252,1,1,1,6601
"Gene4517","Gene4517",1.05839648312063,1,1.05839648312063,1,1,0.941208108758012,1581
"Gene4518","Gene4518",2.36719742906857,1,2.36719742906857,1,1,1,1577
"Gene4519","Gene4519",0.0110445639636352,1,0.0110445639636352,1,1,1,2298
"Gene4520","Gene4520",0.00114241520962403,1,0.00114241520962403,1,1,0.678846690857875,1315
"Gene4521","Gene4521",0.808211748100327,1,0.808211748100327,1,1,0.748757013147955,1866
"Gene4522","Gene4522",1.72005237024801,70.543289154633,71.6635452976553,1,1,1,13122
"Gene4523","Gene4523",0.869451913423064,1,0.869451913423064,1,1,1,9992
"Gene4524","Gene4524",1.01263419484225,1,1.01263419484225,1,0.629725053502256,1,1131
"Gene4525","Gene4525",10.5457930306905,1,10.5457930306905,1.71275035226899,1,1,4313
"Gene4526","Gene4526",0.0364684816957193,1,0.0364684816957193,1,1,0.804533790368631,5052
"Gene4527","Gene4527",0.0203991195244869,1,0.0203991195244869,1,1,1,4312
"Gene4528","Gene4528",0.0773841318371296,1,0.0773841318371296,1,1,1,2970
"Gene4529","Gene4529",1.29881066646928,1,1.29881066646928,1.35723782862926,1,1,4058
"Gene4530","Gene4530",3.12502362747075,1,3.12502362747075,1,1.37094361621378,1,3671
"Gene4531","Gene4531",0.572279195464109,1,0.572279195464109,1,1,1,2084
"Gene4532","Gene4532",0.141649611708962,29.3686847922773,29.8350714598867,1,1,1,2620
"Gene4533","Gene4533",1.25138360620636,1,1.25138360620636,1,1,1,1957
"Gene4534","Gene4534",2.40058816374868,1,2.40058816374868,1,1,1,2725
"Gene4535","Gene4535",3.4881718505175,1,3.4881718505175,1,1,1,1360
"Gene4536","Gene4536",0.00108873818083215,1,0.00108873818083215,1,1,1,2506
"Gene4537","Gene4537",1.11424040624378,1,1.11424040624378,1,1,1,2635
"Gene4538","Gene4538",8.35672622804593,1,8.35672622804593,1,1,1,7187
"Gene4539","Gene4539",3.58650326959326,1,3.58650326959326,1,1,1,1383
"Gene4540","Gene4540",0.783966579989056,1,0.783966579989056,1,1,1,2805
"Gene4541","Gene4541",0.0452936680384173,1,0.0452936680384173,0.702485634981013,1,1,5185
"Gene4542","Gene4542",0.27476659176668,1,0.27476659176668,1,1,1,629
"Gene4543","Gene4543",0.950734855246701,1,0.950734855246701,1,1,1,2593
"Gene4544","Gene4544",1.72551449646057,1,1.72551449646057,1,1,1,1922
"Gene4545","Gene4545",0.834248486366907,1,0.834248486366907,0.909132584038355,1,1,4701
"Gene4546","Gene4546",0.114775737335694,1,0.114775737335694,1,1,1,7130
"Gene4547","Gene4547",0.143045699240703,1,0.143045699240703,1,1,1,1904
"Gene4548","Gene4548",6.82996481556006,1,6.82996481556006,1,1,1,1237
"Gene4549","Gene4549",0.468557734558102,1,0.468557734558102,1.72070346236988,1,1,4167
"Gene4550","Gene4550",0.149304132083877,1,0.149304132083877,1,1,1,1380
"Gene4551","Gene4551",2.00204291378209,1,2.00204291378209,1,1,1.48580961982789,5465
"Gene4552","Gene4552",1.31508338092125,44.6979134224286,45.4077344797086,1,1.31514905813749,1,856
"Gene4553","Gene4553",6.16072239795216,1,6.16072239795216,1,1,1,2847
"Gene4554","Gene4554",0.39948559352491,1,0.39948559352491,1,1,1,3092
"Gene4555","Gene4555",10.9711254431436,1,10.9711254431436,1.48544293269826,1,1,6238
"Gene4556","Gene4556",0.30512813776314,1,0.30512813776314,1,1,1,1701
"Gene4557","Gene4557",0.484552059581436,1,0.484552059581436,1,1,1,1981
"Gene4558","Gene4558",14.4477359570511,1,14.4477359570511,1,1.17321024103956,1,3982
"Gene4559","Gene4559",1.44349629648211,1,1.44349629648211,1,1,1,2628
"Gene4560","Gene4560",0.458876527825943,1,0.458876527825943,1,1,1,9384
"Gene4561","Gene4561",0.0712345605532349,1,0.0712345605532349,1,1,0.481458245982779,3762
"Gene4562","Gene4562",1.98975228715078,1,1.98975228715078,1,1,1,9078
"Gene4563","Gene4563",0.0483398890899728,1,0.0483398890899728,1,1,1,9116
"Gene4564","Gene4564",0.148340962624035,1,0.148340962624035,1,1,1,1121
"Gene4565","Gene4565",3.89784961794727,1,3.89784961794727,1,1,1,4754
"Gene4566","Gene4566",6.06249944852992,1,6.06249944852992,1,1,1,3288
"Gene4567","Gene4567",3.81066324287946,1,3.81066324287946,1,1,1,5502
"Gene4568","Gene4568",0.367582248707549,1,0.367582248707549,1,1,1,8056
"Gene4569","Gene4569",0.498751078075804,1,0.498751078075804,1,1,1,5602
"Gene4570","Gene4570",0.597721407905636,1,0.597721407905636,1,1,1,1897
"Gene4571","Gene4571",0.534659575798131,1,0.534659575798131,1.03477631947776,1,1,4533
"Gene4572","Gene4572",0.105103391224261,89.3712171483133,90.7904684508761,1,1,0.586504880991027,2434
"Gene4573","Gene4573",2.65754770236858,1,2.65754770236858,1,1,1,2271
"Gene4574","Gene4574",1.04819084027002,1,1.04819084027002,1,1,1,5415
"Gene4575","Gene4575",2.05289583640546,1,2.05289583640546,1,1.00671402808327,1,624
"Gene4576","Gene4576",1.78446486004691,1,1.78446486004691,1,1,1,41200
"Gene4577","Gene4577",0.13834069048385,1,0.13834069048385,1,1,1,5877
"Gene4578","Gene4578",0.800030762006415,1,0.800030762006415,1,1,1,3386
"Gene4579","Gene4579",0.580941342278791,1,0.580941342278791,1,1,1,2984
"Gene4580","Gene4580",3.19720398394759,1,3.19720398394759,1,1,1,14594
"Gene4581","Gene4581",6.02614209081495,1,6.02614209081495,1,1,1,3316
"Gene4582","Gene4582",11.1807701551135,1,11.1807701551135,1,1,1.4408632494763,3496
"Gene4583","Gene4583",1.30433089302583,1,1.30433089302583,1,1,1,2023
"Gene4584","Gene4584",1.06423636170939,1,1.06423636170939,1.84745989871373,1,1,2870
"Gene4585","Gene4585",0.854702197032123,1,0.854702197032123,1,1,1,1517
"Gene4586","Gene4586",1.59518722698651,1,1.59518722698651,1,1,1,8787
"Gene4587","Gene4587",6.37733604868838,1,6.37733604868838,1,1,1,2792
"Gene4588","Gene4588",1.93095725974149,1,1.93095725974149,1,1.10816163478575,0.847618800375822,1975
"Gene4589","Gene4589",1.71201446002531,1,1.71201446002531,1,1,1,3975
"Gene4590","Gene4590",0.0218823268621368,1,0.0218823268621368,1,1,1.20823581863524,2459
"Gene4591","Gene4591",2.21705569592839,1,2.21705569592839,1,1.03855751595073,1.13381723581347,5758
"Gene4592","Gene4592",0.801515626514953,1,0.801515626514953,1.41709667684157,1,1,1082
"Gene4593","Gene4593",1.28780647965562,1,1.28780647965562,1,1,1,2234
"Gene4594","Gene4594",1.21806127789284,1,1.21806127789284,1,1,1,3706
"Gene4595","Gene4595",0.00102552693550752,40.9659729617379,41.6165292855957,1,1,1,7246
"Gene4596","Gene4596",3.6586826524841,1,3.6586826524841,1,1,1,1592
"Gene4597","Gene4597",0.326401906491204,1,0.326401906491204,0.850096572938962,1,1,2876
"Gene4598","Gene4598",1.67317286579427,1,1.67317286579427,1,0.966377969264948,1.94233607907686,1836
"Gene4599","Gene4599",0.544836329259535,1,0.544836329259535,1,1,1,2583
"Gene4600","Gene4600",4.86679340295073,1,4.86679340295073,1,1,1,5572
"Gene4601","Gene4601",0.000890853642245132,1,0.000890853642245132,1,1,1,3143
"Gene4602","Gene4602",0.114484750544123,1,0.114484750544123,0.975219364923962,1,2.33282121223623,6460
"Gene4603","Gene4603",1.28781173625017,1,1.28781173625017,1,1,1,942
"Gene4604","Gene4604",0.16719823184676,1,0.16719823184676,1,1,1,2349
"Gene4605","Gene4605",5.97724281479991,1,5.97724281479991,1,1,1,1003
"Gene4606","Gene4606",0.402818933279708,1,0.402818933279708,1,1.33554344733289,1.39072258881591,1688
"Gene4607","Gene4607",0.164632064755556,1,0.164632064755556,1,1,1,2025
"Gene4608","Gene4608",0.420768733003579,1,0.420768733003579,1,1,1,851
"Gene4609","Gene4609",0.504095111716937,1,0.504095111716937,1,1,1,890
"Gene4610","Gene4610",4.02382613870489,1,4.02382613870489,1,1,1,2915
"Gene4611","Gene4611",3.70031371063398,1,3.70031371063398,1.06442707836465,1,1,6397
"Gene4612","Gene4612",1.65020537218257,1,1.65020537218257,1,1,1,3026
"Gene4613","Gene4613",0.0559613335588323,1,0.0559613335588323,1,1,1,2862
"Gene4614","Gene4614",0.0543746947216818,1,0.0543746947216818,1,1,1,2736
"Gene4615","Gene4615",0.833830426911193,1,0.833830426911193,1,1,1,6796
"Gene4616","Gene4616",1.2376224978436,1,1.2376224978436,1,1,1,1797
"Gene4617","Gene4617",4.18242712721265,1,4.18242712721265,1,1,1,2469
"Gene4618","Gene4618",3.70438785017061,1,3.70438785017061,1,1,1,2466
"Gene4619","Gene4619",1.23212555282643,1,1.23212555282643,1,1.67984396609343,1,2727
"Gene4620","Gene4620",0.427029950871711,1,0.427029950871711,1,1.62406799122004,1,4358
"Gene4621","Gene4621",1.54860782053614,1,1.54860782053614,1,1,1,1634
"Gene4622","Gene4622",0.805313096056709,1,0.805313096056709,1,1,1,991
"Gene4623","Gene4623",0.357298525299106,1,0.357298525299106,0.955473005711301,1,1,4667
"Gene4624","Gene4624",1.01210567255176,1,1.01210567255176,1,1,1,2053
"Gene4625","Gene4625",0.973735401785388,1,0.973735401785388,1,1,0.36012927784052,1012
"Gene4626","Gene4626",1.03722287800222,1,1.03722287800222,0.943032305149118,1,1,4913
"Gene4627","Gene4627",0.0346905609334579,1,0.0346905609334579,1,1,1,6357
"Gene4628","Gene4628",2.34905216045263,1,2.34905216045263,1,1,1,3457
"Gene4629","Gene4629",4.65522682894742,1,4.65522682894742,1,1,1,312
"Gene4630","Gene4630",0.118113417539917,1,0.118113417539917,1,0.719912042936228,1,1891
"Gene4631","Gene4631",0.820546597863371,1,0.820546597863371,1,1,1,1060
"Gene4632","Gene4632",1.53858799610789,1,1.53858799610789,1,1,1.0764756351217,1485
"Gene4633","Gene4633",0.15710359519473,1,0.15710359519473,1,1,1,2438
"Gene4634","Gene4634",0.0166169902159606,1,0.0166169902159606,1,1,1,729
"Gene4635","Gene4635",0.339253294062681,1,0.339253294062681,1,1,1,3078
"Gene4636","Gene4636",0.985804817805823,1,0.985804817805823,1,1,1,3928
"Gene4637","Gene4637",0.0649333962962258,1,0.0649333962962258,1.6699747938408,1,1,1400
"Gene4638","Gene4638",0.738475501324572,1,0.738475501324572,1,1,1,7478
"Gene4639","Gene4639",0.017756327171928,1,0.017756327171928,1,1,1,3010
"Gene4640","Gene4640",1.26487238795311,76.1355764664157,77.3446404080202,1.46402526222039,1,1,3262
"Gene4641","Gene4641",1.56267231881987,1,1.56267231881987,1,1,1,1694
"Gene4642","Gene4642",0.437795826021102,1,0.437795826021102,0.880464172289826,1,1,5897
"Gene4643","Gene4643",10.2238349960958,1,10.2238349960958,1,1,1,1682
"Gene4644","Gene4644",7.12654995400194,1,7.12654995400194,1,1,1,3044
"Gene4645","Gene4645",0.485168301731708,1,0.485168301731708,1,1,1,1867
"Gene4646","Gene4646",0.756565986603254,1,0.756565986603254,1,1,1,2256
"Gene4647","Gene4647",4.2946435818823,1,4.2946435818823,1,1,1,1314
"Gene4648","Gene4648",0.325269747760533,1,0.325269747760533,1,1,1,4283
"Gene4649","Gene4649",2.78014009868575,1,2.78014009868575,1,1,1,1222
"Gene4650","Gene4650",0.757008783829517,1,0.757008783829517,1,1,1,8629
"Gene4651","Gene4651",8.24925385325808,1,8.24925385325808,1,1,1,1550
"Gene4652","Gene4652",0.484652413383667,1,0.484652413383667,1,1,1,1915
"Gene4653","Gene4653",0.243984205878406,1,0.243984205878406,1,1.49695367456591,1,713
"Gene4654","Gene4654",0.262506379278092,1,0.262506379278092,1,1,1,1986
"Gene4655","Gene4655",0.398956554637106,1,0.398956554637106,1,1,1,1830
"Gene4656","Gene4656",3.91445914525303,1,3.91445914525303,1,1,1,9518
"Gene4657","Gene4657",9.13459735197019,1,9.13459735197019,1,1,1,1940
"Gene4658","Gene4658",0.156813615700725,1,0.156813615700725,1.16931425584457,1,1,1360
"Gene4659","Gene4659",0.264550741876819,1,0.264550741876819,1,1,1,3254
"Gene4660","Gene4660",5.69202024758494,1,5.69202024758494,1,1,1,2588
"Gene4661","Gene4661",0.195039498701837,1,0.195039498701837,1,1,1,5183
"Gene4662","Gene4662",0.28099716472216,1,0.28099716472216,1,1.97110385493324,1,2494
"Gene4663","Gene4663",2.07250380460258,1,2.07250380460258,1,1,1,2348
"Gene4664","Gene4664",1.00441880535156,1,1.00441880535156,1,1,1,1438
"Gene4665","Gene4665",0.0150740448784689,1,0.0150740448784689,1,1,1,2261
"Gene4666","Gene4666",0.237016859821128,1,0.237016859821128,1,1,1.30136509376339,4927
"Gene4667","Gene4667",0.429953692331701,1,0.429953692331701,1,1,1,4231
"Gene4668","Gene4668",2.91871310216896,1,2.91871310216896,1,1,1,4820
"Gene4669","Gene4669",0.436196105630826,1,0.436196105630826,0.820621458447007,1,1,2116
"Gene4670","Gene4670",0.715618656230912,1,0.715618656230912,1,1,1,2129
"Gene4671","Gene4671",3.374815875301,1,3.374815875301,1,1,1,1760
"Gene4672","Gene4672",0.095996584645462,1,0.095996584645462,1,1,1,2456
"Gene4673","Gene4673",0.209006815509639,1,0.209006815509639,1,1,1,5890
"Gene4674","Gene4674",0.410056439068571,1,0.410056439068571,1,1,1,2558
"Gene4675","Gene4675",0.922118665171191,1,0.922118665171191,1,1,1,2476
"Gene4676","Gene4676",9.71721913750742,1,9.71721913750742,1,1,1,3657
"Gene4677","Gene4677",0.896916512108151,1,0.896916512108151,1,0.673389233442442,1,975
"Gene4678","Gene4678",3.02374120005871,1,3.02374120005871,1,1,1,1860
"Gene4679","Gene4679",2.71630751598146,1,2.71630751598146,1,1,1,6230
"Gene4680","Gene4680",2.13145840173805,1,2.13145840173805,1,1,1,5717
"Gene4681","Gene4681",0.619690314024587,1,0.619690314024587,1,0.467776945839973,1,3284
"Gene4682","Gene4682",1.05185382635289,42.0017886633192,42.6687941620969,1,1,1,1993
"Gene4683","Gene4683",5.08989501409505,1,5.08989501409505,1,1,1,3643
"Gene4684","Gene4684",0.00297780580145469,1,0.00297780580145469,1,1,1,1617
"Gene4685","Gene4685",0.0910557945756838,1,0.0910557945756838,1,1,1,2162
"Gene4686","Gene4686",2.18005406779172,1,2.18005406779172,1,1,1,1275
"Gene4687","Gene4687",0.326414138070169,1,0.326414138070169,1,1,1,2324
"Gene4688","Gene4688",0.474163723122835,1,0.474163723122835,1,1,1,3599
"Gene4689","Gene4689",0.115585866717273,1,0.115585866717273,1,1,1,2199
"Gene4690","Gene4690",3.8711513090168,1,3.8711513090168,1,1,1,3881
"Gene4691","Gene4691",7.41415820637402e-05,1,7.41415820637402e-05,1,1,1,6722
"Gene4692","Gene4692",0.394295339331247,1,0.394295339331247,1,1,1,1152
"Gene4693","Gene4693",1.86967759961489,1,1.86967759961489,1,1,1,5334
"Gene4694","Gene4694",1.31873459314088,1,1.31873459314088,1,1,1,9107
"Gene4695","Gene4695",2.39006357264696,1,2.39006357264696,1,1,1,1006
"Gene4696","Gene4696",0.00289074390690671,1,0.00289074390690671,1,0.922999213978752,1,2675
"Gene4697","Gene4697",3.94870968855287,1,3.94870968855287,1,1,1,1276
"Gene4698","Gene4698",6.73765908283349,1,6.73765908283349,1,1,1,10635
"Gene4699","Gene4699",0.00583705027510457,1,0.00583705027510457,1,1,1,3446
"Gene4700","Gene4700",2.34233041319559,1,2.34233041319559,1,1,1,3879
"Gene4701","Gene4701",0.725925906085669,1,0.725925906085669,1,1,1,2239
"Gene4702","Gene4702",0.19323483278838,1,0.19323483278838,1,0.8274261415685,1,2320
"Gene4703","Gene4703",1.97094917219853,1,1.97094917219853,1,1,1,7183
"Gene4704","Gene4704",0.00416451748449079,1,0.00416451748449079,1,1,1,2370
"Gene4705","Gene4705",3.46040496359381,1,3.46040496359381,1,1,1,2192
"Gene4706","Gene4706",0.287206315614115,1,0.287206315614115,1,1,1,1320
"Gene4707","Gene4707",2.07582042215297,1,2.07582042215297,1,1,1,4292
"Gene4708","Gene4708",0.457345218602154,1,0.457345218602154,1,1,1,1829
"Gene4709","Gene4709",2.12057451536867,1,2.12057451536867,1,1,1,3930
"Gene4710","Gene4710",5.07201103089919,1,5.07201103089919,1,1,1,6795
"Gene4711","Gene4711",1.70183136988649,1,1.70183136988649,1,1,1,4202
"Gene4712","Gene4712",4.20061472092683,1,4.20061472092683,1,1,1,1630
"Gene4713","Gene4713",3.34080149973121,1,3.34080149973121,1,1,1,4100
"Gene4714","Gene4714",0.6443941328241,1,0.6443941328241,1,1,1,3156
"Gene4715","Gene4715",2.54125739750033,1,2.54125739750033,1,1,1,3921
"Gene4716","Gene4716",0.198426742982473,1,0.198426742982473,1.41722950135798,1,1,1793
"Gene4717","Gene4717",0.0136692393287193,1,0.0136692393287193,1,1,1,2609
"Gene4718","Gene4718",5.77382376588827,1,5.77382376588827,1,1,1,8518
"Gene4719","Gene4719",2.23168895173145,1,2.23168895173145,0.82281031275849,1,1,5577
"Gene4720","Gene4720",0.112024628683605,1,0.112024628683605,1,1,1,4992
"Gene4721","Gene4721",2.10809050732564,1,2.10809050732564,1,1,1,3300
"Gene4722","Gene4722",3.25692820471937,1,3.25692820471937,1,1.00854911208053,1,3922
"Gene4723","Gene4723",9.68911888119252,1,9.68911888119252,1,1,1,4203
"Gene4724","Gene4724",0.0923907060455513,1,0.0923907060455513,1,1,1,2430
"Gene4725","Gene4725",2.66466204802726e-06,1,2.66466204802726e-06,1,1,1,3550
"Gene4726","Gene4726",6.41351462230711,1,6.41351462230711,1,1,1,6164
"Gene4727","Gene4727",1.90122912056317,1,1.90122912056317,1,1,1,2532
"Gene4728","Gene4728",5.15034395028371,1,5.15034395028371,1,1,1,1384
"Gene4729","Gene4729",5.78959827016737,61.8003630386989,62.7817779566134,1,1,1,2693
"Gene4730","Gene4730",1.23686841239687,1,1.23686841239687,1,1.11208990573467,1,414
"Gene4731","Gene4731",0.38931371380737,1,0.38931371380737,1.41157696719053,1,1,5911
"Gene4732","Gene4732",0.322164374787902,1,0.322164374787902,1,1,1,1190
"Gene4733","Gene4733",0.605630711081578,1,0.605630711081578,1,1,1.43796440189618,1846
"Gene4734","Gene4734",0.11064205101353,1,0.11064205101353,1,1,1,2285
"Gene4735","Gene4735",0.220571652813531,1,0.220571652813531,1,1,1,3275
"Gene4736","Gene4736",1.18086917118131,1,1.18086917118131,1,1,1,2360
"Gene4737","Gene4737",0.204862173690463,1,0.204862173690463,1,1,1,2864
"Gene4738","Gene4738",0.125537531620044,1,0.125537531620044,1,1,1,2651
"Gene4739","Gene4739",9.08639303752492,1,9.08639303752492,1,1,1,7277
"Gene4740","Gene4740",3.6786030391892,1,3.6786030391892,1,1,0.854469158492249,3690
"Gene4741","Gene4741",1.17299346234951,1,1.17299346234951,1,1,1.04742312470571,3000
"Gene4742","Gene4742",0.975493638200943,1,0.975493638200943,1,1,1,3554
"Gene4743","Gene4743",1.80451412380396,1,1.80451412380396,1,1,1,2922
"Gene4744","Gene4744",2.42246656699884,1,2.42246656699884,1,1,1,4785
"Gene4745","Gene4745",0.151791422884463,38.3910862685126,39.0007523436983,1,1,1,8146
"Gene4746","Gene4746",0.773126332416461,1,0.773126332416461,1,1,1,584
"Gene4747","Gene4747",0.472490273145293,1,0.472490273145293,1,1.03789242877404,1,9320
"Gene4748","Gene4748",1.04604406836553,1,1.04604406836553,0.678041454601,1.35233663044178,1,2010
"Gene4749","Gene4749",4.56540075399003,1,4.56540075399003,1,1,1,10673
"Gene4750","Gene4750",1.19249666948808,1,1.19249666948808,1,1,1,4760
"Gene4751","Gene4751",0.127340106249715,1,0.127340106249715,1,1,1,2328
"Gene4752","Gene4752",0.00203104621936969,1,0.00203104621936969,1,1,1,2472
"Gene4753","Gene4753",2.45304195576125,1,2.45304195576125,1,1,1,4745
"Gene4754","Gene4754",2.50684103839589,57.4954713026749,58.4085227877225,1,1,0.711242992625418,4616
"Gene4755","Gene4755",0.648133042298452,1,0.648133042298452,1,1,1,5178
"Gene4756","Gene4756",0.140187478992975,1,0.140187478992975,1,1,1,2832
"Gene4757","Gene4757",2.91632754208699,1,2.91632754208699,1.20790250518222,1,1,2798
"Gene4758","Gene4758",0.00397157099659565,1,0.00397157099659565,1,1,0.606302801584197,9210
"Gene4759","Gene4759",4.01520181131734,96.2262138866417,97.7543253274053,1,1,0.650626175823491,1662
"Gene4760","Gene4760",1.61272172778898,1,1.61272172778898,1,2.58922464045195,1,1395
"Gene4761","Gene4761",1.44754700299812e-07,1,1.44754700299812e-07,1,1,1.24041068418882,397
"Gene4762","Gene4762",0.215782643770552,1,0.215782643770552,1,1,1,1059
"Gene4763","Gene4763",0.080360456697717,1,0.080360456697717,1,1,1,3026
"Gene4764","Gene4764",3.48024971760516,1,3.48024971760516,1,1,1,1707
"Gene4765","Gene4765",2.73197110999464,1,2.73197110999464,1,1,1,5911
"Gene4766","Gene4766",5.1079211795954,1,5.1079211795954,1,1,1,4692
"Gene4767","Gene4767",0.0319004034346851,1,0.0319004034346851,1,1,1,1660
"Gene4768","Gene4768",0.695675860454144,1,0.695675860454144,1,1,1,3865
"Gene4769","Gene4769",0.561203478132042,1,0.561203478132042,1,1,1,1418
"Gene4770","Gene4770",1.30134352607527,1,1.30134352607527,1,1,0.641720192419796,1330
"Gene4771","Gene4771",4.92974663169585,1,4.92974663169585,1,1,1,3423
"Gene4772","Gene4772",4.04395112668299,1,4.04395112668299,1,1,1,4732
"Gene4773","Gene4773",0.019188542397396,1,0.019188542397396,1,0.817139601756063,1,8135
"Gene4774","Gene4774",1.90467905434788,1,1.90467905434788,1,1,1,3353
"Gene4775","Gene4775",1.55282893628789,1,1.55282893628789,1,1,1,3714
"Gene4776","Gene4776",2.11987000283035,1,2.11987000283035,1,1,1,2047
"Gene4777","Gene4777",0.76806630041341,1,0.76806630041341,1,1,1,2680
"Gene4778","Gene4778",2.33798349939424,1,2.33798349939424,1,1,1,917
"Gene4779","Gene4779",3.10564609210735,1,3.10564609210735,1,1,1,2576
"Gene4780","Gene4780",5.11131633202155,1,5.11131633202155,1,1,1,7969
"Gene4781","Gene4781",0.198362899675776,1,0.198362899675776,1,1,0.987039695776474,1399
"Gene4782","Gene4782",0.162467889742195,1,0.162467889742195,1,1,1,3161
"Gene4783","Gene4783",0.0574282538835098,1,0.0574282538835098,1,0.630459850667332,1,3645
"Gene4784","Gene4784",0.854019200829808,1,0.854019200829808,1,1,1,5981
"Gene4785","Gene4785",5.65837010545416,1,5.65837010545416,1,1,1,5569
"Gene4786","Gene4786",0.50038732457767,52.9641456025304,53.805237791202,1,1.16974379005682,1,1726
"Gene4787","Gene4787",1.49731687241283,1,1.49731687241283,1,1,1,1870
"Gene4788","Gene4788",1.21270319628829,1,1.21270319628829,1,1.8665361552203,1,2690
"Gene4789","Gene4789",0.0203427263685681,1,0.0203427263685681,1,1,1,2145
"Gene4790","Gene4790",0.128500237439918,1,0.128500237439918,1,1,1,1133
"Gene4791","Gene4791",0.220984384814378,1,0.220984384814378,1,1,1,2760
"Gene4792","Gene4792",3.87789063172023,1,3.87789063172023,1,1,1,1991
